simNo10,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron07,1,5m50.952s,5m47.643s,0m18.901s
simNo10,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron08,1,6m58.449s,6m59.373s,0m17.794s
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron09,1,160m46.190s,160m51.766s,0m48.918s
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron10,1,172m32.449s,172m32.129s,0m49.352s
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron09,1,3m54.396s,3m57.427s,0m8.946s
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron10,1,4m22.641s,4m25.059s,0m9.177s
simNo1,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron09,1,5m23.059s,5m23.308s,0m18.591s
simNo1,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron10,1,6m56.425s,6m57.921s,0m18.460s
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron11,1,163m15.119s,163m19.612s,0m49.843s
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron03,1,174m43.659s,174m51.090s,0m50.220s
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron03,1,3m59.853s,4m2.985s,0m9.994s
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron04,1,4m23.972s,4m27.282s,0m9.366s
simNo2,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron11,1,5m29.597s,5m30.432s,0m17.862s
simNo2,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron03,1,6m43.591s,6m46.213s,0m17.394s
simNo2,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron04,1,161m14.881s,161m24.562s,0m51.721s
simNo2,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron05,1,175m54.114s,176m1.983s,0m52.929s
simNo2,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wroot,heron10,1,3m56.685s,4m1.506s,0m9.677s
simNo2,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wroot,heron11,1,4m34.551s,4m37.273s,0m10.488s
