simNo10,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,5570644238,0.9668912726876894
simNo10,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,4140676352,0.9115490552275145
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,130726596747,0.9729675980035898
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,91932178505,0.913806217572609
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,1020148797,0.9669532816949689
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,741697744,0.9267767262922164
simNo1,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,5513562198,0.9694572711861361
simNo1,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,4125224087,0.9059999572382464
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,185726108272,0.9712728394461159
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,135052673411,0.9041344238597574
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,1515021997,0.9740320505768217
simNo1,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,1103508907,0.8988097749960007
simNo2,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,3121764623,0.971524717916517
simNo2,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastral_wrootx,2301478809,0.9343556061054193
simNo2,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastral_wrootx,157591613905,0.9526707971183532
