simNo4,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,158,40911,31,228,38777,2340,86,125,1910,38962,326,90,40
simNo5,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,3958,459006,76,1126,403743,52780,6934,709,47787,407885,1651,6826,17
simNo5,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,2589,449422,161,2409,391067,51999,10686,829,47090,393949,2945,10554,43
simNo5,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,130,44469,0,251,41403,3447,0,0,3066,41533,251,0,0
simNo5,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,90,44454,15,291,41367,3442,5,36,3024,41457,327,20,22
simNo5,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,244,44167,3,137,41109,3428,13,1,3046,41355,136,14,0
simNo5,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,183,42392,17,186,38996,3256,378,148,2878,39206,307,368,19
simNo6,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,3715,457136,80,1310,423023,29404,9036,778,24568,427019,1807,8835,12
simNo6,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,2531,442007,111,2336,409124,28418,8408,1035,23747,412008,3018,8166,46
simNo6,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,152,44440,0,258,41982,2857,0,11,2443,42134,269,0,4
simNo6,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,121,44429,11,289,41978,2828,29,15,2401,42103,300,36,10
simNo6,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,267,42043,5,171,38799,2688,916,83,2263,39084,236,903,0
