NCELL,NMUT,ALPHA_FP,BETA_FN,GAMMA_NA,S,H,MINVAF,ISAV,D,L,REPL,MTHD,NODE,SECS,NLEAF,NINT_ESTI,SE_FP,NINT_TRUE,SE_FN,SL_P,SL_R,SL_FPR,DL_P,DL_R,DL_FPR,AD_P,AD_R,AD_FPR,AD_FLIP,QS,NQS
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,huntress_v0.1.2.0_default,heron05,119.89,300,132,67,86,21,0.8828451882845189,0.5466321243523317,0.0006838942894826828,0.9983030801666066,0.9980977841756208,0.011541632316570486,0.8851936218678815,0.9524509803921568,0.005803298717165547,0.012201321809862735,719203510,0.8134220345978099
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,scistree_v1.2.0.6_wmuts,heron05,792.976,300,138,77,86,25,0.8787878787878788,0.45077720207253885,0.000586195105270871,0.9959963042808746,0.9975836717906534,0.00989282769991756,0.8545706371191135,0.9073529411764706,0.007279576461005905,0.015425531914893617,746160874,0.8439109206604958
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,fastral_wrootx_wmuts,heron05,277.459,300,135,86,86,37,0.8199052132701422,0.4481865284974093,0.0009281422500122124,0.9964770623328533,0.9961184514934964,0.015663643858202802,0.8380439659039928,0.9156862745098039,0.008424964365709631,0.015806111696522657,751508443,0.8499590425003519
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,fastme_v2.1.5_wrootx_wmuts,heron05,2.395,300,142,83,86,27,0.8359788359788359,0.40932642487046633,0.0007571686776415417,0.9977870982682757,0.996786797593954,0.012778235779060182,0.8391915641476274,0.9362745098039216,0.008297699042964773,0.020512820512820513,745285049,0.842920359096841
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron05,188.688,300,132,74,86,28,0.885593220338983,0.5414507772020726,0.0006594694934297299,0.9971998869679143,0.9978407279831372,0.011129431162407255,0.8845265588914549,0.9387254901960784,0.005956017104459377,0.008285862247540134,755227955,0.8541658253882037
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,huntress_v0.1.2.0_default,heron07,129.586,300,132,59,91,18,0.8954545454545455,0.5338753387533876,0.0005423377113348581,0.9902927385629198,0.9981606376456161,0.006329113924050633,0.9242668385433451,0.8784073506891271,0.005593095943107332,0.004857737682165163,1097037868,0.7855996553460541
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,scistree_v1.2.0.6_wmuts,heron07,1015.811,300,141,78,91,28,0.9354838709677419,0.4715447154471545,0.00028295880591383907,0.9896306061912127,0.9971898630696914,0.003302146395156852,0.909495077802477,0.8771822358346095,0.006934426644395516,0.0038260869565217392,1123886388,0.8048261457652086
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,fastral_wrootx_wmuts,heron07,271.651,300,133,81,91,39,0.8578947368421053,0.44173441734417346,0.0006366573133061379,0.9903245467012037,0.996244635193133,0.007429829389102917,0.8928348909657321,0.8777947932618683,0.008149216713486701,0.007617728531855956,1122553100,0.8038713650563288
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,fastme_v2.1.5_wrootx_wmuts,heron07,2.372,300,131,72,91,32,0.915,0.4959349593495935,0.00040085830837793867,0.990399756184284,0.9962190884937666,0.004678040726472207,0.8982521847690387,0.8814701378254212,0.007769594816895705,0.006558508802209182,1121195590,0.8028992387339503
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron07,203.433,300,131,71,91,31,0.9333333333333333,0.4932249322493225,0.00030653870640665894,0.9904392371677825,0.9977263437563867,0.003577325261419923,0.9165344335131704,0.8845329249617152,0.006251107230531724,0.005509641873278237,1128643289,0.8082326095666161
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,huntress_v0.1.2.0_default,heron09,130.385,300,126,67,85,26,0.9063829787234042,0.5011764705882353,0.0005378578588367602,0.97524893314367,0.998332053691986,0.006184987348889514,0.8962108731466227,0.6947637292464879,0.006257199706775579,0.005938784833257195,875048563,0.9256791702458314
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,scistree_v1.2.0.6_wmuts,heron09,984.643,300,141,85,85,29,0.9352941176470588,0.37411764705882355,0.0002689289294183801,0.9755150636711875,0.9978554976039818,0.003092493674444757,0.8711340206185567,0.7014687100893997,0.008220756100115195,0.004981884057971014,884402531,0.935574362013315
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,fastral_wrootx_wmuts,heron09,275.67,300,139,93,85,39,0.8397790055248618,0.35764705882352943,0.0007089944502848202,0.9760875753733081,0.998570331735988,0.008152937868990722,0.872705506783719,0.6982758620689655,0.007801864069536077,0.009510869565217392,885901199,0.9371597434531266
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,fastme_v2.1.5_wrootx_wmuts,heron09,2.157,300,142,87,85,30,0.9438202247191011,0.3952941176470588,0.00024448084492580005,0.9745797776053788,0.9977760715893146,0.0028113578858588698,0.8689516129032258,0.688058748403576,0.00814221384438161,0.006454587367450438,884700178,0.9358892309698922
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron09,189.86,300,141,82,85,26,0.9289617486338798,0.4,0.0003178250984035401,0.9761578089000492,0.998332053691986,0.003654765251616531,0.8823529411764706,0.7088122605363985,0.0074615142946905435,0.004930524428507396,885844079,0.937099318470514
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,huntress_v0.1.2.0_default,heron11,118.354,300,135,71,84,20,0.8882978723404256,0.4677871148459384,0.000534841075794621,0.9767068054269057,0.9989411797486695,0.005627009646302251,0.9204253758709204,0.7437037037037038,0.005683385752910666,0.00436334787782626,1087342299,0.8644091063754229
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,scistree_v1.2.0.6_wmuts,heron11,1053.984,300,138,88,84,34,0.9011627906976745,0.4341736694677871,0.00043296658516707415,0.9754437547642383,0.9983560422413553,0.004555198285101822,0.9061464850938535,0.7294814814814815,0.006483474038514595,0.008058017727639,1110635123,0.8829263011882406
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,fastral_wrootx_wmuts,heron11,266.444,300,132,92,84,44,0.8695652173913043,0.4481792717086835,0.0006112469437652812,0.9744637941841768,0.9962941291203433,0.006430868167202572,0.8782798833819242,0.7140740740740741,0.008469900126910556,0.01107919573245794,1111854926,0.8838960131383355
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,fastme_v2.1.5_wrootx_wmuts,heron11,2.115,300,138,89,84,35,0.8848484848484849,0.40896358543417366,0.0004839038304808476,0.9746518029927226,0.9963777201928168,0.005091103965702036,0.8818214672930972,0.7229629629629629,0.008580257131821442,0.006514657980456026,1110951543,0.8831778469339463
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron11,190.029,300,126,66,84,24,0.9157894736842105,0.48739495798319327,0.00040749796251018743,0.9744503700478886,0.997882359497339,0.004287245444801715,0.9111608809257186,0.7232592592592593,0.006179992275009656,0.005702647657841141,1107627511,0.880535327155836
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,huntress_v0.1.2.0_default,heron04,115.827,300,134,68,86,20,0.8346774193548387,0.5307692307692308,0.0009945180226070926,0.9921478060046189,0.9987600743955363,0.014118457300275482,0.9049207673060884,0.8631662688941926,0.005703033092936423,0.0022988505747126436,924269772,0.8861598279072913
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,scistree_v1.2.0.6_wmuts,heron04,646.335,300,129,75,86,32,0.910377358490566,0.4948717948717949,0.00046087420559840875,0.9901307357087926,0.9977526348419095,0.0065426997245179065,0.8830409356725146,0.8408910103420844,0.006649276251854125,0.00937207122774133,932087543,0.8936552527430379
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,fastral_wrootx_wmuts,heron04,272.978,300,119,69,86,36,0.8844444444444445,0.5102564102564102,0.0006306699655557172,0.9906997002382721,0.9988634015292416,0.008953168044077135,0.9021186440677966,0.8468575974542562,0.005447291698634341,0.008383791336748951,932132069,0.89369794282519
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,fastme_v2.1.5_wrootx_wmuts,heron04,2.842,300,125,65,86,26,0.9026548672566371,0.5230769230769231,0.0005336438170086839,0.9907231817948849,0.998656747261831,0.007575757575757576,0.8978040540540541,0.8456642800318218,0.005575162395785382,0.011162790697674419,932403882,0.893958548298397
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron04,200.598,300,132,76,86,30,0.8925233644859814,0.4897435897435897,0.0005579003541454422,0.9915673458926054,0.9993283736309154,0.007920110192837466,0.906158357771261,0.860381861575179,0.0052682727226228835,0.008253094910591471,936242854,0.897639229923957
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,huntress_v0.1.2.0_default,heron06,119.366,300,127,64,86,23,0.8240343347639485,0.47761194029850745,0.0009878803941883718,0.9900348649633137,0.9908082491407145,0.011710939731505284,0.8258184064237184,0.8628589867699258,0.013941143122197599,0.008527994067482388,1031354135,0.8599512555384327
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,scistree_v1.2.0.6_wmuts,heron06,1344.117,300,143,87,86,30,0.8924731182795699,0.4129353233830846,0.00048189287521384,0.9896675535349883,0.9976304551609207,0.0057126535275635534,0.8908848968729208,0.8641497257179735,0.007808070916868526,0.00924898261191269,1061552985,0.885131296120048
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,fastral_wrootx_wmuts,heron06,460.46500000000003,300,135,86,86,37,0.8238095238095238,0.43034825870646765,0.0008915018191456039,0.9908216557215989,0.9978908447036767,0.010568409025992574,0.8926085515412662,0.8689899967731526,0.007601917229294439,0.0106539309331374,1059948937,0.8837938281788893
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,fastme_v2.1.5_wrootx_wmuts,heron06,2.708,300,147,87,86,26,0.8729281767955801,0.39303482587064675,0.0005541768064959159,0.9908486932244138,0.9980470784293303,0.006569551556698086,0.8895100295955278,0.8728622136172959,0.007911147760655568,0.010607168983174835,1062007643,0.8855103935655055
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron06,198.213,300,140,75,86,21,0.8725490196078431,0.4427860696517413,0.0006264607377779919,0.9910226890538897,0.9974481824809915,0.007426449585832619,0.889763779527559,0.8751210067763795,0.00796268618254909,0.009857612267250822,1062424229,0.885857746275484
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,huntress_v0.1.2.0_default,heron10,121.56,300,128,74,81,27,0.8888888888888888,0.4528301886792453,0.0005350318471337579,0.9749730603448276,0.9898799266978474,0.006862745098039216,0.7569204152249135,0.6507995537374489,0.014811004007364887,0.0084985835694051,728976883,0.9108815749201524
n300,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,scistree_v1.2.0.6_wmuts,heron10,851.534,300,136,91,81,36,0.9493670886075949,0.40431266846361186,0.00020382165605095542,0.9743706237639639,0.9972101419545417,0.00261437908496732,0.8572127139364303,0.6519152101152845,0.007689808296328387,0.004542873367404884,741982512,0.9271325536584551
