SCAL,NGEN,NBPS,REPL,MTHD,NODE,real,user,sys
0.5X,1000,true,R19,treeqmc_n0_v1.0.0,heron06,0m10.414s,0m10.377s,0m0.029s
0.5X,1000,true,R1,treeqmc_n0_v1.0.0,heron00,0m20.071s,0m20.001s,0m0.056s
0.5X,1000,true,R20,treeqmc_n0_v1.0.0,heron04,0m10.520s,0m10.467s,0m0.046s
0.5X,1000,true,R2,treeqmc_n0_v1.0.0,heron01,0m10.229s,0m10.187s,0m0.032s
0.5X,1000,true,R3,treeqmc_n0_v1.0.0,heron02,0m10.306s,0m10.268s,0m0.025s
0.5X,1000,true,R4,treeqmc_n0_v1.0.0,heron03,0m10.440s,0m10.396s,0m0.035s
0.5X,1000,true,R5,treeqmc_n0_v1.0.0,heron04,0m10.328s,0m10.289s,0m0.029s
0.5X,1000,true,R6,treeqmc_n0_v1.0.0,heron05,0m10.499s,0m10.429s,0m0.058s
0.5X,1000,true,R7,treeqmc_n0_v1.0.0,heron06,0m10.413s,0m10.374s,0m0.026s
0.5X,1000,true,R8,treeqmc_n0_v1.0.0,heron07,0m10.339s,0m10.298s,0m0.029s
0.5X,1000,true,R9,treeqmc_n0_v1.0.0,heron08,0m10.419s,0m10.378s,0m0.031s
1X,1000,500,R10,treeqmc_n0_v1.0.0,heron06,0m10.169s,0m10.134s,0m0.028s
1X,1000,500,R11,treeqmc_n0_v1.0.0,heron08,0m10.253s,0m10.219s,0m0.027s
1X,1000,500,R12,treeqmc_n0_v1.0.0,heron09,0m10.020s,0m9.958s,0m0.056s
1X,1000,500,R13,treeqmc_n0_v1.0.0,heron00,0m19.059s,0m18.995s,0m0.056s
1X,1000,500,R14,treeqmc_n0_v1.0.0,heron05,0m10.317s,0m10.286s,0m0.025s
1X,1000,500,R15,treeqmc_n0_v1.0.0,heron04,0m10.518s,0m10.465s,0m0.046s
1X,1000,500,R16,treeqmc_n0_v1.0.0,heron07,0m10.068s,0m10.031s,0m0.030s
1X,1000,500,R17,treeqmc_n0_v1.0.0,heron11,0m9.557s,0m9.512s,0m0.027s
1X,1000,500,R18,treeqmc_n0_v1.0.0,heron03,0m10.436s,0m10.397s,0m0.032s
1X,1000,500,R19,treeqmc_n0_v1.0.0,heron02,0m10.259s,0m10.219s,0m0.034s
1X,1000,500,R1,treeqmc_n0_v1.0.0,heron04,0m8.862s,0m8.827s,0m0.026s
1X,1000,500,R20,treeqmc_n0_v1.0.0,heron10,0m10.092s,0m10.049s,0m0.037s
1X,1000,500,R2,treeqmc_n0_v1.0.0,heron05,0m8.914s,0m8.871s,0m0.035s
1X,1000,500,R3,treeqmc_n0_v1.0.0,heron04,0m8.928s,0m8.895s,0m0.027s
1X,1000,500,R4,treeqmc_n0_v1.0.0,heron07,0m9.126s,0m9.074s,0m0.045s
1X,1000,500,R5,treeqmc_n0_v1.0.0,heron01,0m10.017s,0m9.968s,0m0.042s
1X,1000,500,R6,treeqmc_n0_v1.0.0,heron11,0m8.867s,0m8.833s,0m0.026s
1X,1000,500,R7,treeqmc_n0_v1.0.0,heron02,0m9.301s,0m9.259s,0m0.035s
1X,1000,500,R8,treeqmc_n0_v1.0.0,heron03,0m9.102s,0m9.076s,0m0.018s
1X,1000,500,R9,treeqmc_n0_v1.0.0,heron10,0m9.131s,0m9.086s,0m0.039s
1X,1000,true,R10,treeqmc_n0_v1.0.0,heron02,0m10.104s,0m10.029s,0m0.034s
1X,1000,true,R11,treeqmc_n0_v1.0.0,heron05,0m10.066s,0m10.032s,0m0.026s
1X,1000,true,R12,treeqmc_n0_v1.0.0,heron07,0m10.103s,0m10.032s,0m0.065s
1X,1000,true,R13,treeqmc_n0_v1.0.0,heron11,0m10.055s,0m9.990s,0m0.058s
1X,1000,true,R14,treeqmc_n0_v1.0.0,heron01,0m9.981s,0m9.943s,0m0.030s
1X,1000,true,R15,treeqmc_n0_v1.0.0,heron06,0m10.059s,0m10.016s,0m0.037s
1X,1000,true,R16,treeqmc_n0_v1.0.0,heron02,0m9.987s,0m9.952s,0m0.028s
1X,1000,true,R17,treeqmc_n0_v1.0.0,heron03,0m9.929s,0m9.864s,0m0.059s
1X,1000,true,R18,treeqmc_n0_v1.0.0,heron08,0m10.061s,0m10.024s,0m0.030s
1X,1000,true,R19,treeqmc_n0_v1.0.0,heron10,0m10.049s,0m10.008s,0m0.036s
1X,1000,true,R1,treeqmc_n0_v1.0.0,heron05,0m10.123s,0m10.052s,0m0.063s
1X,1000,true,R20,treeqmc_n0_v1.0.0,heron09,0m9.953s,0m9.910s,0m0.037s
1X,1000,true,R2,treeqmc_n0_v1.0.0,heron09,0m10.030s,0m9.980s,0m0.044s
1X,1000,true,R3,treeqmc_n0_v1.0.0,heron07,0m9.966s,0m9.936s,0m0.023s
1X,1000,true,R4,treeqmc_n0_v1.0.0,heron10,0m9.478s,0m9.440s,0m0.021s
1X,1000,true,R5,treeqmc_n0_v1.0.0,heron00,0m19.385s,0m19.303s,0m0.070s
1X,1000,true,R6,treeqmc_n0_v1.0.0,heron08,0m9.710s,0m9.659s,0m0.032s
1X,1000,true,R7,treeqmc_n0_v1.0.0,heron04,0m10.013s,0m9.977s,0m0.030s
1X,1000,true,R8,treeqmc_n0_v1.0.0,heron00,0m13.645s,0m13.557s,0m0.081s
1X,1000,true,R9,treeqmc_n0_v1.0.0,heron01,0m10.081s,0m10.011s,0m0.029s
1X,100,500,R10,treeqmc_n0_v1.0.0,heron07,0m0.904s,0m0.896s,0m0.003s
1X,100,500,R11,treeqmc_n0_v1.0.0,heron08,0m0.911s,0m0.903s,0m0.002s
1X,100,500,R12,treeqmc_n0_v1.0.0,heron03,0m0.918s,0m0.908s,0m0.004s
1X,100,500,R13,treeqmc_n0_v1.0.0,heron04,0m0.956s,0m0.945s,0m0.006s
1X,100,500,R14,treeqmc_n0_v1.0.0,heron09,0m0.895s,0m0.886s,0m0.004s
1X,100,500,R15,treeqmc_n0_v1.0.0,heron05,0m0.937s,0m0.925s,0m0.006s
1X,100,500,R16,treeqmc_n0_v1.0.0,heron11,0m0.903s,0m0.895s,0m0.002s
1X,100,500,R17,treeqmc_n0_v1.0.0,heron01,0m0.930s,0m0.919s,0m0.004s
1X,100,500,R18,treeqmc_n0_v1.0.0,heron00,0m1.806s,0m1.793s,0m0.007s
1X,100,500,R19,treeqmc_n0_v1.0.0,heron06,0m0.900s,0m0.891s,0m0.003s
1X,100,500,R1,treeqmc_n0_v1.0.0,heron04,0m0.924s,0m0.912s,0m0.006s
1X,100,500,R20,treeqmc_n0_v1.0.0,heron02,0m0.912s,0m0.902s,0m0.005s
1X,100,500,R2,treeqmc_n0_v1.0.0,heron03,0m0.919s,0m0.908s,0m0.005s
1X,100,500,R3,treeqmc_n0_v1.0.0,heron09,0m0.920s,0m0.911s,0m0.004s
1X,100,500,R4,treeqmc_n0_v1.0.0,heron05,0m0.923s,0m0.917s,0m0.001s
1X,100,500,R5,treeqmc_n0_v1.0.0,heron11,0m0.933s,0m0.921s,0m0.006s
1X,100,500,R6,treeqmc_n0_v1.0.0,heron01,0m0.906s,0m0.897s,0m0.003s
1X,100,500,R7,treeqmc_n0_v1.0.0,heron06,0m0.896s,0m0.887s,0m0.004s
1X,100,500,R8,treeqmc_n0_v1.0.0,heron02,0m0.895s,0m0.885s,0m0.005s
1X,100,500,R9,treeqmc_n0_v1.0.0,heron10,0m0.913s,0m0.902s,0m0.006s
1X,100,true,R10,treeqmc_n0_v1.0.0,heron04,0m0.907s,0m0.897s,0m0.004s
1X,100,true,R11,treeqmc_n0_v1.0.0,heron03,0m0.903s,0m0.897s,0m0.002s
1X,100,true,R12,treeqmc_n0_v1.0.0,heron09,0m0.903s,0m0.894s,0m0.003s
1X,100,true,R13,treeqmc_n0_v1.0.0,heron05,0m0.908s,0m0.897s,0m0.006s
1X,100,true,R14,treeqmc_n0_v1.0.0,heron11,0m0.907s,0m0.894s,0m0.007s
1X,100,true,R15,treeqmc_n0_v1.0.0,heron01,0m0.918s,0m0.908s,0m0.004s
1X,100,true,R16,treeqmc_n0_v1.0.0,heron06,0m0.911s,0m0.901s,0m0.004s
1X,100,true,R17,treeqmc_n0_v1.0.0,heron02,0m0.923s,0m0.914s,0m0.003s
1X,100,true,R18,treeqmc_n0_v1.0.0,heron07,0m0.959s,0m0.949s,0m0.004s
1X,100,true,R19,treeqmc_n0_v1.0.0,heron10,0m0.898s,0m0.893s,0m0.001s
1X,100,true,R1,treeqmc_n0_v1.0.0,heron09,0m0.916s,0m0.903s,0m0.007s
1X,100,true,R20,treeqmc_n0_v1.0.0,heron08,0m0.894s,0m0.886s,0m0.002s
1X,100,true,R2,treeqmc_n0_v1.0.0,heron05,0m0.915s,0m0.906s,0m0.004s
1X,100,true,R3,treeqmc_n0_v1.0.0,heron11,0m0.905s,0m0.897s,0m0.003s
1X,100,true,R4,treeqmc_n0_v1.0.0,heron01,0m0.902s,0m0.892s,0m0.005s
1X,100,true,R5,treeqmc_n0_v1.0.0,heron06,0m0.903s,0m0.894s,0m0.002s
1X,100,true,R6,treeqmc_n0_v1.0.0,heron02,0m0.909s,0m0.899s,0m0.004s
1X,100,true,R7,treeqmc_n0_v1.0.0,heron10,0m0.908s,0m0.897s,0m0.006s
1X,100,true,R8,treeqmc_n0_v1.0.0,heron07,0m0.903s,0m0.893s,0m0.004s
1X,100,true,R9,treeqmc_n0_v1.0.0,heron08,0m0.894s,0m0.881s,0m0.006s
1X,200,500,R10,treeqmc_n0_v1.0.0,heron09,0m1.786s,0m1.775s,0m0.004s
1X,200,500,R11,treeqmc_n0_v1.0.0,heron11,0m1.807s,0m1.794s,0m0.007s
1X,200,500,R12,treeqmc_n0_v1.0.0,heron05,0m1.778s,0m1.768s,0m0.004s
1X,200,500,R13,treeqmc_n0_v1.0.0,heron01,0m1.822s,0m1.812s,0m0.003s
1X,200,500,R14,treeqmc_n0_v1.0.0,heron06,0m1.796s,0m1.786s,0m0.004s
1X,200,500,R15,treeqmc_n0_v1.0.0,heron02,0m1.842s,0m1.830s,0m0.005s
1X,200,500,R16,treeqmc_n0_v1.0.0,heron00,0m3.463s,0m3.438s,0m0.020s
1X,200,500,R17,treeqmc_n0_v1.0.0,heron08,0m1.872s,0m1.861s,0m0.005s
1X,200,500,R18,treeqmc_n0_v1.0.0,heron10,0m1.868s,0m1.856s,0m0.006s
1X,200,500,R19,treeqmc_n0_v1.0.0,heron07,0m1.833s,0m1.821s,0m0.006s
1X,200,500,R1,treeqmc_n0_v1.0.0,heron05,0m1.810s,0m1.799s,0m0.005s
1X,200,500,R20,treeqmc_n0_v1.0.0,heron04,0m1.755s,0m1.744s,0m0.006s
1X,200,500,R2,treeqmc_n0_v1.0.0,heron01,0m1.764s,0m1.755s,0m0.003s
1X,200,500,R3,treeqmc_n0_v1.0.0,heron06,0m1.856s,0m1.845s,0m0.005s
1X,200,500,R4,treeqmc_n0_v1.0.0,heron02,0m1.808s,0m1.799s,0m0.003s
1X,200,500,R5,treeqmc_n0_v1.0.0,heron08,0m1.829s,0m1.817s,0m0.005s
1X,200,500,R6,treeqmc_n0_v1.0.0,heron10,0m1.779s,0m1.770s,0m0.004s
1X,200,500,R7,treeqmc_n0_v1.0.0,heron07,0m1.819s,0m1.806s,0m0.007s
1X,200,500,R8,treeqmc_n0_v1.0.0,heron04,0m1.837s,0m1.825s,0m0.006s
1X,200,500,R9,treeqmc_n0_v1.0.0,heron03,0m1.754s,0m1.741s,0m0.007s
1X,200,true,R10,treeqmc_n0_v1.0.0,heron01,0m1.783s,0m1.773s,0m0.004s
1X,200,true,R11,treeqmc_n0_v1.0.0,heron06,0m1.787s,0m1.774s,0m0.007s
1X,200,true,R12,treeqmc_n0_v1.0.0,heron02,0m1.788s,0m1.777s,0m0.004s
1X,200,true,R13,treeqmc_n0_v1.0.0,heron08,0m1.782s,0m1.770s,0m0.006s
1X,200,true,R14,treeqmc_n0_v1.0.0,heron00,0m3.447s,0m3.431s,0m0.010s
1X,200,true,R15,treeqmc_n0_v1.0.0,heron10,0m1.793s,0m1.783s,0m0.004s
1X,200,true,R16,treeqmc_n0_v1.0.0,heron07,0m1.779s,0m1.771s,0m0.002s
1X,200,true,R17,treeqmc_n0_v1.0.0,heron03,0m1.806s,0m1.793s,0m0.007s
1X,200,true,R18,treeqmc_n0_v1.0.0,heron04,0m1.790s,0m1.780s,0m0.005s
1X,200,true,R19,treeqmc_n0_v1.0.0,heron09,0m1.774s,0m1.765s,0m0.004s
1X,200,true,R1,treeqmc_n0_v1.0.0,heron10,0m1.791s,0m1.779s,0m0.007s
1X,200,true,R20,treeqmc_n0_v1.0.0,heron11,0m1.779s,0m1.765s,0m0.007s
1X,200,true,R2,treeqmc_n0_v1.0.0,heron07,0m1.804s,0m1.794s,0m0.004s
1X,200,true,R3,treeqmc_n0_v1.0.0,heron03,0m1.787s,0m1.772s,0m0.003s
1X,200,true,R4,treeqmc_n0_v1.0.0,heron03,0m1.790s,0m1.781s,0m0.003s
1X,200,true,R5,treeqmc_n0_v1.0.0,heron04,0m1.785s,0m1.769s,0m0.009s
1X,200,true,R6,treeqmc_n0_v1.0.0,heron09,0m1.791s,0m1.779s,0m0.006s
1X,200,true,R7,treeqmc_n0_v1.0.0,heron05,0m1.771s,0m1.760s,0m0.005s
1X,200,true,R8,treeqmc_n0_v1.0.0,heron11,0m1.785s,0m1.772s,0m0.007s
1X,200,true,R9,treeqmc_n0_v1.0.0,heron04,0m1.814s,0m1.795s,0m0.007s
1X,25,500,R10,treeqmc_n0_v1.0.0,heron02,0m0.256s,0m0.248s,0m0.002s
1X,25,500,R11,treeqmc_n0_v1.0.0,heron06,0m0.252s,0m0.246s,0m0.001s
1X,25,500,R12,treeqmc_n0_v1.0.0,heron07,0m0.253s,0m0.244s,0m0.004s
1X,25,500,R13,treeqmc_n0_v1.0.0,heron10,0m0.250s,0m0.242s,0m0.003s
1X,25,500,R14,treeqmc_n0_v1.0.0,heron08,0m0.248s,0m0.238s,0m0.003s
1X,25,500,R15,treeqmc_n0_v1.0.0,heron04,0m0.252s,0m0.244s,0m0.003s
1X,25,500,R16,treeqmc_n0_v1.0.0,heron09,0m0.250s,0m0.241s,0m0.003s
1X,25,500,R17,treeqmc_n0_v1.0.0,heron03,0m0.263s,0m0.256s,0m0.001s
1X,25,500,R18,treeqmc_n0_v1.0.0,heron05,0m0.259s,0m0.251s,0m0.002s
1X,25,500,R19,treeqmc_n0_v1.0.0,heron11,0m0.256s,0m0.247s,0m0.003s
1X,25,500,R1,treeqmc_n0_v1.0.0,heron07,0m0.251s,0m0.244s,0m0.001s
1X,25,500,R20,treeqmc_n0_v1.0.0,heron01,0m0.253s,0m0.245s,0m0.002s
1X,25,500,R2,treeqmc_n0_v1.0.0,heron10,0m0.248s,0m0.240s,0m0.003s
1X,25,500,R3,treeqmc_n0_v1.0.0,heron08,0m0.250s,0m0.244s,0m0.001s
1X,25,500,R4,treeqmc_n0_v1.0.0,heron04,0m0.254s,0m0.245s,0m0.004s
1X,25,500,R5,treeqmc_n0_v1.0.0,heron09,0m0.249s,0m0.241s,0m0.002s
1X,25,500,R6,treeqmc_n0_v1.0.0,heron03,0m0.254s,0m0.248s,0m0.001s
1X,25,500,R7,treeqmc_n0_v1.0.0,heron05,0m0.255s,0m0.245s,0m0.004s
1X,25,500,R8,treeqmc_n0_v1.0.0,heron11,0m0.257s,0m0.250s,0m0.002s
1X,25,500,R9,treeqmc_n0_v1.0.0,heron01,0m0.249s,0m0.241s,0m0.002s
1X,500,500,R10,treeqmc_n0_v1.0.0,heron02,0m4.934s,0m4.904s,0m0.024s
1X,500,500,R11,treeqmc_n0_v1.0.0,heron08,0m4.913s,0m4.897s,0m0.009s
1X,500,500,R12,treeqmc_n0_v1.0.0,heron07,0m4.896s,0m4.862s,0m0.028s
1X,500,500,R13,treeqmc_n0_v1.0.0,heron10,0m4.968s,0m4.936s,0m0.027s
1X,500,500,R14,treeqmc_n0_v1.0.0,heron04,0m5.003s,0m4.977s,0m0.020s
1X,500,500,R15,treeqmc_n0_v1.0.0,heron00,0m9.842s,0m9.810s,0m0.026s
1X,500,500,R16,treeqmc_n0_v1.0.0,heron03,0m4.924s,0m4.890s,0m0.028s
1X,500,500,R17,treeqmc_n0_v1.0.0,heron05,0m5.068s,0m5.049s,0m0.012s
1X,500,500,R18,treeqmc_n0_v1.0.0,heron09,0m4.943s,0m4.925s,0m0.011s
1X,500,500,R19,treeqmc_n0_v1.0.0,heron01,0m5.042s,0m5.019s,0m0.016s
1X,500,500,R1,treeqmc_n0_v1.0.0,heron07,0m4.587s,0m4.564s,0m0.015s
1X,500,500,R20,treeqmc_n0_v1.0.0,heron11,0m4.959s,0m4.938s,0m0.015s
1X,500,500,R2,treeqmc_n0_v1.0.0,heron10,0m4.647s,0m4.627s,0m0.014s
1X,500,500,R3,treeqmc_n0_v1.0.0,heron04,0m4.656s,0m4.640s,0m0.011s
1X,500,500,R4,treeqmc_n0_v1.0.0,heron03,0m4.550s,0m4.530s,0m0.013s
1X,500,500,R5,treeqmc_n0_v1.0.0,heron11,0m5.075s,0m5.040s,0m0.028s
1X,500,500,R6,treeqmc_n0_v1.0.0,heron05,0m4.443s,0m4.420s,0m0.015s
1X,500,500,R7,treeqmc_n0_v1.0.0,heron09,0m4.432s,0m4.412s,0m0.014s
1X,500,500,R8,treeqmc_n0_v1.0.0,heron01,0m4.557s,0m4.538s,0m0.013s
1X,500,500,R9,treeqmc_n0_v1.0.0,heron06,0m4.546s,0m4.528s,0m0.012s
1X,500,true,R10,treeqmc_n0_v1.0.0,heron07,0m4.555s,0m4.529s,0m0.019s
1X,500,true,R11,treeqmc_n0_v1.0.0,heron04,0m4.561s,0m4.534s,0m0.020s
1X,500,true,R12,treeqmc_n0_v1.0.0,heron00,0m8.828s,0m8.794s,0m0.028s
1X,500,true,R13,treeqmc_n0_v1.0.0,heron03,0m4.566s,0m4.549s,0m0.010s
1X,500,true,R14,treeqmc_n0_v1.0.0,heron11,0m4.544s,0m4.525s,0m0.012s
1X,500,true,R15,treeqmc_n0_v1.0.0,heron09,0m4.586s,0m4.576s,0m0.003s
1X,500,true,R16,treeqmc_n0_v1.0.0,heron05,0m4.510s,0m4.489s,0m0.014s
1X,500,true,R17,treeqmc_n0_v1.0.0,heron01,0m4.562s,0m4.543s,0m0.013s
1X,500,true,R18,treeqmc_n0_v1.0.0,heron02,0m4.702s,0m4.682s,0m0.013s
1X,500,true,R19,treeqmc_n0_v1.0.0,heron06,0m4.543s,0m4.523s,0m0.014s
1X,500,true,R1,treeqmc_n0_v1.0.0,heron03,0m4.584s,0m4.573s,0m0.006s
1X,500,true,R20,treeqmc_n0_v1.0.0,heron08,0m4.519s,0m4.497s,0m0.016s
1X,500,true,R2,treeqmc_n0_v1.0.0,heron09,0m4.576s,0m4.559s,0m0.010s
1X,500,true,R3,treeqmc_n0_v1.0.0,heron11,0m4.585s,0m4.569s,0m0.010s
1X,500,true,R4,treeqmc_n0_v1.0.0,heron05,0m4.546s,0m4.527s,0m0.013s
1X,500,true,R5,treeqmc_n0_v1.0.0,heron01,0m4.579s,0m4.544s,0m0.029s
1X,500,true,R6,treeqmc_n0_v1.0.0,heron06,0m4.591s,0m4.570s,0m0.014s
1X,500,true,R7,treeqmc_n0_v1.0.0,heron02,0m4.537s,0m4.518s,0m0.014s
1X,500,true,R8,treeqmc_n0_v1.0.0,heron08,0m4.488s,0m4.469s,0m0.014s
1X,500,true,R9,treeqmc_n0_v1.0.0,heron10,0m4.543s,0m4.519s,0m0.018s
1X,50,500,R10,treeqmc_n0_v1.0.0,heron09,0m0.479s,0m0.468s,0m0.005s
1X,50,500,R11,treeqmc_n0_v1.0.0,heron05,0m0.472s,0m0.464s,0m0.002s
1X,50,500,R12,treeqmc_n0_v1.0.0,heron11,0m0.482s,0m0.473s,0m0.003s
1X,50,500,R13,treeqmc_n0_v1.0.0,heron01,0m0.484s,0m0.475s,0m0.003s
1X,50,500,R14,treeqmc_n0_v1.0.0,heron06,0m0.470s,0m0.463s,0m0.001s
1X,50,500,R15,treeqmc_n0_v1.0.0,heron02,0m0.481s,0m0.472s,0m0.003s
1X,50,500,R16,treeqmc_n0_v1.0.0,heron10,0m0.471s,0m0.461s,0m0.005s
1X,50,500,R17,treeqmc_n0_v1.0.0,heron07,0m0.473s,0m0.466s,0m0.002s
1X,50,500,R18,treeqmc_n0_v1.0.0,heron08,0m0.480s,0m0.470s,0m0.004s
1X,50,500,R19,treeqmc_n0_v1.0.0,heron04,0m0.466s,0m0.458s,0m0.003s
1X,50,500,R1,treeqmc_n0_v1.0.0,heron11,0m0.478s,0m0.469s,0m0.003s
1X,50,500,R20,treeqmc_n0_v1.0.0,heron03,0m0.472s,0m0.467s,0m0.000s
1X,50,500,R2,treeqmc_n0_v1.0.0,heron01,0m0.471s,0m0.466s,0m0.000s
1X,50,500,R3,treeqmc_n0_v1.0.0,heron06,0m0.470s,0m0.460s,0m0.004s
1X,50,500,R4,treeqmc_n0_v1.0.0,heron02,0m0.476s,0m0.469s,0m0.002s
1X,50,500,R5,treeqmc_n0_v1.0.0,heron07,0m0.468s,0m0.460s,0m0.002s
1X,50,500,R6,treeqmc_n0_v1.0.0,heron10,0m0.470s,0m0.461s,0m0.003s
1X,50,500,R7,treeqmc_n0_v1.0.0,heron08,0m0.469s,0m0.460s,0m0.004s
1X,50,500,R8,treeqmc_n0_v1.0.0,heron04,0m0.478s,0m0.468s,0m0.004s
1X,50,500,R9,treeqmc_n0_v1.0.0,heron03,0m0.467s,0m0.457s,0m0.004s
1X,50,true,R10,treeqmc_n0_v1.0.0,heron11,0m0.472s,0m0.463s,0m0.003s
1X,50,true,R11,treeqmc_n0_v1.0.0,heron01,0m0.466s,0m0.458s,0m0.003s
1X,50,true,R12,treeqmc_n0_v1.0.0,heron02,0m0.476s,0m0.466s,0m0.004s
1X,50,true,R13,treeqmc_n0_v1.0.0,heron06,0m0.471s,0m0.462s,0m0.002s
1X,50,true,R14,treeqmc_n0_v1.0.0,heron07,0m0.475s,0m0.467s,0m0.003s
1X,50,true,R15,treeqmc_n0_v1.0.0,heron10,0m0.475s,0m0.467s,0m0.003s
1X,50,true,R16,treeqmc_n0_v1.0.0,heron08,0m0.477s,0m0.466s,0m0.005s
1X,50,true,R17,treeqmc_n0_v1.0.0,heron04,0m0.467s,0m0.457s,0m0.004s
1X,50,true,R18,treeqmc_n0_v1.0.0,heron09,0m0.474s,0m0.467s,0m0.002s
1X,50,true,R19,treeqmc_n0_v1.0.0,heron03,0m0.460s,0m0.451s,0m0.003s
1X,50,true,R1,treeqmc_n0_v1.0.0,heron06,0m0.470s,0m0.460s,0m0.004s
1X,50,true,R20,treeqmc_n0_v1.0.0,heron05,0m0.464s,0m0.456s,0m0.002s
1X,50,true,R2,treeqmc_n0_v1.0.0,heron02,0m0.474s,0m0.464s,0m0.004s
1X,50,true,R3,treeqmc_n0_v1.0.0,heron07,0m0.482s,0m0.474s,0m0.002s
1X,50,true,R4,treeqmc_n0_v1.0.0,heron10,0m0.472s,0m0.464s,0m0.003s
1X,50,true,R5,treeqmc_n0_v1.0.0,heron08,0m0.472s,0m0.461s,0m0.005s
1X,50,true,R6,treeqmc_n0_v1.0.0,heron04,0m0.470s,0m0.463s,0m0.001s
1X,50,true,R7,treeqmc_n0_v1.0.0,heron09,0m0.477s,0m0.469s,0m0.003s
1X,50,true,R8,treeqmc_n0_v1.0.0,heron03,0m0.471s,0m0.461s,0m0.003s
1X,50,true,R9,treeqmc_n0_v1.0.0,heron05,0m0.479s,0m0.472s,0m0.001s
2X,1000,500,R10,treeqmc_n0_v1.0.0,heron10,0m8.942s,0m8.905s,0m0.031s
2X,1000,500,R11,treeqmc_n0_v1.0.0,heron07,0m8.757s,0m8.716s,0m0.034s
2X,1000,500,R12,treeqmc_n0_v1.0.0,heron11,0m9.100s,0m9.068s,0m0.024s
2X,1000,500,R13,treeqmc_n0_v1.0.0,heron04,0m8.910s,0m8.862s,0m0.041s
2X,1000,500,R14,treeqmc_n0_v1.0.0,heron03,0m8.963s,0m8.926s,0m0.030s
2X,1000,500,R15,treeqmc_n0_v1.0.0,heron05,0m8.994s,0m8.958s,0m0.028s
2X,1000,500,R16,treeqmc_n0_v1.0.0,heron01,0m8.984s,0m8.958s,0m0.020s
2X,1000,500,R17,treeqmc_n0_v1.0.0,heron06,0m8.981s,0m8.952s,0m0.022s
2X,1000,500,R18,treeqmc_n0_v1.0.0,heron09,0m8.690s,0m8.656s,0m0.027s
2X,1000,500,R19,treeqmc_n0_v1.0.0,heron08,0m9.198s,0m9.171s,0m0.021s
2X,1000,500,R1,treeqmc_n0_v1.0.0,heron02,0m8.799s,0m8.763s,0m0.029s
2X,1000,500,R20,treeqmc_n0_v1.0.0,heron00,0m16.720s,0m16.654s,0m0.057s
2X,1000,500,R2,treeqmc_n0_v1.0.0,heron10,0m9.170s,0m9.136s,0m0.029s
2X,1000,500,R3,treeqmc_n0_v1.0.0,heron04,0m9.144s,0m9.106s,0m0.032s
2X,1000,500,R4,treeqmc_n0_v1.0.0,heron03,0m8.805s,0m8.770s,0m0.029s
2X,1000,500,R5,treeqmc_n0_v1.0.0,heron01,0m8.842s,0m8.804s,0m0.030s
2X,1000,500,R6,treeqmc_n0_v1.0.0,heron06,0m9.064s,0m9.037s,0m0.020s
2X,1000,500,R7,treeqmc_n0_v1.0.0,heron09,0m8.871s,0m8.835s,0m0.029s
2X,1000,500,R8,treeqmc_n0_v1.0.0,heron08,0m9.137s,0m9.093s,0m0.037s
2X,1000,500,R9,treeqmc_n0_v1.0.0,heron02,0m9.127s,0m9.088s,0m0.032s
2X,1000,true,R10,treeqmc_n0_v1.0.0,heron02,0m9.574s,0m9.537s,0m0.029s
2X,1000,true,R11,treeqmc_n0_v1.0.0,heron03,0m9.829s,0m9.798s,0m0.024s
2X,1000,true,R12,treeqmc_n0_v1.0.0,heron01,0m9.873s,0m9.837s,0m0.028s
2X,1000,true,R13,treeqmc_n0_v1.0.0,heron06,0m9.696s,0m9.663s,0m0.024s
2X,1000,true,R14,treeqmc_n0_v1.0.0,heron03,0m9.981s,0m9.944s,0m0.032s
2X,1000,true,R15,treeqmc_n0_v1.0.0,heron09,0m9.944s,0m9.902s,0m0.034s
2X,1000,true,R16,treeqmc_n0_v1.0.0,heron08,0m9.585s,0m9.556s,0m0.022s
2X,1000,true,R17,treeqmc_n0_v1.0.0,heron00,0m18.901s,0m18.813s,0m0.079s
2X,1000,true,R18,treeqmc_n0_v1.0.0,heron11,0m9.794s,0m9.761s,0m0.026s
2X,1000,true,R19,treeqmc_n0_v1.0.0,heron07,0m9.744s,0m9.712s,0m0.027s
2X,1000,true,R1,treeqmc_n0_v1.0.0,heron01,0m10.046s,0m10.010s,0m0.030s
2X,1000,true,R20,treeqmc_n0_v1.0.0,heron05,0m9.940s,0m9.897s,0m0.036s
2X,1000,true,R2,treeqmc_n0_v1.0.0,heron06,0m9.719s,0m9.684s,0m0.028s
2X,1000,true,R3,treeqmc_n0_v1.0.0,heron09,0m9.961s,0m9.920s,0m0.034s
2X,1000,true,R4,treeqmc_n0_v1.0.0,heron08,0m9.781s,0m9.737s,0m0.037s
2X,1000,true,R5,treeqmc_n0_v1.0.0,heron11,0m9.965s,0m9.932s,0m0.026s
2X,1000,true,R6,treeqmc_n0_v1.0.0,heron05,0m9.856s,0m9.810s,0m0.037s
2X,1000,true,R7,treeqmc_n0_v1.0.0,heron07,0m9.691s,0m9.651s,0m0.034s
2X,1000,true,R8,treeqmc_n0_v1.0.0,heron04,0m9.992s,0m9.962s,0m0.023s
2X,1000,true,R9,treeqmc_n0_v1.0.0,heron10,0m9.857s,0m9.776s,0m0.075s
