SCAL,NGEN,NBPS,REPL,MTHD,NODE,real,user,sys
2X,1000,true,R1,astral_3_v5.7.7,heron01,1m12.615s,1m26.466s,0m2.211s
2X,1000,true,R20,astral_3_v5.7.7,heron05,1m15.610s,1m29.740s,0m2.132s
2X,1000,true,R2,astral_3_v5.7.7,heron06,1m13.193s,1m28.062s,0m2.423s
2X,1000,true,R3,astral_3_v5.7.7,heron09,1m9.739s,1m23.292s,0m2.144s
2X,1000,true,R4,astral_3_v5.7.7,heron08,1m16.169s,1m30.195s,0m2.512s
2X,1000,true,R5,astral_3_v5.7.7,heron11,1m10.422s,1m23.602s,0m2.653s
2X,1000,true,R6,astral_3_v5.7.7,heron05,1m12.718s,1m26.660s,0m2.581s
2X,1000,true,R7,astral_3_v5.7.7,heron07,1m14.038s,1m29.315s,0m2.209s
2X,1000,true,R8,astral_3_v5.7.7,heron04,1m12.749s,1m28.688s,0m2.170s
2X,1000,true,R9,astral_3_v5.7.7,heron10,1m12.448s,1m27.585s,0m2.522s
0.5X,1000,500,R10,fastral,heron05,0m20.756s,0m28.349s,0m5.019s
0.5X,1000,500,R11,fastral,heron09,0m20.541s,0m28.386s,0m5.228s
0.5X,1000,500,R12,fastral,heron07,0m20.648s,0m28.469s,0m5.078s
0.5X,1000,500,R13,fastral,heron04,0m20.447s,0m26.790s,0m4.943s
0.5X,1000,500,R14,fastral,heron10,0m20.635s,0m28.205s,0m5.138s
0.5X,1000,500,R15,fastral,heron08,0m20.751s,0m27.248s,0m5.371s
0.5X,1000,500,R16,fastral,heron11,0m20.757s,0m28.782s,0m5.135s
0.5X,1000,500,R17,fastral,heron02,0m21.194s,0m28.921s,0m5.107s
0.5X,1000,500,R18,fastral,heron06,0m20.590s,0m27.040s,0m5.218s
0.5X,1000,500,R19,fastral,heron03,0m20.509s,0m27.598s,0m5.186s
0.5X,1000,500,R1,fastral,heron08,0m18.428s,0m25.604s,0m5.109s
0.5X,1000,500,R20,fastral,heron01,0m20.684s,0m28.771s,0m5.413s
0.5X,1000,500,R2,fastral,heron07,0m18.078s,0m26.158s,0m4.671s
0.5X,1000,500,R3,fastral,heron10,0m18.322s,0m26.434s,0m5.035s
0.5X,1000,500,R4,fastral,heron00,0m33.207s,0m46.777s,0m6.183s
0.5X,1000,500,R5,fastral,heron02,0m20.744s,0m28.913s,0m5.503s
0.5X,1000,500,R6,fastral,heron03,0m20.735s,0m28.293s,0m4.846s
0.5X,1000,500,R7,fastral,heron11,0m20.791s,0m27.521s,0m5.154s
0.5X,1000,500,R8,fastral,heron01,0m20.736s,0m28.320s,0m4.573s
0.5X,1000,500,R9,fastral,heron06,0m21.135s,0m29.036s,0m5.107s
0.5X,1000,true,R10,fastral,heron09,0m16.664s,0m23.278s,0m4.547s
0.5X,1000,true,R11,fastral,heron10,0m18.241s,0m23.013s,0m4.532s
0.5X,1000,true,R12,fastral,heron11,0m17.529s,0m22.699s,0m4.889s
0.5X,1000,true,R13,fastral,heron01,0m16.677s,0m23.473s,0m4.776s
0.5X,1000,true,R14,fastral,heron11,0m16.646s,0m22.745s,0m4.576s
0.5X,1000,true,R15,fastral,heron02,0m16.773s,0m23.059s,0m4.721s
0.5X,1000,true,R16,fastral,heron03,0m16.597s,0m23.493s,0m4.666s
0.5X,1000,true,R17,fastral,heron09,0m16.681s,0m24.191s,0m4.738s
0.5X,1000,true,R18,fastral,heron05,0m16.617s,0m22.295s,0m4.354s
0.5X,1000,true,R19,fastral,heron06,0m16.739s,0m23.068s,0m4.792s
0.5X,1000,true,R1,fastral,heron00,0m31.782s,0m42.684s,0m5.980s
0.5X,1000,true,R20,fastral,heron04,0m16.655s,0m22.995s,0m4.678s
0.5X,1000,true,R2,fastral,heron01,0m17.048s,0m22.746s,0m4.648s
0.5X,1000,true,R3,fastral,heron02,0m18.054s,0m23.095s,0m4.789s
0.5X,1000,true,R4,fastral,heron03,0m17.032s,0m23.789s,0m4.677s
0.5X,1000,true,R5,fastral,heron04,0m16.796s,0m22.201s,0m4.944s
0.5X,1000,true,R6,fastral,heron05,0m19.442s,0m25.283s,0m5.073s
0.5X,1000,true,R7,fastral,heron06,0m17.088s,0m23.102s,0m4.435s
0.5X,1000,true,R8,fastral,heron07,0m16.903s,0m23.226s,0m4.685s
0.5X,1000,true,R9,fastral,heron08,0m18.386s,0m23.281s,0m5.091s
1X,1000,500,R10,fastral,heron06,0m19.762s,0m25.812s,0m4.641s
1X,1000,500,R11,fastral,heron08,0m19.818s,0m27.293s,0m4.564s
1X,1000,500,R12,fastral,heron09,0m19.877s,0m27.035s,0m4.913s
1X,1000,500,R13,fastral,heron00,0m36.497s,0m49.269s,0m5.961s
1X,1000,500,R14,fastral,heron05,0m20.085s,0m26.387s,0m5.070s
1X,1000,500,R15,fastral,heron04,0m20.056s,0m26.909s,0m5.066s
1X,1000,500,R16,fastral,heron07,0m19.824s,0m26.338s,0m4.774s
1X,1000,500,R17,fastral,heron11,0m19.897s,0m27.108s,0m5.056s
1X,1000,500,R18,fastral,heron03,0m19.796s,0m26.914s,0m4.274s
1X,1000,500,R19,fastral,heron02,0m19.893s,0m26.399s,0m5.045s
1X,1000,500,R1,fastral,heron04,0m11.475s,0m18.224s,0m4.558s
1X,1000,500,R20,fastral,heron10,0m20.324s,0m28.130s,0m4.782s
1X,1000,500,R2,fastral,heron05,0m11.742s,0m18.605s,0m4.344s
1X,1000,500,R3,fastral,heron04,0m11.774s,0m18.762s,0m4.630s
1X,1000,500,R4,fastral,heron07,0m11.804s,0m19.072s,0m4.564s
1X,1000,500,R5,fastral,heron01,0m20.174s,0m27.347s,0m4.904s
1X,1000,500,R6,fastral,heron11,0m11.583s,0m18.391s,0m4.289s
1X,1000,500,R7,fastral,heron02,0m11.433s,0m18.742s,0m4.760s
1X,1000,500,R8,fastral,heron03,0m11.543s,0m17.925s,0m4.760s
1X,1000,500,R9,fastral,heron10,0m11.541s,0m17.970s,0m4.251s
1X,1000,true,R10,fastral,heron02,0m25.622s,0m22.239s,0m4.575s
1X,1000,true,R11,fastral,heron05,0m15.870s,0m22.040s,0m4.805s
1X,1000,true,R12,fastral,heron07,0m15.769s,0m22.149s,0m4.712s
1X,1000,true,R13,fastral,heron11,0m16.001s,0m22.094s,0m4.701s
1X,1000,true,R14,fastral,heron01,0m15.827s,0m22.203s,0m4.452s
1X,1000,true,R15,fastral,heron06,0m16.064s,0m22.563s,0m4.872s
1X,1000,true,R16,fastral,heron02,0m16.000s,0m21.769s,0m4.661s
1X,1000,true,R17,fastral,heron03,0m16.248s,0m22.771s,0m4.246s
1X,1000,true,R18,fastral,heron08,0m16.338s,0m22.940s,0m4.411s
1X,1000,true,R19,fastral,heron10,0m16.333s,0m22.720s,0m3.800s
1X,1000,true,R1,fastral,heron05,0m16.088s,0m22.497s,0m4.667s
1X,1000,true,R20,fastral,heron09,0m15.928s,0m22.387s,0m4.439s
1X,1000,true,R2,fastral,heron09,0m16.305s,0m22.433s,0m4.863s
1X,1000,true,R3,fastral,heron07,0m16.604s,0m22.789s,0m4.594s
1X,1000,true,R4,fastral,heron10,0m16.199s,0m22.716s,0m4.368s
1X,1000,true,R5,fastral,heron00,0m38.428s,0m41.621s,0m6.224s
1X,1000,true,R6,fastral,heron08,0m15.964s,0m22.186s,0m4.675s
1X,1000,true,R7,fastral,heron04,0m15.756s,0m22.218s,0m4.724s
1X,1000,true,R8,fastral,heron00,0m30.040s,0m41.790s,0m5.422s
1X,1000,true,R9,fastral,heron01,0m26.179s,0m23.226s,0m4.800s
1X,100,500,R10,fastral,heron07,0m4.977s,0m8.124s,0m3.702s
1X,100,500,R11,fastral,heron08,0m5.126s,0m8.031s,0m3.500s
1X,100,500,R12,fastral,heron03,0m4.887s,0m7.498s,0m3.348s
1X,100,500,R13,fastral,heron04,0m4.953s,0m7.978s,0m3.206s
1X,100,500,R14,fastral,heron09,0m4.942s,0m8.102s,0m3.709s
1X,100,500,R15,fastral,heron05,0m5.051s,0m8.516s,0m3.730s
1X,100,500,R16,fastral,heron11,0m5.001s,0m8.296s,0m3.604s
1X,100,500,R17,fastral,heron01,0m5.153s,0m8.513s,0m3.356s
1X,100,500,R18,fastral,heron00,0m9.082s,0m15.368s,0m4.513s
1X,100,500,R19,fastral,heron06,0m5.072s,0m8.250s,0m3.175s
1X,100,500,R1,fastral,heron04,0m4.165s,0m7.346s,0m3.404s
1X,100,500,R20,fastral,heron02,0m5.048s,0m8.197s,0m3.539s
1X,100,500,R2,fastral,heron03,0m4.181s,0m7.405s,0m3.516s
1X,100,500,R3,fastral,heron09,0m4.108s,0m7.326s,0m3.530s
1X,100,500,R4,fastral,heron05,0m4.289s,0m7.506s,0m3.595s
1X,100,500,R5,fastral,heron11,0m5.013s,0m7.757s,0m2.701s
1X,100,500,R6,fastral,heron01,0m4.233s,0m7.126s,0m3.368s
1X,100,500,R7,fastral,heron06,0m4.105s,0m7.189s,0m3.471s
1X,100,500,R8,fastral,heron02,0m4.202s,0m7.058s,0m3.553s
1X,100,500,R9,fastral,heron10,0m4.265s,0m7.552s,0m3.625s
1X,100,true,R10,fastral,heron04,0m4.469s,0m7.437s,0m3.194s
1X,100,true,R11,fastral,heron03,0m4.430s,0m7.344s,0m3.167s
1X,100,true,R12,fastral,heron09,0m4.492s,0m7.588s,0m3.618s
1X,100,true,R13,fastral,heron05,0m4.529s,0m7.314s,0m3.251s
1X,100,true,R14,fastral,heron11,0m4.571s,0m7.039s,0m3.472s
1X,100,true,R15,fastral,heron01,0m4.618s,0m7.428s,0m3.792s
1X,100,true,R16,fastral,heron06,0m4.357s,0m7.106s,0m2.839s
1X,100,true,R17,fastral,heron02,0m4.500s,0m7.416s,0m3.589s
1X,100,true,R18,fastral,heron07,0m4.465s,0m7.301s,0m3.416s
1X,100,true,R19,fastral,heron10,0m4.454s,0m7.364s,0m3.365s
1X,100,true,R1,fastral,heron09,0m4.498s,0m7.547s,0m3.625s
1X,100,true,R20,fastral,heron08,0m4.440s,0m7.237s,0m3.331s
1X,100,true,R2,fastral,heron05,0m4.579s,0m7.169s,0m3.641s
1X,100,true,R3,fastral,heron11,0m4.485s,0m7.454s,0m3.698s
1X,100,true,R4,fastral,heron01,0m4.594s,0m7.379s,0m3.626s
1X,100,true,R5,fastral,heron06,0m4.556s,0m7.611s,0m3.724s
1X,100,true,R6,fastral,heron02,0m4.475s,0m7.300s,0m3.396s
1X,100,true,R7,fastral,heron10,0m4.351s,0m7.258s,0m3.140s
1X,100,true,R8,fastral,heron07,0m4.425s,0m7.158s,0m3.532s
1X,100,true,R9,fastral,heron08,0m4.630s,0m7.247s,0m3.546s
1X,200,500,R10,fastral,heron09,0m6.806s,0m10.404s,0m3.884s
1X,200,500,R11,fastral,heron11,0m7.013s,0m10.892s,0m3.820s
1X,200,500,R12,fastral,heron05,0m6.809s,0m10.590s,0m3.485s
1X,200,500,R13,fastral,heron01,0m6.888s,0m11.016s,0m3.611s
1X,200,500,R14,fastral,heron06,0m6.798s,0m10.753s,0m3.382s
1X,200,500,R15,fastral,heron02,0m6.903s,0m10.507s,0m3.526s
1X,200,500,R16,fastral,heron00,0m11.964s,0m19.392s,0m4.018s
1X,200,500,R17,fastral,heron08,0m6.949s,0m10.653s,0m3.910s
1X,200,500,R18,fastral,heron10,0m6.784s,0m10.979s,0m3.434s
1X,200,500,R19,fastral,heron07,0m6.819s,0m10.716s,0m3.535s
1X,200,500,R1,fastral,heron05,0m5.033s,0m8.917s,0m3.699s
1X,200,500,R20,fastral,heron04,0m6.887s,0m10.672s,0m3.609s
1X,200,500,R2,fastral,heron01,0m5.261s,0m9.244s,0m3.655s
1X,200,500,R3,fastral,heron06,0m5.013s,0m8.871s,0m2.971s
1X,200,500,R4,fastral,heron02,0m5.277s,0m9.292s,0m3.723s
1X,200,500,R5,fastral,heron08,0m6.848s,0m10.419s,0m3.739s
1X,200,500,R6,fastral,heron10,0m5.356s,0m9.165s,0m3.363s
1X,200,500,R7,fastral,heron07,0m5.325s,0m9.085s,0m3.527s
1X,200,500,R8,fastral,heron04,0m5.299s,0m9.199s,0m3.740s
1X,200,500,R9,fastral,heron03,0m5.263s,0m8.671s,0m3.704s
1X,200,true,R10,fastral,heron01,0m6.119s,0m9.288s,0m3.712s
1X,200,true,R11,fastral,heron06,0m6.040s,0m9.495s,0m3.852s
1X,200,true,R12,fastral,heron02,0m5.953s,0m9.497s,0m3.480s
1X,200,true,R13,fastral,heron08,0m6.025s,0m9.558s,0m3.830s
1X,200,true,R14,fastral,heron00,0m10.125s,0m16.611s,0m4.534s
1X,200,true,R15,fastral,heron10,0m5.750s,0m9.240s,0m3.419s
1X,200,true,R16,fastral,heron07,0m5.817s,0m9.195s,0m3.456s
1X,200,true,R17,fastral,heron03,0m5.854s,0m9.430s,0m3.498s
1X,200,true,R18,fastral,heron04,0m5.903s,0m9.488s,0m3.648s
1X,200,true,R19,fastral,heron09,0m5.952s,0m9.059s,0m3.513s
1X,200,true,R1,fastral,heron10,0m5.913s,0m9.330s,0m3.065s
1X,200,true,R20,fastral,heron11,0m5.833s,0m9.287s,0m3.728s
1X,200,true,R2,fastral,heron07,0m5.817s,0m9.415s,0m3.585s
1X,200,true,R3,fastral,heron03,0m6.663s,0m7.943s,0m3.639s
1X,200,true,R4,fastral,heron03,0m5.898s,0m9.394s,0m3.622s
1X,200,true,R5,fastral,heron04,0m5.859s,0m9.477s,0m3.572s
1X,200,true,R6,fastral,heron09,0m5.682s,0m9.090s,0m3.251s
1X,200,true,R7,fastral,heron05,0m5.807s,0m9.356s,0m3.568s
1X,200,true,R8,fastral,heron11,0m5.851s,0m9.019s,0m3.540s
1X,200,true,R9,fastral,heron04,0m6.337s,0m8.221s,0m3.718s
1X,25,500,R10,fastral,heron02,0m3.701s,0m4.898s,0m2.888s
1X,25,500,R11,fastral,heron06,0m3.902s,0m4.895s,0m3.813s
1X,25,500,R12,fastral,heron07,0m3.774s,0m5.017s,0m3.593s
1X,25,500,R13,fastral,heron10,0m3.603s,0m4.810s,0m3.150s
1X,25,500,R14,fastral,heron08,0m3.704s,0m4.931s,0m3.352s
1X,25,500,R15,fastral,heron04,0m3.573s,0m5.038s,0m3.541s
1X,25,500,R16,fastral,heron09,0m3.691s,0m5.227s,0m3.344s
1X,25,500,R17,fastral,heron03,0m3.666s,0m4.871s,0m3.272s
1X,25,500,R18,fastral,heron05,0m3.728s,0m5.260s,0m3.421s
1X,25,500,R19,fastral,heron11,0m3.629s,0m4.848s,0m3.100s
1X,25,500,R1,fastral,heron07,0m3.380s,0m4.541s,0m3.303s
1X,25,500,R20,fastral,heron01,0m3.618s,0m5.038s,0m3.301s
1X,25,500,R2,fastral,heron10,0m3.524s,0m4.524s,0m3.258s
1X,25,500,R3,fastral,heron08,0m3.571s,0m4.588s,0m3.616s
1X,25,500,R4,fastral,heron04,0m3.466s,0m4.412s,0m3.305s
1X,25,500,R5,fastral,heron09,0m3.800s,0m4.858s,0m3.501s
1X,25,500,R6,fastral,heron03,0m3.439s,0m4.481s,0m3.213s
1X,25,500,R7,fastral,heron05,0m3.324s,0m4.204s,0m3.471s
1X,25,500,R8,fastral,heron11,0m3.388s,0m4.375s,0m2.811s
1X,25,500,R9,fastral,heron01,0m3.600s,0m4.681s,0m3.658s
1X,500,500,R10,fastral,heron02,0m11.928s,0m17.034s,0m3.748s
1X,500,500,R11,fastral,heron08,0m12.548s,0m18.612s,0m4.282s
1X,500,500,R12,fastral,heron07,0m12.109s,0m17.974s,0m4.196s
1X,500,500,R13,fastral,heron10,0m12.159s,0m18.247s,0m3.706s
1X,500,500,R14,fastral,heron04,0m12.129s,0m18.024s,0m3.975s
1X,500,500,R15,fastral,heron00,0m22.486s,0m33.763s,0m5.250s
1X,500,500,R16,fastral,heron03,0m11.992s,0m17.765s,0m3.890s
1X,500,500,R17,fastral,heron05,0m12.370s,0m18.237s,0m3.958s
1X,500,500,R18,fastral,heron09,0m12.210s,0m18.197s,0m3.812s
1X,500,500,R19,fastral,heron01,0m12.326s,0m18.012s,0m4.241s
1X,500,500,R1,fastral,heron07,0m7.932s,0m14.050s,0m3.794s
1X,500,500,R20,fastral,heron11,0m12.093s,0m17.916s,0m3.816s
1X,500,500,R2,fastral,heron10,0m8.141s,0m13.916s,0m4.091s
1X,500,500,R3,fastral,heron04,0m7.763s,0m13.721s,0m3.595s
1X,500,500,R4,fastral,heron03,0m7.706s,0m13.754s,0m3.430s
1X,500,500,R5,fastral,heron11,0m12.110s,0m17.429s,0m3.792s
1X,500,500,R6,fastral,heron05,0m8.033s,0m14.335s,0m3.696s
1X,500,500,R7,fastral,heron09,0m7.704s,0m13.397s,0m3.601s
1X,500,500,R8,fastral,heron01,0m7.843s,0m13.895s,0m3.646s
1X,500,500,R9,fastral,heron06,0m7.701s,0m13.590s,0m3.806s
1X,500,true,R10,fastral,heron07,0m10.143s,0m15.771s,0m4.028s
1X,500,true,R11,fastral,heron04,0m9.955s,0m15.478s,0m3.603s
1X,500,true,R12,fastral,heron00,0m18.547s,0m28.042s,0m5.239s
1X,500,true,R13,fastral,heron03,0m10.135s,0m15.597s,0m4.355s
1X,500,true,R14,fastral,heron11,0m9.887s,0m15.124s,0m3.875s
1X,500,true,R15,fastral,heron09,0m9.954s,0m15.472s,0m3.963s
1X,500,true,R16,fastral,heron05,0m10.232s,0m16.281s,0m3.664s
1X,500,true,R17,fastral,heron01,0m10.089s,0m15.679s,0m4.243s
1X,500,true,R18,fastral,heron02,0m10.016s,0m15.383s,0m3.907s
1X,500,true,R19,fastral,heron06,0m10.113s,0m15.367s,0m3.998s
1X,500,true,R1,fastral,heron03,0m10.019s,0m15.646s,0m3.722s
1X,500,true,R20,fastral,heron08,0m10.071s,0m15.895s,0m4.023s
1X,500,true,R2,fastral,heron09,0m10.220s,0m15.473s,0m4.128s
1X,500,true,R3,fastral,heron11,0m10.076s,0m15.117s,0m3.804s
1X,500,true,R4,fastral,heron05,0m10.135s,0m15.505s,0m4.359s
1X,500,true,R5,fastral,heron01,0m9.937s,0m15.184s,0m3.860s
1X,500,true,R6,fastral,heron06,0m10.251s,0m15.690s,0m3.761s
1X,500,true,R7,fastral,heron02,0m10.122s,0m15.475s,0m3.804s
1X,500,true,R8,fastral,heron08,0m9.901s,0m15.561s,0m3.654s
1X,500,true,R9,fastral,heron10,0m9.983s,0m15.675s,0m4.417s
1X,50,500,R10,fastral,heron09,0m4.156s,0m5.771s,0m3.082s
1X,50,500,R11,fastral,heron05,0m4.203s,0m5.466s,0m3.610s
1X,50,500,R12,fastral,heron11,0m4.124s,0m5.361s,0m3.431s
1X,50,500,R13,fastral,heron01,0m4.153s,0m5.307s,0m3.416s
1X,50,500,R14,fastral,heron06,0m4.153s,0m5.786s,0m3.525s
1X,50,500,R15,fastral,heron02,0m4.093s,0m5.258s,0m3.764s
1X,50,500,R16,fastral,heron10,0m4.201s,0m5.592s,0m3.396s
1X,50,500,R17,fastral,heron07,0m4.031s,0m5.377s,0m3.024s
1X,50,500,R18,fastral,heron08,0m4.073s,0m5.225s,0m3.407s
1X,50,500,R19,fastral,heron04,0m4.176s,0m5.719s,0m3.373s
1X,50,500,R1,fastral,heron11,0m3.676s,0m4.732s,0m3.121s
1X,50,500,R20,fastral,heron03,0m4.051s,0m5.645s,0m3.173s
1X,50,500,R2,fastral,heron01,0m3.830s,0m4.995s,0m3.537s
1X,50,500,R3,fastral,heron06,0m3.712s,0m4.995s,0m3.480s
1X,50,500,R4,fastral,heron02,0m3.705s,0m4.733s,0m3.513s
1X,50,500,R5,fastral,heron07,0m4.105s,0m5.490s,0m3.521s
1X,50,500,R6,fastral,heron10,0m3.771s,0m5.061s,0m3.684s
1X,50,500,R7,fastral,heron08,0m3.824s,0m4.739s,0m3.085s
1X,50,500,R8,fastral,heron04,0m3.624s,0m5.154s,0m3.582s
1X,50,500,R9,fastral,heron03,0m3.632s,0m4.673s,0m3.371s
1X,50,true,R10,fastral,heron11,0m3.842s,0m4.696s,0m3.441s
1X,50,true,R11,fastral,heron01,0m3.790s,0m5.052s,0m3.638s
1X,50,true,R12,fastral,heron02,0m3.800s,0m4.793s,0m3.237s
1X,50,true,R13,fastral,heron06,0m3.829s,0m4.991s,0m3.669s
1X,50,true,R14,fastral,heron07,0m3.821s,0m4.882s,0m3.121s
1X,50,true,R15,fastral,heron10,0m3.723s,0m4.810s,0m3.082s
1X,50,true,R16,fastral,heron08,0m3.851s,0m4.982s,0m3.202s
1X,50,true,R17,fastral,heron04,0m3.829s,0m4.906s,0m3.555s
1X,50,true,R18,fastral,heron09,0m3.777s,0m5.243s,0m3.307s
1X,50,true,R19,fastral,heron03,0m3.676s,0m4.767s,0m3.482s
1X,50,true,R1,fastral,heron06,0m3.810s,0m5.041s,0m3.583s
1X,50,true,R20,fastral,heron05,0m3.745s,0m4.695s,0m3.209s
1X,50,true,R2,fastral,heron02,0m3.707s,0m4.622s,0m3.177s
1X,50,true,R3,fastral,heron07,0m3.999s,0m4.895s,0m3.606s
1X,50,true,R4,fastral,heron10,0m3.762s,0m4.906s,0m3.327s
1X,50,true,R5,fastral,heron08,0m3.792s,0m4.838s,0m2.873s
1X,50,true,R6,fastral,heron04,0m4.005s,0m4.893s,0m3.593s
1X,50,true,R7,fastral,heron09,0m3.780s,0m4.942s,0m3.288s
1X,50,true,R8,fastral,heron03,0m4.012s,0m4.984s,0m3.590s
1X,50,true,R9,fastral,heron05,0m3.811s,0m4.782s,0m3.424s
2X,1000,500,R10,fastral,heron10,0m11.025s,0m17.689s,0m4.630s
2X,1000,500,R11,fastral,heron07,0m11.739s,0m18.465s,0m4.492s
2X,1000,500,R12,fastral,heron11,0m11.050s,0m17.900s,0m4.850s
2X,1000,500,R13,fastral,heron04,0m11.238s,0m17.106s,0m3.670s
2X,1000,500,R14,fastral,heron03,0m11.210s,0m17.214s,0m4.380s
2X,1000,500,R15,fastral,heron05,0m11.147s,0m17.823s,0m4.699s
2X,1000,500,R16,fastral,heron01,0m11.100s,0m18.109s,0m4.702s
2X,1000,500,R17,fastral,heron06,0m11.309s,0m18.285s,0m4.632s
2X,1000,500,R18,fastral,heron09,0m10.926s,0m17.525s,0m4.405s
2X,1000,500,R19,fastral,heron08,0m10.967s,0m17.532s,0m4.527s
2X,1000,500,R1,fastral,heron02,0m10.536s,0m16.593s,0m4.331s
2X,1000,500,R20,fastral,heron00,0m19.816s,0m31.310s,0m5.751s
2X,1000,500,R2,fastral,heron10,0m10.464s,0m16.349s,0m4.765s
2X,1000,500,R3,fastral,heron04,0m10.892s,0m17.579s,0m4.799s
2X,1000,500,R4,fastral,heron03,0m10.454s,0m17.126s,0m4.033s
2X,1000,500,R5,fastral,heron01,0m11.111s,0m17.372s,0m4.829s
2X,1000,500,R6,fastral,heron06,0m11.355s,0m18.335s,0m4.744s
2X,1000,500,R7,fastral,heron09,0m11.195s,0m18.004s,0m4.769s
2X,1000,500,R8,fastral,heron08,0m11.713s,0m17.886s,0m4.774s
2X,1000,500,R9,fastral,heron02,0m11.089s,0m17.446s,0m4.392s
2X,1000,true,R10,fastral,heron02,0m15.704s,0m20.927s,0m4.549s
2X,1000,true,R11,fastral,heron03,0m16.058s,0m20.952s,0m4.479s
2X,1000,true,R12,fastral,heron01,0m15.802s,0m21.648s,0m4.898s
2X,1000,true,R13,fastral,heron06,0m15.950s,0m21.700s,0m4.427s
2X,1000,true,R14,fastral,heron03,0m15.965s,0m22.184s,0m4.605s
2X,1000,true,R15,fastral,heron09,0m15.790s,0m21.842s,0m4.908s
2X,1000,true,R16,fastral,heron08,0m15.873s,0m21.794s,0m4.855s
2X,1000,true,R17,fastral,heron00,0m28.454s,0m36.654s,0m5.632s
2X,1000,true,R18,fastral,heron11,0m15.879s,0m20.691s,0m4.248s
2X,1000,true,R19,fastral,heron07,0m15.899s,0m21.712s,0m4.932s
2X,1000,true,R1,fastral,heron01,0m15.950s,0m21.667s,0m4.674s
2X,1000,true,R20,fastral,heron05,0m15.948s,0m22.082s,0m4.512s
2X,1000,true,R2,fastral,heron06,0m16.163s,0m21.611s,0m4.868s
2X,1000,true,R3,fastral,heron09,0m15.836s,0m21.081s,0m4.787s
2X,1000,true,R4,fastral,heron08,0m15.856s,0m22.004s,0m4.585s
2X,1000,true,R5,fastral,heron11,0m15.812s,0m22.316s,0m4.545s
2X,1000,true,R6,fastral,heron05,0m15.723s,0m22.221s,0m4.048s
2X,1000,true,R7,fastral,heron07,0m15.935s,0m21.169s,0m4.448s
2X,1000,true,R8,fastral,heron04,0m15.855s,0m21.819s,0m4.723s
2X,1000,true,R9,fastral,heron10,0m15.941s,0m21.766s,0m4.662s
0.5X,1000,500,R10,treeqmc_n0_v1.0.0,heron05,0m10.801s,0m10.733s,0m0.059s
0.5X,1000,500,R11,treeqmc_n0_v1.0.0,heron09,0m10.738s,0m10.700s,0m0.031s
0.5X,1000,500,R12,treeqmc_n0_v1.0.0,heron07,0m10.693s,0m10.655s,0m0.030s
0.5X,1000,500,R13,treeqmc_n0_v1.0.0,heron04,0m10.881s,0m10.789s,0m0.085s
0.5X,1000,500,R14,treeqmc_n0_v1.0.0,heron10,0m10.627s,0m10.591s,0m0.031s
0.5X,1000,500,R15,treeqmc_n0_v1.0.0,heron08,0m10.519s,0m10.489s,0m0.024s
0.5X,1000,500,R16,treeqmc_n0_v1.0.0,heron11,0m10.473s,0m10.430s,0m0.036s
0.5X,1000,500,R17,treeqmc_n0_v1.0.0,heron02,0m10.695s,0m10.653s,0m0.035s
0.5X,1000,500,R18,treeqmc_n0_v1.0.0,heron06,0m10.592s,0m10.553s,0m0.032s
0.5X,1000,500,R19,treeqmc_n0_v1.0.0,heron03,0m10.787s,0m10.747s,0m0.034s
0.5X,1000,500,R1,treeqmc_n0_v1.0.0,heron08,0m11.092s,0m11.039s,0m0.046s
0.5X,1000,500,R20,treeqmc_n0_v1.0.0,heron01,0m10.354s,0m10.310s,0m0.036s
0.5X,1000,500,R2,treeqmc_n0_v1.0.0,heron07,0m10.537s,0m10.476s,0m0.053s
0.5X,1000,500,R3,treeqmc_n0_v1.0.0,heron10,0m10.502s,0m10.467s,0m0.029s
0.5X,1000,500,R4,treeqmc_n0_v1.0.0,heron00,0m20.816s,0m20.747s,0m0.061s
0.5X,1000,500,R5,treeqmc_n0_v1.0.0,heron02,0m10.798s,0m10.743s,0m0.048s
0.5X,1000,500,R6,treeqmc_n0_v1.0.0,heron03,0m10.648s,0m10.613s,0m0.028s
0.5X,1000,500,R7,treeqmc_n0_v1.0.0,heron11,0m10.633s,0m10.587s,0m0.039s
0.5X,1000,500,R8,treeqmc_n0_v1.0.0,heron01,0m10.772s,0m10.715s,0m0.050s
0.5X,1000,500,R9,treeqmc_n0_v1.0.0,heron06,0m10.561s,0m10.528s,0m0.027s
0.5X,1000,true,R10,treeqmc_n0_v1.0.0,heron09,0m10.439s,0m10.372s,0m0.054s
0.5X,1000,true,R11,treeqmc_n0_v1.0.0,heron10,0m10.612s,0m10.556s,0m0.045s
0.5X,1000,true,R12,treeqmc_n0_v1.0.0,heron11,0m10.439s,0m10.366s,0m0.060s
0.5X,1000,true,R13,treeqmc_n0_v1.0.0,heron01,0m10.463s,0m10.421s,0m0.032s
0.5X,1000,true,R14,treeqmc_n0_v1.0.0,heron11,0m10.396s,0m10.367s,0m0.023s
0.5X,1000,true,R15,treeqmc_n0_v1.0.0,heron02,0m10.420s,0m10.379s,0m0.034s
0.5X,1000,true,R16,treeqmc_n0_v1.0.0,heron03,0m10.316s,0m10.276s,0m0.034s
0.5X,1000,true,R17,treeqmc_n0_v1.0.0,heron09,0m10.350s,0m10.317s,0m0.026s
0.5X,1000,true,R18,treeqmc_n0_v1.0.0,heron05,0m10.412s,0m10.341s,0m0.064s
