SCAL,NGEN,NBPS,REPL,MTHD,QS,NQS
1X,100,true,R20,fastral,13815012,0.709991366019118
1X,100,true,R2,fastral,13825226,0.7105162914996402
1X,100,true,R3,fastral,13651351,0.701580378250591
1X,100,true,R4,fastral,13991309,0.719051752492548
1X,100,true,R5,fastral,13687871,0.7034572412375373
1X,100,true,R6,fastral,13738776,0.7060733888374962
1X,100,true,R7,fastral,13714165,0.7048085620310413
1X,100,true,R8,fastral,13724621,0.7053459245554528
1X,100,true,R9,fastral,13775873,0.7079799054373522
1X,200,500,R10,fastral,24598193,0.6320843097954569
1X,200,500,R11,fastral,24776176,0.6366578271148113
1X,200,500,R12,fastral,24420018,0.6275058587727413
1X,200,500,R13,fastral,24748714,0.6359521533559461
1X,200,500,R14,fastral,24896241,0.6397430619796485
1X,200,500,R15,fastral,24841541,0.6383374704491726
1X,200,500,R16,fastral,24374122,0.6263264980984685
1X,200,500,R17,fastral,24226779,0.6225403176071539
1X,200,500,R18,fastral,24611824,0.6324345770377223
1X,200,500,R19,fastral,24835981,0.6381945986226745
1X,200,500,R1,fastral,24602103,0.6321847826086957
1X,200,500,R20,fastral,25104221,0.6450873933600576
1X,200,500,R2,fastral,24488810,0.6292735635728235
1X,200,500,R3,fastral,24725468,0.6353548155000514
1X,200,500,R4,fastral,24706971,0.6348795097132285
1X,200,500,R5,fastral,24937627,0.6408065320176791
1X,200,500,R6,fastral,24649418,0.6334006064343715
1X,200,500,R7,fastral,24296645,0.6243356203104121
1X,200,500,R8,fastral,24687152,0.6343702333230548
1X,200,500,R9,fastral,24339124,0.6254271764826806
1X,200,true,R10,fastral,27200942,0.6989655154692157
1X,200,true,R11,fastral,27194021,0.6987876708808716
1X,200,true,R12,fastral,27277679,0.7009373779422345
1X,200,true,R13,fastral,27069679,0.695592532634392
1X,200,true,R14,fastral,27449831,0.7053610597183677
1X,200,true,R15,fastral,27292729,0.701324108335903
1X,200,true,R16,fastral,27014602,0.6941772535717957
1X,200,true,R17,fastral,27076133,0.6957583770171651
1X,200,true,R18,fastral,26992537,0.693610263130846
1X,200,true,R19,fastral,27575089,0.7085797358412992
1X,200,true,R1,fastral,27043895,0.694929977387193
1X,200,true,R20,fastral,27439576,0.7050975434268681
1X,200,true,R2,fastral,27440089,0.705110725665536
1X,200,true,R3,fastral,26958994,0.6927483297358413
1X,200,true,R4,fastral,27688530,0.7114947579401788
1X,200,true,R5,fastral,27428951,0.7048245194778497
1X,200,true,R6,fastral,27307381,0.7017006115736458
1X,200,true,R7,fastral,27356471,0.70296204645904
1X,200,true,R8,fastral,27308445,0.7017279525131052
1X,200,true,R9,fastral,27350894,0.7028187377942234
1X,25,500,R10,fastral,2997733,0.6162468907390276
1X,25,500,R11,fastral,3230527,0.6641025799157159
1X,25,500,R12,fastral,3090116,0.635238153972659
1X,25,500,R13,fastral,3187959,0.6553518347209374
1X,25,500,R14,fastral,3134773,0.6444183369308254
1X,25,500,R15,fastral,3164530,0.6505355123856511
1X,25,500,R16,fastral,3091086,0.6354375578168363
1X,25,500,R17,fastral,3103401,0.6379691643539932
1X,25,500,R18,fastral,3085444,0.6342777263850344
1X,25,500,R19,fastral,3206275,0.659117072669339
1X,25,500,R1,fastral,3112888,0.6399194161784356
1X,25,500,R20,fastral,3190637,0.6559023537876452
1X,25,500,R2,fastral,3078070,0.632761846027341
1X,25,500,R3,fastral,3182573,0.6542446294583205
1X,25,500,R4,fastral,3109089,0.6391384520505704
1X,25,500,R5,fastral,3082705,0.6337146674889506
1X,25,500,R6,fastral,3252651,0.6686506321307432
1X,25,500,R7,fastral,3079862,0.6331302292116353
1X,25,500,R8,fastral,3096305,0.636510432726899
1X,25,500,R9,fastral,3138741,0.6452340425531915
1X,500,500,R10,fastral,61705022,0.6342380717442697
1X,500,500,R11,fastral,61371465,0.6308095898859081
1X,500,500,R12,fastral,61670448,0.6338827012025902
1X,500,500,R13,fastral,61718596,0.6343775927639017
1X,500,500,R14,fastral,61821311,0.6354333538904307
1X,500,500,R15,fastral,61374294,0.6308386679000925
1X,500,500,R16,fastral,61055940,0.6275664508171446
1X,500,500,R17,fastral,60929001,0.6262617021276595
1X,500,500,R18,fastral,61726480,0.6344586288416075
1X,500,500,R19,fastral,61730687,0.6345018706958577
1X,500,500,R1,fastral,61311309,0.6301912735121801
1X,500,500,R20,fastral,62094259,0.6382388631925172
1X,500,500,R2,fastral,61379292,0.6308900400863398
1X,500,500,R3,fastral,61336607,0.6304513002364066
1X,500,500,R4,fastral,62181829,0.6391389556994552
1X,500,500,R5,fastral,61687662,0.6340596361393771
1X,500,500,R6,fastral,61584896,0.6330033508068661
1X,500,500,R7,fastral,61399745,0.6311002672422654
1X,500,500,R8,fastral,61626934,0.6334354404358105
1X,500,500,R9,fastral,61117530,0.6281995066296638
1X,500,true,R10,fastral,68218214,0.7011842327063419
1X,500,true,R11,fastral,67886808,0.6977778600061671
1X,500,true,R12,fastral,68409267,0.7031479802651865
1X,500,true,R13,fastral,67954463,0.6984732552163635
1X,500,true,R14,fastral,68146638,0.7004485353068147
1X,500,true,R15,fastral,67843606,0.6973338061465721
1X,500,true,R16,fastral,67535711,0.6941690924041526
1X,500,true,R17,fastral,67737028,0.6962383389865351
1X,500,true,R18,fastral,67570244,0.6945240415253366
1X,500,true,R19,fastral,68415960,0.7032167745914277
1X,500,true,R1,fastral,67540435,0.6942176482680645
1X,500,true,R20,fastral,68504747,0.7041293760920958
1X,500,true,R2,fastral,68185144,0.7008443211018605
1X,500,true,R3,fastral,68285032,0.7018710247713023
1X,500,true,R4,fastral,68510435,0.7041878404769246
1X,500,true,R5,fastral,68718259,0.7063239695754959
1X,500,true,R6,fastral,68019641,0.6991431904615069
1X,500,true,R7,fastral,68043909,0.6993926302806044
1X,500,true,R8,fastral,68202191,0.7010195395210196
1X,500,true,R9,fastral,67857461,0.6974762154383801
1X,50,500,R10,fastral,6060509,0.6229323671497584
1X,50,500,R11,fastral,6288467,0.6463631411244732
1X,50,500,R12,fastral,6132109,0.6302918079967109
1X,50,500,R13,fastral,6253846,0.6428046047898037
1X,50,500,R14,fastral,6320646,0.6496706753006476
1X,50,500,R15,fastral,6236236,0.6409945523692054
1X,50,500,R16,fastral,6000547,0.6167691437968958
1X,50,500,R17,fastral,6197704,0.6370340219960942
1X,50,500,R18,fastral,6204446,0.6377270017473533
1X,50,500,R19,fastral,6322858,0.6498980367972043
1X,50,500,R1,fastral,6217085,0.6390261075136191
1X,50,500,R20,fastral,6352554,0.6529503546099291
1X,50,500,R2,fastral,6165689,0.6337433446397369
1X,50,500,R3,fastral,6235622,0.6409314420803782
1X,50,500,R4,fastral,6188888,0.6361278651454415
1X,50,500,R5,fastral,6226978,0.6400429643334361
1X,50,500,R6,fastral,6267456,0.6442035152636447
1X,50,500,R7,fastral,6181395,0.6353576934936787
1X,50,500,R8,fastral,6251376,0.6425507246376811
1X,50,500,R9,fastral,6082252,0.6251672319868434
1X,50,true,R10,fastral,6798437,0.698780655771405
1X,50,true,R11,fastral,6883018,0.707474355021071
1X,50,true,R12,fastral,6762150,0.6950508788159112
1X,50,true,R13,fastral,6886591,0.7078416075650118
1X,50,true,R14,fastral,6878622,0.707022510021585
1X,50,true,R15,fastral,6795595,0.6984885394182342
1X,50,true,R16,fastral,6666190,0.685187583513208
1X,50,true,R17,fastral,6857891,0.7048916640970295
1X,50,true,R18,fastral,6779141,0.6967973070202488
1X,50,true,R19,fastral,7006722,0.7201893308664816
1X,50,true,R1,fastral,6826179,0.701632130743139
1X,50,true,R20,fastral,6963686,0.7157658546613218
1X,50,true,R2,fastral,7000015,0.7194999486072566
1X,50,true,R3,fastral,6792696,0.698190564292322
1X,50,true,R4,fastral,6901894,0.7094145338678178
1X,50,true,R5,fastral,6830185,0.7020438894028164
1X,50,true,R6,fastral,7004501,0.7199610443005448
1X,50,true,R7,fastral,6891291,0.7083246993524515
1X,50,true,R8,fastral,6956173,0.7149936272998253
1X,50,true,R9,fastral,6808490,0.6998139582690924
2X,1000,500,R10,fastral,132684340,0.6819012231472916
2X,1000,500,R11,fastral,131332261,0.6749525182444239
2X,1000,500,R12,fastral,130791911,0.6721755113577963
2X,1000,500,R13,fastral,131716027,0.6769247969986638
2X,1000,500,R14,fastral,131152794,0.6740301880974406
2X,1000,500,R15,fastral,131955567,0.6781558587727413
2X,1000,500,R16,fastral,131198115,0.6742631051495529
2X,1000,500,R17,fastral,132086146,0.6788269400760613
2X,1000,500,R18,fastral,131419383,0.6754002621029911
2X,1000,500,R19,fastral,131563153,0.6761391355740569
2X,1000,500,R1,fastral,131819417,0.6774561465721041
2X,1000,500,R20,fastral,131297621,0.674774493781478
2X,1000,500,R2,fastral,131584272,0.6762476719087265
2X,1000,500,R3,fastral,131868260,0.6777071641484222
2X,1000,500,R4,fastral,131573469,0.6761921523280913
2X,1000,500,R5,fastral,132087861,0.6788357539315448
2X,1000,500,R6,fastral,131438864,0.6755003803063008
2X,1000,500,R7,fastral,131792925,0.6773199969164354
2X,1000,500,R8,fastral,131664758,0.6766613115428102
2X,1000,500,R9,fastral,131794506,0.6773281221091582
2X,1000,true,R10,fastral,148864805,0.7650570716414842
2X,1000,true,R11,fastral,148660674,0.7640079864323157
2X,1000,true,R12,fastral,148859258,0.7650285640867509
2X,1000,true,R13,fastral,148349940,0.7624110391612704
2X,1000,true,R14,fastral,148450775,0.7629292578887861
2X,1000,true,R15,fastral,148307707,0.762193992188303
2X,1000,true,R16,fastral,148359464,0.7624599856100318
2X,1000,true,R17,fastral,148407495,0.7627068300955905
2X,1000,true,R18,fastral,148458155,0.7629671857333744
2X,1000,true,R19,fastral,148571738,0.7635509199301058
2X,1000,true,R1,fastral,148356284,0.7624436427176483
2X,1000,true,R20,fastral,148600749,0.763700015417823
2X,1000,true,R2,fastral,148557269,0.7634765597697605
2X,1000,true,R3,fastral,148639527,0.7638993061979649
2X,1000,true,R4,fastral,148559719,0.76348915099188
2X,1000,true,R5,fastral,148752248,0.7644786103402199
2X,1000,true,R6,fastral,147941747,0.7603132233528626
2X,1000,true,R7,fastral,148544453,0.76341069482989
2X,1000,true,R8,fastral,148567304,0.7635281323877069
2X,1000,true,R9,fastral,148166027,0.7614658598005961
0.5X,1000,500,R10,treeqmc_n0_v1.0.0,110822587,0.5695476770480008
0.5X,1000,500,R11,treeqmc_n0_v1.0.0,110791332,0.5693870490286772
0.5X,1000,500,R12,treeqmc_n0_v1.0.0,110332466,0.567028810771919
0.5X,1000,500,R13,treeqmc_n0_v1.0.0,110419231,0.5674747199095488
0.5X,1000,500,R14,treeqmc_n0_v1.0.0,110482349,0.5677991006269915
0.5X,1000,500,R15,treeqmc_n0_v1.0.0,110443858,0.5676012848185836
0.5X,1000,500,R16,treeqmc_n0_v1.0.0,110234150,0.5665235378764518
0.5X,1000,500,R17,treeqmc_n0_v1.0.0,111068330,0.570810617740775
0.5X,1000,500,R18,treeqmc_n0_v1.0.0,111391106,0.572469452153356
0.5X,1000,500,R19,treeqmc_n0_v1.0.0,110797548,0.5694189947579402
0.5X,1000,500,R1,treeqmc_n0_v1.0.0,111202608,0.5715007092198582
0.5X,1000,500,R20,treeqmc_n0_v1.0.0,110324667,0.5669887295713846
0.5X,1000,500,R2,treeqmc_n0_v1.0.0,110219633,0.5664489310309384
0.5X,1000,500,R3,treeqmc_n0_v1.0.0,111006727,0.570494023023949
0.5X,1000,500,R4,treeqmc_n0_v1.0.0,110326659,0.5669989670058587
0.5X,1000,500,R5,treeqmc_n0_v1.0.0,110774920,0.5693027032582999
0.5X,1000,500,R6,treeqmc_n0_v1.0.0,110398635,0.5673688714153562
0.5X,1000,500,R7,treeqmc_n0_v1.0.0,109937028,0.5649965464076473
0.5X,1000,500,R8,treeqmc_n0_v1.0.0,110986752,0.5703913660191181
0.5X,1000,500,R9,treeqmc_n0_v1.0.0,109953762,0.5650825470243601
0.5X,1000,true,R10,treeqmc_n0_v1.0.0,120187702,0.6176775722068044
0.5X,1000,true,R11,treeqmc_n0_v1.0.0,119657892,0.6149547332716621
0.5X,1000,true,R12,treeqmc_n0_v1.0.0,119506203,0.6141751618871415
0.5X,1000,true,R13,treeqmc_n0_v1.0.0,119247521,0.6128457241237537
0.5X,1000,true,R14,treeqmc_n0_v1.0.0,119642858,0.6148774694213177
0.5X,1000,true,R15,treeqmc_n0_v1.0.0,119346265,0.6133531966286361
0.5X,1000,true,R16,treeqmc_n0_v1.0.0,119746786,0.6154115839243499
0.5X,1000,true,R17,treeqmc_n0_v1.0.0,120862014,0.6211430465618255
0.5X,1000,true,R18,treeqmc_n0_v1.0.0,120234791,0.61791957549594
0.5X,1000,true,R19,treeqmc_n0_v1.0.0,119500608,0.6141464076472402
0.5X,1000,true,R1,treeqmc_n0_v1.0.0,120423250,0.6188881179977387
0.5X,1000,true,R20,treeqmc_n0_v1.0.0,119919564,0.6162995374653099
0.5X,1000,true,R2,treeqmc_n0_v1.0.0,119539434,0.6143459451125501
0.5X,1000,true,R3,treeqmc_n0_v1.0.0,120359002,0.6185579299002981
0.5X,1000,true,R4,treeqmc_n0_v1.0.0,119243433,0.6128247147702744
0.5X,1000,true,R5,treeqmc_n0_v1.0.0,119000085,0.6115740826395313
0.5X,1000,true,R6,treeqmc_n0_v1.0.0,119222031,0.6127147240209683
0.5X,1000,true,R7,treeqmc_n0_v1.0.0,118739597,0.6102353633466955
0.5X,1000,true,R8,treeqmc_n0_v1.0.0,120141473,0.6174399886935965
0.5X,1000,true,R9,treeqmc_n0_v1.0.0,119613697,0.6147276030424504
1X,1000,500,R10,treeqmc_n0_v1.0.0,123345648,0.6339071230342276
1X,1000,500,R11,treeqmc_n0_v1.0.0,122452164,0.6293152636447733
1X,1000,500,R12,treeqmc_n0_v1.0.0,123029441,0.6322820485147497
1X,1000,500,R13,treeqmc_n0_v1.0.0,123209818,0.6332090554013773
1X,1000,500,R14,treeqmc_n0_v1.0.0,123057614,0.6324268372905746
1X,1000,500,R15,treeqmc_n0_v1.0.0,122681717,0.6304949994860726
1X,1000,500,R16,treeqmc_n0_v1.0.0,122386626,0.6289784458834412
1X,1000,500,R17,treeqmc_n0_v1.0.0,122454800,0.629328810771919
1X,1000,500,R18,treeqmc_n0_v1.0.0,122680795,0.6304902610751362
1X,1000,500,R19,treeqmc_n0_v1.0.0,123233344,0.63332996196937
1X,1000,500,R1,treeqmc_n0_v1.0.0,121947896,0.6267236920546819
1X,1000,500,R20,treeqmc_n0_v1.0.0,123235939,0.6333432983862679
1X,1000,500,R2,treeqmc_n0_v1.0.0,123279440,0.6335668619590914
1X,1000,500,R3,treeqmc_n0_v1.0.0,122897511,0.6316040240518039
1X,1000,500,R4,treeqmc_n0_v1.0.0,124325852,0.6389446602939665
1X,1000,500,R5,treeqmc_n0_v1.0.0,123832186,0.636407575290369
1X,1000,500,R6,treeqmc_n0_v1.0.0,122963432,0.631942810155206
1X,1000,500,R7,treeqmc_n0_v1.0.0,122449883,0.6293035409600164
1X,1000,500,R8,treeqmc_n0_v1.0.0,123867281,0.636587938123137
1X,1000,500,R9,treeqmc_n0_v1.0.0,122072734,0.6273652687840477
1X,1000,true,R10,treeqmc_n0_v1.0.0,136533477,0.7016829941412273
1X,1000,true,R11,treeqmc_n0_v1.0.0,135653981,0.6971630229211635
1X,1000,true,R12,treeqmc_n0_v1.0.0,136571940,0.7018806660499537
1X,1000,true,R13,treeqmc_n0_v1.0.0,136106436,0.6994883132901635
1X,1000,true,R14,treeqmc_n0_v1.0.0,135782359,0.6978227926816734
1X,1000,true,R15,treeqmc_n0_v1.0.0,135590146,0.696834957344023
1X,1000,true,R16,treeqmc_n0_v1.0.0,135746034,0.697636108541474
1X,1000,true,R17,treeqmc_n0_v1.0.0,135897819,0.6984161732963305
1X,1000,true,R18,treeqmc_n0_v1.0.0,135512100,0.6964338575393154
1X,1000,true,R19,treeqmc_n0_v1.0.0,136620655,0.7021310257991572
1X,1000,true,R1,treeqmc_n0_v1.0.0,135468646,0.6962105355123857
1X,1000,true,R20,treeqmc_n0_v1.0.0,135871641,0.6982816373728029
1X,1000,true,R2,treeqmc_n0_v1.0.0,136195762,0.6999473841093637
1X,1000,true,R3,treeqmc_n0_v1.0.0,136754587,0.7028193390893206
1X,1000,true,R4,treeqmc_n0_v1.0.0,136706713,0.7025733014698324
1X,1000,true,R5,treeqmc_n0_v1.0.0,137425920,0.7062695035460993
1X,1000,true,R6,treeqmc_n0_v1.0.0,135854375,0.6981929026621441
1X,1000,true,R7,treeqmc_n0_v1.0.0,135887669,0.6983640096618358
1X,1000,true,R8,treeqmc_n0_v1.0.0,136606653,0.702059065679926
1X,1000,true,R9,treeqmc_n0_v1.0.0,135476587,0.6962513464898756
1X,100,500,R10,treeqmc_n0_v1.0.0,12279523,0.6310783739336006
1X,100,500,R11,treeqmc_n0_v1.0.0,12326764,0.6335062185219447
1X,100,500,R12,treeqmc_n0_v1.0.0,12434320,0.6390338164251208
1X,100,500,R13,treeqmc_n0_v1.0.0,12335012,0.6339301058690513
1X,100,500,R14,treeqmc_n0_v1.0.0,12430027,0.6388131873779422
1X,100,500,R15,treeqmc_n0_v1.0.0,12469465,0.6408400143899682
1X,100,500,R16,treeqmc_n0_v1.0.0,12112793,0.6225096618357487
1X,100,500,R17,treeqmc_n0_v1.0.0,12194784,0.6267234042553191
1X,100,500,R18,treeqmc_n0_v1.0.0,12377326,0.6361047384109364
1X,100,500,R19,treeqmc_n0_v1.0.0,12389627,0.6367369205468187
1X,100,500,R1,treeqmc_n0_v1.0.0,12417533,0.6381710864425943
1X,100,500,R20,treeqmc_n0_v1.0.0,12661638,0.6507163120567376
1X,100,500,R2,treeqmc_n0_v1.0.0,12306495,0.6324645390070922
1X,100,500,R3,treeqmc_n0_v1.0.0,12403203,0.6374346284304656
1X,100,500,R4,treeqmc_n0_v1.0.0,12317955,0.6330534998458218
1X,100,500,R5,treeqmc_n0_v1.0.0,12338655,0.6341173296330558
1X,100,500,R6,treeqmc_n0_v1.0.0,12351041,0.6347538801521225
1X,100,500,R7,treeqmc_n0_v1.0.0,12268734,0.6305238976256553
1X,100,500,R8,treeqmc_n0_v1.0.0,12496209,0.6422144619179772
1X,100,500,R9,treeqmc_n0_v1.0.0,12192780,0.6266204131976565
1X,100,true,R10,treeqmc_n0_v1.0.0,13601699,0.6990286257580429
1X,100,true,R11,treeqmc_n0_v1.0.0,13651582,0.7015922499743036
1X,100,true,R12,treeqmc_n0_v1.0.0,13625158,0.7002342481241649
1X,100,true,R13,treeqmc_n0_v1.0.0,13587651,0.6983066604995375
1X,100,true,R14,treeqmc_n0_v1.0.0,13561819,0.6969790831534587
1X,100,true,R15,treeqmc_n0_v1.0.0,13638031,0.7008958269092405
1X,100,true,R16,treeqmc_n0_v1.0.0,13400148,0.6886703669441875
1X,100,true,R17,treeqmc_n0_v1.0.0,13618386,0.699886216466235
1X,100,true,R18,treeqmc_n0_v1.0.0,13493654,0.6934758968033714
1X,100,true,R19,treeqmc_n0_v1.0.0,13834360,0.7109857128173502
1X,100,true,R1,treeqmc_n0_v1.0.0,13615627,0.6997444238873471
1X,100,true,R20,treeqmc_n0_v1.0.0,13814938,0.7099875629561107
1X,100,true,R2,treeqmc_n0_v1.0.0,13825226,0.7105162914996402
1X,100,true,R3,treeqmc_n0_v1.0.0,13651284,0.701576934936787
1X,100,true,R4,treeqmc_n0_v1.0.0,13989126,0.7189395621338267
1X,100,true,R5,treeqmc_n0_v1.0.0,13692598,0.7037001747353274
1X,100,true,R6,treeqmc_n0_v1.0.0,13738501,0.7060592558330764
1X,100,true,R7,treeqmc_n0_v1.0.0,13714165,0.7048085620310413
1X,100,true,R8,treeqmc_n0_v1.0.0,13724621,0.7053459245554528
1X,100,true,R9,treeqmc_n0_v1.0.0,13775873,0.7079799054373522
1X,200,500,R10,treeqmc_n0_v1.0.0,24561157,0.6311326189742008
1X,200,500,R11,treeqmc_n0_v1.0.0,24743396,0.6358155000513928
1X,200,500,R12,treeqmc_n0_v1.0.0,24403833,0.6270899629972247
1X,200,500,R13,treeqmc_n0_v1.0.0,24757946,0.636189382259225
1X,200,500,R14,treeqmc_n0_v1.0.0,24865580,0.6389551855278035
1X,200,500,R15,treeqmc_n0_v1.0.0,24836816,0.6382160550930208
1X,200,500,R16,treeqmc_n0_v1.0.0,24377686,0.6264180799671086
1X,200,500,R17,treeqmc_n0_v1.0.0,24222610,0.622433189433652
1X,200,500,R18,treeqmc_n0_v1.0.0,24623538,0.6327355843354918
1X,200,500,R19,treeqmc_n0_v1.0.0,24822299,0.6378430208654537
1X,200,500,R1,treeqmc_n0_v1.0.0,24602041,0.6321831894336519
1X,200,500,R20,treeqmc_n0_v1.0.0,25081751,0.6445099958885805
1X,200,500,R2,treeqmc_n0_v1.0.0,24502345,0.6296213639634084
1X,200,500,R3,treeqmc_n0_v1.0.0,24724125,0.6353203052728955
1X,200,500,R4,treeqmc_n0_v1.0.0,24692765,0.6345144670572516
1X,200,500,R5,treeqmc_n0_v1.0.0,24918177,0.6403067375886525
1X,200,500,R6,treeqmc_n0_v1.0.0,24639331,0.6331414071333128
1X,200,500,R7,treeqmc_n0_v1.0.0,24287062,0.6240893719806764
1X,200,500,R8,treeqmc_n0_v1.0.0,24686789,0.6343609055401377
1X,200,500,R9,treeqmc_n0_v1.0.0,24327273,0.625122648781992
1X,200,true,R10,treeqmc_n0_v1.0.0,27200942,0.6989655154692157
1X,200,true,R11,treeqmc_n0_v1.0.0,27186907,0.6986048668927948
1X,200,true,R12,treeqmc_n0_v1.0.0,27275785,0.7008887090142872
1X,200,true,R13,treeqmc_n0_v1.0.0,27024942,0.6944429540548874
1X,200,true,R14,treeqmc_n0_v1.0.0,27449831,0.7053610597183677
1X,200,true,R15,treeqmc_n0_v1.0.0,27295884,0.7014051803885292
1X,200,true,R16,treeqmc_n0_v1.0.0,26987301,0.6934757169287696
1X,200,true,R17,treeqmc_n0_v1.0.0,27076133,0.6957583770171651
1X,200,true,R18,treeqmc_n0_v1.0.0,26993104,0.6936248329735841
1X,200,true,R19,treeqmc_n0_v1.0.0,27590778,0.7089828862164662
1X,200,true,R1,treeqmc_n0_v1.0.0,26993429,0.6936331842943776
1X,200,true,R20,treeqmc_n0_v1.0.0,27439576,0.7050975434268681
1X,200,true,R2,treeqmc_n0_v1.0.0,27440089,0.705110725665536
1X,200,true,R3,treeqmc_n0_v1.0.0,26960997,0.692799799568301
1X,200,true,R4,treeqmc_n0_v1.0.0,27686044,0.7114308767602014
1X,200,true,R5,treeqmc_n0_v1.0.0,27435189,0.7049848134443416
1X,200,true,R6,treeqmc_n0_v1.0.0,27313720,0.7018635008736767
1X,200,true,R7,treeqmc_n0_v1.0.0,27356471,0.70296204645904
1X,200,true,R8,treeqmc_n0_v1.0.0,27308445,0.7017279525131052
1X,200,true,R9,treeqmc_n0_v1.0.0,27326269,0.7021859646417926
1X,25,500,R10,treeqmc_n0_v1.0.0,2996605,0.6160150066810567
1X,25,500,R11,treeqmc_n0_v1.0.0,3232535,0.6645153664302601
1X,25,500,R12,treeqmc_n0_v1.0.0,3089904,0.6351945729263028
1X,25,500,R13,treeqmc_n0_v1.0.0,3192152,0.6562137938123137
1X,25,500,R14,treeqmc_n0_v1.0.0,3143562,0.6462251002158496
1X,25,500,R15,treeqmc_n0_v1.0.0,3172713,0.6522176996608079
1X,25,500,R16,treeqmc_n0_v1.0.0,3098400,0.636941103916127
1X,25,500,R17,treeqmc_n0_v1.0.0,3100107,0.6372920135676843
1X,25,500,R18,treeqmc_n0_v1.0.0,3088899,0.6349879740980574
1X,25,500,R19,treeqmc_n0_v1.0.0,3211707,0.6602337341967314
1X,25,500,R1,treeqmc_n0_v1.0.0,3114655,0.6402826600883955
1X,25,500,R20,treeqmc_n0_v1.0.0,3185282,0.654801521225203
1X,25,500,R2,treeqmc_n0_v1.0.0,3072614,0.6316402507965875
1X,25,500,R3,treeqmc_n0_v1.0.0,3169008,0.6514560592044404
1X,25,500,R4,treeqmc_n0_v1.0.0,3109089,0.6391384520505704
1X,25,500,R5,treeqmc_n0_v1.0.0,3092171,0.635660602322952
1X,25,500,R6,treeqmc_n0_v1.0.0,3253856,0.6688983451536643
1X,25,500,R7,treeqmc_n0_v1.0.0,3082795,0.6337331688765546
1X,25,500,R8,treeqmc_n0_v1.0.0,3100079,0.6372862575804297
1X,25,500,R9,treeqmc_n0_v1.0.0,3141524,0.645806146572104
1X,500,500,R10,treeqmc_n0_v1.0.0,61646645,0.6336380409086237
1X,500,500,R11,treeqmc_n0_v1.0.0,61326075,0.6303430465618255
1X,500,500,R12,treeqmc_n0_v1.0.0,61638840,0.6335578168362627
1X,500,500,R13,treeqmc_n0_v1.0.0,61632844,0.6334961866584439
1X,500,500,R14,treeqmc_n0_v1.0.0,61819199,0.6354116455956419
1X,500,500,R15,treeqmc_n0_v1.0.0,61356264,0.6306533456675918
1X,500,500,R16,treeqmc_n0_v1.0.0,61047556,0.6274802754651043
1X,500,500,R17,treeqmc_n0_v1.0.0,60929001,0.6262617021276595
1X,500,500,R18,treeqmc_n0_v1.0.0,61688318,0.6340663788673039
1X,500,500,R19,treeqmc_n0_v1.0.0,61731028,0.6345053756809539
1X,500,500,R1,treeqmc_n0_v1.0.0,61311309,0.6301912735121801
1X,500,500,R20,treeqmc_n0_v1.0.0,62026816,0.6375456470346387
1X,500,500,R2,treeqmc_n0_v1.0.0,61379292,0.6308900400863398
1X,500,500,R3,treeqmc_n0_v1.0.0,61325106,0.6303330866481652
1X,500,500,R4,treeqmc_n0_v1.0.0,62177619,0.6390956830095591
1X,500,500,R5,treeqmc_n0_v1.0.0,61686623,0.6340489567273101
1X,500,500,R6,treeqmc_n0_v1.0.0,61521051,0.6323471168670983
1X,500,500,R7,treeqmc_n0_v1.0.0,61355230,0.6306427176482681
1X,500,500,R8,treeqmc_n0_v1.0.0,61610880,0.6332704286154794
1X,500,500,R9,treeqmc_n0_v1.0.0,61048549,0.6274904820639325
1X,500,true,R10,treeqmc_n0_v1.0.0,68216565,0.7011672833795868
1X,500,true,R11,treeqmc_n0_v1.0.0,67876783,0.6976748175557611
1X,500,true,R12,treeqmc_n0_v1.0.0,68409123,0.7031465001541782
1X,500,true,R13,treeqmc_n0_v1.0.0,67954463,0.6984732552163635
1X,500,true,R14,treeqmc_n0_v1.0.0,68123182,0.7002074416692363
1X,500,true,R15,treeqmc_n0_v1.0.0,67817057,0.6970609209579607
1X,500,true,R16,treeqmc_n0_v1.0.0,67525587,0.6940650323774283
1X,500,true,R17,treeqmc_n0_v1.0.0,67632909,0.695168146777675
1X,500,true,R18,treeqmc_n0_v1.0.0,67570244,0.6945240415253366
1X,500,true,R19,treeqmc_n0_v1.0.0,68374302,0.7027885908109774
1X,500,true,R1,treeqmc_n0_v1.0.0,67540435,0.6942176482680645
1X,500,true,R20,treeqmc_n0_v1.0.0,68504747,0.7041293760920958
1X,500,true,R2,treeqmc_n0_v1.0.0,68185144,0.7008443211018605
1X,500,true,R3,treeqmc_n0_v1.0.0,68264671,0.7016617432418543
1X,500,true,R4,treeqmc_n0_v1.0.0,68516371,0.7042488539418235
1X,500,true,R5,treeqmc_n0_v1.0.0,68718259,0.7063239695754959
1X,500,true,R6,treeqmc_n0_v1.0.0,68009254,0.6990364271764827
1X,500,true,R7,treeqmc_n0_v1.0.0,68043909,0.6993926302806044
1X,500,true,R8,treeqmc_n0_v1.0.0,68003886,0.6989812519272278
1X,500,true,R9,treeqmc_n0_v1.0.0,67857461,0.6974762154383801
1X,50,500,R10,treeqmc_n0_v1.0.0,6056927,0.6225641895364374
1X,50,500,R11,treeqmc_n0_v1.0.0,6298394,0.6473834926508377
1X,50,500,R12,treeqmc_n0_v1.0.0,6136122,0.6307042861547949
