NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NODE,real,user,sys
50,2000000,0.000001,37,estimatedgenetre,1000,quartets,heron08,15m19.901s,35m23.982s,17m30.919s
50,2000000,0.000001,37,estimatedgenetre,250,quartets,heron10,3m48.364s,8m24.500s,4m26.271s
50,2000000,0.000001,38,estimatedgenetre,1000,quartets,heron09,15m1.269s,34m8.270s,17m29.481s
50,2000000,0.000001,38,estimatedgenetre,250,quartets,heron11,3m42.790s,8m39.374s,4m13.685s
50,2000000,0.000001,39,estimatedgenetre,1000,quartets,heron04,15m32.297s,35m4.855s,17m51.654s
50,2000000,0.000001,39,estimatedgenetre,250,quartets,heron08,3m57.319s,8m39.864s,4m29.285s
50,2000000,0.000001,40,estimatedgenetre,1000,quartets,heron07,14m30.962s,34m19.559s,16m40.874s
50,2000000,0.000001,40,estimatedgenetre,250,quartets,heron09,3m50.443s,8m22.907s,4m21.307s
50,2000000,0.000001,41,estimatedgenetre,1000,quartets,heron05,15m19.275s,34m23.905s,18m10.032s
50,2000000,0.000001,41,estimatedgenetre,250,quartets,heron02,3m32.244s,8m59.843s,3m58.274s
50,2000000,0.000001,42,estimatedgenetre,1000,quartets,heron06,15m43.109s,35m3.129s,18m13.858s
50,2000000,0.000001,42,estimatedgenetre,250,quartets,heron05,3m53.586s,8m47.661s,4m27.918s
50,2000000,0.000001,43,estimatedgenetre,1000,quartets,heron10,14m50.656s,35m9.948s,17m11.579s
50,2000000,0.000001,43,estimatedgenetre,250,quartets,heron07,3m48.458s,8m39.059s,4m24.357s
50,2000000,0.000001,44,estimatedgenetre,1000,quartets,heron01,14m49.299s,35m17.841s,17m7.605s
50,2000000,0.000001,44,estimatedgenetre,250,quartets,heron01,3m54.916s,8m42.810s,4m33.781s
50,2000000,0.000001,45,estimatedgenetre,1000,quartets,heron11,14m59.218s,34m2.228s,17m12.327s
50,2000000,0.000001,45,estimatedgenetre,250,quartets,heron04,3m53.758s,8m57.726s,4m23.885s
50,2000000,0.000001,46,estimatedgenetre,1000,quartets,heron03,15m8.790s,34m41.228s,17m37.135s
50,2000000,0.000001,46,estimatedgenetre,250,quartets,heron06,4m1.850s,8m35.578s,4m38.243s
50,2000000,0.000001,47,estimatedgenetre,1000,quartets,heron02,14m44.869s,34m52.278s,17m5.183s
50,2000000,0.000001,47,estimatedgenetre,250,quartets,heron00,7m4.343s,16m0.963s,8m0.050s
50,2000000,0.000001,48,estimatedgenetre,1000,quartets,heron00,26m50.414s,64m25.379s,30m21.296s
50,2000000,0.000001,48,estimatedgenetre,250,quartets,heron03,3m52.473s,8m35.128s,4m25.290s
50,2000000,0.000001,49,estimatedgenetre,1000,quartets,heron08,15m11.242s,35m26.907s,17m27.182s
50,2000000,0.000001,49,estimatedgenetre,250,quartets,heron10,3m45.391s,8m39.128s,4m18.184s
50,2000000,0.000001,50,estimatedgenetre,1000,quartets,heron09,14m45.147s,34m53.233s,16m56.346s
50,2000000,0.000001,50,estimatedgenetre,250,quartets,heron11,3m40.515s,8m35.418s,4m9.255s
