SCAL,NGEN,NBPS,REPL,MTHD,NODE,real,user,sys
noscale,200g,500b,R10,fastral,heron09,0m5.243s,0m7.459s,0m3.665s
noscale,200g,500b,R11,fastral,heron10,0m5.316s,0m7.152s,0m3.230s
noscale,200g,500b,R12,fastral,heron11,0m5.228s,0m7.720s,0m3.764s
noscale,200g,500b,R13,fastral,heron10,0m4.957s,0m7.758s,0m3.534s
noscale,200g,500b,R14,fastral,heron04,0m4.966s,0m7.490s,0m3.256s
noscale,200g,500b,R15,fastral,heron02,0m5.106s,0m7.609s,0m3.613s
noscale,200g,500b,R16,fastral,heron01,0m5.073s,0m7.629s,0m3.659s
noscale,200g,500b,R17,fastral,heron06,0m4.930s,0m7.403s,0m3.492s
noscale,200g,500b,R18,fastral,heron05,0m5.066s,0m7.782s,0m3.568s
noscale,200g,500b,R19,fastral,heron03,0m5.134s,0m7.419s,0m3.570s
noscale,200g,500b,R1,fastral,heron00,0m8.959s,0m13.578s,0m4.034s
noscale,200g,500b,R20,fastral,heron08,0m5.070s,0m7.676s,0m3.680s
noscale,200g,500b,R2,fastral,heron01,0m5.597s,0m7.411s,0m3.533s
noscale,200g,500b,R3,fastral,heron02,0m5.478s,0m7.593s,0m3.458s
noscale,200g,500b,R4,fastral,heron03,0m5.796s,0m7.196s,0m3.443s
noscale,200g,500b,R5,fastral,heron04,0m5.714s,0m7.430s,0m3.740s
noscale,200g,500b,R6,fastral,heron05,0m5.397s,0m7.181s,0m3.395s
noscale,200g,500b,R7,fastral,heron06,0m5.302s,0m7.541s,0m3.812s
noscale,200g,500b,R8,fastral,heron07,0m5.305s,0m7.598s,0m3.679s
noscale,200g,500b,R9,fastral,heron08,0m5.346s,0m7.582s,0m3.848s
noscale,200g,true,R10,fastral,heron11,0m4.036s,0m5.983s,0m3.521s
noscale,200g,true,R11,fastral,heron05,0m3.966s,0m5.942s,0m3.375s
noscale,200g,true,R12,fastral,heron06,0m3.899s,0m6.108s,0m3.409s
noscale,200g,true,R13,fastral,heron01,0m3.959s,0m5.976s,0m3.367s
noscale,200g,true,R14,fastral,heron07,0m4.090s,0m5.999s,0m3.515s
noscale,200g,true,R15,fastral,heron09,0m3.913s,0m6.172s,0m3.336s
noscale,200g,true,R16,fastral,heron10,0m3.911s,0m5.938s,0m3.355s
noscale,200g,true,R17,fastral,heron04,0m4.082s,0m5.945s,0m3.226s
noscale,200g,true,R18,fastral,heron03,0m4.099s,0m6.051s,0m2.859s
noscale,200g,true,R19,fastral,heron08,0m3.962s,0m5.791s,0m3.258s
noscale,200g,true,R1,fastral,heron01,0m4.078s,0m6.023s,0m3.680s
noscale,200g,true,R20,fastral,heron02,0m4.254s,0m5.685s,0m3.711s
noscale,200g,true,R2,fastral,heron07,0m4.010s,0m6.105s,0m3.399s
noscale,200g,true,R3,fastral,heron09,0m3.879s,0m5.835s,0m2.608s
noscale,200g,true,R4,fastral,heron10,0m3.931s,0m5.955s,0m3.444s
noscale,200g,true,R5,fastral,heron04,0m4.136s,0m5.885s,0m3.411s
noscale,200g,true,R6,fastral,heron03,0m4.088s,0m6.001s,0m3.398s
noscale,200g,true,R7,fastral,heron00,0m6.321s,0m9.724s,0m4.434s
noscale,200g,true,R8,fastral,heron02,0m4.175s,0m6.045s,0m3.476s
noscale,200g,true,R9,fastral,heron08,0m4.088s,0m5.961s,0m3.276s
noscale,25g,500b,R10,fastral,heron00,0m4.810s,0m5.766s,0m4.226s
noscale,25g,500b,R11,fastral,heron11,0m2.841s,0m3.347s,0m3.316s
noscale,25g,500b,R12,fastral,heron05,0m2.929s,0m3.617s,0m3.363s
noscale,25g,500b,R13,fastral,heron06,0m2.889s,0m3.625s,0m3.377s
noscale,25g,500b,R14,fastral,heron07,0m2.917s,0m3.213s,0m3.353s
noscale,25g,500b,R15,fastral,heron01,0m2.952s,0m3.632s,0m3.199s
noscale,25g,500b,R16,fastral,heron09,0m3.090s,0m3.574s,0m3.238s
noscale,25g,500b,R17,fastral,heron10,0m2.859s,0m3.182s,0m3.357s
noscale,25g,500b,R18,fastral,heron04,0m2.978s,0m3.387s,0m3.382s
noscale,25g,500b,R19,fastral,heron03,0m2.918s,0m3.672s,0m3.350s
noscale,25g,500b,R1,fastral,heron11,0m2.884s,0m3.316s,0m3.522s
noscale,25g,500b,R20,fastral,heron08,0m2.941s,0m3.274s,0m3.049s
noscale,25g,500b,R2,fastral,heron05,0m2.990s,0m3.548s,0m3.618s
noscale,25g,500b,R3,fastral,heron06,0m3.007s,0m3.152s,0m3.688s
noscale,25g,500b,R4,fastral,heron01,0m2.890s,0m2.939s,0m2.996s
noscale,25g,500b,R5,fastral,heron07,0m2.872s,0m2.927s,0m2.850s
noscale,25g,500b,R6,fastral,heron09,0m2.843s,0m3.429s,0m3.592s
noscale,25g,500b,R7,fastral,heron10,0m2.970s,0m3.364s,0m3.627s
noscale,25g,500b,R8,fastral,heron04,0m2.927s,0m3.429s,0m3.433s
noscale,25g,500b,R9,fastral,heron03,0m3.005s,0m3.474s,0m3.313s
noscale,400g,500b,R10,fastral,heron09,0m5.410s,0m8.798s,0m3.700s
noscale,400g,500b,R11,fastral,heron06,0m5.350s,0m8.926s,0m3.550s
noscale,400g,500b,R12,fastral,heron07,0m5.406s,0m8.732s,0m3.604s
noscale,400g,500b,R13,fastral,heron10,0m5.115s,0m8.205s,0m3.478s
noscale,400g,500b,R14,fastral,heron08,0m5.463s,0m8.398s,0m3.492s
noscale,400g,500b,R15,fastral,heron01,0m5.659s,0m9.185s,0m3.198s
noscale,400g,500b,R16,fastral,heron02,0m5.630s,0m9.056s,0m3.590s
noscale,400g,500b,R17,fastral,heron04,0m5.467s,0m8.990s,0m3.264s
noscale,400g,500b,R18,fastral,heron03,0m5.657s,0m9.307s,0m3.591s
noscale,400g,500b,R19,fastral,heron05,0m5.419s,0m8.510s,0m3.417s
noscale,400g,500b,R1,fastral,heron10,0m5.406s,0m9.177s,0m3.463s
noscale,400g,500b,R20,fastral,heron11,0m5.329s,0m8.378s,0m3.195s
noscale,400g,500b,R2,fastral,heron08,0m5.443s,0m8.364s,0m3.813s
noscale,400g,500b,R3,fastral,heron01,0m5.619s,0m9.228s,0m3.824s
noscale,400g,500b,R4,fastral,heron02,0m5.561s,0m9.073s,0m3.361s
noscale,400g,500b,R5,fastral,heron00,0m9.567s,0m15.463s,0m4.337s
noscale,400g,500b,R6,fastral,heron03,0m5.687s,0m8.335s,0m3.418s
noscale,400g,500b,R7,fastral,heron04,0m5.692s,0m9.133s,0m3.709s
noscale,400g,500b,R8,fastral,heron11,0m5.281s,0m8.256s,0m3.409s
noscale,400g,500b,R9,fastral,heron05,0m5.360s,0m9.507s,0m3.691s
noscale,50g,500b,R10,fastral,heron04,0m3.043s,0m3.619s,0m3.295s
noscale,50g,500b,R11,fastral,heron03,0m3.055s,0m3.591s,0m3.079s
noscale,50g,500b,R12,fastral,heron08,0m3.015s,0m3.610s,0m3.393s
noscale,50g,500b,R13,fastral,heron02,0m3.175s,0m3.534s,0m3.083s
noscale,50g,500b,R14,fastral,heron11,0m3.008s,0m3.589s,0m3.010s
noscale,50g,500b,R15,fastral,heron05,0m3.164s,0m3.641s,0m3.411s
noscale,50g,500b,R16,fastral,heron06,0m3.067s,0m3.687s,0m3.558s
noscale,50g,500b,R17,fastral,heron01,0m3.150s,0m3.475s,0m3.110s
noscale,50g,500b,R18,fastral,heron07,0m3.056s,0m3.583s,0m3.073s
noscale,50g,500b,R19,fastral,heron09,0m3.052s,0m3.549s,0m3.249s
noscale,50g,500b,R1,fastral,heron02,0m3.214s,0m3.613s,0m3.152s
noscale,50g,500b,R20,fastral,heron10,0m3.007s,0m3.497s,0m3.497s
noscale,50g,500b,R2,fastral,heron11,0m3.026s,0m3.575s,0m3.400s
noscale,50g,500b,R3,fastral,heron05,0m2.976s,0m3.462s,0m3.129s
noscale,50g,500b,R4,fastral,heron06,0m3.003s,0m3.604s,0m3.458s
noscale,50g,500b,R5,fastral,heron07,0m2.964s,0m3.639s,0m2.858s
noscale,50g,500b,R6,fastral,heron01,0m3.084s,0m3.518s,0m2.751s
noscale,50g,500b,R7,fastral,heron00,0m4.935s,0m6.366s,0m4.197s
noscale,50g,500b,R8,fastral,heron09,0m2.987s,0m3.752s,0m3.247s
noscale,50g,500b,R9,fastral,heron10,0m3.008s,0m3.609s,0m3.539s
noscale,800g,500b,R10,fastral,heron03,0m8.429s,0m13.535s,0m3.990s
noscale,800g,500b,R11,fastral,heron05,0m8.194s,0m13.507s,0m4.173s
noscale,800g,500b,R12,fastral,heron11,0m8.221s,0m13.201s,0m4.076s
noscale,800g,500b,R13,fastral,heron09,0m8.445s,0m13.739s,0m4.196s
noscale,800g,500b,R14,fastral,heron06,0m8.236s,0m13.499s,0m4.190s
noscale,800g,500b,R15,fastral,heron07,0m8.177s,0m13.229s,0m3.741s
noscale,800g,500b,R16,fastral,heron10,0m8.758s,0m14.402s,0m4.402s
noscale,800g,500b,R17,fastral,heron08,0m8.506s,0m13.360s,0m4.340s
noscale,800g,500b,R18,fastral,heron01,0m8.544s,0m13.882s,0m3.835s
noscale,800g,500b,R19,fastral,heron02,0m8.286s,0m12.904s,0m3.600s
noscale,800g,500b,R1,fastral,heron09,0m8.338s,0m13.368s,0m4.123s
noscale,800g,500b,R20,fastral,heron04,0m7.854s,0m12.400s,0m3.829s
noscale,800g,500b,R2,fastral,heron06,0m8.515s,0m13.717s,0m3.696s
noscale,800g,500b,R3,fastral,heron07,0m8.267s,0m13.184s,0m4.306s
noscale,800g,500b,R4,fastral,heron00,0m14.587s,0m24.205s,0m5.418s
noscale,800g,500b,R5,fastral,heron10,0m8.949s,0m13.889s,0m3.895s
noscale,800g,500b,R6,fastral,heron08,0m8.462s,0m13.948s,0m3.981s
noscale,800g,500b,R7,fastral,heron01,0m7.822s,0m12.737s,0m4.051s
noscale,800g,500b,R8,fastral,heron02,0m9.032s,0m14.082s,0m4.166s
noscale,800g,500b,R9,fastral,heron04,0m8.872s,0m14.295s,0m3.904s
scale2d,200g,500b,R10,fastral,heron06,0m4.114s,0m6.881s,0m3.391s
scale2d,200g,500b,R11,fastral,heron05,0m4.235s,0m6.572s,0m3.675s
scale2d,200g,500b,R12,fastral,heron03,0m4.166s,0m6.324s,0m3.371s
scale2d,200g,500b,R13,fastral,heron07,0m4.113s,0m6.594s,0m3.570s
scale2d,200g,500b,R14,fastral,heron09,0m4.148s,0m6.902s,0m3.688s
scale2d,200g,500b,R15,fastral,heron01,0m4.128s,0m6.275s,0m3.565s
scale2d,200g,500b,R16,fastral,heron10,0m3.993s,0m6.362s,0m3.292s
scale2d,200g,500b,R17,fastral,heron11,0m4.040s,0m6.248s,0m3.489s
scale2d,200g,500b,R18,fastral,heron08,0m4.275s,0m6.606s,0m3.725s
scale2d,200g,500b,R19,fastral,heron06,0m4.314s,0m6.598s,0m3.792s
scale2d,200g,500b,R1,fastral,heron11,0m3.970s,0m6.434s,0m3.083s
scale2d,200g,500b,R20,fastral,heron03,0m4.184s,0m6.486s,0m3.262s
scale2d,200g,500b,R2,fastral,heron07,0m4.050s,0m6.334s,0m3.282s
scale2d,200g,500b,R3,fastral,heron09,0m4.107s,0m6.413s,0m2.775s
scale2d,200g,500b,R4,fastral,heron00,0m6.982s,0m11.810s,0m4.479s
scale2d,200g,500b,R5,fastral,heron10,0m4.126s,0m6.411s,0m3.742s
scale2d,200g,500b,R6,fastral,heron11,0m4.054s,0m6.668s,0m3.441s
scale2d,200g,500b,R7,fastral,heron04,0m4.139s,0m6.645s,0m2.981s
scale2d,200g,500b,R8,fastral,heron02,0m4.282s,0m6.182s,0m3.428s
scale2d,200g,500b,R9,fastral,heron08,0m4.293s,0m6.613s,0m3.879s
scale2u,200g,500b,R10,fastral,heron02,0m4.964s,0m5.940s,0m3.573s
scale2u,200g,500b,R11,fastral,heron05,0m4.023s,0m5.999s,0m3.457s
scale2u,200g,500b,R12,fastral,heron11,0m3.986s,0m6.216s,0m3.473s
scale2u,200g,500b,R13,fastral,heron03,0m4.773s,0m6.115s,0m3.384s
scale2u,200g,500b,R14,fastral,heron06,0m4.053s,0m6.214s,0m3.402s
scale2u,200g,500b,R15,fastral,heron07,0m4.020s,0m6.117s,0m3.384s
scale2u,200g,500b,R16,fastral,heron08,0m3.967s,0m6.153s,0m3.468s
scale2u,200g,500b,R17,fastral,heron01,0m4.190s,0m6.116s,0m3.321s
scale2u,200g,500b,R18,fastral,heron09,0m3.987s,0m5.906s,0m3.491s
scale2u,200g,500b,R19,fastral,heron10,0m3.953s,0m5.874s,0m3.389s
scale2u,200g,500b,R1,fastral,heron02,0m4.303s,0m6.096s,0m3.722s
scale2u,200g,500b,R20,fastral,heron04,0m3.930s,0m5.900s,0m3.425s
scale2u,200g,500b,R2,fastral,heron04,0m3.925s,0m6.021s,0m3.504s
scale2u,200g,500b,R3,fastral,heron05,0m3.949s,0m5.991s,0m3.469s
scale2u,200g,500b,R4,fastral,heron01,0m3.961s,0m6.142s,0m3.460s
scale2u,200g,500b,R5,fastral,heron09,0m3.873s,0m5.675s,0m3.229s
scale2u,200g,500b,R6,fastral,heron07,0m4.078s,0m5.936s,0m3.371s
scale2u,200g,500b,R7,fastral,heron00,0m6.659s,0m11.309s,0m4.334s
scale2u,200g,500b,R8,fastral,heron10,0m4.013s,0m6.137s,0m3.607s
scale2u,200g,500b,R9,fastral,heron04,0m3.966s,0m6.284s,0m3.491s
noscale,100g,500b,R10,treeqmc_n0_v1.0.0,heron01,0m0.507s,0m0.497s,0m0.004s
noscale,100g,500b,R11,treeqmc_n0_v1.0.0,heron09,0m0.509s,0m0.501s,0m0.003s
noscale,100g,500b,R12,treeqmc_n0_v1.0.0,heron10,0m0.510s,0m0.501s,0m0.004s
noscale,100g,500b,R13,treeqmc_n0_v1.0.0,heron04,0m0.514s,0m0.503s,0m0.004s
noscale,100g,500b,R14,treeqmc_n0_v1.0.0,heron03,0m0.509s,0m0.500s,0m0.004s
noscale,100g,500b,R15,treeqmc_n0_v1.0.0,heron08,0m0.508s,0m0.498s,0m0.004s
noscale,100g,500b,R16,treeqmc_n0_v1.0.0,heron02,0m0.508s,0m0.501s,0m0.002s
noscale,100g,500b,R17,treeqmc_n0_v1.0.0,heron11,0m0.508s,0m0.501s,0m0.001s
noscale,100g,500b,R18,treeqmc_n0_v1.0.0,heron05,0m0.508s,0m0.498s,0m0.002s
noscale,100g,500b,R19,treeqmc_n0_v1.0.0,heron06,0m0.508s,0m0.498s,0m0.004s
noscale,100g,500b,R1,treeqmc_n0_v1.0.0,heron04,0m0.506s,0m0.498s,0m0.002s
noscale,100g,500b,R20,treeqmc_n0_v1.0.0,heron07,0m0.511s,0m0.501s,0m0.005s
noscale,100g,500b,R2,treeqmc_n0_v1.0.0,heron03,0m0.504s,0m0.492s,0m0.007s
noscale,100g,500b,R3,treeqmc_n0_v1.0.0,heron00,0m0.974s,0m0.961s,0m0.007s
noscale,100g,500b,R4,treeqmc_n0_v1.0.0,heron08,0m0.512s,0m0.501s,0m0.004s
noscale,100g,500b,R5,treeqmc_n0_v1.0.0,heron02,0m0.504s,0m0.496s,0m0.002s
noscale,100g,500b,R6,treeqmc_n0_v1.0.0,heron11,0m0.504s,0m0.495s,0m0.003s
noscale,100g,500b,R7,treeqmc_n0_v1.0.0,heron05,0m0.506s,0m0.496s,0m0.005s
noscale,100g,500b,R8,treeqmc_n0_v1.0.0,heron06,0m0.504s,0m0.493s,0m0.005s
noscale,100g,500b,R9,treeqmc_n0_v1.0.0,heron07,0m0.511s,0m0.501s,0m0.004s
noscale,200g,1000b,R10,treeqmc_n0_v1.0.0,heron10,0m0.977s,0m0.968s,0m0.003s
noscale,200g,1000b,R11,treeqmc_n0_v1.0.0,heron04,0m0.980s,0m0.969s,0m0.005s
noscale,200g,1000b,R12,treeqmc_n0_v1.0.0,heron03,0m0.981s,0m0.971s,0m0.005s
noscale,200g,1000b,R13,treeqmc_n0_v1.0.0,heron05,0m0.985s,0m0.974s,0m0.005s
noscale,200g,1000b,R14,treeqmc_n0_v1.0.0,heron08,0m0.980s,0m0.969s,0m0.005s
noscale,200g,1000b,R15,treeqmc_n0_v1.0.0,heron11,0m0.983s,0m0.974s,0m0.004s
noscale,200g,1000b,R16,treeqmc_n0_v1.0.0,heron02,0m0.980s,0m0.969s,0m0.005s
noscale,200g,1000b,R17,treeqmc_n0_v1.0.0,heron06,0m0.987s,0m0.978s,0m0.002s
noscale,200g,1000b,R18,treeqmc_n0_v1.0.0,heron01,0m0.974s,0m0.962s,0m0.005s
noscale,200g,1000b,R19,treeqmc_n0_v1.0.0,heron07,0m0.986s,0m0.974s,0m0.006s
noscale,200g,1000b,R1,treeqmc_n0_v1.0.0,heron05,0m0.987s,0m0.975s,0m0.006s
noscale,200g,1000b,R20,treeqmc_n0_v1.0.0,heron09,0m0.980s,0m0.970s,0m0.004s
noscale,200g,1000b,R2,treeqmc_n0_v1.0.0,heron08,0m0.983s,0m0.974s,0m0.002s
noscale,200g,1000b,R3,treeqmc_n0_v1.0.0,heron11,0m0.991s,0m0.982s,0m0.004s
noscale,200g,1000b,R4,treeqmc_n0_v1.0.0,heron02,0m0.978s,0m0.968s,0m0.005s
noscale,200g,1000b,R5,treeqmc_n0_v1.0.0,heron07,0m0.986s,0m0.974s,0m0.007s
noscale,200g,1000b,R6,treeqmc_n0_v1.0.0,heron06,0m0.983s,0m0.973s,0m0.002s
noscale,200g,1000b,R7,treeqmc_n0_v1.0.0,heron01,0m0.971s,0m0.962s,0m0.003s
noscale,200g,1000b,R8,treeqmc_n0_v1.0.0,heron09,0m0.989s,0m0.979s,0m0.004s
noscale,200g,1000b,R9,treeqmc_n0_v1.0.0,heron00,0m1.897s,0m1.885s,0m0.005s
noscale,200g,1500b,R10,treeqmc_n0_v1.0.0,heron06,0m0.982s,0m0.972s,0m0.004s
noscale,200g,1500b,R11,treeqmc_n0_v1.0.0,heron07,0m0.985s,0m0.974s,0m0.005s
noscale,200g,1500b,R12,treeqmc_n0_v1.0.0,heron09,0m0.981s,0m0.971s,0m0.005s
noscale,200g,1500b,R13,treeqmc_n0_v1.0.0,heron10,0m0.976s,0m0.966s,0m0.005s
noscale,200g,1500b,R14,treeqmc_n0_v1.0.0,heron04,0m0.977s,0m0.968s,0m0.004s
noscale,200g,1500b,R15,treeqmc_n0_v1.0.0,heron03,0m0.981s,0m0.972s,0m0.004s
noscale,200g,1500b,R16,treeqmc_n0_v1.0.0,heron08,0m0.978s,0m0.969s,0m0.004s
noscale,200g,1500b,R17,treeqmc_n0_v1.0.0,heron05,0m0.984s,0m0.972s,0m0.006s
noscale,200g,1500b,R18,treeqmc_n0_v1.0.0,heron02,0m0.983s,0m0.971s,0m0.005s
noscale,200g,1500b,R19,treeqmc_n0_v1.0.0,heron11,0m0.979s,0m0.970s,0m0.004s
noscale,200g,1500b,R1,treeqmc_n0_v1.0.0,heron10,0m0.980s,0m0.971s,0m0.003s
noscale,200g,1500b,R20,treeqmc_n0_v1.0.0,heron06,0m0.979s,0m0.968s,0m0.004s
noscale,200g,1500b,R2,treeqmc_n0_v1.0.0,heron04,0m0.982s,0m0.974s,0m0.002s
noscale,200g,1500b,R3,treeqmc_n0_v1.0.0,heron03,0m0.976s,0m0.969s,0m0.001s
noscale,200g,1500b,R4,treeqmc_n0_v1.0.0,heron00,0m1.893s,0m1.879s,0m0.007s
noscale,200g,1500b,R5,treeqmc_n0_v1.0.0,heron08,0m0.988s,0m0.975s,0m0.007s
noscale,200g,1500b,R6,treeqmc_n0_v1.0.0,heron05,0m0.981s,0m0.969s,0m0.006s
noscale,200g,1500b,R7,treeqmc_n0_v1.0.0,heron11,0m0.983s,0m0.972s,0m0.004s
noscale,200g,1500b,R8,treeqmc_n0_v1.0.0,heron02,0m0.974s,0m0.963s,0m0.006s
noscale,200g,1500b,R9,treeqmc_n0_v1.0.0,heron01,0m0.983s,0m0.973s,0m0.004s
noscale,200g,250b,R10,treeqmc_n0_v1.0.0,heron00,0m1.943s,0m1.924s,0m0.013s
noscale,200g,250b,R11,treeqmc_n0_v1.0.0,heron10,0m1.002s,0m0.993s,0m0.004s
noscale,200g,250b,R12,treeqmc_n0_v1.0.0,heron04,0m0.999s,0m0.987s,0m0.006s
noscale,200g,250b,R13,treeqmc_n0_v1.0.0,heron05,0m1.013s,0m1.004s,0m0.004s
noscale,200g,250b,R14,treeqmc_n0_v1.0.0,heron03,0m1.003s,0m0.994s,0m0.004s
noscale,200g,250b,R15,treeqmc_n0_v1.0.0,heron11,0m1.027s,0m1.016s,0m0.006s
noscale,200g,250b,R16,treeqmc_n0_v1.0.0,heron02,0m1.008s,0m0.996s,0m0.006s
noscale,200g,250b,R17,treeqmc_n0_v1.0.0,heron06,0m1.006s,0m0.993s,0m0.007s
noscale,200g,250b,R18,treeqmc_n0_v1.0.0,heron08,0m0.999s,0m0.989s,0m0.004s
noscale,200g,250b,R19,treeqmc_n0_v1.0.0,heron07,0m1.008s,0m0.998s,0m0.004s
noscale,200g,250b,R1,treeqmc_n0_v1.0.0,heron03,0m1.003s,0m0.990s,0m0.007s
noscale,200g,250b,R20,treeqmc_n0_v1.0.0,heron01,0m1.013s,0m1.000s,0m0.006s
noscale,200g,250b,R2,treeqmc_n0_v1.0.0,heron02,0m1.000s,0m0.990s,0m0.005s
noscale,200g,250b,R3,treeqmc_n0_v1.0.0,heron05,0m0.997s,0m0.986s,0m0.006s
noscale,200g,250b,R4,treeqmc_n0_v1.0.0,heron08,0m1.010s,0m1.000s,0m0.004s
noscale,200g,250b,R5,treeqmc_n0_v1.0.0,heron11,0m1.000s,0m0.990s,0m0.004s
noscale,200g,250b,R6,treeqmc_n0_v1.0.0,heron06,0m0.993s,0m0.986s,0m0.001s
noscale,200g,250b,R7,treeqmc_n0_v1.0.0,heron07,0m1.004s,0m0.992s,0m0.006s
noscale,200g,250b,R8,treeqmc_n0_v1.0.0,heron01,0m1.001s,0m0.992s,0m0.002s
noscale,200g,250b,R9,treeqmc_n0_v1.0.0,heron09,0m1.000s,0m0.992s,0m0.003s
noscale,200g,500b,R10,treeqmc_n0_v1.0.0,heron09,0m1.007s,0m0.995s,0m0.005s
noscale,200g,500b,R11,treeqmc_n0_v1.0.0,heron10,0m0.994s,0m0.981s,0m0.006s
noscale,200g,500b,R12,treeqmc_n0_v1.0.0,heron11,0m1.002s,0m0.989s,0m0.006s
noscale,200g,500b,R13,treeqmc_n0_v1.0.0,heron10,0m1.000s,0m0.993s,0m0.001s
noscale,200g,500b,R14,treeqmc_n0_v1.0.0,heron04,0m1.002s,0m0.993s,0m0.003s
noscale,200g,500b,R15,treeqmc_n0_v1.0.0,heron02,0m1.009s,0m1.001s,0m0.002s
noscale,200g,500b,R16,treeqmc_n0_v1.0.0,heron01,0m1.004s,0m0.996s,0m0.000s
noscale,200g,500b,R17,treeqmc_n0_v1.0.0,heron06,0m1.003s,0m0.993s,0m0.004s
noscale,200g,500b,R18,treeqmc_n0_v1.0.0,heron05,0m1.007s,0m0.997s,0m0.005s
noscale,200g,500b,R19,treeqmc_n0_v1.0.0,heron03,0m1.002s,0m0.993s,0m0.003s
noscale,200g,500b,R1,treeqmc_n0_v1.0.0,heron00,0m1.953s,0m1.939s,0m0.006s
noscale,200g,500b,R20,treeqmc_n0_v1.0.0,heron08,0m1.006s,0m0.995s,0m0.005s
noscale,200g,500b,R2,treeqmc_n0_v1.0.0,heron01,0m0.999s,0m0.988s,0m0.003s
noscale,200g,500b,R3,treeqmc_n0_v1.0.0,heron02,0m1.008s,0m0.993s,0m0.007s
noscale,200g,500b,R4,treeqmc_n0_v1.0.0,heron03,0m1.014s,0m0.999s,0m0.007s
noscale,200g,500b,R5,treeqmc_n0_v1.0.0,heron04,0m0.989s,0m0.980s,0m0.003s
noscale,200g,500b,R6,treeqmc_n0_v1.0.0,heron05,0m0.996s,0m0.982s,0m0.006s
noscale,200g,500b,R7,treeqmc_n0_v1.0.0,heron06,0m1.002s,0m0.988s,0m0.007s
noscale,200g,500b,R8,treeqmc_n0_v1.0.0,heron07,0m1.011s,0m1.001s,0m0.001s
noscale,200g,500b,R9,treeqmc_n0_v1.0.0,heron08,0m1.012s,0m0.998s,0m0.006s
noscale,200g,true,R10,treeqmc_n0_v1.0.0,heron11,0m0.984s,0m0.976s,0m0.003s
noscale,200g,true,R11,treeqmc_n0_v1.0.0,heron05,0m0.977s,0m0.968s,0m0.003s
noscale,200g,true,R12,treeqmc_n0_v1.0.0,heron06,0m0.984s,0m0.976s,0m0.002s
noscale,200g,true,R13,treeqmc_n0_v1.0.0,heron01,0m0.980s,0m0.970s,0m0.004s
noscale,200g,true,R14,treeqmc_n0_v1.0.0,heron07,0m0.984s,0m0.974s,0m0.005s
noscale,200g,true,R15,treeqmc_n0_v1.0.0,heron09,0m0.988s,0m0.978s,0m0.003s
noscale,200g,true,R16,treeqmc_n0_v1.0.0,heron10,0m0.981s,0m0.972s,0m0.004s
noscale,200g,true,R17,treeqmc_n0_v1.0.0,heron04,0m0.979s,0m0.971s,0m0.002s
noscale,200g,true,R18,treeqmc_n0_v1.0.0,heron03,0m0.993s,0m0.985s,0m0.003s
noscale,200g,true,R19,treeqmc_n0_v1.0.0,heron08,0m0.986s,0m0.977s,0m0.004s
noscale,200g,true,R1,treeqmc_n0_v1.0.0,heron01,0m0.984s,0m0.975s,0m0.003s
noscale,200g,true,R20,treeqmc_n0_v1.0.0,heron02,0m0.984s,0m0.976s,0m0.003s
noscale,200g,true,R2,treeqmc_n0_v1.0.0,heron07,0m0.989s,0m0.981s,0m0.003s
noscale,200g,true,R3,treeqmc_n0_v1.0.0,heron09,0m0.991s,0m0.979s,0m0.006s
noscale,200g,true,R4,treeqmc_n0_v1.0.0,heron10,0m0.987s,0m0.979s,0m0.002s
noscale,200g,true,R5,treeqmc_n0_v1.0.0,heron04,0m0.983s,0m0.970s,0m0.007s
noscale,200g,true,R6,treeqmc_n0_v1.0.0,heron03,0m0.978s,0m0.969s,0m0.003s
noscale,200g,true,R7,treeqmc_n0_v1.0.0,heron00,0m1.903s,0m1.886s,0m0.011s
noscale,200g,true,R8,treeqmc_n0_v1.0.0,heron02,0m0.986s,0m0.975s,0m0.005s
noscale,200g,true,R9,treeqmc_n0_v1.0.0,heron08,0m0.976s,0m0.962s,0m0.008s
noscale,25g,500b,R10,treeqmc_n0_v1.0.0,heron00,0m0.275s,0m0.264s,0m0.006s
noscale,25g,500b,R11,treeqmc_n0_v1.0.0,heron11,0m0.146s,0m0.139s,0m0.002s
noscale,25g,500b,R12,treeqmc_n0_v1.0.0,heron05,0m0.145s,0m0.135s,0m0.004s
noscale,25g,500b,R13,treeqmc_n0_v1.0.0,heron06,0m0.146s,0m0.137s,0m0.004s
noscale,25g,500b,R14,treeqmc_n0_v1.0.0,heron07,0m0.145s,0m0.136s,0m0.004s
noscale,25g,500b,R15,treeqmc_n0_v1.0.0,heron01,0m0.146s,0m0.138s,0m0.001s
noscale,25g,500b,R16,treeqmc_n0_v1.0.0,heron09,0m0.145s,0m0.137s,0m0.002s
noscale,25g,500b,R17,treeqmc_n0_v1.0.0,heron10,0m0.145s,0m0.137s,0m0.003s
noscale,25g,500b,R18,treeqmc_n0_v1.0.0,heron04,0m0.145s,0m0.139s,0m0.001s
noscale,25g,500b,R19,treeqmc_n0_v1.0.0,heron03,0m0.147s,0m0.140s,0m0.002s
noscale,25g,500b,R1,treeqmc_n0_v1.0.0,heron11,0m0.145s,0m0.137s,0m0.002s
noscale,25g,500b,R20,treeqmc_n0_v1.0.0,heron08,0m0.148s,0m0.137s,0m0.003s
noscale,25g,500b,R2,treeqmc_n0_v1.0.0,heron05,0m0.144s,0m0.136s,0m0.002s
