NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
200,10000000,1e-07,2,truegenetrees,1000,treeqmc_n1_v1.0.0,heron04,0,0.0,0.9595535569449842,132.569,0.0
200,10000000,1e-07,2,truegenetrees,1000,treeqmc_n2_v1.0.0,heron04,0,0.0,0.9595535569449842,133.078,0.0
200,10000000,1e-07,2,truegenetrees,1000,astral_3_v5.7.7,heron04,0,0.0,0.9595535569449842,11.454,0.0
200,10000000,1e-07,2,truegenetrees,1000,fastral,heron04,0,0.0,0.9595535569449842,69.591,0.0
200,10000000,1e-07,2,truegenetrees,1000,TRUE,heron04,0,0.0,0.9595535569449842,0.0,0.0
200,10000000,1e-07,3,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron03,5,0.025253,0.8068557164232136,33.37,0.0
200,10000000,1e-07,3,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron03,5,0.025253,0.8068557164232136,34.831,0.0
200,10000000,1e-07,3,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron03,5,0.025253,0.8068557164232136,34.767,0.0
200,10000000,1e-07,3,estimatedgenetre,250,astral_3_v5.7.7,heron03,5,0.025253,0.8068557164232136,18.228,0.0
200,10000000,1e-07,3,estimatedgenetre,250,fastral,heron03,5,0.025253,0.8068557164232136,24.904,0.0
200,10000000,1e-07,3,estimatedgenetre,250,TRUE,heron03,0,0.0,0.8064091926540587,0.0,0.0
200,10000000,1e-07,3,truegenetrees,250,treeqmc_n0_v1.0.0,heron03,0,0.0,0.8795903346674576,33.302,0.0
200,10000000,1e-07,3,truegenetrees,250,treeqmc_n1_v1.0.0,heron03,0,0.0,0.8795903346674576,34.431,0.0
200,10000000,1e-07,3,truegenetrees,250,treeqmc_n2_v1.0.0,heron03,0,0.0,0.8795903346674576,34.126,0.0
200,10000000,1e-07,3,truegenetrees,250,astral_3_v5.7.7,heron03,0,0.0,0.8795903346674576,6.51,0.0
200,10000000,1e-07,3,truegenetrees,250,fastral,heron03,0,0.0,0.8795903346674576,22.643,0.0
200,10000000,1e-07,3,truegenetrees,250,TRUE,heron03,0,0.0,0.8795903346674576,0.0,0.0
200,10000000,1e-07,3,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron06,7,0.035354000000000003,0.8059159481562796,131.903,0.0
200,10000000,1e-07,3,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron06,7,0.035354000000000003,0.8059159481562796,139.395,0.0
200,10000000,1e-07,3,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron06,7,0.035354000000000003,0.8049033746298203,139.125,0.0
200,10000000,1e-07,3,estimatedgenetre,1000,astral_3_v5.7.7,heron06,7,0.035354000000000003,0.8059159481562796,126.713,0.0
200,10000000,1e-07,3,estimatedgenetre,1000,fastral,heron06,7,0.035354000000000003,0.8059159481562796,68.32300000000001,0.0
200,10000000,1e-07,3,estimatedgenetre,1000,TRUE,heron06,0,0.0,0.8052666242413636,0.0,0.0
200,10000000,1e-07,3,truegenetrees,1000,treeqmc_n0_v1.0.0,heron06,0,0.0,0.8804354192036619,131.342,0.0
200,10000000,1e-07,3,truegenetrees,1000,treeqmc_n1_v1.0.0,heron06,0,0.0,0.8804354192036619,137.274,0.0
200,10000000,1e-07,3,truegenetrees,1000,treeqmc_n2_v1.0.0,heron06,0,0.0,0.8804354192036619,137.173,0.0
200,10000000,1e-07,3,truegenetrees,1000,astral_3_v5.7.7,heron06,0,0.0,0.8804354192036619,15.474,0.0
200,10000000,1e-07,3,truegenetrees,1000,fastral,heron06,0,0.0,0.8804354192036619,68.864,0.0
200,10000000,1e-07,3,truegenetrees,1000,TRUE,heron06,0,0.0,0.8804354192036619,0.0,0.0
200,10000000,1e-07,4,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron03,61,0.308081,0.5700410519403727,37.617,0.0
200,10000000,1e-07,4,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron03,62,0.313131,0.5645714209429926,41.084,0.0
200,10000000,1e-07,4,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron03,62,0.313131,0.5597546622755212,40.581,0.0
200,10000000,1e-07,4,estimatedgenetre,250,astral_3_v5.7.7,heron03,46,0.232323,0.5697411401121741,99.142,0.0
200,10000000,1e-07,4,estimatedgenetre,250,fastral,heron03,59,0.29798,0.5709215619651048,34.294,0.0
200,10000000,1e-07,4,estimatedgenetre,250,TRUE,heron03,0,0.0,0.5575561103563443,0.0,0.0
200,10000000,1e-07,4,truegenetrees,250,treeqmc_n0_v1.0.0,heron03,1,0.005051,0.9526370697449256,32.482,0.0
200,10000000,1e-07,4,truegenetrees,250,treeqmc_n1_v1.0.0,heron03,0,0.0,0.9526845315375309,33.835,0.0
200,10000000,1e-07,4,truegenetrees,250,treeqmc_n2_v1.0.0,heron03,0,0.0,0.9526845315375309,33.624,0.0
200,10000000,1e-07,4,truegenetrees,250,astral_3_v5.7.7,heron03,0,0.0,0.9526845315375309,5.752,0.0
200,10000000,1e-07,4,truegenetrees,250,fastral,heron03,0,0.0,0.9526845315375309,22.363,0.0
200,10000000,1e-07,4,truegenetrees,250,TRUE,heron03,0,0.0,0.9526845315375309,0.0,0.0
200,10000000,1e-07,4,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron07,70,0.353535,0.5683157304384227,150.041,0.0
200,10000000,1e-07,4,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron07,60,0.30303,0.5666392085601011,163.00900000000001,0.0
200,10000000,1e-07,4,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron07,60,0.30303,0.5656355707559857,162.713,0.0
200,10000000,1e-07,4,estimatedgenetre,1000,astral_3_v5.7.7,heron07,53,0.267677,0.5699026075330563,803.679,0.0
200,10000000,1e-07,4,estimatedgenetre,1000,fastral,heron07,60,0.30303,0.5708918280839186,81.007,0.0
200,10000000,1e-07,4,estimatedgenetre,1000,TRUE,heron07,0,0.0,0.5557344877346533,0.0,0.0
200,10000000,1e-07,4,truegenetrees,1000,treeqmc_n0_v1.0.0,heron07,2,0.010101,0.9506082532972416,128.529,0.0
200,10000000,1e-07,4,truegenetrees,1000,treeqmc_n1_v1.0.0,heron07,1,0.005051,0.9506337857537348,134.576,0.0
200,10000000,1e-07,4,truegenetrees,1000,treeqmc_n2_v1.0.0,heron07,1,0.005051,0.9506337857537348,134.446,0.0
200,10000000,1e-07,4,truegenetrees,1000,astral_3_v5.7.7,heron07,1,0.005051,0.9506337857537348,13.965,0.0
200,10000000,1e-07,4,truegenetrees,1000,fastral,heron07,1,0.005051,0.9506337857537348,68.342,0.0
