NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,QS,NQS
1000,2000000,0.000001,27,truegenetrees,250,astral_3_v5.7.7,6275738531074,0.6036788591729514
1000,2000000,0.000001,28,estimatedgenetre,1000,astral_3_v5.7.7,24406135020807,0.5869216706286986
1000,2000000,0.000001,28,estimatedgenetre,250,astral_3_v5.7.7,6150512148946,0.5916330235325198
1000,2000000,0.000001,28,truegenetrees,1000,astral_3_v5.7.7,26569042845159,0.638935537015513
1000,2000000,0.000001,28,truegenetrees,250,astral_3_v5.7.7,6658510239883,0.640498619485361
1000,2000000,0.000001,29,estimatedgenetre,1000,astral_3_v5.7.7,18303283568401,0.4409959921492499
1000,2000000,0.000001,29,estimatedgenetre,250,astral_3_v5.7.7,4594436259190,0.44289426219550715
1000,2000000,0.000001,29,truegenetrees,1000,astral_3_v5.7.7,24166487111447,0.581158587846692
1000,2000000,0.000001,29,truegenetrees,250,astral_3_v5.7.7,6033979912550,0.5804234978631773
1000,2000000,0.000001,30,estimatedgenetre,1000,astral_3_v5.7.7,21014381704041,0.5053563828129214
1000,2000000,0.000001,30,estimatedgenetre,250,astral_3_v5.7.7,5287162383932,0.5085852711094005
1000,2000000,0.000001,30,truegenetrees,1000,astral_3_v5.7.7,24789371231891,0.5961377800710306
1000,2000000,0.000001,30,truegenetrees,250,astral_3_v5.7.7,6197081383326,0.5961126329856751
1000,2000000,0.000001,31,estimatedgenetre,1000,astral_3_v5.7.7,23084224825674,0.5555564358628402
1000,2000000,0.000001,31,estimatedgenetre,250,astral_3_v5.7.7,5791626211448,0.5571503259060454
1000,2000000,0.000001,31,truegenetrees,1000,astral_3_v5.7.7,24835944884606,0.5972577888715604
1000,2000000,0.000001,31,truegenetrees,250,astral_3_v5.7.7,6227526780936,0.5990412513156561
1000,2000000,0.000001,32,estimatedgenetre,1000,astral_3_v5.7.7,17658082336758,0.4248094917170111
1000,2000000,0.000001,32,estimatedgenetre,250,astral_3_v5.7.7,4385758398209,0.42207870437015405
1000,2000000,0.000001,32,truegenetrees,1000,astral_3_v5.7.7,25532360475323,0.6140052747344852
1000,2000000,0.000001,32,truegenetrees,250,astral_3_v5.7.7,6349897416907,0.6108123863866068
1000,2000000,0.000001,33,estimatedgenetre,1000,astral_3_v5.7.7,22274460792361,0.5748971693999658
1000,2000000,0.000001,33,estimatedgenetre,250,astral_3_v5.7.7,5592585113268,0.5727354605265155
1000,2000000,0.000001,33,truegenetrees,1000,astral_3_v5.7.7,25742570163783,0.6190604225982903
1000,2000000,0.000001,33,truegenetrees,250,astral_3_v5.7.7,6405797033394,0.6161895091813168
1000,2000000,0.000001,34,estimatedgenetre,1000,astral_3_v5.7.7,21606481930993,0.5370199338700711
1000,2000000,0.000001,34,estimatedgenetre,250,astral_3_v5.7.7,5479465384177,0.5426553144162207
1000,2000000,0.000001,34,truegenetrees,1000,astral_3_v5.7.7,24477483035426,0.588637455220846
1000,2000000,0.000001,34,truegenetrees,250,astral_3_v5.7.7,6126580731558,0.5893310003826717
1000,2000000,0.000001,35,estimatedgenetre,1000,astral_3_v5.7.7,24265196782101,0.5835323698894849
1000,2000000,0.000001,35,estimatedgenetre,250,astral_3_v5.7.7,6101668906507,0.5869346701257242
1000,2000000,0.000001,35,truegenetrees,1000,astral_3_v5.7.7,25307160569130,0.6085896403122054
1000,2000000,0.000001,35,truegenetrees,250,astral_3_v5.7.7,6355702946104,0.6113708346433637
1000,2000000,0.000001,36,estimatedgenetre,1000,astral_3_v5.7.7,23495835731565,0.5651651042639487
1000,2000000,0.000001,36,estimatedgenetre,250,astral_3_v5.7.7,5780925732927,0.5563276596161659
1000,2000000,0.000001,36,truegenetrees,1000,astral_3_v5.7.7,26505734077434,0.637413080156984
1000,2000000,0.000001,36,truegenetrees,250,astral_3_v5.7.7,6568847452788,0.6318737335447235
1000,2000000,0.000001,37,estimatedgenetre,1000,astral_3_v5.7.7,24913494909051,0.5991228980479608
1000,2000000,0.000001,37,estimatedgenetre,250,astral_3_v5.7.7,6246039383190,0.6008220248016053
1000,2000000,0.000001,37,truegenetrees,1000,astral_3_v5.7.7,25917437880348,0.623265662472428
1000,2000000,0.000001,37,truegenetrees,250,astral_3_v5.7.7,6500831555874,0.6253311156757089
1000,2000000,0.000001,38,estimatedgenetre,250,astral_3_v5.7.7,3282575898402,0.3945932651305425
1000,2000000,0.000001,38,truegenetrees,1000,astral_3_v5.7.7,26058117687483,0.6266487473898216
1000,2000000,0.000001,38,truegenetrees,250,astral_3_v5.7.7,6544021467643,0.6294856604412997
1000,2000000,0.000001,39,estimatedgenetre,1000,astral_3_v5.7.7,22296545702984,0.5362111452498523
1000,2000000,0.000001,39,estimatedgenetre,250,astral_3_v5.7.7,5597179853603,0.5384171521873206
1000,2000000,0.000001,39,truegenetrees,1000,astral_3_v5.7.7,26494848053992,0.6371512917563098
1000,2000000,0.000001,39,truegenetrees,250,astral_3_v5.7.7,6614619516162,0.6362766618794194
1000,2000000,0.000001,40,estimatedgenetre,1000,astral_3_v5.7.7,21487510323142,0.516734491460854
1000,2000000,0.000001,40,estimatedgenetre,250,astral_3_v5.7.7,5357362269295,0.5153382183224483
1000,2000000,0.000001,40,truegenetrees,1000,astral_3_v5.7.7,24207281365837,0.5821396129813845
1000,2000000,0.000001,40,truegenetrees,250,astral_3_v5.7.7,6013308244741,0.5784350388510068
1000,2000000,0.000001,41,estimatedgenetre,1000,astral_3_v5.7.7,19048163864961,0.46511895425091676
1000,2000000,0.000001,41,estimatedgenetre,250,astral_3_v5.7.7,4719235766429,0.45985785604261825
1000,2000000,0.000001,41,truegenetrees,1000,astral_3_v5.7.7,25752839074829,0.6193073706058636
1000,2000000,0.000001,41,truegenetrees,250,astral_3_v5.7.7,6451504858684,0.6205862582953404
1000,2000000,0.000001,42,estimatedgenetre,1000,astral_3_v5.7.7,24334038501021,0.5851878845820379
1000,2000000,0.000001,42,estimatedgenetre,250,astral_3_v5.7.7,6109021554530,0.5876419405959739
1000,2000000,0.000001,42,truegenetrees,1000,astral_3_v5.7.7,25427792044156,0.6114906005284202
1000,2000000,0.000001,42,truegenetrees,250,astral_3_v5.7.7,6379383539515,0.6136487296742207
1000,2000000,0.000001,43,estimatedgenetre,1000,astral_3_v5.7.7,22968685693314,0.5523537160082415
1000,2000000,0.000001,43,estimatedgenetre,250,astral_3_v5.7.7,5739098998356,0.5520581723564976
1000,2000000,0.000001,43,truegenetrees,1000,astral_3_v5.7.7,24067114390042,0.5787688606937184
1000,2000000,0.000001,43,truegenetrees,250,astral_3_v5.7.7,6027799617075,0.5798289999083587
1000,2000000,0.000001,44,estimatedgenetre,1000,astral_3_v5.7.7,21133612514330,0.5082236553974606
1000,2000000,0.000001,44,estimatedgenetre,250,astral_3_v5.7.7,5235447203450,0.5036106557356053
1000,2000000,0.000001,44,truegenetrees,1000,astral_3_v5.7.7,24518692096444,0.5896284556752052
1000,2000000,0.000001,44,truegenetrees,250,astral_3_v5.7.7,6099259183439,0.5867028728853819
1000,2000000,0.000001,45,estimatedgenetre,1000,astral_3_v5.7.7,22519672393321,0.5415561005248433
1000,2000000,0.000001,45,estimatedgenetre,250,astral_3_v5.7.7,5694389635953,0.5477574850341207
1000,2000000,0.000001,45,truegenetrees,1000,astral_3_v5.7.7,24094744401558,0.5794333105329017
1000,2000000,0.000001,45,truegenetrees,250,astral_3_v5.7.7,6026768003529,0.5797297664419748
1000,2000000,0.000001,46,estimatedgenetre,1000,astral_3_v5.7.7,24610244158410,0.5918301117205502
1000,2000000,0.000001,46,estimatedgenetre,250,astral_3_v5.7.7,6176696807047,0.5941517912178498
1000,2000000,0.000001,46,truegenetrees,1000,astral_3_v5.7.7,25674651367041,0.6174271032076483
1000,2000000,0.000001,46,truegenetrees,250,astral_3_v5.7.7,6447419081118,0.620193237214608
1000,2000000,0.000001,47,estimatedgenetre,1000,astral_3_v5.7.7,23164161741810,0.5583957046297359
1000,2000000,0.000001,47,estimatedgenetre,250,astral_3_v5.7.7,5804251055041,0.5590657210283508
1000,2000000,0.000001,47,truegenetrees,1000,astral_3_v5.7.7,26114164652398,0.6279965715412128
1000,2000000,0.000001,47,truegenetrees,250,astral_3_v5.7.7,6579971508603,0.6329437840719283
1000,2000000,0.000001,48,estimatedgenetre,1000,astral_3_v5.7.7,20589332491953,0.49513668271825617
1000,2000000,0.000001,48,estimatedgenetre,250,astral_3_v5.7.7,5212923711238,0.5014480072401827
1000,2000000,0.000001,48,truegenetrees,1000,astral_3_v5.7.7,25139539000962,0.6045586566859994
1000,2000000,0.000001,48,truegenetrees,250,astral_3_v5.7.7,6275508010967,0.6036566848719473
1000,2000000,0.000001,49,estimatedgenetre,1000,astral_3_v5.7.7,20645656641694,0.49651215157892464
1000,2000000,0.000001,49,estimatedgenetre,250,astral_3_v5.7.7,5189139036771,0.4991735493123082
1000,2000000,0.000001,49,truegenetrees,1000,astral_3_v5.7.7,25047855311531,0.6023538362984696
1000,2000000,0.000001,49,truegenetrees,250,astral_3_v5.7.7,6277507029414,0.6038489754158531
1000,2000000,0.000001,50,estimatedgenetre,1000,astral_3_v5.7.7,24104322380168,0.5796636435261759
1000,2000000,0.000001,50,estimatedgenetre,250,astral_3_v5.7.7,6076432134060,0.584507083438378
1000,2000000,0.000001,50,truegenetrees,1000,astral_3_v5.7.7,25414311263266,0.6111664130886415
1000,2000000,0.000001,50,truegenetrees,250,astral_3_v5.7.7,6407721394658,0.6163746182655682
100,2000000,0.000001,01,estimatedgenetre,1000,astral_3_v5.7.7,3115542853,0.7630665756819056
100,2000000,0.000001,01,estimatedgenetre,250,astral_3_v5.7.7,778050707,0.7622487828363617
100,2000000,0.000001,01,truegenetrees,1000,astral_3_v5.7.7,3428874548,0.8398083599380346
100,2000000,0.000001,01,truegenetrees,250,astral_3_v5.7.7,855156006,0.8377876213743823
100,2000000,0.000001,02,estimatedgenetre,1000,astral_3_v5.7.7,3230244494,0.7911594001849165
100,2000000,0.000001,02,estimatedgenetre,250,astral_3_v5.7.7,801415098,0.7851382016569004
100,2000000,0.000001,02,truegenetrees,1000,astral_3_v5.7.7,3371007004,0.8256352992033897
100,2000000,0.000001,02,truegenetrees,250,astral_3_v5.7.7,838407620,0.8213793983479981
100,2000000,0.000001,03,estimatedgenetre,1000,astral_3_v5.7.7,2387420554,0.684030278637295
100,2000000,0.000001,03,estimatedgenetre,250,astral_3_v5.7.7,611272933,0.6916530099033776
100,2000000,0.000001,03,truegenetrees,1000,astral_3_v5.7.7,3390693203,0.8304568913217852
100,2000000,0.000001,03,truegenetrees,250,astral_3_v5.7.7,851221468,0.833932994605583
100,2000000,0.000001,04,estimatedgenetre,1000,astral_3_v5.7.7,3448859146,0.8447163556285815
100,2000000,0.000001,04,estimatedgenetre,250,astral_3_v5.7.7,859591818,0.8421397087962894
100,2000000,0.000001,04,truegenetrees,1000,astral_3_v5.7.7,3619890959,0.886592567583289
100,2000000,0.000001,04,truegenetrees,250,astral_3_v5.7.7,902834966,0.8844982124334883
100,2000000,0.000001,05,estimatedgenetre,1000,astral_3_v5.7.7,3705351036,0.9075236591414243
100,2000000,0.000001,05,estimatedgenetre,250,astral_3_v5.7.7,927902661,0.9090567776777678
100,2000000,0.000001,05,truegenetrees,1000,astral_3_v5.7.7,3739972886,0.9160033275164251
100,2000000,0.000001,05,truegenetrees,250,astral_3_v5.7.7,935757536,0.9167521186404355
100,2000000,0.000001,06,estimatedgenetre,1000,astral_3_v5.7.7,3605012413,0.8829484776232726
100,2000000,0.000001,06,estimatedgenetre,250,astral_3_v5.7.7,900130838,0.8818490057985391
100,2000000,0.000001,06,truegenetrees,1000,astral_3_v5.7.7,3704030003,0.907200108500646
100,2000000,0.000001,06,truegenetrees,250,astral_3_v5.7.7,922384765,0.9036509512175708
100,2000000,0.000001,07,estimatedgenetre,1000,astral_3_v5.7.7,3495818556,0.8562044504858649
100,2000000,0.000001,07,estimatedgenetre,250,astral_3_v5.7.7,875762100,0.8579752016017929
100,2000000,0.000001,07,truegenetrees,1000,astral_3_v5.7.7,3642193710,0.8920550120318155
100,2000000,0.000001,07,truegenetrees,250,astral_3_v5.7.7,910184386,0.8916983642854082
100,2000000,0.000001,08,estimatedgenetre,1000,astral_3_v5.7.7,1585753357,0.6018178212364591
100,2000000,0.000001,08,estimatedgenetre,250,astral_3_v5.7.7,374680679,0.5843743959876216
100,2000000,0.000001,08,truegenetrees,1000,astral_3_v5.7.7,3593174211,0.880049036168923
100,2000000,0.000001,08,truegenetrees,250,astral_3_v5.7.7,898347708,0.880102091515274
100,2000000,0.000001,09,estimatedgenetre,1000,astral_3_v5.7.7,3004831113,0.7661278788934234
100,2000000,0.000001,09,estimatedgenetre,250,astral_3_v5.7.7,757753430,0.7736962837073466
100,2000000,0.000001,09,truegenetrees,1000,astral_3_v5.7.7,3462351486,0.8480076136593251
100,2000000,0.000001,09,truegenetrees,250,astral_3_v5.7.7,864356190,0.846800947849887
100,2000000,0.000001,10,estimatedgenetre,1000,astral_3_v5.7.7,3114370675,0.7627793919216987
100,2000000,0.000001,10,estimatedgenetre,250,astral_3_v5.7.7,778938367,0.7631181239637292
100,2000000,0.000001,10,truegenetrees,1000,astral_3_v5.7.7,3303308628,0.8090544469957199
100,2000000,0.000001,10,truegenetrees,250,astral_3_v5.7.7,823518494,0.806792673389788
100,2000000,0.000001,11,estimatedgenetre,1000,astral_3_v5.7.7,3469002136,0.8496365071609202
100,2000000,0.000001,11,estimatedgenetre,250,astral_3_v5.7.7,863568602,0.8460293559151834
100,2000000,0.000001,11,truegenetrees,1000,astral_3_v5.7.7,3558370758,0.8715248891419755
100,2000000,0.000001,11,truegenetrees,250,astral_3_v5.7.7,887874104,0.8698412084473753
100,2000000,0.000001,12,estimatedgenetre,1000,astral_3_v5.7.7,2998050691,0.734290030495916
100,2000000,0.000001,12,estimatedgenetre,250,astral_3_v5.7.7,750697581,0.7354511909430619
100,2000000,0.000001,12,truegenetrees,1000,astral_3_v5.7.7,3224183571,0.7896749440658352
100,2000000,0.000001,12,truegenetrees,250,astral_3_v5.7.7,805201474,0.7888476756247054
100,2000000,0.000001,13,estimatedgenetre,1000,astral_3_v5.7.7,3551790382,0.869914165671404
100,2000000,0.000001,13,estimatedgenetre,250,astral_3_v5.7.7,891216841,0.8731161376369946
100,2000000,0.000001,13,truegenetrees,1000,astral_3_v5.7.7,3625119176,0.8878730753075308
100,2000000,0.000001,13,truegenetrees,250,astral_3_v5.7.7,908534685,0.8900821690332299
100,2000000,0.000001,14,estimatedgenetre,1000,astral_3_v5.7.7,3479221426,0.8521396446274259
100,2000000,0.000001,14,estimatedgenetre,250,astral_3_v5.7.7,867593764,0.8499732532283626
100,2000000,0.000001,14,truegenetrees,1000,astral_3_v5.7.7,3631706064,0.8894863520637778
100,2000000,0.000001,14,truegenetrees,250,astral_3_v5.7.7,905557284,0.8871652396260035
100,2000000,0.000001,15,estimatedgenetre,1000,astral_3_v5.7.7,3366241901,0.8256126830726123
100,2000000,0.000001,15,estimatedgenetre,250,astral_3_v5.7.7,846956792,0.8327335898660532
100,2000000,0.000001,15,truegenetrees,1000,astral_3_v5.7.7,3545305409,0.8683248918361224
100,2000000,0.000001,15,truegenetrees,250,astral_3_v5.7.7,894353014,0.876188530526522
100,2000000,0.000001,16,estimatedgenetre,1000,astral_3_v5.7.7,2947914873,0.7220124922324318
100,2000000,0.000001,16,estimatedgenetre,250,astral_3_v5.7.7,740172469,0.7251469975494871
100,2000000,0.000001,16,truegenetrees,1000,astral_3_v5.7.7,3156437414,0.7730823892185137
100,2000000,0.000001,16,truegenetrees,250,astral_3_v5.7.7,790087253,0.7740404273896777
100,2000000,0.000001,17,estimatedgenetre,1000,astral_3_v5.7.7,3017756985,0.7391164918043434
100,2000000,0.000001,17,estimatedgenetre,250,astral_3_v5.7.7,745480387,0.7303395355045709
100,2000000,0.000001,17,truegenetrees,1000,astral_3_v5.7.7,3155787502,0.7729232111782607
100,2000000,0.000001,17,truegenetrees,250,astral_3_v5.7.7,787542537,0.7715473950660372
100,2000000,0.000001,18,estimatedgenetre,1000,astral_3_v5.7.7,3301344743,0.8126129763920853
100,2000000,0.000001,18,estimatedgenetre,250,astral_3_v5.7.7,831477035,0.8177297749766292
100,2000000,0.000001,18,truegenetrees,1000,astral_3_v5.7.7,3513160632,0.8604519142526498
100,2000000,0.000001,18,truegenetrees,250,astral_3_v5.7.7,873967017,0.8562165770862801
100,2000000,0.000001,19,estimatedgenetre,1000,astral_3_v5.7.7,3205669882,0.7902710979239329
100,2000000,0.000001,19,estimatedgenetre,250,astral_3_v5.7.7,791702673,0.781687548300663
100,2000000,0.000001,19,truegenetrees,1000,astral_3_v5.7.7,3442595516,0.8431689330565709
100,2000000,0.000001,19,truegenetrees,250,astral_3_v5.7.7,859270152,0.8418182082698066
