NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,QS,NQS
200,500000,0.0000001,29,truegenetrees,1000,fastral,31563906691,0.4782529667938668
200,500000,0.0000001,29,truegenetrees,250,fastral,7890937353,0.4782505837191384
200,500000,0.0000001,30,estimatedgenetre,1000,fastral,31292367418,0.47413863252641925
200,500000,0.0000001,30,estimatedgenetre,250,fastral,7836987004,0.47498078385292963
200,500000,0.0000001,30,truegenetrees,1000,fastral,31658059427,0.4796795590647342
200,500000,0.0000001,30,truegenetrees,250,fastral,7936898904,0.48103620190504764
200,500000,0.0000001,31,estimatedgenetre,1000,fastral,30466146644,0.4616227583450646
200,500000,0.0000001,31,estimatedgenetre,250,fastral,7677200172,0.4652981595838821
200,500000,0.0000001,31,truegenetrees,1000,fastral,32257532285,0.4887627082343725
200,500000,0.0000001,31,truegenetrees,250,fastral,8113607493,0.49174608110657314
200,500000,0.0000001,32,estimatedgenetre,1000,fastral,31426893759,0.47658873001620483
200,500000,0.0000001,32,estimatedgenetre,250,fastral,7873883875,0.47723994293449595
200,500000,0.0000001,32,truegenetrees,1000,fastral,33062817564,0.5009643053803617
200,500000,0.0000001,32,truegenetrees,250,fastral,8237619150,0.49926212700772066
200,500000,0.0000001,33,estimatedgenetre,1000,fastral,28428410082,0.43204830229904556
200,500000,0.0000001,33,estimatedgenetre,250,fastral,7125039654,0.4326181328222825
200,500000,0.0000001,33,truegenetrees,1000,fastral,29860651484,0.4524454245295526
200,500000,0.0000001,33,truegenetrees,250,fastral,7511074549,0.45522802003383417
200,500000,0.0000001,34,estimatedgenetre,1000,fastral,25851807215,0.434574133682049
200,500000,0.0000001,34,estimatedgenetre,250,fastral,6380450676,0.43344162554412735
200,500000,0.0000001,34,truegenetrees,1000,fastral,32372352731,0.4905024554553258
200,500000,0.0000001,34,truegenetrees,250,fastral,8087189404,0.49014494477513454
200,500000,0.0000001,35,estimatedgenetre,1000,fastral,24317121269,0.4012446767621838
200,500000,0.0000001,35,estimatedgenetre,250,fastral,6136971245,0.4052469850628395
200,500000,0.0000001,35,truegenetrees,1000,fastral,32858296377,0.497865422044642
200,500000,0.0000001,35,truegenetrees,250,fastral,8185506287,0.49610369271352994
200,500000,0.0000001,36,estimatedgenetre,1000,fastral,29978769871,0.4542351445282665
200,500000,0.0000001,36,estimatedgenetre,250,fastral,7484164047,0.4535970506307768
200,500000,0.0000001,36,truegenetrees,1000,fastral,31012799866,0.4699026546269717
200,500000,0.0000001,36,truegenetrees,250,fastral,7765498307,0.4706480272309838
200,500000,0.0000001,37,estimatedgenetre,1000,fastral,30951349996,0.46901061722465714
200,500000,0.0000001,37,estimatedgenetre,250,fastral,7733385138,0.4687321461052108
200,500000,0.0000001,37,truegenetrees,1000,fastral,31875629290,0.482976154555379
200,500000,0.0000001,37,truegenetrees,250,fastral,7992004656,0.4843760279461532
200,500000,0.0000001,38,estimatedgenetre,1000,fastral,29748420747,0.4511822842315358
200,500000,0.0000001,38,estimatedgenetre,250,fastral,7470449266,0.453198480239252
200,500000,0.0000001,38,truegenetrees,1000,fastral,31372144206,0.4753474019577762
200,500000,0.0000001,38,truegenetrees,250,fastral,7894027141,0.47843784827954033
200,500000,0.0000001,39,estimatedgenetre,1000,fastral,28839561156,0.43698130710196187
200,500000,0.0000001,39,estimatedgenetre,250,fastral,7196436526,0.43616827632114386
200,500000,0.0000001,39,truegenetrees,1000,fastral,30466500937,0.4616251911903858
200,500000,0.0000001,39,truegenetrees,250,fastral,7588918819,0.4599459725281011
200,500000,0.0000001,40,estimatedgenetre,1000,fastral,30149930687,0.4568334689412587
200,500000,0.0000001,40,estimatedgenetre,250,fastral,7524334847,0.45603202256953657
200,500000,0.0000001,40,truegenetrees,1000,fastral,30612115154,0.4638315223638167
200,500000,0.0000001,40,truegenetrees,250,fastral,7634018068,0.4626793286801867
200,500000,0.0000001,41,estimatedgenetre,1000,fastral,29716290476,0.46423763588846556
200,500000,0.0000001,41,estimatedgenetre,250,fastral,7480143262,0.4664549342304841
200,500000,0.0000001,41,truegenetrees,1000,fastral,31931008623,0.48381525633595385
200,500000,0.0000001,41,truegenetrees,250,fastral,8023389488,0.4862781865304208
200,500000,0.0000001,42,estimatedgenetre,1000,fastral,26976347874,0.4087615604509868
200,500000,0.0000001,42,estimatedgenetre,250,fastral,6748180892,0.4090149060468993
200,500000,0.0000001,42,truegenetrees,1000,fastral,32242802239,0.4885395201395186
200,500000,0.0000001,42,truegenetrees,250,fastral,8047295796,0.48772708990452035
200,500000,0.0000001,43,estimatedgenetre,1000,fastral,29976434828,0.4580912138202045
200,500000,0.0000001,43,estimatedgenetre,250,fastral,7507123373,0.45724905963738544
200,500000,0.0000001,43,truegenetrees,1000,fastral,32222759579,0.4882358358807455
200,500000,0.0000001,43,truegenetrees,250,fastral,8039124222,0.48723183061394715
200,500000,0.0000001,44,estimatedgenetre,1000,fastral,27600523200,0.41852833577231396
200,500000,0.0000001,44,estimatedgenetre,250,fastral,6969752495,0.42244120578941446
200,500000,0.0000001,44,truegenetrees,1000,fastral,30572515594,0.463231514030275
200,500000,0.0000001,44,truegenetrees,250,fastral,7698545988,0.4665902094825098
200,500000,0.0000001,45,estimatedgenetre,1000,fastral,31679623973,0.4800064937606852
200,500000,0.0000001,45,estimatedgenetre,250,fastral,7918355383,0.479912456422416
200,500000,0.0000001,45,truegenetrees,1000,fastral,33881417537,0.5133676453578007
200,500000,0.0000001,45,truegenetrees,250,fastral,8426285951,0.5106967644494143
200,500000,0.0000001,46,estimatedgenetre,1000,fastral,26132080712,0.40475147326661504
200,500000,0.0000001,46,estimatedgenetre,250,fastral,6522912510,0.4052638644420005
200,500000,0.0000001,46,truegenetrees,1000,fastral,29420682437,0.44577906018862595
200,500000,0.0000001,46,truegenetrees,250,fastral,7371814522,0.4467878073921545
200,500000,0.0000001,47,estimatedgenetre,1000,fastral,31008398752,0.46983597082393
200,500000,0.0000001,47,estimatedgenetre,250,fastral,7717078488,0.4677134249936405
200,500000,0.0000001,47,truegenetrees,1000,fastral,31914091801,0.48355893444305803
200,500000,0.0000001,47,truegenetrees,250,fastral,7942732471,0.481389760259158
200,500000,0.0000001,48,estimatedgenetre,1000,fastral,30258649771,0.45867566142053506
200,500000,0.0000001,48,estimatedgenetre,250,fastral,7605364013,0.46111275443507654
200,500000,0.0000001,48,truegenetrees,1000,fastral,34079184199,0.5163641848470454
200,500000,0.0000001,48,truegenetrees,250,fastral,8569993976,0.519406559467017
200,500000,0.0000001,49,estimatedgenetre,1000,fastral,30592151946,0.46352904473456535
200,500000,0.0000001,49,estimatedgenetre,250,fastral,7652278825,0.4637860688941466
200,500000,0.0000001,49,truegenetrees,1000,fastral,31011853019,0.46988830810164195
200,500000,0.0000001,49,truegenetrees,250,fastral,7739583283,0.46907738044966274
200,500000,0.0000001,50,estimatedgenetre,1000,fastral,25589130626,0.40513020725917587
200,500000,0.0000001,50,estimatedgenetre,250,fastral,6369405757,0.40390567174465425
200,500000,0.0000001,50,truegenetrees,1000,fastral,32169163268,0.48742375026042317
200,500000,0.0000001,50,truegenetrees,250,fastral,8025521647,0.4864074115186213
200,500000,0.000001,01,estimatedgenetre,1000,fastral,34296449519,0.519656176847504
200,500000,0.000001,01,estimatedgenetre,250,fastral,8670411484,0.5254926211943177
200,500000,0.000001,01,truegenetrees,1000,fastral,34996427124,0.5302621523719911
200,500000,0.000001,01,truegenetrees,250,fastral,8839402295,0.5357347445807358
200,500000,0.000001,02,estimatedgenetre,1000,fastral,32000832548,0.4880267028319572
200,500000,0.000001,02,estimatedgenetre,250,fastral,8009174274,0.4880715945061487
200,500000,0.000001,02,truegenetrees,1000,fastral,34393236027,0.5211226648393482
200,500000,0.000001,02,truegenetrees,250,fastral,8641089575,0.5237154913721328
200,500000,0.000001,03,estimatedgenetre,1000,fastral,21780853049,0.4788652623182272
200,500000,0.000001,03,estimatedgenetre,250,fastral,5105240963,0.4787126791883675
200,500000,0.000001,03,truegenetrees,1000,fastral,33403431055,0.506125244873546
200,500000,0.000001,03,truegenetrees,250,fastral,8337891755,0.5053394065154659
200,500000,0.000001,04,estimatedgenetre,1000,fastral,31576114209,0.47845970235881385
200,500000,0.000001,04,estimatedgenetre,250,fastral,7942473233,0.4814341893343413
200,500000,0.000001,04,truegenetrees,1000,fastral,33248781252,0.5037820074592774
200,500000,0.000001,04,truegenetrees,250,fastral,8356296517,0.5064548745233782
200,500000,0.000001,05,estimatedgenetre,1000,fastral,31085074546,0.4709980088645184
200,500000,0.000001,05,estimatedgenetre,250,fastral,7766725074,0.4707231426504743
200,500000,0.000001,05,truegenetrees,1000,fastral,32141985196,0.48701195099574457
200,500000,0.000001,05,truegenetrees,250,fastral,8015775272,0.4858167073570779
200,500000,0.000001,06,estimatedgenetre,1000,fastral,34277406721,0.5193686981233842
200,500000,0.000001,06,estimatedgenetre,250,fastral,8565442792,0.5191308725624275
200,500000,0.000001,06,truegenetrees,1000,fastral,34906087429,0.5288933348939784
200,500000,0.000001,06,truegenetrees,250,fastral,8723689520,0.5287216737994207
200,500000,0.000001,07,estimatedgenetre,1000,fastral,27793946642,0.43888631042844417
200,500000,0.000001,07,estimatedgenetre,250,fastral,6991737855,0.43862474387701267
200,500000,0.000001,07,truegenetrees,1000,fastral,32783399732,0.4967305960224763
200,500000,0.000001,07,truegenetrees,250,fastral,8150194373,0.4939635232092924
200,500000,0.000001,08,estimatedgenetre,1000,fastral,796515019,0.48624143860502134
200,500000,0.000001,08,estimatedgenetre,250,fastral,157275804,0.5072594675468034
200,500000,0.000001,08,truegenetrees,1000,fastral,34611437607,0.5244288320389828
200,500000,0.000001,08,truegenetrees,250,fastral,8620374748,0.5224600159246405
200,500000,0.000001,09,estimatedgenetre,1000,fastral,29867075598,0.46358703728753436
200,500000,0.000001,09,estimatedgenetre,250,fastral,7427016832,0.46293723043824003
200,500000,0.000001,09,truegenetrees,1000,fastral,32481871723,0.49216187560749625
200,500000,0.000001,09,truegenetrees,250,fastral,8112885447,0.4917023196489003
200,500000,0.000001,10,estimatedgenetre,1000,fastral,31110768143,0.47487768166018746
200,500000,0.000001,10,estimatedgenetre,250,fastral,7758116061,0.4736028924278258
200,500000,0.000001,10,truegenetrees,1000,fastral,33101643222,0.5015525876328727
200,500000,0.000001,10,truegenetrees,250,fastral,8270636863,0.5012632505509608
200,500000,0.000001,11,estimatedgenetre,1000,fastral,32391626232,0.4950842712726381
200,500000,0.000001,11,estimatedgenetre,250,fastral,8160420039,0.49669686760753384
200,500000,0.000001,11,truegenetrees,1000,fastral,34876536597,0.5284455838214137
200,500000,0.000001,11,truegenetrees,250,fastral,8711344263,0.5279734577000789
200,500000,0.000001,12,estimatedgenetre,1000,fastral,27172949876,0.4193816292168085
200,500000,0.000001,12,estimatedgenetre,250,fastral,6768769803,0.41798325103617484
200,500000,0.000001,12,truegenetrees,1000,fastral,33718932716,0.5109056925817085
200,500000,0.000001,12,truegenetrees,250,fastral,8388833566,0.5084268661868062
200,500000,0.000001,13,estimatedgenetre,1000,fastral,33520567064,0.5079195978595474
200,500000,0.000001,13,estimatedgenetre,250,fastral,8381737113,0.5080609729211407
200,500000,0.000001,13,truegenetrees,1000,fastral,34887310004,0.5286088213417457
200,500000,0.000001,13,truegenetrees,250,fastral,8710838836,0.5279428249948673
200,500000,0.000001,14,estimatedgenetre,1000,fastral,33548967979,0.508330404911638
200,500000,0.000001,14,estimatedgenetre,250,fastral,8384321039,0.5081533728646247
200,500000,0.000001,14,truegenetrees,1000,fastral,33994330409,0.5150784892198063
200,500000,0.000001,14,truegenetrees,250,fastral,8506332843,0.5155482125234949
200,500000,0.000001,15,estimatedgenetre,1000,fastral,18515512010,0.4111907527117435
200,500000,0.000001,15,estimatedgenetre,250,fastral,4740779150,0.41159220968223037
200,500000,0.000001,15,truegenetrees,1000,fastral,33052839640,0.5008131209340839
200,500000,0.000001,15,truegenetrees,250,fastral,8296524835,0.5028322577761414
200,500000,0.000001,16,estimatedgenetre,1000,fastral,32615078021,0.494180203308113
200,500000,0.000001,16,estimatedgenetre,250,fastral,8067758755,0.48896730024311214
200,500000,0.000001,16,truegenetrees,1000,fastral,33450395610,0.5068368468302616
200,500000,0.000001,16,truegenetrees,250,fastral,8289855243,0.5024280299734766
200,500000,0.000001,17,estimatedgenetre,1000,fastral,33633040712,0.5096047096217065
200,500000,0.000001,17,estimatedgenetre,250,fastral,8405461879,0.5094347347112363
200,500000,0.000001,17,truegenetrees,1000,fastral,33989417623,0.5150040512073408
200,500000,0.000001,17,truegenetrees,250,fastral,8479074134,0.5138961282516912
200,500000,0.000001,18,estimatedgenetre,1000,fastral,32044703461,0.4893597751130141
200,500000,0.000001,18,estimatedgenetre,250,fastral,8005866696,0.488863494936452
200,500000,0.000001,18,truegenetrees,1000,fastral,34253624435,0.5190072848033322
200,500000,0.000001,18,truegenetrees,250,fastral,8544522843,0.5178628158431233
200,500000,0.000001,19,estimatedgenetre,1000,fastral,28682821604,0.4511001936218937
200,500000,0.000001,19,estimatedgenetre,250,fastral,7159711697,0.45090176958515177
200,500000,0.000001,19,truegenetrees,1000,fastral,35095037451,0.5317562855889579
200,500000,0.000001,19,truegenetrees,250,fastral,8759006831,0.530862170402745
200,500000,0.000001,20,estimatedgenetre,1000,fastral,29177112162,0.46039294301233624
200,500000,0.000001,20,estimatedgenetre,250,fastral,7394960131,0.46315798144069464
200,500000,0.000001,20,truegenetrees,1000,fastral,32735012447,0.49599743701168286
200,500000,0.000001,20,truegenetrees,250,fastral,8268145796,0.5011122730189467
200,500000,0.000001,21,estimatedgenetre,1000,fastral,30463170068,0.4680578593270219
200,500000,0.000001,21,estimatedgenetre,250,fastral,7537955404,0.4665755492954376
200,500000,0.000001,21,truegenetrees,1000,fastral,34561606574,0.5236737975116045
200,500000,0.000001,21,truegenetrees,250,fastral,8604380552,0.5214906464782831
200,500000,0.000001,22,estimatedgenetre,1000,fastral,31056461134,0.4705642097645644
200,500000,0.000001,22,estimatedgenetre,250,fastral,7733027557,0.4686800537892235
200,500000,0.000001,22,truegenetrees,1000,fastral,31914512807,0.48356531348132187
200,500000,0.000001,22,truegenetrees,250,fastral,7954568623,0.48210712073862455
200,500000,0.000001,23,estimatedgenetre,1000,fastral,29039652052,0.4581344783075018
200,500000,0.000001,23,estimatedgenetre,250,fastral,7221456902,0.45681315159672564
200,500000,0.000001,23,truegenetrees,1000,fastral,32580767944,0.49366034066003167
200,500000,0.000001,23,truegenetrees,250,fastral,8121952094,0.49225182714416343
200,500000,0.000001,24,estimatedgenetre,1000,fastral,30825925590,0.46719834427630463
200,500000,0.000001,24,estimatedgenetre,250,fastral,7687585337,0.4659679391356584
200,500000,0.000001,24,truegenetrees,1000,fastral,31390309236,0.47562263656591414
200,500000,0.000001,24,truegenetrees,250,fastral,7835371882,0.47488289522389576
200,500000,0.000001,25,estimatedgenetre,1000,fastral,34031364415,0.515639649279103
200,500000,0.000001,25,estimatedgenetre,250,fastral,8449002091,0.5120735775483938
200,500000,0.000001,25,truegenetrees,1000,fastral,35133163063,0.5323339608187174
200,500000,0.000001,25,truegenetrees,250,fastral,8748871015,0.5302478631662761
200,500000,0.000001,26,estimatedgenetre,1000,fastral,33091555490,0.5014012305691724
200,500000,0.000001,26,estimatedgenetre,250,fastral,8246606384,0.4998068394670632
200,500000,0.000001,26,truegenetrees,1000,fastral,34140302425,0.5172902417257401
200,500000,0.000001,26,truegenetrees,250,fastral,8487355076,0.514398016071614
200,500000,0.000001,27,estimatedgenetre,1000,fastral,27437661940,0.4175174635343175
200,500000,0.000001,27,estimatedgenetre,250,fastral,6849902532,0.4166329034569979
200,500000,0.000001,27,truegenetrees,1000,fastral,31953152082,0.4841507716783829
200,500000,0.000001,27,truegenetrees,250,fastral,7999949099,0.4848575213774284
200,500000,0.000001,28,estimatedgenetre,1000,fastral,27651358601,0.4582425461467631
200,500000,0.000001,28,estimatedgenetre,250,fastral,7096963904,0.46367191171335664
200,500000,0.000001,28,truegenetrees,1000,fastral,33207253087,0.5031527771073064
200,500000,0.000001,28,truegenetrees,250,fastral,8318219615,0.504147125799357
200,500000,0.000001,29,estimatedgenetre,1000,fastral,31652212744,0.47959097074396556
200,500000,0.000001,29,estimatedgenetre,250,fastral,7937641390,0.4810812021815697
200,500000,0.000001,29,truegenetrees,1000,fastral,32763636489,0.4964311454604547
200,500000,0.000001,29,truegenetrees,250,fastral,8187186729,0.4962055402294148
200,500000,0.000001,30,estimatedgenetre,1000,fastral,30789124623,0.46664334050799516
200,500000,0.000001,30,estimatedgenetre,250,fastral,7684621806,0.46575287566968115
200,500000,0.000001,30,truegenetrees,1000,fastral,31882000365,0.4830726884081193
200,500000,0.000001,30,truegenetrees,250,fastral,7965635536,0.48277785950709373
200,500000,0.000001,31,estimatedgenetre,1000,fastral,30221981260,0.4579202905698565
200,500000,0.000001,31,estimatedgenetre,250,fastral,7555894041,0.45794443178327915
200,500000,0.000001,31,truegenetrees,1000,fastral,30813793869,0.4668873368652398
200,500000,0.000001,31,truegenetrees,250,fastral,7698081688,0.46656206938506795
200,500000,0.000001,32,estimatedgenetre,1000,fastral,27599987783,0.453244874696038
200,500000,0.000001,32,estimatedgenetre,250,fastral,6982809936,0.4524682600080888
200,500000,0.000001,32,truegenetrees,1000,fastral,32620601530,0.4942638949307066
200,500000,0.000001,32,truegenetrees,250,fastral,8154397805,0.4942182830328334
200,500000,0.000001,33,estimatedgenetre,1000,fastral,32898397992,0.49879468405044564
200,500000,0.000001,33,estimatedgenetre,250,fastral,8288842137,0.5023759039926999
200,500000,0.000001,33,truegenetrees,1000,fastral,33762661011,0.5115682590701132
200,500000,0.000001,33,truegenetrees,250,fastral,8445298294,0.5118490564688359
200,500000,0.000001,34,estimatedgenetre,1000,fastral,32678597351,0.49515449652023785
200,500000,0.000001,34,estimatedgenetre,250,fastral,8188927995,0.49631107414048986
200,500000,0.000001,34,truegenetrees,1000,fastral,33422443400,0.5064133179087053
200,500000,0.000001,34,truegenetrees,250,fastral,8386364913,0.508277247112996
200,500000,0.000001,35,estimatedgenetre,1000,fastral,30367225572,0.4601306923754829
200,500000,0.000001,35,estimatedgenetre,250,fastral,7612277584,0.4613706682232285
200,500000,0.000001,35,truegenetrees,1000,fastral,31838955537,0.4824204777392162
200,500000,0.000001,35,truegenetrees,250,fastral,7940879586,0.48127746139108024
200,500000,0.000001,36,estimatedgenetre,1000,fastral,29153049563,0.448002209423952
200,500000,0.000001,36,estimatedgenetre,250,fastral,7319338269,0.4510593127451564
200,500000,0.000001,36,truegenetrees,1000,fastral,33863723345,0.5130995448371057
200,500000,0.000001,36,truegenetrees,250,fastral,8487711663,0.5144196279452441
200,500000,0.000001,37,estimatedgenetre,1000,fastral,29149953966,0.4429414647121603
200,500000,0.000001,37,estimatedgenetre,250,fastral,7274107840,0.4427282312014242
200,500000,0.000001,37,truegenetrees,1000,fastral,30642597950,0.46429339445607354
200,500000,0.000001,37,truegenetrees,250,fastral,7656696153,0.46405379243572
200,500000,0.000001,38,estimatedgenetre,1000,fastral,31060689244,0.470630034716921
200,500000,0.000001,38,estimatedgenetre,250,fastral,7810873308,0.4733980960433102
200,500000,0.000001,38,truegenetrees,1000,fastral,31751161646,0.4810902340134261
200,500000,0.000001,38,truegenetrees,250,fastral,7972477916,0.48319255957156504
200,500000,0.000001,39,estimatedgenetre,1000,fastral,29390147896,0.45138792226087787
200,500000,0.000001,39,estimatedgenetre,250,fastral,7323600272,0.44905376786159246
200,500000,0.000001,39,truegenetrees,1000,fastral,32474664771,0.4920526766350977
200,500000,0.000001,39,truegenetrees,250,fastral,8077149167,0.4895364303501527
200,500000,0.000001,40,estimatedgenetre,1000,fastral,30341284217,0.4597279727206754
200,500000,0.000001,40,estimatedgenetre,250,fastral,7545979196,0.4573435060725003
200,500000,0.000001,40,truegenetrees,1000,fastral,32105994899,0.48646662983241246
200,500000,0.000001,40,truegenetrees,250,fastral,8020437879,0.4860992966642348
200,500000,0.000001,41,estimatedgenetre,1000,fastral,29237291689,0.4430016254850851
200,500000,0.000001,41,estimatedgenetre,250,fastral,7299497002,0.442406043714991
200,500000,0.000001,41,truegenetrees,1000,fastral,31174720991,0.4723560663410525
200,500000,0.000001,41,truegenetrees,250,fastral,7751133386,0.46977740419268055
200,500000,0.000001,42,estimatedgenetre,1000,fastral,23925200025,0.42374412092598296
200,500000,0.000001,42,estimatedgenetre,250,fastral,5884143309,0.41899374865857
200,500000,0.000001,42,truegenetrees,1000,fastral,32156550954,0.4872326498162454
200,500000,0.000001,42,truegenetrees,250,fastral,8047989329,0.4877691232583845
200,500000,0.000001,43,estimatedgenetre,1000,fastral,31198723467,0.47273986171559074
200,500000,0.000001,43,estimatedgenetre,250,fastral,7802685670,0.4729130289083958
200,500000,0.000001,43,truegenetrees,1000,fastral,34801125586,0.5273029641801651
200,500000,0.000001,43,truegenetrees,250,fastral,8741202304,0.5297830811830901
200,500000,0.000001,44,estimatedgenetre,1000,fastral,25289563211,0.4263349248230727
200,500000,0.000001,44,estimatedgenetre,250,fastral,6207578830,0.42618969332469675
200,500000,0.000001,44,truegenetrees,1000,fastral,32559773719,0.4933422383892931
200,500000,0.000001,44,truegenetrees,250,fastral,8144075945,0.4935927001205333
200,500000,0.000001,45,estimatedgenetre,1000,fastral,26898931329,0.4851369096570015
200,500000,0.000001,45,estimatedgenetre,250,fastral,6755163314,0.49240488517921577
200,500000,0.000001,45,truegenetrees,1000,fastral,34576896607,0.5239054704700951
200,500000,0.000001,45,truegenetrees,250,fastral,8697535449,0.5271365389589285
200,500000,0.000001,46,estimatedgenetre,1000,fastral,27828308462,0.42265667601227935
200,500000,0.000001,46,estimatedgenetre,250,fastral,6870921731,0.4175475347157078
200,500000,0.000001,46,truegenetrees,1000,fastral,32157116450,0.48724121815166593
200,500000,0.000001,46,truegenetrees,250,fastral,7918832554,0.4799412442280754
200,500000,0.000001,47,estimatedgenetre,1000,fastral,32550040507,0.4933322483395972
200,500000,0.000001,47,estimatedgenetre,250,fastral,8206142862,0.4975080368432362
200,500000,0.000001,47,truegenetrees,1000,fastral,33977224625,0.5148193041947261
200,500000,0.000001,47,truegenetrees,250,fastral,8530253426,0.5169979810707389
200,500000,0.000001,48,estimatedgenetre,1000,fastral,29796761267,0.45235125733645287
200,500000,0.000001,48,estimatedgenetre,250,fastral,7457144474,0.45288586758492017
200,500000,0.000001,48,truegenetrees,1000,fastral,32659926977,0.49485974993314225
200,500000,0.000001,48,truegenetrees,250,fastral,8175224282,0.4954805253161632
200,500000,0.000001,49,estimatedgenetre,1000,fastral,12714794602,0.39109510142265114
200,500000,0.000001,49,estimatedgenetre,250,fastral,3132555786,0.39007175170427955
200,500000,0.000001,49,truegenetrees,1000,fastral,32436089717,0.491468191507818
200,500000,0.000001,49,truegenetrees,250,fastral,8094347916,0.4905788048337572
200,500000,0.000001,50,estimatedgenetre,1000,fastral,33111727372,0.5017055920293839
200,500000,0.000001,50,estimatedgenetre,250,fastral,8305319807,0.5033655229335601
200,500000,0.000001,50,truegenetrees,1000,fastral,35093046112,0.5317261130316137
200,500000,0.000001,50,truegenetrees,250,fastral,8805175086,0.5336603164170013
500,2000000,0.000001,01,estimatedgenetre,1000,fastral,1662608723102,0.6410083374109345
500,2000000,0.000001,01,estimatedgenetre,250,fastral,416227755290,0.6418959738253052
500,2000000,0.000001,01,truegenetrees,1000,fastral,1817069654678,0.7005597775366523
500,2000000,0.000001,01,truegenetrees,250,fastral,455197992764,0.7019948932059825
500,2000000,0.000001,02,estimatedgenetre,1000,fastral,1779249604002,0.7021708553663
500,2000000,0.000001,02,estimatedgenetre,250,fastral,444223195369,0.7056503487087724
500,2000000,0.000001,02,truegenetrees,1000,fastral,1920029864745,0.7402554389957319
500,2000000,0.000001,02,truegenetrees,250,fastral,478196790861,0.7374630610595695
500,2000000,0.000001,03,estimatedgenetre,1000,fastral,1677664931674,0.6468131633197376
500,2000000,0.000001,03,estimatedgenetre,250,fastral,417264409766,0.6434946757865104
500,2000000,0.000001,03,truegenetrees,1000,fastral,1980681902384,0.763639450657658
500,2000000,0.000001,03,truegenetrees,250,fastral,493699826076,0.7613714519644584
500,2000000,0.000001,04,estimatedgenetre,1000,fastral,1653352978467,0.6374398433966441
500,2000000,0.000001,04,estimatedgenetre,250,fastral,414151966587,0.6386947451953894
500,2000000,0.000001,04,truegenetrees,1000,fastral,1740696193144,0.6711144697664092
500,2000000,0.000001,04,truegenetrees,250,fastral,435659556960,0.6718632090297035
500,2000000,0.000001,05,estimatedgenetre,1000,fastral,1726956909093,0.6658173752089707
500,2000000,0.000001,05,estimatedgenetre,250,fastral,429378620414,0.6621769066954822
500,2000000,0.000001,05,truegenetrees,1000,fastral,1765767999790,0.6807807471384102
500,2000000,0.000001,05,truegenetrees,250,fastral,439807925998,0.678260719401239
500,2000000,0.000001,06,estimatedgenetre,1000,fastral,1720723609505,0.6634141746521153
500,2000000,0.000001,06,estimatedgenetre,250,fastral,431591552976,0.6655896392009595
500,2000000,0.000001,06,truegenetrees,1000,fastral,1777957954050,0.6854805073388969
500,2000000,0.000001,06,truegenetrees,250,fastral,447348055772,0.6898889178546593
500,2000000,0.000001,07,estimatedgenetre,1000,fastral,1696603312859,0.6541147609354351
500,2000000,0.000001,07,estimatedgenetre,250,fastral,422413994692,0.6514362651189675
500,2000000,0.000001,07,truegenetrees,1000,fastral,1797460934144,0.6929997586569623
500,2000000,0.000001,07,truegenetrees,250,fastral,446046875242,0.6878822699745739
500,2000000,0.000001,08,estimatedgenetre,1000,fastral,1613517947326,0.6220816969344022
500,2000000,0.000001,08,estimatedgenetre,250,fastral,406902000425,0.627514028783826
500,2000000,0.000001,08,truegenetrees,1000,fastral,1740408380539,0.6710035054266482
500,2000000,0.000001,08,truegenetrees,250,fastral,438096171287,0.6756208943478665
500,2000000,0.000001,09,estimatedgenetre,1000,fastral,1280058788062,0.5140531789312649
500,2000000,0.000001,09,estimatedgenetre,250,fastral,319622422494,0.5139517274631937
500,2000000,0.000001,09,truegenetrees,1000,fastral,1567785855839,0.6044499766775935
500,2000000,0.000001,09,truegenetrees,250,fastral,391023308307,0.6030263092533816
500,2000000,0.000001,10,estimatedgenetre,1000,fastral,1327169980059,0.515737546283556
500,2000000,0.000001,10,estimatedgenetre,250,fastral,330414342289,0.5127270047105889
500,2000000,0.000001,10,truegenetrees,1000,fastral,1630676735551,0.6286971598203501
500,2000000,0.000001,10,truegenetrees,250,fastral,407832362958,0.6289488104774588
500,2000000,0.000001,11,estimatedgenetre,1000,fastral,1737125152469,0.6697376774929751
500,2000000,0.000001,11,estimatedgenetre,250,fastral,432730728333,0.6673464432005198
500,2000000,0.000001,11,truegenetrees,1000,fastral,1805917372998,0.6962600854733058
500,2000000,0.000001,11,truegenetrees,250,fastral,450042946645,0.6940449107647033
500,2000000,0.000001,12,estimatedgenetre,1000,fastral,1719438578848,0.6709564562201209
500,2000000,0.000001,12,estimatedgenetre,250,fastral,427551136478,0.6694627061479747
500,2000000,0.000001,12,truegenetrees,1000,fastral,1820514415560,0.7018878834300879
500,2000000,0.000001,12,truegenetrees,250,fastral,454035938783,0.7002028027898136
500,2000000,0.000001,13,estimatedgenetre,1000,fastral,1590211985641,0.6130962346893388
500,2000000,0.000001,13,estimatedgenetre,250,fastral,399422402256,0.6159791863229043
500,2000000,0.000001,13,truegenetrees,1000,fastral,1687184500547,0.6504833732287219
500,2000000,0.000001,13,truegenetrees,250,fastral,424165619119,0.6541375472397312
500,2000000,0.000001,14,estimatedgenetre,1000,fastral,1576021422463,0.6125911144787063
500,2000000,0.000001,14,estimatedgenetre,250,fastral,394103519193,0.6143925254659275
500,2000000,0.000001,14,truegenetrees,1000,fastral,1782474773356,0.687221938615369
