NBPS,NGEN,REPL,SUPP,MTHD,SEFN,SEFP,SERF,QSCR,AVG_LPP,MED_LPP,AVG_QQS,MED_QQS
800,200,14,bs,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,14,abayes,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,14,bs,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,14,abayes,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,14,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,14,abayes,TQMC-wh_n2,5,5,0.05102040816326531,312118031.5,0.9498336530612245,1.0,0.669493081632653,0.6612095
800,200,14,bs,TQMC-wh_n2,6,6,0.061224489795918366,216911227.5,0.955073275510204,1.0,0.6770932346938775,0.686339
800,200,14,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,14,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,14,abayes,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,14,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,abayes,ASTER-wh,4,4,0.04081632653061224,374090183.4,0.9522662959183673,1.0,0.7150990918367347,0.749797
800,200,15,bs,ASTER-wh,6,6,0.061224489795918366,278292222.0,0.9513532857142857,1.0,0.7181775612244897,0.7519665
800,200,15,abayes,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,15,bs,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,15,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,15,abayes,TQMC-n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,bs,TQMC-n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,abayes,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,bs,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,15,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,abayes,TQMC-wh_n2,4,4,0.04081632653061224,374090183.4,0.9522662959183673,1.0,0.7150990918367347,0.749797
800,200,15,bs,TQMC-wh_n2,6,6,0.061224489795918366,278292222.0,0.9513532857142857,1.0,0.7181775612244897,0.7519665
800,200,15,abayes,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,15,bs,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,15,abayes,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,15,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,16,abayes,ASTER-wh,15,15,0.15306122448979592,275005766.7,0.9466408265306122,1.0,0.6813589591836735,0.705086
800,200,16,bs,ASTER-wh,16,16,0.16326530612244897,193215787.4,0.9505623979591836,1.0,0.6890704387755102,0.7176935
800,200,16,abayes,ASTRID-ws,12,12,0.12244897959183673,NA,NA,NA,NA,NA
800,200,16,bs,ASTRID-ws,12,12,0.12244897959183673,NA,NA,NA,NA,NA
800,200,16,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,16,abayes,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
800,200,16,bs,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
800,200,16,abayes,TQMC-wn_n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
800,200,16,bs,TQMC-wn_n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
800,200,16,abayes,TQMC-ws_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
800,200,16,bs,TQMC-ws_n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
800,200,16,abayes,TQMC-wh_n2,10,10,0.10204081632653061,274977702.5,0.9257416836734693,1.0,0.6795204285714287,0.708916
800,200,16,bs,TQMC-wh_n2,11,11,0.11224489795918367,193204938.1,0.9308390510204082,1.0,0.687116,0.7176935
800,200,16,abayes,TQMC-wh_n1,14,14,0.14285714285714285,NA,NA,NA,NA,NA
800,200,16,bs,TQMC-wh_n1,13,13,0.1326530612244898,NA,NA,NA,NA,NA
800,200,16,abayes,TQMC-wh_n0,15,15,0.15306122448979592,NA,NA,NA,NA,NA
800,200,16,bs,TQMC-wh_n0,15,15,0.15306122448979592,NA,NA,NA,NA,NA
800,200,17,abayes,ASTER-wh,4,4,0.04081632653061224,368708533.5,0.9523575408163266,1.0,0.6768438367346941,0.6931225
800,200,17,bs,ASTER-wh,5,5,0.05102040816326531,270517924.1,0.9538215918367347,1.0,0.6719611020408163,0.6667
800,200,17,abayes,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,17,bs,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,17,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
800,200,17,abayes,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,bs,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,abayes,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,bs,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,bs,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,17,abayes,TQMC-wh_n2,4,4,0.04081632653061224,368708533.5,0.9523575408163266,1.0,0.6768438367346941,0.6931225
800,200,17,bs,TQMC-wh_n2,4,4,0.04081632653061224,270422212.9,0.9577750816326531,1.0,0.6724542040816327,0.6667
800,200,17,abayes,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,bs,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,abayes,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,17,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,abayes,ASTER-wh,4,4,0.04081632653061224,346132103.6,0.9762997653061225,1.0,0.6698079591836734,0.6558820000000001
800,200,18,bs,ASTER-wh,5,5,0.05102040816326531,291466209.7,0.972751663265306,1.0,0.6664377755102041,0.6603725
800,200,18,abayes,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,bs,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,18,abayes,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,bs,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,abayes,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,bs,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,abayes,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,bs,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,abayes,TQMC-wh_n2,4,4,0.04081632653061224,346106867.1,0.9734186020408163,1.0,0.6704006734693877,0.6558820000000001
800,200,18,bs,TQMC-wh_n2,5,5,0.05102040816326531,291466209.7,0.972751663265306,1.0,0.6664377755102041,0.6603725
800,200,18,abayes,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,18,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,18,abayes,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,18,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,19,abayes,ASTER-wh,6,6,0.061224489795918366,366024818.2,0.9391267653061225,1.0,0.6295265816326531,0.617151
800,200,19,bs,ASTER-wh,6,6,0.061224489795918366,247839248.9,0.9431302346938775,1.0,0.6294912142857143,0.588581
800,200,19,abayes,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,19,bs,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,19,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,19,abayes,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,19,bs,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,19,abayes,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,19,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,19,abayes,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,19,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,19,abayes,TQMC-wh_n2,5,5,0.05102040816326531,366014653.2,0.9377980816326531,1.0,0.6295011836734695,0.617151
800,200,19,bs,TQMC-wh_n2,7,7,0.07142857142857142,247839002.1,0.9411940204081632,1.0,0.6294367142857142,0.588581
800,200,19,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,19,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,19,abayes,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,19,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,20,abayes,ASTER-wh,7,7,0.07142857142857142,292975525.5,0.9365278469387756,1.0,0.6180431428571428,0.589129
800,200,20,bs,ASTER-wh,8,8,0.08163265306122448,241553402.8,0.9363428775510204,1.0,0.6193805510204081,0.59814
800,200,20,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,20,bs,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,20,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,20,abayes,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,20,bs,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,20,abayes,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,20,bs,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,20,abayes,TQMC-ws_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,20,bs,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,20,abayes,TQMC-wh_n2,6,6,0.061224489795918366,292925971.2,0.9318643571428572,1.0,0.6172924693877551,0.589129
800,200,20,bs,TQMC-wh_n2,9,9,0.09183673469387756,241193781.5,0.9379141836734695,1.0,0.6202280714285714,0.59814
800,200,20,abayes,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,20,bs,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,20,abayes,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,20,bs,TQMC-wh_n0,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,21,abayes,ASTER-wh,7,7,0.07142857142857142,267654599.9,0.9446179183673469,1.0,0.6388974795918367,0.639034
800,200,21,bs,ASTER-wh,11,11,0.11224489795918367,154412343.9,0.9407813367346939,1.0,0.6614127040816324,0.6561600000000001
800,200,21,abayes,ASTRID-ws,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,21,bs,ASTRID-ws,10,10,0.10204081632653061,NA,NA,NA,NA,NA
800,200,21,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,21,abayes,TQMC-n2,16,16,0.16326530612244897,NA,NA,NA,NA,NA
800,200,21,bs,TQMC-n2,15,15,0.15306122448979592,NA,NA,NA,NA,NA
800,200,21,abayes,TQMC-wn_n2,16,16,0.16326530612244897,NA,NA,NA,NA,NA
800,200,21,bs,TQMC-wn_n2,15,15,0.15306122448979592,NA,NA,NA,NA,NA
800,200,21,abayes,TQMC-ws_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,21,bs,TQMC-ws_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
800,200,21,abayes,TQMC-wh_n2,9,9,0.09183673469387756,267555470.5,0.9309229693877553,1.0,0.638149918367347,0.6453225
800,200,21,bs,TQMC-wh_n2,10,10,0.10204081632653061,154371231.1,0.9286657755102041,1.0,0.6610494387755101,0.6639325
800,200,21,abayes,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,21,bs,TQMC-wh_n1,10,10,0.10204081632653061,NA,NA,NA,NA,NA
800,200,21,abayes,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,21,bs,TQMC-wh_n0,10,10,0.10204081632653061,NA,NA,NA,NA,NA
800,200,22,abayes,ASTER-wh,4,4,0.04081632653061224,304679516.6,0.9335372857142857,1.0,0.6271444081632653,0.663017
800,200,22,bs,ASTER-wh,4,4,0.04081632653061224,210477141.3,0.9418008061224489,1.0,0.637609418367347,0.668007
800,200,22,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,22,bs,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,22,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,22,abayes,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,22,bs,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,22,abayes,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,22,bs,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,22,abayes,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,22,bs,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,22,abayes,TQMC-wh_n2,4,4,0.04081632653061224,304508342.8,0.9282444897959184,1.0,0.626725775510204,0.663017
800,200,22,bs,TQMC-wh_n2,5,5,0.05102040816326531,210316842.8,0.9393164081632653,1.0,0.6375993775510205,0.668007
800,200,22,abayes,TQMC-wh_n1,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,22,bs,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,22,abayes,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,22,bs,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,abayes,ASTER-wh,4,4,0.04081632653061224,358971800.4,0.9575517653061225,1.0,0.6555262959183674,0.6586305
800,200,23,bs,ASTER-wh,2,2,0.02040816326530612,277772648.6,0.9504730102040816,1.0,0.6552875408163266,0.6509155
800,200,23,abayes,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,bs,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,23,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,23,abayes,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,bs,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,abayes,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,bs,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,abayes,TQMC-ws_n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,23,bs,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,abayes,TQMC-wh_n2,4,4,0.04081632653061224,358971800.4,0.9575517653061225,1.0,0.6555262959183674,0.6586305
800,200,23,bs,TQMC-wh_n2,5,5,0.05102040816326531,277734712.1,0.9479083775510204,1.0,0.6554958775510205,0.6509155
800,200,23,abayes,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,23,bs,TQMC-wh_n1,2,2,0.02040816326530612,NA,NA,NA,NA,NA
800,200,23,abayes,TQMC-wh_n0,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,23,bs,TQMC-wh_n0,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,24,abayes,ASTER-wh,6,6,0.061224489795918366,288538389.3,0.9360985714285714,1.0,0.6541986122448981,0.6374495
800,200,24,bs,ASTER-wh,4,4,0.04081632653061224,196432676.1,0.9326763469387755,1.0,0.6665908571428573,0.6827505
800,200,24,abayes,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,24,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,24,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,24,abayes,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,24,bs,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,24,abayes,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,24,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,24,abayes,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,24,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,24,abayes,TQMC-wh_n2,7,7,0.07142857142857142,288521898.6,0.9331840612244897,1.0,0.6540471632653062,0.6374495
800,200,24,bs,TQMC-wh_n2,5,5,0.05102040816326531,196421663.7,0.9318367142857142,1.0,0.6665359897959185,0.6827505
800,200,24,abayes,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,24,bs,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,24,abayes,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,24,bs,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,25,abayes,ASTER-wh,5,5,0.05102040816326531,402043097.6,0.9662339285714285,1.0,0.6524321734693878,0.6284305
800,200,25,bs,ASTER-wh,5,5,0.05102040816326531,298557569.7,0.9660503877551019,1.0,0.6497151428571428,0.6178465
800,200,25,abayes,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,25,bs,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,25,abayes,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,bs,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,abayes,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,bs,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,abayes,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,bs,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,abayes,TQMC-wh_n2,5,5,0.05102040816326531,402043097.6,0.9662339285714285,1.0,0.6524321734693878,0.6284305
800,200,25,bs,TQMC-wh_n2,5,5,0.05102040816326531,298557569.7,0.9660503877551019,1.0,0.6497151428571428,0.6178465
800,200,25,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,abayes,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,25,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,26,abayes,ASTER-wh,8,8,0.08163265306122448,326724877.4,0.9617636530612245,1.0,0.7107142142857144,0.7440389999999999
800,200,26,bs,ASTER-wh,9,9,0.09183673469387756,278253306.5,0.9551947653061225,1.0,0.7035532653061225,0.7291765
800,200,26,abayes,ASTRID-ws,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,26,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,26,abayes,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,bs,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,abayes,TQMC-wn_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,bs,TQMC-wn_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,abayes,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,bs,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,abayes,TQMC-wh_n2,8,8,0.08163265306122448,326724877.4,0.9617636530612245,1.0,0.7107142142857144,0.7440389999999999
800,200,26,bs,TQMC-wh_n2,9,9,0.09183673469387756,278202559.4,0.9520441020408162,1.0,0.7038674081632653,0.7291765
800,200,26,abayes,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,bs,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,26,abayes,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA,NA
800,200,26,bs,TQMC-wh_n0,11,11,0.11224489795918367,NA,NA,NA,NA,NA
800,200,27,abayes,ASTER-wh,6,6,0.061224489795918366,322014676.4,0.9683572653061223,1.0,0.6720495816326529,0.672167
800,200,27,bs,ASTER-wh,3,3,0.030612244897959183,201653484.2,0.9661819795918367,1.0,0.6848671632653062,0.6753415
800,200,27,abayes,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,27,bs,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,27,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,27,abayes,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,27,bs,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,27,abayes,TQMC-wn_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,27,bs,TQMC-wn_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,27,abayes,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,27,bs,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,27,abayes,TQMC-wh_n2,5,5,0.05102040816326531,322005712.5,0.9577302755102041,1.0,0.6718179285714285,0.672167
800,200,27,bs,TQMC-wh_n2,4,4,0.04081632653061224,201653075.5,0.9647213877551021,1.0,0.6848467755102041,0.676786
800,200,27,abayes,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
800,200,27,bs,TQMC-wh_n1,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,27,abayes,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,27,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,28,abayes,ASTER-wh,4,4,0.04081632653061224,276821063.6,0.9596806938775511,1.0,0.6849626326530611,0.6861245
800,200,28,bs,ASTER-wh,4,4,0.04081632653061224,230899430.2,0.9566831122448979,1.0,0.687517418367347,0.705009
800,200,28,abayes,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,bs,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,28,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
800,200,28,abayes,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,bs,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,abayes,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,bs,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,bs,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,abayes,TQMC-wh_n2,3,3,0.030612244897959183,276805238.8,0.9591530714285714,1.0,0.6850376122448979,0.692929
800,200,28,bs,TQMC-wh_n2,2,2,0.02040816326530612,230259933.4,0.949879051020408,1.0,0.6870576734693878,0.705009
800,200,28,abayes,TQMC-wh_n1,3,3,0.030612244897959183,NA,NA,NA,NA,NA
800,200,28,bs,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,abayes,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,28,bs,TQMC-wh_n0,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,abayes,ASTER-wh,5,5,0.05102040816326531,355365712.2,0.938320081632653,1.0,0.6622343979591836,0.6615955
800,200,29,bs,ASTER-wh,5,5,0.05102040816326531,285055217.0,0.9395518571428572,1.0,0.6623138775510203,0.661022
800,200,29,abayes,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,29,bs,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA,NA
800,200,29,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
800,200,29,abayes,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,bs,TQMC-n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,abayes,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,bs,TQMC-wn_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,bs,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
800,200,29,abayes,TQMC-wh_n2,4,4,0.04081632653061224,355307016.7,0.9353842653061223,1.0,0.6619439081632653,0.6615955
800,200,29,bs,TQMC-wh_n2,4,4,0.04081632653061224,285021441.3,0.9373180204081631,1.0,0.6623384387755101,0.661022
800,200,29,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,29,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,29,abayes,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,29,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
800,200,30,abayes,ASTER-wh,8,8,0.08163265306122448,342440388.8,0.9496301632653061,1.0,0.6634934285714286,0.676346
800,200,30,bs,ASTER-wh,10,10,0.10204081632653061,206021358.4,0.952181,1.0,0.6770161836734693,0.6564345
800,200,30,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
800,200,30,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
