NBPS,NGEN,REPL,SUPP,MTHD,SEFN,SEFP,SERF,QSCR,AVG_LPP,MED_LPP,AVG_QQS,MED_QQS
200,50,48,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,50,48,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,50,48,abayes,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,50,48,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,50,49,abayes,ASTER-wh,28,28,0.2857142857142857,46501814.74,0.8625290204081633,0.9946305,0.6121043061224489,0.5631115
200,50,49,bs,ASTER-wh,28,28,0.2857142857142857,16889184.69,0.8990327448979593,0.9997665,0.6612567448979592,0.6539325
200,50,49,abayes,ASTRID-ws,28,28,0.2857142857142857,NA,NA,NA,NA,NA
200,50,49,bs,ASTRID-ws,27,27,0.2755102040816326,NA,NA,NA,NA,NA
200,50,49,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,50,49,abayes,TQMC-n2,38,38,0.3877551020408163,NA,NA,NA,NA,NA
200,50,49,bs,TQMC-n2,40,40,0.40816326530612246,NA,NA,NA,NA,NA
200,50,49,abayes,TQMC-wn_n2,38,38,0.3877551020408163,NA,NA,NA,NA,NA
200,50,49,bs,TQMC-wn_n2,38,38,0.3877551020408163,NA,NA,NA,NA,NA
200,50,49,abayes,TQMC-ws_n2,34,34,0.3469387755102041,NA,NA,NA,NA,NA
200,50,49,bs,TQMC-ws_n2,28,28,0.2857142857142857,NA,NA,NA,NA,NA
200,50,49,abayes,TQMC-wh_n2,29,29,0.29591836734693877,46206860.97,0.8481672551020408,0.9946555,0.6099178061224491,0.562274
200,50,49,bs,TQMC-wh_n2,25,25,0.25510204081632654,16834362.53,0.8719892448979593,0.999935,0.6625661734693877,0.6879154999999999
200,50,49,abayes,TQMC-wh_n1,32,32,0.32653061224489793,NA,NA,NA,NA,NA
200,50,49,bs,TQMC-wh_n1,27,27,0.2755102040816326,NA,NA,NA,NA,NA
200,50,49,abayes,TQMC-wh_n0,32,32,0.32653061224489793,NA,NA,NA,NA,NA
200,50,49,bs,TQMC-wh_n0,29,29,0.29591836734693877,NA,NA,NA,NA,NA
200,50,50,abayes,ASTER-wh,15,15,0.15306122448979592,53908773.04,0.8792224591836736,0.9999655000000001,0.6508870204081633,0.648118
200,50,50,bs,ASTER-wh,14,14,0.14285714285714285,23914991.09,0.8903145,0.999994,0.6880957040816327,0.6883295
200,50,50,abayes,ASTRID-ws,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,50,50,bs,ASTRID-ws,16,16,0.16326530612244897,NA,NA,NA,NA,NA
200,50,50,bs,ASTEROID,96,96,0.9795918367346939,NA,NA,NA,NA,NA
200,50,50,abayes,TQMC-n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,50,50,bs,TQMC-n2,13,13,0.1326530612244898,NA,NA,NA,NA,NA
200,50,50,abayes,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,50,50,bs,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,50,50,abayes,TQMC-ws_n2,13,13,0.1326530612244898,NA,NA,NA,NA,NA
200,50,50,bs,TQMC-ws_n2,18,18,0.1836734693877551,NA,NA,NA,NA,NA
200,50,50,abayes,TQMC-wh_n2,14,14,0.14285714285714285,53657936.4,0.8774633979591837,0.9999655000000001,0.6502453265306122,0.648118
200,50,50,bs,TQMC-wh_n2,16,16,0.16326530612244897,23881396.25,0.8870646530612245,0.999994,0.6869285918367348,0.688472
200,50,50,abayes,TQMC-wh_n1,14,14,0.14285714285714285,NA,NA,NA,NA,NA
200,50,50,bs,TQMC-wh_n1,17,17,0.17346938775510204,NA,NA,NA,NA,NA
200,50,50,abayes,TQMC-wh_n0,15,15,0.15306122448979592,NA,NA,NA,NA,NA
200,50,50,bs,TQMC-wh_n0,15,15,0.15306122448979592,NA,NA,NA,NA,NA
200,200,1,abayes,ASTER-wh,15,15,0.15306122448979592,173225910.2,0.9499386836734695,1.0,0.6194427551020408,0.5997645
200,200,1,bs,ASTER-wh,17,17,0.17346938775510204,61434310.73,0.9681838469387756,1.0,0.6776688469387756,0.6646825000000001
200,200,1,abayes,ASTRID-ws,19,19,0.19387755102040816,NA,NA,NA,NA,NA
200,200,1,bs,ASTRID-ws,15,15,0.15306122448979592,NA,NA,NA,NA,NA
200,200,1,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,1,abayes,TQMC-n2,32,32,0.32653061224489793,NA,NA,NA,NA,NA
200,200,1,bs,TQMC-n2,32,32,0.32653061224489793,NA,NA,NA,NA,NA
200,200,1,abayes,TQMC-wn_n2,32,32,0.32653061224489793,NA,NA,NA,NA,NA
200,200,1,bs,TQMC-wn_n2,32,32,0.32653061224489793,NA,NA,NA,NA,NA
200,200,1,abayes,TQMC-ws_n2,31,31,0.3163265306122449,NA,NA,NA,NA,NA
200,200,1,bs,TQMC-ws_n2,21,21,0.21428571428571427,NA,NA,NA,NA,NA
200,200,1,abayes,TQMC-wh_n2,14,14,0.14285714285714285,172951789.1,0.924463918367347,1.0,0.6162481632653061,0.598704
200,200,1,bs,TQMC-wh_n2,20,20,0.20408163265306123,61413045.0,0.9482690204081632,1.0,0.6747103367346939,0.6761415
200,200,1,abayes,TQMC-wh_n1,15,15,0.15306122448979592,NA,NA,NA,NA,NA
200,200,1,bs,TQMC-wh_n1,20,20,0.20408163265306123,NA,NA,NA,NA,NA
200,200,1,abayes,TQMC-wh_n0,20,20,0.20408163265306123,NA,NA,NA,NA,NA
200,200,1,bs,TQMC-wh_n0,18,18,0.1836734693877551,NA,NA,NA,NA,NA
200,200,2,abayes,ASTER-wh,6,6,0.061224489795918366,247226772.1,0.9546396734693877,1.0,0.6703132551020408,0.6407225
200,200,2,bs,ASTER-wh,6,6,0.061224489795918366,96668682.47,0.9634115714285714,1.0,0.6992742959183673,0.6902935
200,200,2,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,2,bs,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,2,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,2,abayes,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,2,bs,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,2,abayes,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,2,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,2,abayes,TQMC-ws_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,2,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,2,abayes,TQMC-wh_n2,6,6,0.061224489795918366,247219363.0,0.9524905714285714,1.0,0.6701012142857142,0.6407225
200,200,2,bs,TQMC-wh_n2,6,6,0.061224489795918366,96661793.59,0.9597219387755103,1.0,0.6993282244897959,0.6908495
200,200,2,abayes,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,2,bs,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,2,abayes,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,2,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,3,abayes,ASTER-wh,8,8,0.08163265306122448,228053751.3,0.9348697448979592,1.0,0.6548661530612245,0.6396155
200,200,3,bs,ASTER-wh,7,7,0.07142857142857142,96708632.4,0.9432775102040816,1.0,0.6704557448979593,0.6709385
200,200,3,abayes,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,3,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,3,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
200,200,3,abayes,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,3,bs,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,3,abayes,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,3,bs,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,3,abayes,TQMC-ws_n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,3,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,3,abayes,TQMC-wh_n2,4,4,0.04081632653061224,227468976.5,0.926883224489796,1.0,0.6543306428571428,0.6358159999999999
200,200,3,bs,TQMC-wh_n2,6,6,0.061224489795918366,96656498.88,0.9401976428571427,1.0,0.6697320408163265,0.6668355
200,200,3,abayes,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,3,bs,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,3,abayes,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,3,bs,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,4,abayes,ASTER-wh,11,11,0.11224489795918367,260423959.5,0.9137386020408163,1.0,0.5884938265306122,0.5495950000000001
200,200,4,bs,ASTER-wh,7,7,0.07142857142857142,120600555.2,0.9267176020408163,1.0,0.6182649489795917,0.5972489999999999
200,200,4,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,4,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,4,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
200,200,4,abayes,TQMC-n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,200,4,bs,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,4,abayes,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,200,4,bs,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,200,4,abayes,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,4,bs,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,4,abayes,TQMC-wh_n2,10,10,0.10204081632653061,260403512.7,0.9010677551020408,1.0,0.5878374897959183,0.5495950000000001
200,200,4,bs,TQMC-wh_n2,9,9,0.09183673469387756,120569448.4,0.921865112244898,1.0,0.6182707040816325,0.5972489999999999
200,200,4,abayes,TQMC-wh_n1,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,4,bs,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,4,abayes,TQMC-wh_n0,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,4,bs,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,5,abayes,ASTER-wh,4,4,0.04081632653061224,234518919.7,0.951867612244898,1.0,0.6477900918367347,0.6153200000000001
200,200,5,bs,ASTER-wh,7,7,0.07142857142857142,115100469.2,0.9481307755102042,1.0,0.6660369795918367,0.660385
200,200,5,abayes,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,5,bs,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,5,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,5,abayes,TQMC-n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,5,bs,TQMC-n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,5,abayes,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,5,bs,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,5,abayes,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,5,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,5,abayes,TQMC-wh_n2,4,4,0.04081632653061224,234515747.9,0.947795469387755,1.0,0.6477300918367347,0.6153200000000001
200,200,5,bs,TQMC-wh_n2,7,7,0.07142857142857142,114898838.7,0.9313167551020408,1.0,0.662579224489796,0.660385
200,200,5,abayes,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,5,bs,TQMC-wh_n1,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,5,abayes,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,5,bs,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,6,abayes,ASTER-wh,10,10,0.10204081632653061,256197065.4,0.9365147244897959,1.0,0.6231823673469387,0.6114815
200,200,6,bs,ASTER-wh,8,8,0.08163265306122448,105653018.2,0.9399544183673469,1.0,0.6468932346938776,0.6536095
200,200,6,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,6,bs,ASTRID-ws,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,6,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
200,200,6,abayes,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,6,bs,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,6,abayes,TQMC-wn_n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,6,bs,TQMC-wn_n2,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,6,abayes,TQMC-ws_n2,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,6,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,6,abayes,TQMC-wh_n2,9,9,0.09183673469387756,256187889.1,0.9392530612244897,1.0,0.6234491428571428,0.6114815
200,200,6,bs,TQMC-wh_n2,7,7,0.07142857142857142,105646950.8,0.9362370510204082,1.0,0.6459263469387755,0.6536095
200,200,6,abayes,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,6,bs,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,6,abayes,TQMC-wh_n0,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,6,bs,TQMC-wh_n0,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,7,abayes,ASTER-wh,5,5,0.05102040816326531,314471014.4,0.9384812857142857,1.0,0.6569040204081634,0.6741645
200,200,7,bs,ASTER-wh,5,5,0.05102040816326531,167499205.6,0.9470385204081633,1.0,0.6583833673469387,0.6527875000000001
200,200,7,abayes,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,7,bs,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,7,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,7,abayes,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,7,bs,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,7,abayes,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,7,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,7,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,7,bs,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,7,abayes,TQMC-wh_n2,3,3,0.030612244897959183,314441032.4,0.9292194591836734,1.0,0.6557292346938776,0.676574
200,200,7,bs,TQMC-wh_n2,4,4,0.04081632653061224,166991911.2,0.9379615918367348,1.0,0.6569102653061225,0.6527875000000001
200,200,7,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,7,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,7,abayes,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,7,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,8,abayes,ASTER-wh,12,12,0.12244897959183673,239989641.0,0.9124254591836736,1.0,0.6190924591836735,0.5591695
200,200,8,bs,ASTER-wh,16,16,0.16326530612244897,127025809.0,0.9176016632653061,1.0,0.622822306122449,0.5777559999999999
200,200,8,abayes,ASTRID-ws,17,17,0.17346938775510204,NA,NA,NA,NA,NA
200,200,8,bs,ASTRID-ws,19,19,0.19387755102040816,NA,NA,NA,NA,NA
200,200,8,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,8,abayes,TQMC-n2,13,13,0.1326530612244898,NA,NA,NA,NA,NA
200,200,8,bs,TQMC-n2,13,13,0.1326530612244898,NA,NA,NA,NA,NA
200,200,8,abayes,TQMC-wn_n2,13,13,0.1326530612244898,NA,NA,NA,NA,NA
200,200,8,bs,TQMC-wn_n2,13,13,0.1326530612244898,NA,NA,NA,NA,NA
200,200,8,abayes,TQMC-ws_n2,15,15,0.15306122448979592,NA,NA,NA,NA,NA
200,200,8,bs,TQMC-ws_n2,16,16,0.16326530612244897,NA,NA,NA,NA,NA
200,200,8,abayes,TQMC-wh_n2,14,14,0.14285714285714285,239884586.6,0.9037080000000002,1.0,0.6179760408163265,0.5664095
200,200,8,bs,TQMC-wh_n2,17,17,0.17346938775510204,126979506.0,0.9036169489795919,1.0,0.6218897959183675,0.5837285
200,200,8,abayes,TQMC-wh_n1,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,200,8,bs,TQMC-wh_n1,15,15,0.15306122448979592,NA,NA,NA,NA,NA
200,200,8,abayes,TQMC-wh_n0,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,200,8,bs,TQMC-wh_n0,16,16,0.16326530612244897,NA,NA,NA,NA,NA
200,200,9,abayes,ASTER-wh,3,3,0.030612244897959183,121370067.9,0.9724699591836734,1.0,0.7119644591836737,0.7397435
200,200,9,bs,ASTER-wh,2,2,0.02040816326530612,63689678.92,0.9782837755102042,1.0,0.7368762857142857,0.7882024999999999
200,200,9,abayes,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,9,bs,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,9,abayes,TQMC-n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,bs,TQMC-n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,abayes,TQMC-wn_n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,bs,TQMC-wn_n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,9,bs,TQMC-ws_n2,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,abayes,TQMC-wh_n2,2,2,0.02040816326530612,121369584.5,0.9671939897959183,1.0,0.7121804489795919,0.745159
200,200,9,bs,TQMC-wh_n2,3,3,0.030612244897959183,63637757.53,0.975326193877551,1.0,0.7369269387755102,0.7882024999999999
200,200,9,abayes,TQMC-wh_n1,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,bs,TQMC-wh_n1,2,2,0.02040816326530612,NA,NA,NA,NA,NA
200,200,9,abayes,TQMC-wh_n0,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,9,bs,TQMC-wh_n0,2,2,0.02040816326530612,NA,NA,NA,NA,NA
200,200,10,abayes,ASTER-wh,7,7,0.07142857142857142,219076663.3,0.9398027244897957,1.0,0.6558633367346939,0.646264
200,200,10,bs,ASTER-wh,8,8,0.08163265306122448,128925131.0,0.9436941734693878,1.0,0.6745477551020409,0.6496204999999999
200,200,10,abayes,ASTRID-ws,12,12,0.12244897959183673,NA,NA,NA,NA,NA
200,200,10,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,10,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
200,200,10,abayes,TQMC-n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,10,bs,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,10,abayes,TQMC-wn_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,10,bs,TQMC-wn_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,10,abayes,TQMC-ws_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,10,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,10,abayes,TQMC-wh_n2,8,8,0.08163265306122448,219075317.1,0.9381035918367346,1.0,0.6555105306122448,0.646264
200,200,10,bs,TQMC-wh_n2,5,5,0.05102040816326531,128729984.9,0.9381456020408162,1.0,0.6739852857142856,0.6481655
200,200,10,abayes,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,10,bs,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,10,abayes,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,10,bs,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,11,abayes,ASTER-wh,6,6,0.061224489795918366,217242031.7,0.9424767959183673,1.0,0.6775437040816328,0.658933
200,200,11,bs,ASTER-wh,5,5,0.05102040816326531,120367367.3,0.9546132040816326,1.0,0.6980093979591837,0.7219325
200,200,11,abayes,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,11,bs,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,11,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,11,abayes,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,11,bs,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,11,abayes,TQMC-wn_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,11,bs,TQMC-wn_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,11,abayes,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,11,bs,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,11,abayes,TQMC-wh_n2,6,6,0.061224489795918366,217226458.8,0.9392430816326529,1.0,0.677209112244898,0.6607179999999999
200,200,11,bs,TQMC-wh_n2,7,7,0.07142857142857142,120357158.1,0.941040387755102,1.0,0.6962011020408164,0.7198454999999999
200,200,11,abayes,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,11,bs,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,11,abayes,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,11,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,12,abayes,ASTER-wh,8,8,0.08163265306122448,261194510.4,0.9314377346938775,1.0,0.6462480612244897,0.6449590000000001
200,200,12,bs,ASTER-wh,5,5,0.05102040816326531,123818633.9,0.9438991326530612,1.0,0.663726081632653,0.6562265
200,200,12,abayes,ASTRID-ws,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,12,bs,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,12,bs,ASTEROID,97,97,0.9897959183673469,NA,NA,NA,NA,NA
200,200,12,abayes,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,12,bs,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,12,abayes,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,12,bs,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,12,abayes,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,12,bs,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,12,abayes,TQMC-wh_n2,6,6,0.061224489795918366,261168956.2,0.9315457653061224,1.0,0.6458853265306123,0.6449590000000001
200,200,12,bs,TQMC-wh_n2,5,5,0.05102040816326531,123815816.2,0.9378609897959184,1.0,0.6628304183673469,0.6562265
200,200,12,abayes,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,12,bs,TQMC-wh_n1,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,12,abayes,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,12,bs,TQMC-wh_n0,3,3,0.030612244897959183,NA,NA,NA,NA,NA
200,200,13,abayes,ASTER-wh,7,7,0.07142857142857142,217621427.0,0.9349299591836734,1.0,0.6735665102040816,0.664805
200,200,13,bs,ASTER-wh,5,5,0.05102040816326531,105939321.9,0.9570305408163265,1.0,0.6974153775510202,0.7152645
200,200,13,abayes,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,13,bs,ASTRID-ws,8,8,0.08163265306122448,NA,NA,NA,NA,NA
200,200,13,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,13,abayes,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,13,bs,TQMC-n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,13,abayes,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,13,bs,TQMC-wn_n2,5,5,0.05102040816326531,NA,NA,NA,NA,NA
200,200,13,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA,NA
200,200,13,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,13,abayes,TQMC-wh_n2,5,5,0.05102040816326531,217618020.2,0.9313006836734693,1.0,0.6733694285714285,0.664805
200,200,13,bs,TQMC-wh_n2,6,6,0.061224489795918366,105896769.0,0.9447775612244897,1.0,0.6961484183673469,0.7245485
200,200,13,abayes,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,13,bs,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,13,abayes,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA,NA
200,200,13,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA,NA
200,200,14,abayes,ASTER-wh,5,5,0.05102040816326531,241029619.7,0.9411396836734696,1.0,0.638521306122449,0.6301559999999999
200,200,14,bs,ASTER-wh,9,9,0.09183673469387756,100649947.7,0.9517251122448979,1.0,0.673605469387755,0.6958105
200,200,14,abayes,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA,NA
200,200,14,bs,ASTRID-ws,11,11,0.11224489795918367,NA,NA,NA,NA,NA
200,200,14,bs,ASTEROID,98,98,1.0,NA,NA,NA,NA,NA
200,200,14,abayes,TQMC-n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,14,bs,TQMC-n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,14,abayes,TQMC-wn_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,14,bs,TQMC-wn_n2,10,10,0.10204081632653061,NA,NA,NA,NA,NA
200,200,14,abayes,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA,NA
