NBPS,NGEN,REPL,SUPP,MTHD,SEFN,SEFP,SERF,QSWN,QSWH,DIFF_QSWN,DIFF_QSWH
200,50,44,abayes,ASTER-wh,10,10,0.10204081632653061,113081620.0,26180239.41,0.0038030791333731506,0.00472729964805228
200,50,44,abayes,ASTRID-ws,7,7,0.07142857142857142,111700870.0,25877523.62,-0.008453564355758019,-0.006890119638470813
200,50,44,abayes,TQMC-n2,8,8,0.08163265306122448,112107478.0,25848219.88,-0.004844185905040187,-0.008014718504764783
200,50,44,abayes,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,44,abayes,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA
200,50,44,abayes,TQMC-wh_n2,12,12,0.12244897959183673,112996785.0,26165353.79,0.0030500156893025782,0.00415602951747909
200,50,44,abayes,TQMC-wh_n1,10,10,0.10204081632653061,NA,NA,NA,NA
200,50,44,abayes,TQMC-wh_n0,10,10,0.10204081632653061,113136722.0,26171850.78,0.004292208642363269,0.0044053665505105425
200,50,44,bs,ASTER-wh,13,13,0.1326530612244898,NA,NA,NA,NA
200,50,44,bs,ASTRID-ws,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,44,bs,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,44,bs,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,44,bs,TQMC-ws_n2,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,44,bs,TQMC-wh_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,44,bs,TQMC-wh_n1,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,44,bs,TQMC-wh_n0,15,15,0.15306122448979592,NA,NA,NA,NA
200,50,45,abayes,ASTER-wh,14,14,0.14285714285714285,99639003.0,52237277.2,0.0064350163538235885,0.007984635645566028
200,50,45,abayes,ASTRID-ws,11,11,0.11224489795918367,99129291.0,52035298.06,0.0012865103510513595,0.004087191506940339
200,50,45,abayes,TQMC-n2,18,18,0.1836734693877551,99491487.0,51897425.1,0.004944984705549763,0.0014267575639748623
200,50,45,abayes,TQMC-wn_n2,18,18,0.1836734693877551,NA,NA,NA,NA
200,50,45,abayes,TQMC-ws_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,45,abayes,TQMC-wh_n2,12,12,0.12244897959183673,98657379.0,51972320.4,-0.0034801848901441553,0.0028719575385643178
200,50,45,abayes,TQMC-wh_n1,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,45,abayes,TQMC-wh_n0,16,16,0.16326530612244897,99549477.0,52222001.02,0.0055307308977146745,0.007689862342730945
200,50,45,bs,ASTER-wh,15,15,0.15306122448979592,NA,NA,NA,NA
200,50,45,bs,ASTRID-ws,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,45,bs,TQMC-n2,19,19,0.19387755102040816,NA,NA,NA,NA
200,50,45,bs,TQMC-wn_n2,17,17,0.17346938775510204,NA,NA,NA,NA
200,50,45,bs,TQMC-ws_n2,11,11,0.11224489795918367,NA,NA,NA,NA
200,50,45,bs,TQMC-wh_n2,13,13,0.1326530612244898,NA,NA,NA,NA
200,50,45,bs,TQMC-wh_n1,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,45,bs,TQMC-wh_n0,19,19,0.19387755102040816,NA,NA,NA,NA
200,50,46,abayes,ASTER-wh,12,12,0.12244897959183673,113115183.0,65061366.72,0.0006003680954362887,0.0009792981247310896
200,50,46,abayes,ASTRID-ws,7,7,0.07142857142857142,113037175.0,65051783.3,-8.967926553017674e-05,0.0008318557098411568
200,50,46,abayes,TQMC-n2,8,8,0.08163265306122448,113064084.0,64902335.96,0.00014835381359307496,-0.0014674149793775307
200,50,46,abayes,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,46,abayes,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,50,46,abayes,TQMC-wh_n2,6,6,0.061224489795918366,112947413.0,65002420.92,-0.0008837007917207197,7.240777664899208e-05
200,50,46,abayes,TQMC-wh_n1,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,46,abayes,TQMC-wh_n0,12,12,0.12244897959183673,113115183.0,65061366.72,0.0006003680954362887,0.0009792981247310896
200,50,46,bs,ASTER-wh,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,46,bs,ASTRID-ws,11,11,0.11224489795918367,NA,NA,NA,NA
200,50,46,bs,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,46,bs,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,46,bs,TQMC-ws_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,46,bs,TQMC-wh_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,46,bs,TQMC-wh_n1,13,13,0.1326530612244898,NA,NA,NA,NA
200,50,46,bs,TQMC-wh_n0,16,16,0.16326530612244897,NA,NA,NA,NA
200,50,47,abayes,ASTER-wh,14,14,0.14285714285714285,113703838.0,60055070.89,0.004573579889246541,0.0018411996165787494
200,50,47,abayes,ASTRID-ws,15,15,0.15306122448979592,113549205.0,59989201.47,0.003207397101476318,0.0007423632023861484
200,50,47,abayes,TQMC-n2,14,14,0.14285714285714285,113665094.0,60010526.57,0.004231276590924905,0.0010981094108133615
200,50,47,abayes,TQMC-wn_n2,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,47,abayes,TQMC-ws_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,47,abayes,TQMC-wh_n2,11,11,0.11224489795918367,113255327.0,59960346.96,0.0006109845290995441,0.00026101106201993
200,50,47,abayes,TQMC-wh_n1,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,47,abayes,TQMC-wh_n0,17,17,0.17346938775510204,113414937.0,59989349.36,0.0020211391193616832,0.0007448303095399019
200,50,47,bs,ASTER-wh,15,15,0.15306122448979592,NA,NA,NA,NA
200,50,47,bs,ASTRID-ws,19,19,0.19387755102040816,NA,NA,NA,NA
200,50,47,bs,TQMC-n2,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,47,bs,TQMC-wn_n2,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,47,bs,TQMC-ws_n2,17,17,0.17346938775510204,NA,NA,NA,NA
200,50,47,bs,TQMC-wh_n2,15,15,0.15306122448979592,NA,NA,NA,NA
200,50,47,bs,TQMC-wh_n1,15,15,0.15306122448979592,NA,NA,NA,NA
200,50,47,bs,TQMC-wh_n0,17,17,0.17346938775510204,NA,NA,NA,NA
200,50,48,abayes,ASTER-wh,5,5,0.05102040816326531,120862322.0,58933057.45,-0.0015119624020546747,0.0029511799063023265
200,50,48,abayes,ASTRID-ws,4,4,0.04081632653061224,121199997.0,58828075.43,0.0012776948088657491,0.0011645452841756527
200,50,48,abayes,TQMC-n2,6,6,0.061224489795918366,121229605.0,58832905.53,0.0015222973725762161,0.0012467462542878342
200,50,48,abayes,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,50,48,abayes,TQMC-ws_n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,50,48,abayes,TQMC-wh_n2,5,5,0.05102040816326531,120862322.0,58933057.45,-0.0015119624020546747,0.0029511799063023265
200,50,48,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA
200,50,48,abayes,TQMC-wh_n0,5,5,0.05102040816326531,120862322.0,58933057.45,-0.0015119624020546747,0.0029511799063023265
200,50,48,bs,ASTER-wh,5,5,0.05102040816326531,NA,NA,NA,NA
200,50,48,bs,ASTRID-ws,4,4,0.04081632653061224,NA,NA,NA,NA
200,50,48,bs,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,50,48,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,50,48,bs,TQMC-ws_n2,2,2,0.02040816326530612,NA,NA,NA,NA
200,50,48,bs,TQMC-wh_n2,5,5,0.05102040816326531,NA,NA,NA,NA
200,50,48,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA
200,50,48,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA
200,50,49,abayes,ASTER-wh,28,28,0.2857142857142857,100046385.0,46501814.74,0.029208850409020628,0.02490020845204881
200,50,49,abayes,ASTRID-ws,28,28,0.2857142857142857,100406295.0,46059265.75,0.032911358574115354,0.015146426698858554
200,50,49,abayes,TQMC-n2,38,38,0.3877551020408163,101162364.0,45425666.82,0.04068927984853119,0.0011819033987944423
200,50,49,abayes,TQMC-wn_n2,38,38,0.3877551020408163,NA,NA,NA,NA
200,50,49,abayes,TQMC-ws_n2,34,34,0.3469387755102041,NA,NA,NA,NA
200,50,49,abayes,TQMC-wh_n2,29,29,0.29591836734693877,100345593.0,46206860.97,0.032286897873835894,0.018399426019214214
200,50,49,abayes,TQMC-wh_n1,32,32,0.32653061224489793,NA,NA,NA,NA
200,50,49,abayes,TQMC-wh_n0,32,32,0.32653061224489793,100146078.0,46305966.83,0.03023442387600623,0.02058371962454414
200,50,49,bs,ASTER-wh,28,28,0.2857142857142857,NA,NA,NA,NA
200,50,49,bs,ASTRID-ws,27,27,0.2755102040816326,NA,NA,NA,NA
200,50,49,bs,TQMC-n2,40,40,0.40816326530612246,NA,NA,NA,NA
200,50,49,bs,TQMC-wn_n2,38,38,0.3877551020408163,NA,NA,NA,NA
200,50,49,bs,TQMC-ws_n2,28,28,0.2857142857142857,NA,NA,NA,NA
200,50,49,bs,TQMC-wh_n2,25,25,0.25510204081632654,NA,NA,NA,NA
200,50,49,bs,TQMC-wh_n1,27,27,0.2755102040816326,NA,NA,NA,NA
200,50,49,bs,TQMC-wh_n0,29,29,0.29591836734693877,NA,NA,NA,NA
200,50,50,abayes,ASTER-wh,15,15,0.15306122448979592,108965493.0,53908773.04,0.01806131544456074,0.01740141787122285
200,50,50,abayes,ASTRID-ws,10,10,0.10204081632653061,107915462.0,53447661.91,0.008250907473318253,0.008699028797924724
200,50,50,abayes,TQMC-n2,12,12,0.12244897959183673,107875381.0,53419340.63,0.00787643189888724,0.008164531186440567
200,50,50,abayes,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,50,abayes,TQMC-ws_n2,13,13,0.1326530612244898,NA,NA,NA,NA
200,50,50,abayes,TQMC-wh_n2,14,14,0.14285714285714285,108542615.0,53657936.4,0.014110379041670654,0.012667465699825884
200,50,50,abayes,TQMC-wh_n1,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,50,abayes,TQMC-wh_n0,15,15,0.15306122448979592,108942547.0,53908375.22,0.017846931658455256,0.017393909953508646
200,50,50,bs,ASTER-wh,14,14,0.14285714285714285,NA,NA,NA,NA
200,50,50,bs,ASTRID-ws,16,16,0.16326530612244897,NA,NA,NA,NA
200,50,50,bs,TQMC-n2,13,13,0.1326530612244898,NA,NA,NA,NA
200,50,50,bs,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,50,50,bs,TQMC-ws_n2,18,18,0.1836734693877551,NA,NA,NA,NA
200,50,50,bs,TQMC-wh_n2,16,16,0.16326530612244897,NA,NA,NA,NA
200,50,50,bs,TQMC-wh_n1,17,17,0.17346938775510204,NA,NA,NA,NA
200,50,50,bs,TQMC-wh_n0,15,15,0.15306122448979592,NA,NA,NA,NA
200,200,1,abayes,ASTER-wh,15,15,0.15306122448979592,397578674.0,173225910.2,0.003309377481879175,0.00198463118843855
200,200,1,abayes,ASTRID-ws,19,19,0.19387755102040816,397948458.0,172469900.7,0.004242545629732999,-0.0023883283714671477
200,200,1,abayes,TQMC-n2,32,32,0.32653061224489793,401154351.0,170995024.6,0.012332774609428006,-0.010919403101574911
200,200,1,abayes,TQMC-wn_n2,32,32,0.32653061224489793,NA,NA,NA,NA
200,200,1,abayes,TQMC-ws_n2,31,31,0.3163265306122449,NA,NA,NA,NA
200,200,1,abayes,TQMC-wh_n2,14,14,0.14285714285714285,396454190.0,172951789.1,0.0004716866905759839,0.00039904200626975496
200,200,1,abayes,TQMC-wh_n1,15,15,0.15306122448979592,NA,NA,NA,NA
200,200,1,abayes,TQMC-wh_n0,20,20,0.20408163265306123,397541280.0,173158731.8,0.003215011880012015,0.001596053496625068
200,200,1,bs,ASTER-wh,17,17,0.17346938775510204,NA,NA,NA,NA
200,200,1,bs,ASTRID-ws,15,15,0.15306122448979592,NA,NA,NA,NA
200,200,1,bs,TQMC-n2,32,32,0.32653061224489793,NA,NA,NA,NA
200,200,1,bs,TQMC-wn_n2,32,32,0.32653061224489793,NA,NA,NA,NA
200,200,1,bs,TQMC-ws_n2,21,21,0.21428571428571427,NA,NA,NA,NA
200,200,1,bs,TQMC-wh_n2,20,20,0.20408163265306123,NA,NA,NA,NA
200,200,1,bs,TQMC-wh_n1,20,20,0.20408163265306123,NA,NA,NA,NA
200,200,1,bs,TQMC-wh_n0,18,18,0.1836734693877551,NA,NA,NA,NA
200,200,2,abayes,ASTER-wh,6,6,0.061224489795918366,472881100.0,247226772.1,-5.0701506848064564e-05,4.788343398085303e-05
200,200,2,abayes,ASTRID-ws,9,9,0.09183673469387756,472925005.0,247200020.7,4.2139534907128944e-05,-6.032766598076701e-05
200,200,2,abayes,TQMC-n2,7,7,0.07142857142857142,472916744.0,247213261.2,2.4670912974782887e-05,-6.76900852577359e-06
200,200,2,abayes,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,2,abayes,TQMC-ws_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,2,abayes,TQMC-wh_n2,6,6,0.061224489795918366,472896940.0,247219363.0,-1.7206412863273193e-05,1.7913157257959448e-05
200,200,2,abayes,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,2,abayes,TQMC-wh_n0,7,7,0.07142857142857142,472866378.0,247225521.0,-8.183249003266675e-05,4.282265558565474e-05
200,200,2,bs,ASTER-wh,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,2,bs,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,2,bs,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,2,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,2,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,2,bs,TQMC-wh_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,2,bs,TQMC-wh_n1,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,2,bs,TQMC-wh_n0,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,3,abayes,ASTER-wh,8,8,0.08163265306122448,414455389.0,228053751.3,-8.663149325424798e-05,0.00018802918642855438
200,200,3,abayes,ASTRID-ws,6,6,0.061224489795918366,413413068.0,227244970.3,-0.002601330854963645,-0.003359086657192426
200,200,3,abayes,TQMC-n2,8,8,0.08163265306122448,414530055.0,227928466.0,9.350739154361545e-05,-0.00036144152641317894
200,200,3,abayes,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,3,abayes,TQMC-ws_n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,3,abayes,TQMC-wh_n2,4,4,0.04081632653061224,413768070.0,227468976.5,-0.0017448544884646879,-0.002376650199004996
200,200,3,abayes,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,3,abayes,TQMC-wh_n0,6,6,0.061224489795918366,414507085.0,228017976.7,3.8090063927204726e-05,3.1130532207834926e-05
200,200,3,bs,ASTER-wh,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,3,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,3,bs,TQMC-n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,3,bs,TQMC-wn_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,3,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,3,bs,TQMC-wh_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,3,bs,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,3,bs,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,4,abayes,ASTER-wh,11,11,0.11224489795918367,437874865.0,260423959.5,0.001078533709834542,0.000756568071239934
200,200,4,abayes,ASTRID-ws,9,9,0.09183673469387756,437470605.0,260147740.2,0.00015430617273318845,-0.0003048867934882562
200,200,4,abayes,TQMC-n2,12,12,0.12244897959183673,437790061.0,260299145.8,0.0008846530586290229,0.00027693428370334066
200,200,4,abayes,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,200,4,abayes,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,4,abayes,TQMC-wh_n2,10,10,0.10204081632653061,437747389.0,260403512.7,0.0007870954534660362,0.0006779951571526994
200,200,4,abayes,TQMC-wh_n1,10,10,0.10204081632653061,NA,NA,NA,NA
200,200,4,abayes,TQMC-wh_n0,11,11,0.11224489795918367,437874865.0,260423959.5,0.001078533709834542,0.000756568071239934
200,200,4,bs,ASTER-wh,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,4,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,4,bs,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA
200,200,4,bs,TQMC-wn_n2,12,12,0.12244897959183673,NA,NA,NA,NA
200,200,4,bs,TQMC-ws_n2,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,4,bs,TQMC-wh_n2,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,4,bs,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,4,bs,TQMC-wh_n0,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,5,abayes,ASTER-wh,4,4,0.04081632653061224,455996584.0,234518919.7,5.3110674577347796e-05,0.00017182162738589034
200,200,5,abayes,ASTRID-ws,4,4,0.04081632653061224,455979443.0,234515747.9,1.5518484259376183e-05,0.00015829459516231552
200,200,5,abayes,TQMC-n2,6,6,0.061224489795918366,455973562.0,234480501.6,2.620772850474073e-06,7.976846292703711e-06
200,200,5,abayes,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,5,abayes,TQMC-ws_n2,5,5,0.05102040816326531,NA,NA,NA,NA
200,200,5,abayes,TQMC-wh_n2,4,4,0.04081632653061224,455979443.0,234515747.9,1.5518484259376183e-05,0.00015829459516231552
200,200,5,abayes,TQMC-wh_n1,4,4,0.04081632653061224,NA,NA,NA,NA
200,200,5,abayes,TQMC-wh_n0,5,5,0.05102040816326531,455986654.0,234514633.1,3.133303909181847e-05,0.00015354021735694082
200,200,5,bs,ASTER-wh,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,5,bs,ASTRID-ws,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,5,bs,TQMC-n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,5,bs,TQMC-wn_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,5,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,5,bs,TQMC-wh_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,5,bs,TQMC-wh_n1,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,5,bs,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,6,abayes,ASTER-wh,10,10,0.10204081632653061,434631561.0,256197065.4,0.001063466325191693,0.0016754566695309115
200,200,6,abayes,ASTRID-ws,9,9,0.09183673469387756,434593643.0,256165764.2,0.0009761318379566101,0.0015530757056608927
200,200,6,abayes,TQMC-n2,11,11,0.11224489795918367,434636323.0,256173101.8,0.0010744343833227511,0.0015817641444586083
200,200,6,abayes,TQMC-wn_n2,11,11,0.11224489795918367,NA,NA,NA,NA
200,200,6,abayes,TQMC-ws_n2,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,6,abayes,TQMC-wh_n2,9,9,0.09183673469387756,434588919.0,256187889.1,0.0009652513031789707,0.0016395793089581132
200,200,6,abayes,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,6,abayes,TQMC-wh_n0,10,10,0.10204081632653061,434631561.0,256197065.4,0.001063466325191693,0.0016754566695309115
200,200,6,bs,ASTER-wh,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,6,bs,ASTRID-ws,10,10,0.10204081632653061,NA,NA,NA,NA
200,200,6,bs,TQMC-n2,11,11,0.11224489795918367,NA,NA,NA,NA
200,200,6,bs,TQMC-wn_n2,11,11,0.11224489795918367,NA,NA,NA,NA
200,200,6,bs,TQMC-ws_n2,6,6,0.061224489795918366,NA,NA,NA,NA
200,200,6,bs,TQMC-wh_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,6,bs,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,6,bs,TQMC-wh_n0,10,10,0.10204081632653061,NA,NA,NA,NA
200,200,7,abayes,ASTER-wh,5,5,0.05102040816326531,473904384.0,314471014.4,-4.258224812924135e-06,0.00010590809764155362
200,200,7,abayes,ASTRID-ws,5,5,0.05102040816326531,472885463.0,313505472.3,-0.00215430514483744,-0.002964786225551904
200,200,7,abayes,TQMC-n2,7,7,0.07142857142857142,472716299.0,313043618.7,-0.002511261706905576,-0.004433610037239233
200,200,7,abayes,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,7,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA
200,200,7,abayes,TQMC-wh_n2,3,3,0.030612244897959183,473904160.0,314441032.4,-4.730891987401343e-06,1.055693978112509e-05
200,200,7,abayes,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA
200,200,7,abayes,TQMC-wh_n0,6,6,0.061224489795918366,473641949.0,314267849.4,-0.0005580279120179516,-0.0005402135082124242
200,200,7,bs,ASTER-wh,5,5,0.05102040816326531,NA,NA,NA,NA
200,200,7,bs,ASTRID-ws,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,7,bs,TQMC-n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,7,bs,TQMC-wn_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,7,bs,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA
200,200,7,bs,TQMC-wh_n2,4,4,0.04081632653061224,NA,NA,NA,NA
200,200,7,bs,TQMC-wh_n1,5,5,0.05102040816326531,NA,NA,NA,NA
200,200,7,bs,TQMC-wh_n0,5,5,0.05102040816326531,NA,NA,NA,NA
200,200,8,abayes,ASTER-wh,12,12,0.12244897959183673,410517274.0,239989641.0,0.002458496216216623,0.004166849274270595
200,200,8,abayes,ASTRID-ws,17,17,0.17346938775510204,410288027.0,239557527.2,0.0018986888282281724,0.0023587947629763167
200,200,8,abayes,TQMC-n2,13,13,0.1326530612244898,410179093.0,239390257.4,0.0016326785510898288,0.0016589029370423821
200,200,8,abayes,TQMC-wn_n2,13,13,0.1326530612244898,NA,NA,NA,NA
200,200,8,abayes,TQMC-ws_n2,15,15,0.15306122448979592,NA,NA,NA,NA
200,200,8,abayes,TQMC-wh_n2,14,14,0.14285714285714285,410364019.0,239884586.6,0.0020842567223686337,0.0037272796936385503
200,200,8,abayes,TQMC-wh_n1,12,12,0.12244897959183673,NA,NA,NA,NA
200,200,8,abayes,TQMC-wh_n0,12,12,0.12244897959183673,410517274.0,239989641.0,0.002458496216216623,0.004166849274270595
200,200,8,bs,ASTER-wh,16,16,0.16326530612244897,NA,NA,NA,NA
200,200,8,bs,ASTRID-ws,19,19,0.19387755102040816,NA,NA,NA,NA
200,200,8,bs,TQMC-n2,13,13,0.1326530612244898,NA,NA,NA,NA
200,200,8,bs,TQMC-wn_n2,13,13,0.1326530612244898,NA,NA,NA,NA
200,200,8,bs,TQMC-ws_n2,16,16,0.16326530612244897,NA,NA,NA,NA
200,200,8,bs,TQMC-wh_n2,17,17,0.17346938775510204,NA,NA,NA,NA
200,200,8,bs,TQMC-wh_n1,15,15,0.15306122448979592,NA,NA,NA,NA
200,200,8,bs,TQMC-wh_n0,16,16,0.16326530612244897,NA,NA,NA,NA
200,200,9,abayes,ASTER-wh,3,3,0.030612244897959183,503276705.0,121370067.9,7.709673587844407e-05,5.63070030180379e-05
200,200,9,abayes,ASTRID-ws,4,4,0.04081632653061224,503278514.0,121366273.6,8.069145713222276e-05,2.5043004312855724e-05
200,200,9,abayes,TQMC-n2,3,3,0.030612244897959183,503276370.0,121365809.4,7.643104675737395e-05,2.1218122727707668e-05
200,200,9,abayes,TQMC-wn_n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,abayes,TQMC-ws_n2,4,4,0.04081632653061224,NA,NA,NA,NA
200,200,9,abayes,TQMC-wh_n2,2,2,0.02040816326530612,503274068.0,121369584.5,7.18566695731846e-05,5.232391866144408e-05
200,200,9,abayes,TQMC-wh_n1,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,abayes,TQMC-wh_n0,3,3,0.030612244897959183,503276705.0,121370067.9,7.709673587844407e-05,5.63070030180379e-05
200,200,9,bs,ASTER-wh,2,2,0.02040816326530612,NA,NA,NA,NA
200,200,9,bs,ASTRID-ws,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,bs,TQMC-n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,bs,TQMC-wn_n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,bs,TQMC-ws_n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,bs,TQMC-wh_n2,3,3,0.030612244897959183,NA,NA,NA,NA
200,200,9,bs,TQMC-wh_n1,2,2,0.02040816326530612,NA,NA,NA,NA
200,200,9,bs,TQMC-wh_n0,2,2,0.02040816326530612,NA,NA,NA,NA
200,200,10,abayes,ASTER-wh,7,7,0.07142857142857142,483180352.0,219076663.3,0.0011746771982231402,0.001134976609192962
200,200,10,abayes,ASTRID-ws,12,12,0.12244897959183673,483137754.0,218970764.4,0.0010864119392514967,0.0006510405697378401
200,200,10,abayes,TQMC-n2,10,10,0.10204081632653061,483344807.0,218928375.4,0.0015154364630755193,0.0004573316192533497
200,200,10,abayes,TQMC-wn_n2,10,10,0.10204081632653061,NA,NA,NA,NA
200,200,10,abayes,TQMC-ws_n2,10,10,0.10204081632653061,NA,NA,NA,NA
200,200,10,abayes,TQMC-wh_n2,8,8,0.08163265306122448,483165221.0,219075317.1,0.001143324983717766,0.0011288247540148335
200,200,10,abayes,TQMC-wh_n1,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,10,abayes,TQMC-wh_n0,7,7,0.07142857142857142,483180352.0,219076663.3,0.0011746771982231402,0.001134976609192962
200,200,10,bs,ASTER-wh,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,10,bs,ASTRID-ws,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,10,bs,TQMC-n2,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,10,bs,TQMC-wn_n2,10,10,0.10204081632653061,NA,NA,NA,NA
200,200,10,bs,TQMC-ws_n2,7,7,0.07142857142857142,NA,NA,NA,NA
200,200,10,bs,TQMC-wh_n2,5,5,0.05102040816326531,NA,NA,NA,NA
200,200,10,bs,TQMC-wh_n1,9,9,0.09183673469387756,NA,NA,NA,NA
200,200,10,bs,TQMC-wh_n0,8,8,0.08163265306122448,NA,NA,NA,NA
200,200,11,abayes,ASTER-wh,6,6,0.061224489795918366,504210131.0,217242031.7,-0.0003390273541756013,0.0016171433357446247
