NBPS,NGEN,REPL,SUPP,MTHD,SEFN,SEFP,SERF
800,200,36,abayes,ASTRID-ws,3,3,0.030612244897959183
800,200,36,bs,TQMC-wh_n2,1,1,0.01020408163265306
800,200,36,abayes,TQMC-wh_n2,1,1,0.01020408163265306
800,200,36,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
800,200,36,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
800,200,36,bs,TQMC-ws_n2,1,1,0.01020408163265306
800,200,36,abayes,TQMC-ws_n2,1,1,0.01020408163265306
800,200,36,bs,TQMC-wh_n1,2,2,0.02040816326530612
800,200,36,abayes,TQMC-wh_n1,3,3,0.030612244897959183
800,200,36,bs,TQMC-wh_n0,2,2,0.02040816326530612
800,200,36,abayes,TQMC-wh_n0,2,2,0.02040816326530612
800,200,37,bs,ASTER-wh,4,4,0.04081632653061224
800,200,37,abayes,ASTER-wh,5,5,0.05102040816326531
800,200,37,bs,ASTRID-ws,5,5,0.05102040816326531
800,200,37,abayes,ASTRID-ws,6,6,0.061224489795918366
800,200,37,bs,TQMC-wh_n2,4,4,0.04081632653061224
800,200,37,abayes,TQMC-wh_n2,5,5,0.05102040816326531
800,200,37,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
800,200,37,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
800,200,37,bs,TQMC-ws_n2,4,4,0.04081632653061224
800,200,37,abayes,TQMC-ws_n2,5,5,0.05102040816326531
800,200,37,bs,TQMC-wh_n1,4,4,0.04081632653061224
800,200,37,abayes,TQMC-wh_n1,5,5,0.05102040816326531
800,200,37,bs,TQMC-wh_n0,4,4,0.04081632653061224
800,200,37,abayes,TQMC-wh_n0,5,5,0.05102040816326531
800,200,38,bs,ASTER-wh,16,16,0.16326530612244897
800,200,38,abayes,ASTER-wh,19,19,0.19387755102040816
800,200,38,bs,ASTRID-ws,13,13,0.1326530612244898
800,200,38,abayes,ASTRID-ws,14,14,0.14285714285714285
800,200,38,bs,TQMC-wh_n2,14,14,0.14285714285714285
800,200,38,abayes,TQMC-wh_n2,16,16,0.16326530612244897
800,200,38,none_keeppoly,TQMC-n2,20,20,0.20408163265306123
800,200,38,none_refinepoly,TQMC-n2,20,20,0.20408163265306123
800,200,38,bs,TQMC-ws_n2,14,14,0.14285714285714285
800,200,38,abayes,TQMC-ws_n2,15,15,0.15306122448979592
800,200,38,bs,TQMC-wh_n1,13,13,0.1326530612244898
800,200,38,abayes,TQMC-wh_n1,16,16,0.16326530612244897
800,200,38,bs,TQMC-wh_n0,16,16,0.16326530612244897
800,200,38,abayes,TQMC-wh_n0,23,23,0.23469387755102042
800,200,39,bs,ASTER-wh,3,3,0.030612244897959183
800,200,39,abayes,ASTER-wh,5,5,0.05102040816326531
800,200,39,bs,ASTRID-ws,5,5,0.05102040816326531
800,200,39,abayes,ASTRID-ws,4,4,0.04081632653061224
800,200,39,bs,TQMC-wh_n2,4,4,0.04081632653061224
800,200,39,abayes,TQMC-wh_n2,5,5,0.05102040816326531
800,200,39,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
800,200,39,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
800,200,39,bs,TQMC-ws_n2,4,4,0.04081632653061224
800,200,39,abayes,TQMC-ws_n2,5,5,0.05102040816326531
800,200,39,bs,TQMC-wh_n1,3,3,0.030612244897959183
800,200,39,abayes,TQMC-wh_n1,5,5,0.05102040816326531
800,200,39,bs,TQMC-wh_n0,4,4,0.04081632653061224
800,200,39,abayes,TQMC-wh_n0,6,6,0.061224489795918366
800,200,40,bs,ASTER-wh,5,5,0.05102040816326531
800,200,40,abayes,ASTER-wh,7,7,0.07142857142857142
800,200,40,bs,ASTRID-ws,4,4,0.04081632653061224
800,200,40,abayes,ASTRID-ws,4,4,0.04081632653061224
800,200,40,bs,TQMC-wh_n2,4,4,0.04081632653061224
800,200,40,abayes,TQMC-wh_n2,5,5,0.05102040816326531
800,200,40,none_keeppoly,TQMC-n2,9,9,0.09183673469387756
800,200,40,none_refinepoly,TQMC-n2,9,9,0.09183673469387756
800,200,40,bs,TQMC-ws_n2,4,4,0.04081632653061224
800,200,40,abayes,TQMC-ws_n2,5,5,0.05102040816326531
800,200,40,bs,TQMC-wh_n1,7,7,0.07142857142857142
800,200,40,abayes,TQMC-wh_n1,7,7,0.07142857142857142
800,200,40,bs,TQMC-wh_n0,7,7,0.07142857142857142
800,200,40,abayes,TQMC-wh_n0,7,7,0.07142857142857142
800,200,41,bs,ASTER-wh,11,11,0.11224489795918367
800,200,41,abayes,ASTER-wh,8,8,0.08163265306122448
800,200,41,bs,ASTRID-ws,9,9,0.09183673469387756
800,200,41,abayes,ASTRID-ws,9,9,0.09183673469387756
800,200,41,bs,TQMC-wh_n2,11,11,0.11224489795918367
800,200,41,abayes,TQMC-wh_n2,10,10,0.10204081632653061
800,200,41,none_keeppoly,TQMC-n2,11,11,0.11224489795918367
800,200,41,none_refinepoly,TQMC-n2,11,11,0.11224489795918367
800,200,41,bs,TQMC-ws_n2,9,9,0.09183673469387756
800,200,41,abayes,TQMC-ws_n2,9,9,0.09183673469387756
800,200,41,bs,TQMC-wh_n1,10,10,0.10204081632653061
800,200,41,abayes,TQMC-wh_n1,8,8,0.08163265306122448
800,200,41,bs,TQMC-wh_n0,13,13,0.1326530612244898
800,200,41,abayes,TQMC-wh_n0,9,9,0.09183673469387756
800,200,42,bs,ASTER-wh,8,8,0.08163265306122448
800,200,42,abayes,ASTER-wh,8,8,0.08163265306122448
800,200,42,bs,ASTRID-ws,7,7,0.07142857142857142
800,200,42,abayes,ASTRID-ws,9,9,0.09183673469387756
800,200,42,bs,TQMC-wh_n2,7,7,0.07142857142857142
800,200,42,abayes,TQMC-wh_n2,7,7,0.07142857142857142
800,200,42,none_keeppoly,TQMC-n2,7,7,0.07142857142857142
800,200,42,none_refinepoly,TQMC-n2,7,7,0.07142857142857142
800,200,42,bs,TQMC-ws_n2,7,7,0.07142857142857142
800,200,42,abayes,TQMC-ws_n2,7,7,0.07142857142857142
800,200,42,bs,TQMC-wh_n1,8,8,0.08163265306122448
800,200,42,abayes,TQMC-wh_n1,8,8,0.08163265306122448
800,200,42,bs,TQMC-wh_n0,8,8,0.08163265306122448
800,200,42,abayes,TQMC-wh_n0,10,10,0.10204081632653061
800,200,43,bs,ASTER-wh,6,6,0.061224489795918366
800,200,43,abayes,ASTER-wh,5,5,0.05102040816326531
800,200,43,bs,ASTRID-ws,8,8,0.08163265306122448
800,200,43,abayes,ASTRID-ws,8,8,0.08163265306122448
800,200,43,bs,TQMC-wh_n2,7,7,0.07142857142857142
800,200,43,abayes,TQMC-wh_n2,6,6,0.061224489795918366
800,200,43,none_keeppoly,TQMC-n2,5,5,0.05102040816326531
800,200,43,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
800,200,43,bs,TQMC-ws_n2,8,8,0.08163265306122448
800,200,43,abayes,TQMC-ws_n2,5,5,0.05102040816326531
800,200,43,bs,TQMC-wh_n1,6,6,0.061224489795918366
800,200,43,abayes,TQMC-wh_n1,6,6,0.061224489795918366
800,200,43,bs,TQMC-wh_n0,6,6,0.061224489795918366
800,200,43,abayes,TQMC-wh_n0,5,5,0.05102040816326531
800,200,44,bs,ASTER-wh,5,5,0.05102040816326531
800,200,44,abayes,ASTER-wh,5,5,0.05102040816326531
800,200,44,bs,ASTRID-ws,5,5,0.05102040816326531
800,200,44,abayes,ASTRID-ws,4,4,0.04081632653061224
800,200,44,bs,TQMC-wh_n2,6,6,0.061224489795918366
800,200,44,abayes,TQMC-wh_n2,6,6,0.061224489795918366
800,200,44,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
800,200,44,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
800,200,44,bs,TQMC-ws_n2,6,6,0.061224489795918366
800,200,44,abayes,TQMC-ws_n2,4,4,0.04081632653061224
800,200,44,bs,TQMC-wh_n1,6,6,0.061224489795918366
800,200,44,abayes,TQMC-wh_n1,6,6,0.061224489795918366
800,200,44,bs,TQMC-wh_n0,5,5,0.05102040816326531
800,200,44,abayes,TQMC-wh_n0,5,5,0.05102040816326531
800,200,45,bs,ASTER-wh,5,5,0.05102040816326531
800,200,45,abayes,ASTER-wh,5,5,0.05102040816326531
800,200,45,bs,ASTRID-ws,8,8,0.08163265306122448
800,200,45,abayes,ASTRID-ws,10,10,0.10204081632653061
800,200,45,bs,TQMC-wh_n2,6,6,0.061224489795918366
800,200,45,abayes,TQMC-wh_n2,6,6,0.061224489795918366
800,200,45,none_keeppoly,TQMC-n2,8,8,0.08163265306122448
800,200,45,none_refinepoly,TQMC-n2,8,8,0.08163265306122448
800,200,45,bs,TQMC-ws_n2,5,5,0.05102040816326531
800,200,45,abayes,TQMC-ws_n2,6,6,0.061224489795918366
800,200,45,bs,TQMC-wh_n1,5,5,0.05102040816326531
800,200,45,abayes,TQMC-wh_n1,5,5,0.05102040816326531
800,200,45,bs,TQMC-wh_n0,6,6,0.061224489795918366
800,200,45,abayes,TQMC-wh_n0,5,5,0.05102040816326531
800,200,46,bs,ASTER-wh,1,1,0.01020408163265306
800,200,46,abayes,ASTER-wh,0,0,0.0
800,200,46,bs,ASTRID-ws,2,2,0.02040816326530612
800,200,46,abayes,ASTRID-ws,1,1,0.01020408163265306
800,200,46,bs,TQMC-wh_n2,0,0,0.0
800,200,46,abayes,TQMC-wh_n2,0,0,0.0
800,200,46,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
800,200,46,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
800,200,46,bs,TQMC-ws_n2,0,0,0.0
800,200,46,abayes,TQMC-ws_n2,0,0,0.0
800,200,46,bs,TQMC-wh_n1,1,1,0.01020408163265306
800,200,46,abayes,TQMC-wh_n1,0,0,0.0
800,200,46,bs,TQMC-wh_n0,1,1,0.01020408163265306
800,200,46,abayes,TQMC-wh_n0,0,0,0.0
800,200,47,bs,ASTER-wh,5,5,0.05102040816326531
800,200,47,abayes,ASTER-wh,7,7,0.07142857142857142
800,200,47,bs,ASTRID-ws,5,5,0.05102040816326531
800,200,47,abayes,ASTRID-ws,7,7,0.07142857142857142
800,200,47,bs,TQMC-wh_n2,5,5,0.05102040816326531
800,200,47,abayes,TQMC-wh_n2,5,5,0.05102040816326531
800,200,47,none_keeppoly,TQMC-n2,5,5,0.05102040816326531
800,200,47,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
800,200,47,bs,TQMC-ws_n2,5,5,0.05102040816326531
800,200,47,abayes,TQMC-ws_n2,5,5,0.05102040816326531
800,200,47,bs,TQMC-wh_n1,6,6,0.061224489795918366
800,200,47,abayes,TQMC-wh_n1,7,7,0.07142857142857142
800,200,47,bs,TQMC-wh_n0,7,7,0.07142857142857142
800,200,47,abayes,TQMC-wh_n0,8,8,0.08163265306122448
800,200,48,bs,ASTER-wh,2,2,0.02040816326530612
800,200,48,abayes,ASTER-wh,2,2,0.02040816326530612
800,200,48,bs,ASTRID-ws,3,3,0.030612244897959183
800,200,48,abayes,ASTRID-ws,1,1,0.01020408163265306
800,200,48,bs,TQMC-wh_n2,3,3,0.030612244897959183
800,200,48,abayes,TQMC-wh_n2,2,2,0.02040816326530612
800,200,48,none_keeppoly,TQMC-n2,2,2,0.02040816326530612
800,200,48,none_refinepoly,TQMC-n2,2,2,0.02040816326530612
800,200,48,bs,TQMC-ws_n2,3,3,0.030612244897959183
800,200,48,abayes,TQMC-ws_n2,2,2,0.02040816326530612
800,200,48,bs,TQMC-wh_n1,2,2,0.02040816326530612
800,200,48,abayes,TQMC-wh_n1,2,2,0.02040816326530612
800,200,48,bs,TQMC-wh_n0,2,2,0.02040816326530612
800,200,48,abayes,TQMC-wh_n0,2,2,0.02040816326530612
800,200,49,bs,ASTER-wh,20,20,0.20408163265306123
800,200,49,abayes,ASTER-wh,18,18,0.1836734693877551
800,200,49,bs,ASTRID-ws,22,22,0.22448979591836735
800,200,49,abayes,ASTRID-ws,22,22,0.22448979591836735
800,200,49,bs,TQMC-wh_n2,21,21,0.21428571428571427
800,200,49,abayes,TQMC-wh_n2,19,19,0.19387755102040816
800,200,49,none_keeppoly,TQMC-n2,22,22,0.22448979591836735
800,200,49,none_refinepoly,TQMC-n2,22,22,0.22448979591836735
800,200,49,bs,TQMC-ws_n2,21,21,0.21428571428571427
800,200,49,abayes,TQMC-ws_n2,22,22,0.22448979591836735
800,200,49,bs,TQMC-wh_n1,21,21,0.21428571428571427
800,200,49,abayes,TQMC-wh_n1,20,20,0.20408163265306123
800,200,49,bs,TQMC-wh_n0,20,20,0.20408163265306123
800,200,49,abayes,TQMC-wh_n0,21,21,0.21428571428571427
800,200,50,bs,ASTER-wh,11,11,0.11224489795918367
800,200,50,abayes,ASTER-wh,11,11,0.11224489795918367
800,200,50,bs,ASTRID-ws,10,10,0.10204081632653061
800,200,50,abayes,ASTRID-ws,10,10,0.10204081632653061
800,200,50,bs,TQMC-wh_n2,8,8,0.08163265306122448
800,200,50,abayes,TQMC-wh_n2,9,9,0.09183673469387756
800,200,50,none_keeppoly,TQMC-n2,9,9,0.09183673469387756
800,200,50,none_refinepoly,TQMC-n2,9,9,0.09183673469387756
800,200,50,bs,TQMC-ws_n2,8,8,0.08163265306122448
800,200,50,abayes,TQMC-ws_n2,8,8,0.08163265306122448
800,200,50,bs,TQMC-wh_n1,9,9,0.09183673469387756
800,200,50,abayes,TQMC-wh_n1,8,8,0.08163265306122448
800,200,50,bs,TQMC-wh_n0,11,11,0.11224489795918367
800,200,50,abayes,TQMC-wh_n0,10,10,0.10204081632653061
800,500,1,bs,ASTER-wh,9,9,0.09183673469387756
800,500,1,abayes,ASTER-wh,13,13,0.1326530612244898
800,500,1,bs,ASTRID-ws,14,14,0.14285714285714285
800,500,1,abayes,ASTRID-ws,17,17,0.17346938775510204
800,500,1,bs,TQMC-wh_n2,14,14,0.14285714285714285
800,500,1,abayes,TQMC-wh_n2,13,13,0.1326530612244898
800,500,1,none_keeppoly,TQMC-n2,21,21,0.21428571428571427
800,500,1,none_refinepoly,TQMC-n2,21,21,0.21428571428571427
800,500,1,bs,TQMC-ws_n2,14,14,0.14285714285714285
800,500,1,abayes,TQMC-ws_n2,22,22,0.22448979591836735
800,500,1,bs,TQMC-wh_n1,14,14,0.14285714285714285
800,500,1,abayes,TQMC-wh_n1,12,12,0.12244897959183673
800,500,1,bs,TQMC-wh_n0,10,10,0.10204081632653061
800,500,1,abayes,TQMC-wh_n0,16,16,0.16326530612244897
800,500,2,bs,ASTER-wh,3,3,0.030612244897959183
800,500,2,abayes,ASTER-wh,4,4,0.04081632653061224
800,500,2,bs,ASTRID-ws,5,5,0.05102040816326531
800,500,2,abayes,ASTRID-ws,5,5,0.05102040816326531
800,500,2,bs,TQMC-wh_n2,3,3,0.030612244897959183
800,500,2,abayes,TQMC-wh_n2,4,4,0.04081632653061224
800,500,2,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
800,500,2,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
800,500,2,bs,TQMC-ws_n2,3,3,0.030612244897959183
800,500,2,abayes,TQMC-ws_n2,5,5,0.05102040816326531
800,500,2,bs,TQMC-wh_n1,3,3,0.030612244897959183
800,500,2,abayes,TQMC-wh_n1,4,4,0.04081632653061224
800,500,2,bs,TQMC-wh_n0,3,3,0.030612244897959183
800,500,2,abayes,TQMC-wh_n0,4,4,0.04081632653061224
800,500,3,bs,ASTER-wh,1,1,0.01020408163265306
800,500,3,abayes,ASTER-wh,1,1,0.01020408163265306
800,500,3,bs,ASTRID-ws,1,1,0.01020408163265306
800,500,3,abayes,ASTRID-ws,1,1,0.01020408163265306
800,500,3,bs,TQMC-wh_n2,1,1,0.01020408163265306
800,500,3,abayes,TQMC-wh_n2,2,2,0.02040816326530612
800,500,3,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
800,500,3,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
800,500,3,bs,TQMC-ws_n2,1,1,0.01020408163265306
800,500,3,abayes,TQMC-ws_n2,1,1,0.01020408163265306
800,500,3,bs,TQMC-wh_n1,1,1,0.01020408163265306
800,500,3,abayes,TQMC-wh_n1,1,1,0.01020408163265306
800,500,3,bs,TQMC-wh_n0,1,1,0.01020408163265306
800,500,3,abayes,TQMC-wh_n0,1,1,0.01020408163265306
800,500,4,bs,ASTER-wh,9,9,0.09183673469387756
800,500,4,abayes,ASTER-wh,7,7,0.07142857142857142
800,500,4,bs,ASTRID-ws,9,9,0.09183673469387756
800,500,4,abayes,ASTRID-ws,9,9,0.09183673469387756
800,500,4,bs,TQMC-wh_n2,8,8,0.08163265306122448
800,500,4,abayes,TQMC-wh_n2,9,9,0.09183673469387756
800,500,4,none_keeppoly,TQMC-n2,9,9,0.09183673469387756
800,500,4,none_refinepoly,TQMC-n2,9,9,0.09183673469387756
800,500,4,bs,TQMC-ws_n2,8,8,0.08163265306122448
800,500,4,abayes,TQMC-ws_n2,9,9,0.09183673469387756
800,500,4,bs,TQMC-wh_n1,9,9,0.09183673469387756
800,500,4,abayes,TQMC-wh_n1,7,7,0.07142857142857142
800,500,4,bs,TQMC-wh_n0,9,9,0.09183673469387756
800,500,4,abayes,TQMC-wh_n0,7,7,0.07142857142857142
800,500,5,bs,ASTER-wh,1,1,0.01020408163265306
800,500,5,abayes,ASTER-wh,0,0,0.0
800,500,5,bs,ASTRID-ws,0,0,0.0
800,500,5,abayes,ASTRID-ws,0,0,0.0
800,500,5,bs,TQMC-wh_n2,1,1,0.01020408163265306
800,500,5,abayes,TQMC-wh_n2,0,0,0.0
800,500,5,none_keeppoly,TQMC-n2,0,0,0.0
800,500,5,none_refinepoly,TQMC-n2,0,0,0.0
800,500,5,bs,TQMC-ws_n2,0,0,0.0
800,500,5,abayes,TQMC-ws_n2,0,0,0.0
800,500,5,bs,TQMC-wh_n1,1,1,0.01020408163265306
800,500,5,abayes,TQMC-wh_n1,0,0,0.0
800,500,5,bs,TQMC-wh_n0,2,2,0.02040816326530612
800,500,5,abayes,TQMC-wh_n0,1,1,0.01020408163265306
800,500,6,bs,ASTER-wh,5,5,0.05102040816326531
800,500,6,abayes,ASTER-wh,2,2,0.02040816326530612
800,500,6,bs,ASTRID-ws,7,7,0.07142857142857142
800,500,6,abayes,ASTRID-ws,6,6,0.061224489795918366
800,500,6,bs,TQMC-wh_n2,4,4,0.04081632653061224
800,500,6,abayes,TQMC-wh_n2,1,1,0.01020408163265306
800,500,6,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
800,500,6,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
800,500,6,bs,TQMC-ws_n2,3,3,0.030612244897959183
800,500,6,abayes,TQMC-ws_n2,1,1,0.01020408163265306
800,500,6,bs,TQMC-wh_n1,5,5,0.05102040816326531
800,500,6,abayes,TQMC-wh_n1,2,2,0.02040816326530612
800,500,6,bs,TQMC-wh_n0,5,5,0.05102040816326531
800,500,6,abayes,TQMC-wh_n0,2,2,0.02040816326530612
800,500,7,bs,ASTER-wh,2,2,0.02040816326530612
800,500,7,abayes,ASTER-wh,1,1,0.01020408163265306
800,500,7,bs,ASTRID-ws,2,2,0.02040816326530612
800,500,7,abayes,ASTRID-ws,3,3,0.030612244897959183
800,500,7,bs,TQMC-wh_n2,1,1,0.01020408163265306
800,500,7,abayes,TQMC-wh_n2,1,1,0.01020408163265306
800,500,7,none_keeppoly,TQMC-n2,0,0,0.0
800,500,7,none_refinepoly,TQMC-n2,0,0,0.0
800,500,7,bs,TQMC-ws_n2,1,1,0.01020408163265306
800,500,7,abayes,TQMC-ws_n2,1,1,0.01020408163265306
800,500,7,bs,TQMC-wh_n1,2,2,0.02040816326530612
800,500,7,abayes,TQMC-wh_n1,1,1,0.01020408163265306
800,500,7,bs,TQMC-wh_n0,2,2,0.02040816326530612
800,500,7,abayes,TQMC-wh_n0,1,1,0.01020408163265306
800,500,8,bs,ASTER-wh,6,6,0.061224489795918366
800,500,8,abayes,ASTER-wh,8,8,0.08163265306122448
800,500,8,bs,ASTRID-ws,7,7,0.07142857142857142
800,500,8,abayes,ASTRID-ws,7,7,0.07142857142857142
800,500,8,bs,TQMC-wh_n2,8,8,0.08163265306122448
800,500,8,abayes,TQMC-wh_n2,7,7,0.07142857142857142
800,500,8,none_keeppoly,TQMC-n2,8,8,0.08163265306122448
800,500,8,none_refinepoly,TQMC-n2,8,8,0.08163265306122448
800,500,8,bs,TQMC-ws_n2,7,7,0.07142857142857142
800,500,8,abayes,TQMC-ws_n2,7,7,0.07142857142857142
800,500,8,bs,TQMC-wh_n1,6,6,0.061224489795918366
800,500,8,abayes,TQMC-wh_n1,8,8,0.08163265306122448
800,500,8,bs,TQMC-wh_n0,6,6,0.061224489795918366
800,500,8,abayes,TQMC-wh_n0,8,8,0.08163265306122448
800,500,9,bs,ASTER-wh,1,1,0.01020408163265306
800,500,9,abayes,ASTER-wh,1,1,0.01020408163265306
800,500,9,bs,ASTRID-ws,1,1,0.01020408163265306
800,500,9,abayes,ASTRID-ws,2,2,0.02040816326530612
800,500,9,bs,TQMC-wh_n2,1,1,0.01020408163265306
800,500,9,abayes,TQMC-wh_n2,1,1,0.01020408163265306
800,500,9,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
800,500,9,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
800,500,9,bs,TQMC-ws_n2,1,1,0.01020408163265306
800,500,9,abayes,TQMC-ws_n2,2,2,0.02040816326530612
800,500,9,bs,TQMC-wh_n1,1,1,0.01020408163265306
800,500,9,abayes,TQMC-wh_n1,1,1,0.01020408163265306
800,500,9,bs,TQMC-wh_n0,1,1,0.01020408163265306
800,500,9,abayes,TQMC-wh_n0,1,1,0.01020408163265306
800,500,10,bs,ASTER-wh,3,3,0.030612244897959183
800,500,10,abayes,ASTER-wh,4,4,0.04081632653061224
800,500,10,bs,ASTRID-ws,6,6,0.061224489795918366
800,500,10,abayes,ASTRID-ws,5,5,0.05102040816326531
800,500,10,bs,TQMC-wh_n2,6,6,0.061224489795918366
800,500,10,abayes,TQMC-wh_n2,5,5,0.05102040816326531
800,500,10,none_keeppoly,TQMC-n2,6,6,0.061224489795918366
800,500,10,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
800,500,10,bs,TQMC-ws_n2,5,5,0.05102040816326531
800,500,10,abayes,TQMC-ws_n2,6,6,0.061224489795918366
800,500,10,bs,TQMC-wh_n1,4,4,0.04081632653061224
800,500,10,abayes,TQMC-wh_n1,4,4,0.04081632653061224
800,500,10,bs,TQMC-wh_n0,3,3,0.030612244897959183
800,500,10,abayes,TQMC-wh_n0,4,4,0.04081632653061224
800,500,11,bs,ASTER-wh,5,5,0.05102040816326531
800,500,11,abayes,ASTER-wh,5,5,0.05102040816326531
800,500,11,bs,ASTRID-ws,4,4,0.04081632653061224
800,500,11,abayes,ASTRID-ws,5,5,0.05102040816326531
800,500,11,bs,TQMC-wh_n2,5,5,0.05102040816326531
800,500,11,abayes,TQMC-wh_n2,4,4,0.04081632653061224
800,500,11,none_keeppoly,TQMC-n2,6,6,0.061224489795918366
800,500,11,none_refinepoly,TQMC-n2,6,6,0.061224489795918366
800,500,11,bs,TQMC-ws_n2,5,5,0.05102040816326531
800,500,11,abayes,TQMC-ws_n2,4,4,0.04081632653061224
800,500,11,bs,TQMC-wh_n1,5,5,0.05102040816326531
800,500,11,abayes,TQMC-wh_n1,5,5,0.05102040816326531
800,500,11,bs,TQMC-wh_n0,5,5,0.05102040816326531
800,500,11,abayes,TQMC-wh_n0,4,4,0.04081632653061224
800,500,12,bs,ASTER-wh,3,3,0.030612244897959183
800,500,12,abayes,ASTER-wh,2,2,0.02040816326530612
800,500,12,bs,ASTRID-ws,3,3,0.030612244897959183
800,500,12,abayes,ASTRID-ws,3,3,0.030612244897959183
800,500,12,bs,TQMC-wh_n2,3,3,0.030612244897959183
800,500,12,abayes,TQMC-wh_n2,2,2,0.02040816326530612
800,500,12,none_keeppoly,TQMC-n2,2,2,0.02040816326530612
800,500,12,none_refinepoly,TQMC-n2,2,2,0.02040816326530612
800,500,12,bs,TQMC-ws_n2,3,3,0.030612244897959183
800,500,12,abayes,TQMC-ws_n2,3,3,0.030612244897959183
800,500,12,bs,TQMC-wh_n1,3,3,0.030612244897959183
800,500,12,abayes,TQMC-wh_n1,2,2,0.02040816326530612
800,500,12,bs,TQMC-wh_n0,2,2,0.02040816326530612
800,500,12,abayes,TQMC-wh_n0,2,2,0.02040816326530612
800,500,13,bs,ASTER-wh,2,2,0.02040816326530612
800,500,13,abayes,ASTER-wh,1,1,0.01020408163265306
800,500,13,bs,ASTRID-ws,0,0,0.0
800,500,13,abayes,ASTRID-ws,0,0,0.0
800,500,13,bs,TQMC-wh_n2,1,1,0.01020408163265306
800,500,13,abayes,TQMC-wh_n2,0,0,0.0
800,500,13,none_keeppoly,TQMC-n2,0,0,0.0
800,500,13,none_refinepoly,TQMC-n2,0,0,0.0
800,500,13,bs,TQMC-ws_n2,0,0,0.0
800,500,13,abayes,TQMC-ws_n2,0,0,0.0
800,500,13,bs,TQMC-wh_n1,2,2,0.02040816326530612
800,500,13,abayes,TQMC-wh_n1,1,1,0.01020408163265306
800,500,13,bs,TQMC-wh_n0,2,2,0.02040816326530612
800,500,13,abayes,TQMC-wh_n0,1,1,0.01020408163265306
800,500,14,bs,ASTER-wh,4,4,0.04081632653061224
800,500,14,abayes,ASTER-wh,3,3,0.030612244897959183
800,500,14,bs,ASTRID-ws,3,3,0.030612244897959183
800,500,14,abayes,ASTRID-ws,3,3,0.030612244897959183
800,500,14,bs,TQMC-wh_n2,4,4,0.04081632653061224
800,500,14,abayes,TQMC-wh_n2,3,3,0.030612244897959183
800,500,14,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
800,500,14,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
800,500,14,bs,TQMC-ws_n2,4,4,0.04081632653061224
800,500,14,abayes,TQMC-ws_n2,3,3,0.030612244897959183
800,500,14,bs,TQMC-wh_n1,4,4,0.04081632653061224
800,500,14,abayes,TQMC-wh_n1,3,3,0.030612244897959183
800,500,14,bs,TQMC-wh_n0,5,5,0.05102040816326531
800,500,14,abayes,TQMC-wh_n0,4,4,0.04081632653061224
800,500,15,bs,ASTER-wh,3,3,0.030612244897959183
800,500,15,abayes,ASTER-wh,2,2,0.02040816326530612
800,500,15,bs,ASTRID-ws,3,3,0.030612244897959183
800,500,15,abayes,ASTRID-ws,2,2,0.02040816326530612
800,500,15,bs,TQMC-wh_n2,2,2,0.02040816326530612
800,500,15,abayes,TQMC-wh_n2,2,2,0.02040816326530612
800,500,15,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
800,500,15,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
800,500,15,bs,TQMC-ws_n2,3,3,0.030612244897959183
800,500,15,abayes,TQMC-ws_n2,2,2,0.02040816326530612
800,500,15,bs,TQMC-wh_n1,3,3,0.030612244897959183
800,500,15,abayes,TQMC-wh_n1,2,2,0.02040816326530612
800,500,15,bs,TQMC-wh_n0,3,3,0.030612244897959183
800,500,15,abayes,TQMC-wh_n0,2,2,0.02040816326530612
800,500,16,bs,ASTER-wh,9,9,0.09183673469387756
800,500,16,abayes,ASTER-wh,12,12,0.12244897959183673
800,500,16,bs,ASTRID-ws,12,12,0.12244897959183673
800,500,16,abayes,ASTRID-ws,9,9,0.09183673469387756
800,500,16,bs,TQMC-wh_n2,9,9,0.09183673469387756
800,500,16,abayes,TQMC-wh_n2,8,8,0.08163265306122448
800,500,16,none_keeppoly,TQMC-n2,10,10,0.10204081632653061
800,500,16,none_refinepoly,TQMC-n2,10,10,0.10204081632653061
800,500,16,bs,TQMC-ws_n2,10,10,0.10204081632653061
