NTAX,ILSL,SPEC,REPL,SUPP,NGEN,MTHD,SEFN,SEFNR
50,medium,shallow,7,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,7,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,7,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,7,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,8,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,8,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,8,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,8,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,8,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,8,abayes,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,8,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,8,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,8,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,8,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,8,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,9,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,9,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,9,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,9,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,9,sh,200,TQMC-ws_n2,0,0.0
50,medium,shallow,9,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,9,sh,200,TQMC-wh_n2,0,0.0
50,medium,shallow,9,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,9,sh,200,ASTER-wh,0,0.0
50,medium,shallow,9,abayes,200,ASTRID-ws,0,0.0
50,medium,shallow,9,sh,200,ASTRID-ws,0,0.0
50,medium,shallow,10,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,10,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,10,none,200,TQMC-n2,4,0.08333333333333333
50,medium,shallow,10,abayes,200,TQMC-ws_n2,4,0.08333333333333333
50,medium,shallow,10,sh,200,TQMC-ws_n2,4,0.08333333333333333
50,medium,shallow,10,abayes,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,10,sh,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,10,abayes,200,ASTER-wh,4,0.08333333333333333
50,medium,shallow,10,sh,200,ASTER-wh,4,0.08333333333333333
50,medium,shallow,10,abayes,200,ASTRID-ws,4,0.08333333333333333
50,medium,shallow,10,sh,200,ASTRID-ws,4,0.08333333333333333
50,medium,shallow,11,none,200,CA-ML,3,0.0625
50,medium,shallow,11,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,11,none,200,TQMC-n2,3,0.0625
50,medium,shallow,11,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,11,sh,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,11,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,11,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,11,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,11,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,11,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,11,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,12,none,200,CA-ML,6,0.125
50,medium,shallow,12,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,12,none,200,TQMC-n2,4,0.08333333333333333
50,medium,shallow,12,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,12,sh,200,TQMC-ws_n2,4,0.08333333333333333
50,medium,shallow,12,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,12,sh,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,12,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,12,sh,200,ASTER-wh,5,0.10416666666666667
50,medium,shallow,12,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,12,sh,200,ASTRID-ws,4,0.08333333333333333
50,medium,shallow,13,none,200,CA-ML,0,0.0
50,medium,shallow,13,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,13,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,13,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,13,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,13,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,13,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,13,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,13,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,13,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,13,sh,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,14,none,200,CA-ML,3,0.0625
50,medium,shallow,14,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,14,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,14,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,14,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,14,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,14,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,14,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,14,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,14,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,14,sh,200,ASTRID-ws,0,0.0
50,medium,shallow,15,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,15,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,15,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,15,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,15,sh,200,TQMC-ws_n2,0,0.0
50,medium,shallow,15,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,15,sh,200,TQMC-wh_n2,0,0.0
50,medium,shallow,15,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,15,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,15,abayes,200,ASTRID-ws,0,0.0
50,medium,shallow,15,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,16,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,16,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,16,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,16,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,16,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,16,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,16,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,16,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,16,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,16,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,16,sh,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,17,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,17,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,17,none,200,TQMC-n2,3,0.0625
50,medium,shallow,17,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,17,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,17,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,17,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,17,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,17,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,17,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,17,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,18,none,200,CA-ML,1,0.020833333333333332
50,medium,shallow,18,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,18,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,18,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,18,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,18,abayes,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,18,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,18,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,18,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,18,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,18,sh,200,ASTRID-ws,0,0.0
50,medium,shallow,19,none,200,CA-ML,1,0.020833333333333332
50,medium,shallow,19,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,19,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,19,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,19,sh,200,TQMC-ws_n2,0,0.0
50,medium,shallow,19,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,19,sh,200,TQMC-wh_n2,0,0.0
50,medium,shallow,19,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,19,sh,200,ASTER-wh,0,0.0
50,medium,shallow,19,abayes,200,ASTRID-ws,0,0.0
50,medium,shallow,19,sh,200,ASTRID-ws,0,0.0
50,medium,shallow,20,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,20,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,20,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,20,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,20,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,20,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,20,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,20,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,20,sh,200,ASTER-wh,0,0.0
50,medium,shallow,20,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,20,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,22,none,200,CA-ML,1,0.020833333333333332
50,medium,shallow,22,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,22,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,22,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,22,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,22,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,22,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,22,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,22,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,22,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,22,sh,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,23,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,23,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,23,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,23,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,23,sh,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,23,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,23,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,23,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,23,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,23,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,23,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,24,none,200,CA-ML,0,0.0
50,medium,shallow,24,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,24,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,24,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,24,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,24,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,24,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,24,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,24,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,24,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,24,sh,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,25,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,25,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,25,none,200,TQMC-n2,3,0.0625
50,medium,shallow,25,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,25,sh,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,25,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,25,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,25,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,25,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,25,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,25,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,26,none,200,CA-ML,3,0.0625
50,medium,shallow,26,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,26,none,200,TQMC-n2,3,0.0625
50,medium,shallow,26,abayes,200,TQMC-ws_n2,4,0.08333333333333333
50,medium,shallow,26,sh,200,TQMC-ws_n2,4,0.08333333333333333
50,medium,shallow,26,abayes,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,26,sh,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,26,abayes,200,ASTER-wh,4,0.08333333333333333
50,medium,shallow,26,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,26,abayes,200,ASTRID-ws,4,0.08333333333333333
50,medium,shallow,26,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,28,none,200,CA-ML,1,0.020833333333333332
50,medium,shallow,28,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,28,none,200,TQMC-n2,3,0.0625
50,medium,shallow,28,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,28,sh,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,28,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,28,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,28,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,28,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,28,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,28,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,29,none,200,CA-ML,4,0.08333333333333333
50,medium,shallow,29,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,29,none,200,TQMC-n2,3,0.0625
50,medium,shallow,29,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,29,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,29,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,29,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,29,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,29,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,29,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,29,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,30,none,200,CA-ML,3,0.0625
50,medium,shallow,30,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,30,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,30,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,30,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,30,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,30,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,30,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,30,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,30,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,30,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,31,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,31,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,31,none,200,TQMC-n2,4,0.08333333333333333
50,medium,shallow,31,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,31,sh,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,31,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,31,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,31,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,31,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,31,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,31,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,32,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,32,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,32,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,32,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,32,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,32,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,32,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,32,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,32,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,32,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,32,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,33,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,33,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,33,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,33,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,33,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,33,abayes,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,33,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,33,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,33,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,33,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,33,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,34,none,200,CA-ML,6,0.125
50,medium,shallow,34,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,34,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,34,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,34,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,34,abayes,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,34,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,34,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,34,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,34,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,34,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,35,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,35,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,35,none,200,TQMC-n2,3,0.0625
50,medium,shallow,35,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,35,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,35,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,35,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,35,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,35,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,35,abayes,200,ASTRID-ws,0,0.0
50,medium,shallow,35,sh,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,36,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,36,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,36,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,36,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,36,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,36,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,36,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,36,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,36,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,36,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,36,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,37,none,200,CA-ML,3,0.0625
50,medium,shallow,37,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,37,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,37,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,37,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,37,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,37,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,37,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,37,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,37,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,37,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,38,none,200,CA-ML,0,0.0
50,medium,shallow,38,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,38,none,200,TQMC-n2,0,0.0
50,medium,shallow,38,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,38,sh,200,TQMC-ws_n2,0,0.0
50,medium,shallow,38,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,38,sh,200,TQMC-wh_n2,0,0.0
50,medium,shallow,38,abayes,200,ASTER-wh,0,0.0
50,medium,shallow,38,sh,200,ASTER-wh,0,0.0
50,medium,shallow,38,abayes,200,ASTRID-ws,0,0.0
50,medium,shallow,38,sh,200,ASTRID-ws,0,0.0
50,medium,shallow,39,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,39,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,39,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,39,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,39,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,39,abayes,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,39,sh,200,TQMC-wh_n2,3,0.0625
50,medium,shallow,39,abayes,200,ASTER-wh,3,0.0625
50,medium,shallow,39,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,39,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,39,sh,200,ASTRID-ws,3,0.0625
50,medium,shallow,40,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,40,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,40,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,40,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,40,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,40,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,40,sh,200,TQMC-wh_n2,2,0.041666666666666664
50,medium,shallow,40,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,40,sh,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,40,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,40,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,42,none,200,CA-ML,2,0.041666666666666664
50,medium,shallow,42,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,42,none,200,TQMC-n2,2,0.041666666666666664
50,medium,shallow,42,abayes,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,42,sh,200,TQMC-ws_n2,2,0.041666666666666664
50,medium,shallow,42,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,42,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,42,abayes,200,ASTER-wh,2,0.041666666666666664
50,medium,shallow,42,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,42,abayes,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,42,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,43,none,200,CA-ML,3,0.0625
50,medium,shallow,43,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,43,none,200,TQMC-n2,1,0.020833333333333332
50,medium,shallow,43,abayes,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,43,sh,200,TQMC-ws_n2,1,0.020833333333333332
50,medium,shallow,43,abayes,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,43,sh,200,TQMC-wh_n2,1,0.020833333333333332
50,medium,shallow,43,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,43,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,43,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,43,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,44,none,200,CA-ML,1,0.020833333333333332
50,medium,shallow,44,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,44,none,200,TQMC-n2,0,0.0
50,medium,shallow,44,abayes,200,TQMC-ws_n2,0,0.0
50,medium,shallow,44,sh,200,TQMC-ws_n2,0,0.0
50,medium,shallow,44,abayes,200,TQMC-wh_n2,0,0.0
50,medium,shallow,44,sh,200,TQMC-wh_n2,0,0.0
50,medium,shallow,44,abayes,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,44,sh,200,ASTER-wh,1,0.020833333333333332
50,medium,shallow,44,abayes,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,44,sh,200,ASTRID-ws,1,0.020833333333333332
50,medium,shallow,45,none,200,CA-ML,4,0.08333333333333333
50,medium,shallow,45,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,45,none,200,TQMC-n2,3,0.0625
50,medium,shallow,45,abayes,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,45,sh,200,TQMC-ws_n2,3,0.0625
50,medium,shallow,45,abayes,200,TQMC-wh_n2,5,0.10416666666666667
50,medium,shallow,45,sh,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,45,abayes,200,ASTER-wh,4,0.08333333333333333
50,medium,shallow,45,sh,200,ASTER-wh,3,0.0625
50,medium,shallow,45,abayes,200,ASTRID-ws,3,0.0625
50,medium,shallow,45,sh,200,ASTRID-ws,2,0.041666666666666664
50,medium,shallow,46,none,200,CA-ML,7,0.14583333333333334
50,medium,shallow,46,none,200,TQMC-n2-origstudy,NA,NA
50,medium,shallow,46,none,200,TQMC-n2,8,0.16666666666666666
50,medium,shallow,46,abayes,200,TQMC-ws_n2,6,0.125
50,medium,shallow,46,sh,200,TQMC-ws_n2,7,0.14583333333333334
50,medium,shallow,46,abayes,200,TQMC-wh_n2,4,0.08333333333333333
50,medium,shallow,46,sh,200,TQMC-wh_n2,8,0.16666666666666666
50,medium,shallow,46,abayes,200,ASTER-wh,4,0.08333333333333333
50,medium,shallow,46,sh,200,ASTER-wh,9,0.1875
50,medium,shallow,46,abayes,200,ASTRID-ws,6,0.125
50,medium,shallow,46,sh,200,ASTRID-ws,7,0.14583333333333334
50,medium,shallow,47,none,200,CA-ML,3,0.0625
50,medium,shallow,47,none,200,TQMC-n2-origstudy,NA,NA
