"NTAX","ILSL","SPEC","REPL","SUPP","NGEN","MTHD","SEFN","SEFNR","QSCR","AVG_LPP","MED_LPP","AVG_QQS","MED_QQS"
10,"medium","shallow",28,"abayes",50,"ASTEROID",3,0.375,"NA","NA","NA","NA","NA"
10,"medium","shallow",28,"abayes",50,"ASTRID-ws",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",28,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",28,"abayes",50,"TQMC-wh_n2",1,0.125,5355.677835,0.947619625,1.0,0.8862678749999999,0.9827615
10,"medium","shallow",28,"abayes",50,"ASTER-wh",1,0.125,5355.677835,0.947619625,1.0,0.8862678749999999,0.9827615
10,"medium","shallow",29,"sh",50,"CA-ML",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",29,"abayes",50,"ASTEROID",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",29,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",29,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",29,"abayes",50,"TQMC-wh_n2",0,0.0,10328.45325,0.968942625,1.0,0.923783125,1.0
10,"medium","shallow",29,"abayes",50,"ASTER-wh",0,0.0,10328.45325,0.968942625,1.0,0.923783125,1.0
10,"medium","shallow",30,"sh",50,"CA-ML",2,0.25,"NA","NA","NA","NA","NA"
10,"medium","shallow",30,"abayes",50,"ASTEROID",4,0.5,"NA","NA","NA","NA","NA"
10,"medium","shallow",30,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",30,"abayes",50,"TQMC-n2",2,0.25,"NA","NA","NA","NA","NA"
10,"medium","shallow",30,"abayes",50,"TQMC-wh_n2",0,0.0,3483.69471,0.988228875,1.0,0.8784505,0.979815
10,"medium","shallow",30,"abayes",50,"ASTER-wh",0,0.0,3483.69471,0.988228875,1.0,0.8784505,0.979815
10,"medium","shallow",31,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",31,"abayes",50,"ASTEROID",5,0.625,"NA","NA","NA","NA","NA"
10,"medium","shallow",31,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",31,"abayes",50,"TQMC-n2",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",31,"abayes",50,"TQMC-wh_n2",0,0.0,10734.12463,0.97503875,1.0,0.8064165000000001,0.858218
10,"medium","shallow",31,"abayes",50,"ASTER-wh",0,0.0,10734.12463,0.97503875,1.0,0.8064165000000001,0.858218
10,"medium","shallow",32,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",32,"abayes",50,"ASTEROID",3,0.375,"NA","NA","NA","NA","NA"
10,"medium","shallow",32,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",32,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",32,"abayes",50,"TQMC-wh_n2",0,0.0,6206.241662,0.95000875,0.9999994999999999,0.776767125,0.827477
10,"medium","shallow",32,"abayes",50,"ASTER-wh",0,0.0,6206.241662,0.95000875,0.9999994999999999,0.776767125,0.827477
10,"medium","shallow",33,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",33,"abayes",50,"ASTEROID",5,0.625,"NA","NA","NA","NA","NA"
10,"medium","shallow",33,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",33,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",33,"abayes",50,"TQMC-wh_n2",0,0.0,4484.188625,0.9988915,1.0,0.926372875,0.9776955
10,"medium","shallow",33,"abayes",50,"ASTER-wh",0,0.0,4484.188625,0.9988915,1.0,0.926372875,0.9776955
10,"medium","shallow",34,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",34,"abayes",50,"ASTEROID",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",34,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",34,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",34,"abayes",50,"TQMC-wh_n2",0,0.0,6635.321182,1.0,1.0,0.912499625,0.9359145
10,"medium","shallow",34,"abayes",50,"ASTER-wh",0,0.0,6635.321182,1.0,1.0,0.912499625,0.9359145
10,"medium","shallow",35,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",35,"abayes",50,"ASTEROID",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",35,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",35,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",35,"abayes",50,"TQMC-wh_n2",0,0.0,8259.168004,1.0,1.0,0.9284332499999999,0.969831
10,"medium","shallow",35,"abayes",50,"ASTER-wh",0,0.0,8259.168004,1.0,1.0,0.9284332499999999,0.969831
10,"medium","shallow",36,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",36,"abayes",50,"ASTEROID",2,0.25,"NA","NA","NA","NA","NA"
10,"medium","shallow",36,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",36,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",36,"abayes",50,"TQMC-wh_n2",0,0.0,4967.551889,1.0,1.0,0.944533625,0.9596685
10,"medium","shallow",36,"abayes",50,"ASTER-wh",0,0.0,4967.551889,1.0,1.0,0.944533625,0.9596685
10,"medium","shallow",37,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",37,"abayes",50,"ASTEROID",2,0.25,"NA","NA","NA","NA","NA"
10,"medium","shallow",37,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",37,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",37,"abayes",50,"TQMC-wh_n2",0,0.0,4587.281445,0.9909435,1.0,0.801126875,0.8362565
10,"medium","shallow",37,"abayes",50,"ASTER-wh",0,0.0,4587.281445,0.9909435,1.0,0.801126875,0.8362565
10,"medium","shallow",38,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",38,"abayes",50,"ASTEROID",3,0.375,"NA","NA","NA","NA","NA"
10,"medium","shallow",38,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",38,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",38,"abayes",50,"TQMC-wh_n2",0,0.0,7296.442818,0.958567625,1.0,0.74149175,0.8005295
10,"medium","shallow",38,"abayes",50,"ASTER-wh",0,0.0,7296.442818,0.958567625,1.0,0.74149175,0.8005295
10,"medium","shallow",39,"sh",50,"CA-ML",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",39,"abayes",50,"ASTEROID",3,0.375,"NA","NA","NA","NA","NA"
10,"medium","shallow",39,"abayes",50,"ASTRID-ws",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",39,"abayes",50,"TQMC-n2",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",39,"abayes",50,"TQMC-wh_n2",1,0.125,10500.4036,0.9349095000000001,1.0,0.793644625,0.795387
10,"medium","shallow",39,"abayes",50,"ASTER-wh",1,0.125,10500.4036,0.9349095000000001,1.0,0.793644625,0.795387
10,"medium","shallow",40,"sh",50,"CA-ML",1,0.125,"NA","NA","NA","NA","NA"
10,"medium","shallow",40,"abayes",50,"ASTEROID",5,0.625,"NA","NA","NA","NA","NA"
10,"medium","shallow",40,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",40,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",40,"abayes",50,"TQMC-wh_n2",0,0.0,9879.268034,0.98927725,1.0,0.8364455,0.916067
10,"medium","shallow",40,"abayes",50,"ASTER-wh",0,0.0,9879.268034,0.98927725,1.0,0.8364455,0.916067
10,"medium","shallow",42,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",42,"abayes",50,"ASTEROID",5,0.625,"NA","NA","NA","NA","NA"
10,"medium","shallow",42,"abayes",50,"ASTRID-ws",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",42,"abayes",50,"TQMC-n2",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",42,"abayes",50,"TQMC-wh_n2",0,0.0,1762.097325,0.9999996250000001,1.0,0.920229625,0.9382554999999999
10,"medium","shallow",42,"abayes",50,"ASTER-wh",0,0.0,1762.097325,0.9999996250000001,1.0,0.920229625,0.9382554999999999
10,"medium","shallow",43,"sh",50,"CA-ML",0,0.0,"NA","NA","NA","NA","NA"
10,"medium","shallow",43,"abayes",50,"ASTEROID",3,0.375,"NA","NA","NA","NA","NA"
