"NTAX","ILSL","SPEC","REPL","SUPP","NGEN","MTHD","NODE","SECS"
200,"low","deep",1,"abayes",50,"ASTRID-ws","cbcb01",0.088
200,"low","deep",1,"abayes",50,"ASTEROID","cbcb01",0.15
200,"low","deep",1,"abayes",50,"TQMC-wh_n2","cbcb01",24.64
200,"low","deep",1,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.235
200,"low","deep",1,"abayes",50,"ASTER-wh (1 thread)","cbcb01",27.859
200,"low","deep",1,"sh",50,"TQMC-n2","cbcb09",16.022
200,"low","deep",1,"abayes",50,"TQMC-n2","cbcb01",16.1
200,"low","deep",2,"abayes",50,"ASTRID-ws","cbcb01",0.091
200,"low","deep",2,"abayes",50,"ASTEROID","cbcb01",0.143
200,"low","deep",2,"abayes",50,"TQMC-wh_n2","cbcb01",21.365
200,"low","deep",2,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.29
200,"low","deep",2,"abayes",50,"ASTER-wh (1 thread)","cbcb01",17.698
200,"low","deep",2,"sh",50,"TQMC-n2","cbcb02",12.839
200,"low","deep",2,"abayes",50,"TQMC-n2","cbcb01",12.99
200,"low","deep",3,"abayes",50,"ASTRID-ws","cbcb01",0.103
200,"low","deep",3,"abayes",50,"ASTEROID","cbcb01",0.139
200,"low","deep",3,"abayes",50,"TQMC-wh_n2","cbcb01",20.556
200,"low","deep",3,"abayes",50,"ASTER-wh (16 threads)","cbcb01",5.978
200,"low","deep",3,"abayes",50,"ASTER-wh (1 thread)","cbcb01",19.94
200,"low","deep",3,"sh",50,"TQMC-n2","cbcb04",17.973
200,"low","deep",3,"abayes",50,"TQMC-n2","cbcb01",14.075
200,"low","deep",4,"abayes",50,"ASTRID-ws","cbcb01",0.113
200,"low","deep",4,"abayes",50,"ASTEROID","cbcb01",0.156
200,"low","deep",4,"abayes",50,"TQMC-wh_n2","cbcb01",29.706
200,"low","deep",4,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.619
200,"low","deep",4,"abayes",50,"ASTER-wh (1 thread)","cbcb01",39.901
200,"low","deep",4,"sh",50,"TQMC-n2","cbcb18",18.896
200,"low","deep",4,"abayes",50,"TQMC-n2","cbcb01",19.025
200,"low","deep",5,"abayes",50,"ASTRID-ws","cbcb01",0.154
200,"low","deep",5,"abayes",50,"ASTEROID","cbcb01",0.155
200,"low","deep",5,"abayes",50,"TQMC-wh_n2","cbcb01",22.38
200,"low","deep",5,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.128
200,"low","deep",5,"abayes",50,"ASTER-wh (1 thread)","cbcb01",22.287
200,"low","deep",5,"sh",50,"TQMC-n2","cbcb20",14.474
200,"low","deep",5,"abayes",50,"TQMC-n2","cbcb01",14.401
200,"low","deep",6,"abayes",50,"ASTRID-ws","cbcb01",0.098
200,"low","deep",6,"abayes",50,"ASTEROID","cbcb01",0.149
200,"low","deep",6,"abayes",50,"TQMC-wh_n2","cbcb01",22.577
200,"low","deep",6,"abayes",50,"ASTER-wh (16 threads)","cbcb01",5.533
200,"low","deep",6,"abayes",50,"ASTER-wh (1 thread)","cbcb01",26.175
200,"low","deep",6,"sh",50,"TQMC-n2","cbcb12",19.589
200,"low","deep",6,"abayes",50,"TQMC-n2","cbcb01",19.726
200,"low","deep",7,"abayes",50,"ASTRID-ws","cbcb01",0.088
200,"low","deep",7,"abayes",50,"ASTEROID","cbcb01",0.147
200,"low","deep",7,"abayes",50,"TQMC-wh_n2","cbcb01",22.635
200,"low","deep",7,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.378
200,"low","deep",7,"abayes",50,"ASTER-wh (1 thread)","cbcb01",35.555
200,"low","deep",7,"sh",50,"TQMC-n2","cbcb21",13.723
200,"low","deep",7,"abayes",50,"TQMC-n2","cbcb01",13.797
200,"low","deep",8,"abayes",50,"ASTRID-ws","cbcb01",0.091
200,"low","deep",8,"abayes",50,"ASTEROID","cbcb01",0.141
200,"low","deep",8,"abayes",50,"TQMC-wh_n2","cbcb01",21.629
200,"low","deep",8,"abayes",50,"ASTER-wh (16 threads)","cbcb01",4.585
200,"low","deep",8,"abayes",50,"ASTER-wh (1 thread)","cbcb01",24.917
200,"low","deep",8,"sh",50,"TQMC-n2","cbcb15",14.651
200,"low","deep",8,"abayes",50,"TQMC-n2","cbcb01",14.629
200,"low","deep",9,"abayes",50,"ASTRID-ws","cbcb08",0.112
200,"low","deep",9,"abayes",50,"ASTEROID","cbcb08",0.141
200,"low","deep",9,"abayes",50,"TQMC-wh_n2","cbcb08",20.936
200,"low","deep",9,"abayes",50,"ASTER-wh (16 threads)","cbcb08",6.712
200,"low","deep",9,"abayes",50,"ASTER-wh (1 thread)","cbcb08",20.863
200,"low","deep",9,"sh",50,"TQMC-n2","cbcb02",14.354
200,"low","deep",9,"abayes",50,"TQMC-n2","cbcb08",14.515
200,"low","deep",10,"abayes",50,"ASTRID-ws","cbcb01",0.134
200,"low","deep",10,"abayes",50,"ASTEROID","cbcb01",0.151
200,"low","deep",10,"abayes",50,"TQMC-wh_n2","cbcb01",22.014
200,"low","deep",10,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.847
200,"low","deep",10,"abayes",50,"ASTER-wh (1 thread)","cbcb01",21.687
200,"low","deep",10,"sh",50,"TQMC-n2","cbcb09",16.958
200,"low","deep",10,"abayes",50,"TQMC-n2","cbcb01",17.053
200,"low","deep",11,"abayes",50,"ASTRID-ws","cbcb02",0.072
200,"low","deep",11,"abayes",50,"ASTEROID","cbcb02",0.143
200,"low","deep",11,"abayes",50,"TQMC-wh_n2","cbcb02",19.418
200,"low","deep",11,"abayes",50,"ASTER-wh (16 threads)","cbcb02",4.141
200,"low","deep",11,"abayes",50,"ASTER-wh (1 thread)","cbcb02",20.234
200,"low","deep",11,"sh",50,"TQMC-n2","cbcb21",12.36
200,"low","deep",11,"abayes",50,"TQMC-n2","cbcb02",12.397
200,"low","deep",12,"abayes",50,"ASTRID-ws","cbcb08",0.108
200,"low","deep",12,"abayes",50,"ASTEROID","cbcb08",0.16
200,"low","deep",12,"abayes",50,"TQMC-wh_n2","cbcb08",25.863
200,"low","deep",12,"abayes",50,"ASTER-wh (16 threads)","cbcb08",6.192
200,"low","deep",12,"abayes",50,"ASTER-wh (1 thread)","cbcb08",20.993
200,"low","deep",12,"sh",50,"TQMC-n2","cbcb04",14.785
200,"low","deep",12,"abayes",50,"TQMC-n2","cbcb08",14.95
200,"low","deep",13,"abayes",50,"ASTRID-ws","cbcb01",0.08
200,"low","deep",13,"abayes",50,"ASTEROID","cbcb01",0.139
200,"low","deep",13,"abayes",50,"TQMC-wh_n2","cbcb01",18.823
200,"low","deep",13,"abayes",50,"ASTER-wh (16 threads)","cbcb01",4.495
200,"low","deep",13,"abayes",50,"ASTER-wh (1 thread)","cbcb01",27.613
200,"low","deep",13,"sh",50,"TQMC-n2","cbcb12",12.213
200,"low","deep",13,"abayes",50,"TQMC-n2","cbcb01",12.135
200,"low","deep",14,"abayes",50,"ASTRID-ws","cbcb02",0.087
200,"low","deep",14,"abayes",50,"ASTEROID","cbcb02",0.133
200,"low","deep",14,"abayes",50,"TQMC-wh_n2","cbcb02",21.663
200,"low","deep",14,"abayes",50,"ASTER-wh (16 threads)","cbcb02",4.58
200,"low","deep",14,"abayes",50,"ASTER-wh (1 thread)","cbcb02",24.372
200,"low","deep",14,"sh",50,"TQMC-n2","cbcb03",15.791
200,"low","deep",14,"abayes",50,"TQMC-n2","cbcb02",15.846
200,"low","deep",15,"abayes",50,"ASTRID-ws","cbcb08",0.084
200,"low","deep",15,"abayes",50,"ASTEROID","cbcb08",0.142
200,"low","deep",15,"abayes",50,"TQMC-wh_n2","cbcb08",19.417
200,"low","deep",15,"abayes",50,"ASTER-wh (16 threads)","cbcb08",5.191
200,"low","deep",15,"abayes",50,"ASTER-wh (1 thread)","cbcb08",24.686
200,"low","deep",15,"sh",50,"TQMC-n2","cbcb08",13.431
200,"low","deep",15,"abayes",50,"TQMC-n2","cbcb08",13.531
200,"low","deep",16,"abayes",50,"ASTRID-ws","cbcb01",0.108
200,"low","deep",16,"abayes",50,"ASTEROID","cbcb01",0.152
200,"low","deep",16,"abayes",50,"TQMC-wh_n2","cbcb01",23.588
200,"low","deep",16,"abayes",50,"ASTER-wh (16 threads)","cbcb01",5.445
200,"low","deep",16,"abayes",50,"ASTER-wh (1 thread)","cbcb01",35.86
200,"low","deep",16,"sh",50,"TQMC-n2","cbcb02",13.587
200,"low","deep",16,"abayes",50,"TQMC-n2","cbcb01",13.687
200,"low","deep",17,"abayes",50,"ASTRID-ws","cbcb02",0.082
200,"low","deep",17,"abayes",50,"ASTEROID","cbcb02",0.144
200,"low","deep",17,"abayes",50,"TQMC-wh_n2","cbcb02",19.661
200,"low","deep",17,"abayes",50,"ASTER-wh (16 threads)","cbcb02",4.411
200,"low","deep",17,"abayes",50,"ASTER-wh (1 thread)","cbcb02",19.475
200,"low","deep",17,"sh",50,"TQMC-n2","cbcb11",12.672
200,"low","deep",17,"abayes",50,"TQMC-n2","cbcb02",12.664
200,"low","deep",18,"abayes",50,"ASTRID-ws","cbcb08",0.116
200,"low","deep",18,"abayes",50,"ASTEROID","cbcb08",0.149
200,"low","deep",18,"abayes",50,"TQMC-wh_n2","cbcb08",23.085
200,"low","deep",18,"abayes",50,"ASTER-wh (16 threads)","cbcb08",4.282
200,"low","deep",18,"abayes",50,"ASTER-wh (1 thread)","cbcb08",26.84
200,"low","deep",18,"sh",50,"TQMC-n2","cbcb09",13.421
200,"low","deep",18,"abayes",50,"TQMC-n2","cbcb08",13.53
200,"low","deep",19,"abayes",50,"ASTRID-ws","cbcb02",0.088
200,"low","deep",19,"abayes",50,"ASTEROID","cbcb02",0.142
200,"low","deep",19,"abayes",50,"TQMC-wh_n2","cbcb02",20.396
200,"low","deep",19,"abayes",50,"ASTER-wh (16 threads)","cbcb02",7.08
200,"low","deep",19,"abayes",50,"ASTER-wh (1 thread)","cbcb02",18.403
200,"low","deep",19,"sh",50,"TQMC-n2","cbcb12",15.477
200,"low","deep",19,"abayes",50,"TQMC-n2","cbcb02",15.573
200,"low","deep",20,"abayes",50,"ASTRID-ws","cbcb01",0.094
200,"low","deep",20,"abayes",50,"ASTEROID","cbcb01",0.151
200,"low","deep",20,"abayes",50,"TQMC-wh_n2","cbcb01",20.043
200,"low","deep",20,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.47
200,"low","deep",20,"abayes",50,"ASTER-wh (1 thread)","cbcb01",26.112
200,"low","deep",20,"sh",50,"TQMC-n2","cbcb17",14.322
200,"low","deep",20,"abayes",50,"TQMC-n2","cbcb01",14.416
200,"low","deep",21,"abayes",50,"ASTRID-ws","cbcb07",0.08
200,"low","deep",21,"abayes",50,"ASTEROID","cbcb07",0.142
200,"low","deep",21,"abayes",50,"TQMC-wh_n2","cbcb07",24.2
200,"low","deep",21,"abayes",50,"ASTER-wh (16 threads)","cbcb07",6.247
200,"low","deep",21,"abayes",50,"ASTER-wh (1 thread)","cbcb07",26.437
200,"low","deep",21,"sh",50,"TQMC-n2","cbcb10",16.478
200,"low","deep",21,"abayes",50,"TQMC-n2","cbcb07",16.529
200,"low","deep",22,"abayes",50,"ASTRID-ws","cbcb08",0.103
200,"low","deep",22,"abayes",50,"ASTEROID","cbcb08",0.148
200,"low","deep",22,"abayes",50,"TQMC-wh_n2","cbcb08",18.937
200,"low","deep",22,"abayes",50,"ASTER-wh (16 threads)","cbcb08",5.448
200,"low","deep",22,"abayes",50,"ASTER-wh (1 thread)","cbcb08",17.73
200,"low","deep",22,"sh",50,"TQMC-n2","cbcb03",13.353
200,"low","deep",22,"abayes",50,"TQMC-n2","cbcb08",13.449
200,"low","deep",23,"abayes",50,"ASTRID-ws","cbcb02",0.079
200,"low","deep",23,"abayes",50,"ASTEROID","cbcb02",0.144
200,"low","deep",23,"abayes",50,"TQMC-wh_n2","cbcb02",20.334
200,"low","deep",23,"abayes",50,"ASTER-wh (16 threads)","cbcb02",3.567
200,"low","deep",23,"abayes",50,"ASTER-wh (1 thread)","cbcb02",21.384
200,"low","deep",23,"sh",50,"TQMC-n2","cbcb15",13.853
200,"low","deep",23,"abayes",50,"TQMC-n2","cbcb02",13.886
200,"low","deep",24,"abayes",50,"ASTRID-ws","cbcb01",0.102
200,"low","deep",24,"abayes",50,"ASTEROID","cbcb01",0.174
200,"low","deep",24,"abayes",50,"TQMC-wh_n2","cbcb01",25.924
200,"low","deep",24,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.196
200,"low","deep",24,"abayes",50,"ASTER-wh (1 thread)","cbcb01",56.012
200,"low","deep",24,"sh",50,"TQMC-n2","cbcb02",25.187
200,"low","deep",24,"abayes",50,"TQMC-n2","cbcb01",25.736
200,"low","deep",25,"abayes",50,"ASTRID-ws","cbcb08",0.091
200,"low","deep",25,"abayes",50,"ASTEROID","cbcb08",0.148
200,"low","deep",25,"abayes",50,"TQMC-wh_n2","cbcb08",20.402
200,"low","deep",25,"abayes",50,"ASTER-wh (16 threads)","cbcb08",3.707
200,"low","deep",25,"abayes",50,"ASTER-wh (1 thread)","cbcb08",23.762
200,"low","deep",25,"sh",50,"TQMC-n2","cbcb09",13.656
200,"low","deep",25,"abayes",50,"TQMC-n2","cbcb08",13.684
200,"low","deep",26,"abayes",50,"ASTRID-ws","cbcb07",0.11
200,"low","deep",26,"abayes",50,"ASTEROID","cbcb07",0.159
200,"low","deep",26,"abayes",50,"TQMC-wh_n2","cbcb07",20.109
200,"low","deep",26,"abayes",50,"ASTER-wh (16 threads)","cbcb07",4.773
200,"low","deep",26,"abayes",50,"ASTER-wh (1 thread)","cbcb07",38.495
200,"low","deep",26,"sh",50,"TQMC-n2","cbcb12",12.802
200,"low","deep",26,"abayes",50,"TQMC-n2","cbcb07",12.898
200,"low","deep",27,"abayes",50,"ASTRID-ws","cbcb02",0.09
200,"low","deep",27,"abayes",50,"ASTEROID","cbcb02",0.134
200,"low","deep",27,"abayes",50,"TQMC-wh_n2","cbcb02",20.794
200,"low","deep",27,"abayes",50,"ASTER-wh (16 threads)","cbcb02",5.042
200,"low","deep",27,"abayes",50,"ASTER-wh (1 thread)","cbcb02",22.901
200,"low","deep",27,"sh",50,"TQMC-n2","cbcb01",13.294
200,"low","deep",27,"abayes",50,"TQMC-n2","cbcb02",13.461
200,"low","deep",28,"abayes",50,"ASTRID-ws","cbcb08",0.338
200,"low","deep",28,"abayes",50,"ASTEROID","cbcb08",0.147
200,"low","deep",28,"abayes",50,"TQMC-wh_n2","cbcb08",21.777
200,"low","deep",28,"abayes",50,"ASTER-wh (16 threads)","cbcb08",4.782
200,"low","deep",28,"abayes",50,"ASTER-wh (1 thread)","cbcb08",29.565
200,"low","deep",28,"sh",50,"TQMC-n2","cbcb03",14.045
200,"low","deep",28,"abayes",50,"TQMC-n2","cbcb08",14.001
200,"low","deep",29,"abayes",50,"ASTRID-ws","cbcb07",0.11
200,"low","deep",29,"abayes",50,"ASTEROID","cbcb07",0.153
200,"low","deep",29,"abayes",50,"TQMC-wh_n2","cbcb07",42.441
200,"low","deep",29,"abayes",50,"ASTER-wh (16 threads)","cbcb07",7.642
200,"low","deep",29,"abayes",50,"ASTER-wh (1 thread)","cbcb07",58.74
200,"low","deep",29,"sh",50,"TQMC-n2","cbcb13",18.102
200,"low","deep",29,"abayes",50,"TQMC-n2","cbcb07",18.135
200,"low","deep",30,"abayes",50,"ASTRID-ws","cbcb02",0.094
200,"low","deep",30,"abayes",50,"ASTEROID","cbcb02",0.137
200,"low","deep",30,"abayes",50,"TQMC-wh_n2","cbcb02",19.699
200,"low","deep",30,"abayes",50,"ASTER-wh (16 threads)","cbcb02",5.47
200,"low","deep",30,"abayes",50,"ASTER-wh (1 thread)","cbcb02",26.362
200,"low","deep",30,"sh",50,"TQMC-n2","cbcb21",12.849
200,"low","deep",30,"abayes",50,"TQMC-n2","cbcb02",12.812
200,"low","deep",31,"abayes",50,"ASTRID-ws","cbcb01",0.059
200,"low","deep",31,"abayes",50,"ASTEROID","cbcb01",0.141
200,"low","deep",31,"abayes",50,"TQMC-wh_n2","cbcb01",19.65
200,"low","deep",31,"abayes",50,"ASTER-wh (16 threads)","cbcb01",4.231
200,"low","deep",31,"abayes",50,"ASTER-wh (1 thread)","cbcb01",18.014
200,"low","deep",31,"sh",50,"TQMC-n2","cbcb04",13.643
200,"low","deep",31,"abayes",50,"TQMC-n2","cbcb01",13.601
200,"low","deep",32,"abayes",50,"ASTRID-ws","cbcb04",0.109
200,"low","deep",32,"abayes",50,"ASTEROID","cbcb04",0.144
200,"low","deep",32,"abayes",50,"TQMC-wh_n2","cbcb04",21.164
200,"low","deep",32,"abayes",50,"ASTER-wh (16 threads)","cbcb04",10.171
200,"low","deep",32,"abayes",50,"ASTER-wh (1 thread)","cbcb04",23.092
200,"low","deep",32,"sh",50,"TQMC-n2","cbcb12",13.1
200,"low","deep",32,"abayes",50,"TQMC-n2","cbcb04",13.128
200,"low","deep",33,"abayes",50,"ASTRID-ws","cbcb08",0.085
200,"low","deep",33,"abayes",50,"ASTEROID","cbcb08",0.139
200,"low","deep",33,"abayes",50,"TQMC-wh_n2","cbcb08",22.357
200,"low","deep",33,"abayes",50,"ASTER-wh (16 threads)","cbcb08",4.442
200,"low","deep",33,"abayes",50,"ASTER-wh (1 thread)","cbcb08",17.669
200,"low","deep",33,"sh",50,"TQMC-n2","cbcb08",15.958
200,"low","deep",33,"abayes",50,"TQMC-n2","cbcb08",15.917
200,"low","deep",34,"abayes",50,"ASTRID-ws","cbcb10",0.118
200,"low","deep",34,"abayes",50,"ASTEROID","cbcb10",0.144
200,"low","deep",34,"abayes",50,"TQMC-wh_n2","cbcb10",22.381
200,"low","deep",34,"abayes",50,"ASTER-wh (16 threads)","cbcb10",8.333
200,"low","deep",34,"abayes",50,"ASTER-wh (1 thread)","cbcb10",29.109
200,"low","deep",34,"sh",50,"TQMC-n2","cbcb02",12.745
200,"low","deep",34,"abayes",50,"TQMC-n2","cbcb10",12.745
200,"low","deep",35,"abayes",50,"ASTRID-ws","cbcb13",0.101
200,"low","deep",35,"abayes",50,"ASTEROID","cbcb13",0.147
200,"low","deep",35,"abayes",50,"TQMC-wh_n2","cbcb13",20.625
200,"low","deep",35,"abayes",50,"ASTER-wh (16 threads)","cbcb13",5.992
200,"low","deep",35,"abayes",50,"ASTER-wh (1 thread)","cbcb13",24.155
200,"low","deep",35,"sh",50,"TQMC-n2","cbcb20",14.157
200,"low","deep",35,"abayes",50,"TQMC-n2","cbcb13",14.102
200,"low","deep",36,"abayes",50,"ASTRID-ws","cbcb01",0.095
200,"low","deep",36,"abayes",50,"ASTEROID","cbcb01",0.141
200,"low","deep",36,"abayes",50,"TQMC-wh_n2","cbcb01",19.802
200,"low","deep",36,"abayes",50,"ASTER-wh (16 threads)","cbcb01",5.283
200,"low","deep",36,"abayes",50,"ASTER-wh (1 thread)","cbcb01",33.556
200,"low","deep",36,"sh",50,"TQMC-n2","cbcb21",14.905
200,"low","deep",36,"abayes",50,"TQMC-n2","cbcb01",15.214
200,"low","deep",37,"abayes",50,"ASTRID-ws","cbcb02",0.101
200,"low","deep",37,"abayes",50,"ASTEROID","cbcb02",0.136
200,"low","deep",37,"abayes",50,"TQMC-wh_n2","cbcb02",20.88
200,"low","deep",37,"abayes",50,"ASTER-wh (16 threads)","cbcb02",4.589
200,"low","deep",37,"abayes",50,"ASTER-wh (1 thread)","cbcb02",33.503
200,"low","deep",37,"sh",50,"TQMC-n2","cbcb17",13.363
200,"low","deep",37,"abayes",50,"TQMC-n2","cbcb02",13.42
200,"low","deep",38,"abayes",50,"ASTRID-ws","cbcb17",0.078
200,"low","deep",38,"abayes",50,"ASTEROID","cbcb17",0.153
200,"low","deep",38,"abayes",50,"TQMC-wh_n2","cbcb17",21.901
200,"low","deep",38,"abayes",50,"ASTER-wh (16 threads)","cbcb17",5.538
200,"low","deep",38,"abayes",50,"ASTER-wh (1 thread)","cbcb17",27.167
200,"low","deep",38,"sh",50,"TQMC-n2","cbcb12",13.172
200,"low","deep",38,"abayes",50,"TQMC-n2","cbcb17",13.128
200,"low","deep",39,"abayes",50,"ASTRID-ws","cbcb08",0.077
200,"low","deep",39,"abayes",50,"ASTEROID","cbcb08",0.137
200,"low","deep",39,"abayes",50,"TQMC-wh_n2","cbcb08",20.053
200,"low","deep",39,"abayes",50,"ASTER-wh (16 threads)","cbcb08",4.083
200,"low","deep",39,"abayes",50,"ASTER-wh (1 thread)","cbcb08",31.706
200,"low","deep",39,"sh",50,"TQMC-n2","cbcb19",15.951
200,"low","deep",39,"abayes",50,"TQMC-n2","cbcb08",15.791
200,"low","deep",40,"abayes",50,"ASTRID-ws","cbcb04",0.076
200,"low","deep",40,"abayes",50,"ASTEROID","cbcb04",0.145
200,"low","deep",40,"abayes",50,"TQMC-wh_n2","cbcb04",20.926
200,"low","deep",40,"abayes",50,"ASTER-wh (16 threads)","cbcb04",7.887
200,"low","deep",40,"abayes",50,"ASTER-wh (1 thread)","cbcb04",30.68
200,"low","deep",40,"sh",50,"TQMC-n2","cbcb08",16.104
200,"low","deep",40,"abayes",50,"TQMC-n2","cbcb04",16.006
200,"low","deep",41,"abayes",50,"ASTRID-ws","cbcb13",0.074
200,"low","deep",41,"abayes",50,"ASTEROID","cbcb13",0.148
200,"low","deep",41,"abayes",50,"TQMC-wh_n2","cbcb13",20.734
200,"low","deep",41,"abayes",50,"ASTER-wh (16 threads)","cbcb13",5.305
200,"low","deep",41,"abayes",50,"ASTER-wh (1 thread)","cbcb13",20.286
200,"low","deep",41,"sh",50,"TQMC-n2","cbcb02",15.358
200,"low","deep",41,"abayes",50,"TQMC-n2","cbcb13",15.195
200,"low","deep",42,"abayes",50,"ASTRID-ws","cbcb10",0.081
200,"low","deep",42,"abayes",50,"ASTEROID","cbcb10",0.144
200,"low","deep",42,"abayes",50,"TQMC-wh_n2","cbcb10",20.701
200,"low","deep",42,"abayes",50,"ASTER-wh (16 threads)","cbcb10",5.055
200,"low","deep",42,"abayes",50,"ASTER-wh (1 thread)","cbcb10",42.068
200,"low","deep",42,"sh",50,"TQMC-n2","cbcb20",14.931
200,"low","deep",42,"abayes",50,"TQMC-n2","cbcb10",14.943
200,"low","deep",43,"abayes",50,"ASTRID-ws","cbcb07",0.092
200,"low","deep",43,"abayes",50,"ASTEROID","cbcb07",0.133
200,"low","deep",43,"abayes",50,"TQMC-wh_n2","cbcb07",22.948
200,"low","deep",43,"abayes",50,"ASTER-wh (16 threads)","cbcb07",5.497
200,"low","deep",43,"abayes",50,"ASTER-wh (1 thread)","cbcb07",18.883
200,"low","deep",43,"sh",50,"TQMC-n2","cbcb09",16.557
200,"low","deep",43,"abayes",50,"TQMC-n2","cbcb07",16.781
200,"low","deep",44,"abayes",50,"ASTRID-ws","cbcb01",0.083
200,"low","deep",44,"abayes",50,"ASTEROID","cbcb01",0.146
200,"low","deep",44,"abayes",50,"TQMC-wh_n2","cbcb01",19.172
200,"low","deep",44,"abayes",50,"ASTER-wh (16 threads)","cbcb01",6.489
200,"low","deep",44,"abayes",50,"ASTER-wh (1 thread)","cbcb01",24.372
200,"low","deep",44,"sh",50,"TQMC-n2","cbcb05",12.993
200,"low","deep",44,"abayes",50,"TQMC-n2","cbcb01",12.991
200,"low","deep",45,"abayes",50,"ASTRID-ws","cbcb02",0.109
200,"low","deep",45,"abayes",50,"ASTEROID","cbcb02",0.146
200,"low","deep",45,"abayes",50,"TQMC-wh_n2","cbcb02",19.455
200,"low","deep",45,"abayes",50,"ASTER-wh (16 threads)","cbcb02",6.443
200,"low","deep",45,"abayes",50,"ASTER-wh (1 thread)","cbcb02",23.779
200,"low","deep",45,"sh",50,"TQMC-n2","cbcb12",13.824
200,"low","deep",45,"abayes",50,"TQMC-n2","cbcb02",13.842
200,"low","deep",46,"abayes",50,"ASTRID-ws","cbcb17",0.113
200,"low","deep",46,"abayes",50,"ASTEROID","cbcb17",0.145
200,"low","deep",46,"abayes",50,"TQMC-wh_n2","cbcb17",21.115
200,"low","deep",46,"abayes",50,"ASTER-wh (16 threads)","cbcb17",7.226
200,"low","deep",46,"abayes",50,"ASTER-wh (1 thread)","cbcb17",21.142
200,"low","deep",46,"sh",50,"TQMC-n2","cbcb03",13.115
200,"low","deep",46,"abayes",50,"TQMC-n2","cbcb17",13.095
200,"low","deep",47,"abayes",50,"ASTRID-ws","cbcb08",0.089
200,"low","deep",47,"abayes",50,"ASTEROID","cbcb08",0.147
200,"low","deep",47,"abayes",50,"TQMC-wh_n2","cbcb08",20.031
200,"low","deep",47,"abayes",50,"ASTER-wh (16 threads)","cbcb08",6.045
200,"low","deep",47,"abayes",50,"ASTER-wh (1 thread)","cbcb08",31.923
200,"low","deep",47,"sh",50,"TQMC-n2","cbcb19",14.972
200,"low","deep",47,"abayes",50,"TQMC-n2","cbcb08",14.938
200,"low","deep",48,"abayes",50,"ASTRID-ws","cbcb04",0.097
200,"low","deep",48,"abayes",50,"ASTEROID","cbcb04",0.139
200,"low","deep",48,"abayes",50,"TQMC-wh_n2","cbcb04",18.699
200,"low","deep",48,"abayes",50,"ASTER-wh (16 threads)","cbcb04",5.206
200,"low","deep",48,"abayes",50,"ASTER-wh (1 thread)","cbcb04",22.561
200,"low","deep",48,"sh",50,"TQMC-n2","cbcb08",12.953
200,"low","deep",48,"abayes",50,"TQMC-n2","cbcb04",12.99
200,"low","deep",49,"abayes",50,"ASTRID-ws","cbcb13",0.088
200,"low","deep",49,"abayes",50,"ASTEROID","cbcb13",0.145
200,"low","deep",49,"abayes",50,"TQMC-wh_n2","cbcb13",19.219
200,"low","deep",49,"abayes",50,"ASTER-wh (16 threads)","cbcb13",4.22
200,"low","deep",49,"abayes",50,"ASTER-wh (1 thread)","cbcb13",19.702
200,"low","deep",49,"sh",50,"TQMC-n2","cbcb20",12.101
200,"low","deep",49,"abayes",50,"TQMC-n2","cbcb13",12.108
200,"low","deep",50,"abayes",50,"ASTRID-ws","cbcb07",0.084
200,"low","deep",50,"abayes",50,"ASTEROID","cbcb07",0.14
200,"low","deep",50,"abayes",50,"TQMC-wh_n2","cbcb07",20.37
200,"low","deep",50,"abayes",50,"ASTER-wh (16 threads)","cbcb07",5.484
200,"low","deep",50,"abayes",50,"ASTER-wh (1 thread)","cbcb07",19.755
200,"low","deep",50,"sh",50,"TQMC-n2","cbcb09",14.101
200,"low","deep",50,"abayes",50,"TQMC-n2","cbcb07",14.122
200,"low","deep",1,"abayes",200,"ASTRID-ws","cbcb17",0.222
200,"low","deep",1,"abayes",200,"ASTEROID","cbcb17",0.332
200,"low","deep",1,"abayes",200,"TQMC-wh_n2","cbcb17",48.42
200,"low","deep",1,"abayes",200,"ASTER-wh (16 threads)","cbcb17",9.014
200,"low","deep",1,"abayes",200,"ASTER-wh (1 thread)","cbcb17",93.407
200,"low","deep",1,"sh",200,"TQMC-n2","cbcb08",21.605
200,"low","deep",1,"abayes",200,"TQMC-n2","cbcb17",21.853
200,"low","deep",2,"abayes",200,"ASTRID-ws","cbcb17",0.195
200,"low","deep",2,"abayes",200,"ASTEROID","cbcb17",0.327
200,"low","deep",2,"abayes",200,"TQMC-wh_n2","cbcb17",44.644
200,"low","deep",2,"abayes",200,"ASTER-wh (16 threads)","cbcb17",8.633
200,"low","deep",2,"abayes",200,"ASTER-wh (1 thread)","cbcb17",87.893
200,"low","deep",2,"sh",200,"TQMC-n2","cbcb01",17.895
200,"low","deep",2,"abayes",200,"TQMC-n2","cbcb17",18.01
200,"low","deep",3,"abayes",200,"ASTRID-ws","cbcb17",0.236
200,"low","deep",3,"abayes",200,"ASTEROID","cbcb17",0.324
200,"low","deep",3,"abayes",200,"TQMC-wh_n2","cbcb17",42.465
