"NTAX","ILSL","SPEC","REPL","SUPP","NGEN","MTHD","NODE","SECS"
10,"medium","shallow",1,"abayes",50,"ASTRID-ws","cbcb21",0.029
10,"medium","shallow",1,"abayes",50,"ASTEROID","cbcb21",0.026
10,"medium","shallow",1,"abayes",50,"TQMC-wh_n2","cbcb21",0.15
10,"medium","shallow",1,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.077
10,"medium","shallow",1,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.047
10,"medium","shallow",1,"sh",50,"TQMC-n2","cbcb11",0.14
10,"medium","shallow",1,"abayes",50,"TQMC-n2","cbcb21",0.143
10,"medium","shallow",2,"abayes",50,"ASTRID-ws","cbcb21",0.029
10,"medium","shallow",2,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",2,"abayes",50,"TQMC-wh_n2","cbcb21",0.141
10,"medium","shallow",2,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.039
10,"medium","shallow",2,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.03
10,"medium","shallow",2,"sh",50,"TQMC-n2","cbcb11",0.136
10,"medium","shallow",2,"abayes",50,"TQMC-n2","cbcb21",0.137
10,"medium","shallow",3,"abayes",50,"ASTRID-ws","cbcb21",0.026
10,"medium","shallow",3,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",3,"abayes",50,"TQMC-wh_n2","cbcb21",0.144
10,"medium","shallow",3,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.04
10,"medium","shallow",3,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.052
10,"medium","shallow",3,"sh",50,"TQMC-n2","cbcb11",0.142
10,"medium","shallow",3,"abayes",50,"TQMC-n2","cbcb21",0.142
10,"medium","shallow",4,"abayes",50,"ASTRID-ws","cbcb21",0.032
10,"medium","shallow",4,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",4,"abayes",50,"TQMC-wh_n2","cbcb21",0.119
10,"medium","shallow",4,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.069
10,"medium","shallow",4,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.03
10,"medium","shallow",4,"sh",50,"TQMC-n2","cbcb11",0.129
10,"medium","shallow",4,"abayes",50,"TQMC-n2","cbcb21",0.124
10,"medium","shallow",5,"abayes",50,"ASTRID-ws","cbcb21",0.031
10,"medium","shallow",5,"abayes",50,"ASTEROID","cbcb21",0.024
10,"medium","shallow",5,"abayes",50,"TQMC-wh_n2","cbcb21",0.126
10,"medium","shallow",5,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.045
10,"medium","shallow",5,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.056
10,"medium","shallow",5,"sh",50,"TQMC-n2","cbcb11",0.149
10,"medium","shallow",5,"abayes",50,"TQMC-n2","cbcb21",0.155
10,"medium","shallow",6,"abayes",50,"ASTRID-ws","cbcb21",0.025
10,"medium","shallow",6,"abayes",50,"ASTEROID","cbcb21",0.021
10,"medium","shallow",6,"abayes",50,"TQMC-wh_n2","cbcb21",0.133
10,"medium","shallow",6,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.053
10,"medium","shallow",6,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.029
10,"medium","shallow",6,"sh",50,"TQMC-n2","cbcb11",0.124
10,"medium","shallow",6,"abayes",50,"TQMC-n2","cbcb21",0.123
10,"medium","shallow",7,"abayes",50,"ASTRID-ws","cbcb21",0.039
10,"medium","shallow",7,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",7,"abayes",50,"TQMC-wh_n2","cbcb21",0.117
10,"medium","shallow",7,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.05
10,"medium","shallow",7,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.029
10,"medium","shallow",7,"sh",50,"TQMC-n2","cbcb11",0.142
10,"medium","shallow",7,"abayes",50,"TQMC-n2","cbcb21",0.138
10,"medium","shallow",8,"abayes",50,"ASTRID-ws","cbcb16",0.021
10,"medium","shallow",8,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",8,"abayes",50,"TQMC-wh_n2","cbcb16",0.16
10,"medium","shallow",8,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.058
10,"medium","shallow",8,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.039
10,"medium","shallow",8,"sh",50,"TQMC-n2","cbcb11",0.149
10,"medium","shallow",8,"abayes",50,"TQMC-n2","cbcb16",0.151
10,"medium","shallow",9,"abayes",50,"ASTRID-ws","cbcb15",0.03
10,"medium","shallow",9,"abayes",50,"ASTEROID","cbcb15",0.025
10,"medium","shallow",9,"abayes",50,"TQMC-wh_n2","cbcb15",0.131
10,"medium","shallow",9,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.039
10,"medium","shallow",9,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.029
10,"medium","shallow",9,"sh",50,"TQMC-n2","cbcb11",0.152
10,"medium","shallow",9,"abayes",50,"TQMC-n2","cbcb15",0.155
10,"medium","shallow",10,"abayes",50,"ASTRID-ws","cbcb21",0.021
10,"medium","shallow",10,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",10,"abayes",50,"TQMC-wh_n2","cbcb21",0.113
10,"medium","shallow",10,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.054
10,"medium","shallow",10,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.047
10,"medium","shallow",10,"sh",50,"TQMC-n2","cbcb11",0.152
10,"medium","shallow",10,"abayes",50,"TQMC-n2","cbcb21",0.143
10,"medium","shallow",11,"abayes",50,"ASTRID-ws","cbcb16",0.032
10,"medium","shallow",11,"abayes",50,"ASTEROID","cbcb16",0.025
10,"medium","shallow",11,"abayes",50,"TQMC-wh_n2","cbcb16",0.148
10,"medium","shallow",11,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.058
10,"medium","shallow",11,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.031
10,"medium","shallow",11,"sh",50,"TQMC-n2","cbcb11",0.158
10,"medium","shallow",11,"abayes",50,"TQMC-n2","cbcb16",0.159
10,"medium","shallow",12,"abayes",50,"ASTRID-ws","cbcb15",0.04
10,"medium","shallow",12,"abayes",50,"ASTEROID","cbcb15",0.024
10,"medium","shallow",12,"abayes",50,"TQMC-wh_n2","cbcb15",0.14
10,"medium","shallow",12,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.064
10,"medium","shallow",12,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.03
10,"medium","shallow",12,"sh",50,"TQMC-n2","cbcb11",0.135
10,"medium","shallow",12,"abayes",50,"TQMC-n2","cbcb15",0.136
10,"medium","shallow",13,"abayes",50,"ASTRID-ws","cbcb21",0.025
10,"medium","shallow",13,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",13,"abayes",50,"TQMC-wh_n2","cbcb21",0.137
10,"medium","shallow",13,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.041
10,"medium","shallow",13,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.029
10,"medium","shallow",13,"sh",50,"TQMC-n2","cbcb11",0.15
10,"medium","shallow",13,"abayes",50,"TQMC-n2","cbcb21",0.152
10,"medium","shallow",14,"abayes",50,"ASTRID-ws","cbcb16",0.028
10,"medium","shallow",14,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",14,"abayes",50,"TQMC-wh_n2","cbcb16",0.167
10,"medium","shallow",14,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.037
10,"medium","shallow",14,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.04
10,"medium","shallow",14,"sh",50,"TQMC-n2","cbcb11",0.16
10,"medium","shallow",14,"abayes",50,"TQMC-n2","cbcb16",0.166
10,"medium","shallow",15,"abayes",50,"ASTRID-ws","cbcb15",0.024
10,"medium","shallow",15,"abayes",50,"ASTEROID","cbcb15",0.023
10,"medium","shallow",15,"abayes",50,"TQMC-wh_n2","cbcb15",0.127
10,"medium","shallow",15,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.063
10,"medium","shallow",15,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.03
10,"medium","shallow",15,"sh",50,"TQMC-n2","cbcb11",0.124
10,"medium","shallow",15,"abayes",50,"TQMC-n2","cbcb15",0.124
10,"medium","shallow",16,"abayes",50,"ASTRID-ws","cbcb21",0.022
10,"medium","shallow",16,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",16,"abayes",50,"TQMC-wh_n2","cbcb21",0.132
10,"medium","shallow",16,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.051
10,"medium","shallow",16,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.03
10,"medium","shallow",16,"sh",50,"TQMC-n2","cbcb11",0.145
10,"medium","shallow",16,"abayes",50,"TQMC-n2","cbcb21",0.144
10,"medium","shallow",17,"abayes",50,"ASTRID-ws","cbcb16",0.028
10,"medium","shallow",17,"abayes",50,"ASTEROID","cbcb16",0.022
10,"medium","shallow",17,"abayes",50,"TQMC-wh_n2","cbcb16",0.154
10,"medium","shallow",17,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.053
10,"medium","shallow",17,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.03
10,"medium","shallow",17,"sh",50,"TQMC-n2","cbcb11",0.161
10,"medium","shallow",17,"abayes",50,"TQMC-n2","cbcb16",0.146
10,"medium","shallow",18,"abayes",50,"ASTRID-ws","cbcb15",0.029
10,"medium","shallow",18,"abayes",50,"ASTEROID","cbcb15",0.023
10,"medium","shallow",18,"abayes",50,"TQMC-wh_n2","cbcb15",0.13
10,"medium","shallow",18,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.053
10,"medium","shallow",18,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.03
10,"medium","shallow",18,"sh",50,"TQMC-n2","cbcb11",0.129
10,"medium","shallow",18,"abayes",50,"TQMC-n2","cbcb15",0.13
10,"medium","shallow",19,"abayes",50,"ASTRID-ws","cbcb21",0.036
10,"medium","shallow",19,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",19,"abayes",50,"TQMC-wh_n2","cbcb21",0.118
10,"medium","shallow",19,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.04
10,"medium","shallow",19,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.038
10,"medium","shallow",19,"sh",50,"TQMC-n2","cbcb11",0.127
10,"medium","shallow",19,"abayes",50,"TQMC-n2","cbcb21",0.128
10,"medium","shallow",20,"abayes",50,"ASTRID-ws","cbcb16",0.031
10,"medium","shallow",20,"abayes",50,"ASTEROID","cbcb16",0.025
10,"medium","shallow",20,"abayes",50,"TQMC-wh_n2","cbcb16",0.125
10,"medium","shallow",20,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.068
10,"medium","shallow",20,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.047
10,"medium","shallow",20,"sh",50,"TQMC-n2","cbcb11",0.131
10,"medium","shallow",20,"abayes",50,"TQMC-n2","cbcb16",0.125
10,"medium","shallow",21,"abayes",50,"ASTRID-ws","cbcb15",0.022
10,"medium","shallow",21,"abayes",50,"ASTEROID","cbcb15",0.022
10,"medium","shallow",21,"abayes",50,"TQMC-wh_n2","cbcb15",0.137
10,"medium","shallow",21,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.053
10,"medium","shallow",21,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.037
10,"medium","shallow",21,"sh",50,"TQMC-n2","cbcb11",0.132
10,"medium","shallow",21,"abayes",50,"TQMC-n2","cbcb15",0.135
10,"medium","shallow",22,"abayes",50,"ASTRID-ws","cbcb21",0.025
10,"medium","shallow",22,"abayes",50,"ASTEROID","cbcb21",0.021
10,"medium","shallow",22,"abayes",50,"TQMC-wh_n2","cbcb21",0.117
10,"medium","shallow",22,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.041
10,"medium","shallow",22,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.029
10,"medium","shallow",22,"sh",50,"TQMC-n2","cbcb11",0.127
10,"medium","shallow",22,"abayes",50,"TQMC-n2","cbcb21",0.126
10,"medium","shallow",23,"abayes",50,"ASTRID-ws","cbcb16",0.019
10,"medium","shallow",23,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",23,"abayes",50,"TQMC-wh_n2","cbcb16",0.119
10,"medium","shallow",23,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.044
10,"medium","shallow",23,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.03
10,"medium","shallow",23,"sh",50,"TQMC-n2","cbcb11",0.138
10,"medium","shallow",23,"abayes",50,"TQMC-n2","cbcb16",0.137
10,"medium","shallow",24,"abayes",50,"ASTRID-ws","cbcb15",0.04
10,"medium","shallow",24,"abayes",50,"ASTEROID","cbcb15",0.022
10,"medium","shallow",24,"abayes",50,"TQMC-wh_n2","cbcb15",0.126
10,"medium","shallow",24,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.053
10,"medium","shallow",24,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.034
10,"medium","shallow",24,"sh",50,"TQMC-n2","cbcb11",0.127
10,"medium","shallow",24,"abayes",50,"TQMC-n2","cbcb15",0.123
10,"medium","shallow",25,"abayes",50,"ASTRID-ws","cbcb21",0.029
10,"medium","shallow",25,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",25,"abayes",50,"TQMC-wh_n2","cbcb21",0.114
10,"medium","shallow",25,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.088
10,"medium","shallow",25,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.048
10,"medium","shallow",25,"sh",50,"TQMC-n2","cbcb11",0.13
10,"medium","shallow",25,"abayes",50,"TQMC-n2","cbcb21",0.13
10,"medium","shallow",26,"abayes",50,"ASTRID-ws","cbcb16",0.064
10,"medium","shallow",26,"abayes",50,"ASTEROID","cbcb16",0.022
10,"medium","shallow",26,"abayes",50,"TQMC-wh_n2","cbcb16",0.131
10,"medium","shallow",26,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.05
10,"medium","shallow",26,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.037
10,"medium","shallow",26,"sh",50,"TQMC-n2","cbcb11",0.135
10,"medium","shallow",26,"abayes",50,"TQMC-n2","cbcb16",0.137
10,"medium","shallow",27,"abayes",50,"ASTRID-ws","cbcb15",0.046
10,"medium","shallow",27,"abayes",50,"ASTEROID","cbcb15",0.023
10,"medium","shallow",27,"abayes",50,"TQMC-wh_n2","cbcb15",0.141
10,"medium","shallow",27,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.043
10,"medium","shallow",27,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.028
10,"medium","shallow",27,"sh",50,"TQMC-n2","cbcb11",0.138
10,"medium","shallow",27,"abayes",50,"TQMC-n2","cbcb15",0.135
10,"medium","shallow",28,"abayes",50,"ASTRID-ws","cbcb21",0.033
10,"medium","shallow",28,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",28,"abayes",50,"TQMC-wh_n2","cbcb21",0.121
10,"medium","shallow",28,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.041
10,"medium","shallow",28,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.029
10,"medium","shallow",28,"sh",50,"TQMC-n2","cbcb11",0.131
10,"medium","shallow",28,"abayes",50,"TQMC-n2","cbcb21",0.145
10,"medium","shallow",29,"abayes",50,"ASTRID-ws","cbcb16",0.029
10,"medium","shallow",29,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",29,"abayes",50,"TQMC-wh_n2","cbcb16",0.128
10,"medium","shallow",29,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.042
10,"medium","shallow",29,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.03
10,"medium","shallow",29,"sh",50,"TQMC-n2","cbcb11",0.145
10,"medium","shallow",29,"abayes",50,"TQMC-n2","cbcb16",0.144
10,"medium","shallow",30,"abayes",50,"ASTRID-ws","cbcb15",0.026
10,"medium","shallow",30,"abayes",50,"ASTEROID","cbcb15",0.024
10,"medium","shallow",30,"abayes",50,"TQMC-wh_n2","cbcb15",0.15
10,"medium","shallow",30,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.057
10,"medium","shallow",30,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.038
10,"medium","shallow",30,"sh",50,"TQMC-n2","cbcb11",0.137
10,"medium","shallow",30,"abayes",50,"TQMC-n2","cbcb15",0.137
10,"medium","shallow",31,"abayes",50,"ASTRID-ws","cbcb21",0.023
10,"medium","shallow",31,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",31,"abayes",50,"TQMC-wh_n2","cbcb21",0.122
10,"medium","shallow",31,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.059
10,"medium","shallow",31,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.037
10,"medium","shallow",31,"sh",50,"TQMC-n2","cbcb11",0.141
10,"medium","shallow",31,"abayes",50,"TQMC-n2","cbcb21",0.133
10,"medium","shallow",32,"abayes",50,"ASTRID-ws","cbcb16",0.022
10,"medium","shallow",32,"abayes",50,"ASTEROID","cbcb16",0.022
10,"medium","shallow",32,"abayes",50,"TQMC-wh_n2","cbcb16",0.133
10,"medium","shallow",32,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.051
10,"medium","shallow",32,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.029
10,"medium","shallow",32,"sh",50,"TQMC-n2","cbcb11",0.139
10,"medium","shallow",32,"abayes",50,"TQMC-n2","cbcb16",0.136
10,"medium","shallow",33,"abayes",50,"ASTRID-ws","cbcb15",0.028
10,"medium","shallow",33,"abayes",50,"ASTEROID","cbcb15",0.024
10,"medium","shallow",33,"abayes",50,"TQMC-wh_n2","cbcb15",0.142
10,"medium","shallow",33,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.041
10,"medium","shallow",33,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.031
10,"medium","shallow",33,"sh",50,"TQMC-n2","cbcb11",0.142
10,"medium","shallow",33,"abayes",50,"TQMC-n2","cbcb15",0.133
10,"medium","shallow",34,"abayes",50,"ASTRID-ws","cbcb21",0.026
10,"medium","shallow",34,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",34,"abayes",50,"TQMC-wh_n2","cbcb21",0.142
10,"medium","shallow",34,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.053
10,"medium","shallow",34,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.03
10,"medium","shallow",34,"sh",50,"TQMC-n2","cbcb11",0.136
10,"medium","shallow",34,"abayes",50,"TQMC-n2","cbcb21",0.135
10,"medium","shallow",35,"abayes",50,"ASTRID-ws","cbcb16",0.034
10,"medium","shallow",35,"abayes",50,"ASTEROID","cbcb16",0.024
10,"medium","shallow",35,"abayes",50,"TQMC-wh_n2","cbcb16",0.13
10,"medium","shallow",35,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.041
10,"medium","shallow",35,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.043
10,"medium","shallow",35,"sh",50,"TQMC-n2","cbcb11",0.133
10,"medium","shallow",35,"abayes",50,"TQMC-n2","cbcb16",0.133
10,"medium","shallow",36,"abayes",50,"ASTRID-ws","cbcb15",0.029
10,"medium","shallow",36,"abayes",50,"ASTEROID","cbcb15",0.023
10,"medium","shallow",36,"abayes",50,"TQMC-wh_n2","cbcb15",0.127
10,"medium","shallow",36,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.043
10,"medium","shallow",36,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.031
10,"medium","shallow",36,"sh",50,"TQMC-n2","cbcb11",0.138
10,"medium","shallow",36,"abayes",50,"TQMC-n2","cbcb15",0.141
10,"medium","shallow",37,"abayes",50,"ASTRID-ws","cbcb21",0.022
10,"medium","shallow",37,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",37,"abayes",50,"TQMC-wh_n2","cbcb21",0.133
10,"medium","shallow",37,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.054
10,"medium","shallow",37,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.028
10,"medium","shallow",37,"sh",50,"TQMC-n2","cbcb11",0.137
10,"medium","shallow",37,"abayes",50,"TQMC-n2","cbcb21",0.135
10,"medium","shallow",38,"abayes",50,"ASTRID-ws","cbcb16",0.027
10,"medium","shallow",38,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",38,"abayes",50,"TQMC-wh_n2","cbcb16",0.115
10,"medium","shallow",38,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.087
10,"medium","shallow",38,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.049
10,"medium","shallow",38,"sh",50,"TQMC-n2","cbcb11",0.116
10,"medium","shallow",38,"abayes",50,"TQMC-n2","cbcb16",0.116
10,"medium","shallow",39,"abayes",50,"ASTRID-ws","cbcb15",0.049
10,"medium","shallow",39,"abayes",50,"ASTEROID","cbcb15",0.023
10,"medium","shallow",39,"abayes",50,"TQMC-wh_n2","cbcb15",0.146
10,"medium","shallow",39,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.04
10,"medium","shallow",39,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.031
10,"medium","shallow",39,"sh",50,"TQMC-n2","cbcb13",0.135
10,"medium","shallow",39,"abayes",50,"TQMC-n2","cbcb15",0.135
10,"medium","shallow",40,"abayes",50,"ASTRID-ws","cbcb21",0.029
10,"medium","shallow",40,"abayes",50,"ASTEROID","cbcb21",0.023
10,"medium","shallow",40,"abayes",50,"TQMC-wh_n2","cbcb21",0.122
10,"medium","shallow",40,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.066
10,"medium","shallow",40,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.029
10,"medium","shallow",40,"sh",50,"TQMC-n2","cbcb11",0.122
10,"medium","shallow",40,"abayes",50,"TQMC-n2","cbcb21",0.12
10,"medium","shallow",42,"abayes",50,"ASTRID-ws","cbcb15",0.03
10,"medium","shallow",42,"abayes",50,"ASTEROID","cbcb15",0.024
10,"medium","shallow",42,"abayes",50,"TQMC-wh_n2","cbcb15",0.146
10,"medium","shallow",42,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.058
10,"medium","shallow",42,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.031
10,"medium","shallow",42,"sh",50,"TQMC-n2","cbcb11",0.145
10,"medium","shallow",42,"abayes",50,"TQMC-n2","cbcb15",0.145
10,"medium","shallow",43,"abayes",50,"ASTRID-ws","cbcb21",0.025
10,"medium","shallow",43,"abayes",50,"ASTEROID","cbcb21",0.021
10,"medium","shallow",43,"abayes",50,"TQMC-wh_n2","cbcb21",0.139
10,"medium","shallow",43,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.065
10,"medium","shallow",43,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.037
10,"medium","shallow",43,"sh",50,"TQMC-n2","cbcb13",0.138
10,"medium","shallow",43,"abayes",50,"TQMC-n2","cbcb21",0.133
10,"medium","shallow",44,"abayes",50,"ASTRID-ws","cbcb16",0.036
10,"medium","shallow",44,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",44,"abayes",50,"TQMC-wh_n2","cbcb16",0.121
10,"medium","shallow",44,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.042
10,"medium","shallow",44,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.03
10,"medium","shallow",44,"sh",50,"TQMC-n2","cbcb11",0.119
10,"medium","shallow",44,"abayes",50,"TQMC-n2","cbcb16",0.124
10,"medium","shallow",45,"abayes",50,"ASTRID-ws","cbcb15",0.038
10,"medium","shallow",45,"abayes",50,"ASTEROID","cbcb15",0.023
10,"medium","shallow",45,"abayes",50,"TQMC-wh_n2","cbcb15",0.118
10,"medium","shallow",45,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.052
10,"medium","shallow",45,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.03
10,"medium","shallow",45,"sh",50,"TQMC-n2","cbcb13",0.139
10,"medium","shallow",45,"abayes",50,"TQMC-n2","cbcb15",0.136
10,"medium","shallow",46,"abayes",50,"ASTRID-ws","cbcb21",0.029
10,"medium","shallow",46,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",46,"abayes",50,"TQMC-wh_n2","cbcb21",0.143
10,"medium","shallow",46,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.052
10,"medium","shallow",46,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.028
10,"medium","shallow",46,"sh",50,"TQMC-n2","cbcb11",0.15
10,"medium","shallow",46,"abayes",50,"TQMC-n2","cbcb21",0.148
10,"medium","shallow",47,"abayes",50,"ASTRID-ws","cbcb16",0.026
10,"medium","shallow",47,"abayes",50,"ASTEROID","cbcb16",0.022
10,"medium","shallow",47,"abayes",50,"TQMC-wh_n2","cbcb16",0.17
10,"medium","shallow",47,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.039
10,"medium","shallow",47,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.038
10,"medium","shallow",47,"sh",50,"TQMC-n2","cbcb13",0.146
10,"medium","shallow",47,"abayes",50,"TQMC-n2","cbcb16",0.143
10,"medium","shallow",48,"abayes",50,"ASTRID-ws","cbcb15",0.025
10,"medium","shallow",48,"abayes",50,"ASTEROID","cbcb15",0.024
10,"medium","shallow",48,"abayes",50,"TQMC-wh_n2","cbcb15",0.132
10,"medium","shallow",48,"abayes",50,"ASTER-wh (16 threads)","cbcb15",0.087
10,"medium","shallow",48,"abayes",50,"ASTER-wh (1 thread)","cbcb15",0.029
10,"medium","shallow",48,"sh",50,"TQMC-n2","cbcb11",0.125
10,"medium","shallow",48,"abayes",50,"TQMC-n2","cbcb15",0.123
10,"medium","shallow",49,"abayes",50,"ASTRID-ws","cbcb21",0.027
10,"medium","shallow",49,"abayes",50,"ASTEROID","cbcb21",0.022
10,"medium","shallow",49,"abayes",50,"TQMC-wh_n2","cbcb21",0.174
10,"medium","shallow",49,"abayes",50,"ASTER-wh (16 threads)","cbcb21",0.04
10,"medium","shallow",49,"abayes",50,"ASTER-wh (1 thread)","cbcb21",0.038
10,"medium","shallow",49,"sh",50,"TQMC-n2","cbcb13",0.159
10,"medium","shallow",49,"abayes",50,"TQMC-n2","cbcb21",0.165
10,"medium","shallow",50,"abayes",50,"ASTRID-ws","cbcb16",0.023
10,"medium","shallow",50,"abayes",50,"ASTEROID","cbcb16",0.023
10,"medium","shallow",50,"abayes",50,"TQMC-wh_n2","cbcb16",0.131
10,"medium","shallow",50,"abayes",50,"ASTER-wh (16 threads)","cbcb16",0.042
10,"medium","shallow",50,"abayes",50,"ASTER-wh (1 thread)","cbcb16",0.03
10,"medium","shallow",50,"sh",50,"TQMC-n2","cbcb11",0.136
10,"medium","shallow",50,"abayes",50,"TQMC-n2","cbcb16",0.137
10,"medium","shallow",1,"abayes",200,"ASTRID-ws","cbcb13",0.037
10,"medium","shallow",1,"abayes",200,"ASTEROID","cbcb13",0.034
10,"medium","shallow",1,"abayes",200,"TQMC-wh_n2","cbcb13",0.184
10,"medium","shallow",1,"abayes",200,"ASTER-wh (16 threads)","cbcb13",0.053
10,"medium","shallow",1,"abayes",200,"ASTER-wh (1 thread)","cbcb13",0.138
