SCAL,NGEN,NBPS,REPL,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
noscale,200g,500b,R15,wqmc_v3.0,heron02,4,0.117647,0.8557919600272541,47.932,0.9878160727697571
noscale,200g,500b,R15,TRUE,heron02,0,0.0,0.8547216291922174,0.0,0.0
noscale,200g,500b,R16,treeqmc_n0_v1.0.0,heron01,1,0.029412,0.8594147929442048,1.004,0.0
noscale,200g,500b,R16,treeqmc_n1_v1.0.0,heron01,1,0.029412,0.8594147929442048,1.037,0.0
noscale,200g,500b,R16,treeqmc_n2_v1.0.0,heron01,1,0.029412,0.859293057763646,1.031,0.0
noscale,200g,500b,R16,astral_3_v5.7.7,heron01,1,0.029412,0.8594147929442048,2.914,0.0
noscale,200g,500b,R16,fastral,heron01,1,0.029412,0.8594147929442048,5.073,0.0
noscale,200g,500b,R16,wqfm_v1.3,heron01,1,0.029412,0.859293057763646,60.221000000000004,0.7869846066986599
noscale,200g,500b,R16,wqmc_v3.0,heron01,1,0.029412,0.8594147929442048,47.980000000000004,0.9877657357232179
noscale,200g,500b,R16,TRUE,heron01,0,0.0,0.8592344613521085,0.0,0.0
noscale,200g,500b,R17,treeqmc_n0_v1.0.0,heron06,2,0.058824,0.8500685895980014,1.003,0.0
noscale,200g,500b,R17,treeqmc_n1_v1.0.0,heron06,2,0.058824,0.8500685895980014,1.034,0.0
noscale,200g,500b,R17,treeqmc_n2_v1.0.0,heron06,1,0.029412,0.8500470133999546,1.028,0.0
noscale,200g,500b,R17,astral_3_v5.7.7,heron06,2,0.058824,0.8500685895980014,2.658,0.0
noscale,200g,500b,R17,fastral,heron06,2,0.058824,0.8500685895980014,4.93,0.0
noscale,200g,500b,R17,wqfm_v1.3,heron06,1,0.029412,0.8500470133999546,60.26,0.8054762694988383
noscale,200g,500b,R17,wqmc_v3.0,heron06,2,0.058824,0.8500685895980014,49.129999999999995,0.9879503358436801
noscale,200g,500b,R17,TRUE,heron06,0,0.0,0.8500187750775986,0.0,0.0
noscale,200g,500b,R18,treeqmc_n0_v1.0.0,heron05,0,0.0,0.8473565750624574,1.007,0.0
noscale,200g,500b,R18,treeqmc_n1_v1.0.0,heron05,0,0.0,0.8473565750624574,1.042,0.0
noscale,200g,500b,R18,treeqmc_n2_v1.0.0,heron05,0,0.0,0.8473565750624574,1.037,0.0
noscale,200g,500b,R18,astral_3_v5.7.7,heron05,0,0.0,0.8473565750624574,2.708,0.0
noscale,200g,500b,R18,fastral,heron05,0,0.0,0.8473565750624574,5.066,0.0
noscale,200g,500b,R18,wqfm_v1.3,heron05,0,0.0,0.8473565750624574,59.899,0.7911651279654084
noscale,200g,500b,R18,wqmc_v3.0,heron05,0,0.0,0.8473565750624574,47.993,0.9874356677015398
noscale,200g,500b,R18,TRUE,heron05,0,0.0,0.8473565750624574,0.0,0.0
noscale,200g,500b,R19,treeqmc_n0_v1.0.0,heron03,1,0.029412,0.8532450601862367,1.002,0.0
noscale,200g,500b,R19,treeqmc_n1_v1.0.0,heron03,1,0.029412,0.8532450601862367,1.031,0.0
noscale,200g,500b,R19,treeqmc_n2_v1.0.0,heron03,1,0.029412,0.8532450601862367,1.025,0.0
noscale,200g,500b,R19,astral_3_v5.7.7,heron03,1,0.029412,0.8532450601862367,2.886,0.0
noscale,200g,500b,R19,fastral,heron03,1,0.029412,0.8532450601862367,5.134,0.0
noscale,200g,500b,R19,wqfm_v1.3,heron03,1,0.029412,0.8532450601862367,61.312,0.8040840292275574
noscale,200g,500b,R19,wqmc_v3.0,heron03,1,0.029412,0.8532450601862367,49.894,0.9880947608930933
noscale,200g,500b,R19,TRUE,heron03,0,0.0,0.8532262094026801,0.0,0.0
noscale,200g,500b,R20,treeqmc_n0_v1.0.0,heron08,3,0.08823500000000001,0.8556630327806798,1.006,0.0
noscale,200g,500b,R20,treeqmc_n1_v1.0.0,heron08,3,0.08823500000000001,0.8556630327806798,1.036,0.0
noscale,200g,500b,R20,treeqmc_n2_v1.0.0,heron08,3,0.08823500000000001,0.8556630327806798,1.027,0.0
noscale,200g,500b,R20,astral_3_v5.7.7,heron08,3,0.08823500000000001,0.8556630327806798,2.816,0.0
noscale,200g,500b,R20,fastral,heron08,3,0.08823500000000001,0.8556630327806798,5.07,0.0
noscale,200g,500b,R20,wqfm_v1.3,heron08,3,0.08823500000000001,0.8556630327806798,59.7,0.7890954773869346
noscale,200g,500b,R20,wqmc_v3.0,heron08,3,0.08823500000000001,0.8556630327806798,47.709,0.9874237565239262
noscale,200g,500b,R20,TRUE,heron08,0,0.0,0.8550324021500492,0.0,0.0
scale2d,200g,500b,R1,treeqmc_n0_v1.0.0,heron11,2,0.058824,0.7584289499583617,1.002,0.0
scale2d,200g,500b,R1,treeqmc_n1_v1.0.0,heron11,2,0.058824,0.7584289499583617,1.024,0.0
scale2d,200g,500b,R1,treeqmc_n2_v1.0.0,heron11,2,0.058824,0.7581180255886139,1.026,0.0
scale2d,200g,500b,R1,astral_3_v5.7.7,heron11,2,0.058824,0.7584289499583617,5.673,0.0
scale2d,200g,500b,R1,fastral,heron11,2,0.058824,0.7584289499583617,3.97,0.0
scale2d,200g,500b,R1,wqfm_v1.3,heron11,2,0.058824,0.7581180255886139,56.558,0.8280526185508681
scale2d,200g,500b,R1,wqmc_v3.0,heron11,2,0.058824,0.7583086531910062,47.342999999999996,0.9892275521196375
scale2d,200g,500b,R1,TRUE,heron11,0,0.0,0.7582262851086381,0.0,0.0
scale2d,200g,500b,R2,treeqmc_n0_v1.0.0,heron07,1,0.029412,0.7545439473086532,1.0,0.0
scale2d,200g,500b,R2,treeqmc_n1_v1.0.0,heron07,1,0.029412,0.7545439473086532,1.035,0.0
scale2d,200g,500b,R2,treeqmc_n2_v1.0.0,heron07,1,0.029412,0.7545439473086532,1.033,0.0
scale2d,200g,500b,R2,astral_3_v5.7.7,heron07,1,0.029412,0.7545439473086532,5.527,0.0
scale2d,200g,500b,R2,fastral,heron07,1,0.029412,0.7545439473086532,4.05,0.0
scale2d,200g,500b,R2,wqfm_v1.3,heron07,1,0.029412,0.7545439473086532,61.68,0.8435473411154345
scale2d,200g,500b,R2,wqmc_v3.0,heron07,1,0.029412,0.7545439473086532,52.555,0.9900104652269052
scale2d,200g,500b,R2,TRUE,heron07,0,0.0,0.7538607010371716,0.0,0.0
scale2d,200g,500b,R3,treeqmc_n0_v1.0.0,heron09,2,0.058824,0.7587144371262018,1.0,0.0
scale2d,200g,500b,R3,treeqmc_n1_v1.0.0,heron09,2,0.058824,0.7587144371262018,1.03,0.0
scale2d,200g,500b,R3,treeqmc_n2_v1.0.0,heron09,2,0.058824,0.7587144371262018,1.03,0.0
scale2d,200g,500b,R3,astral_3_v5.7.7,heron09,2,0.058824,0.7587144371262018,5.543,0.0
