SCAL,NGEN,NBPS,REPL,GENE,NL,I1,I2,FN,FP,RF
noscale,200g,1000b,R1,175,37,34,34,17,17,0.500000
noscale,200g,1000b,R1,176,37,34,34,9,9,0.264706
noscale,200g,1000b,R1,177,37,34,34,16,16,0.470588
noscale,200g,1000b,R1,178,37,34,34,14,14,0.411765
noscale,200g,1000b,R1,179,37,34,34,9,9,0.264706
noscale,200g,1000b,R1,180,37,34,34,14,14,0.411765
noscale,200g,1000b,R1,181,37,34,34,15,15,0.441176
noscale,200g,1000b,R1,182,37,34,34,11,11,0.323529
noscale,200g,1000b,R1,183,37,34,34,14,14,0.411765
noscale,200g,1000b,R1,184,37,34,34,11,11,0.323529
noscale,200g,1000b,R1,185,37,34,34,11,11,0.323529
noscale,200g,1000b,R1,186,37,34,34,16,16,0.470588
noscale,200g,1000b,R1,187,37,34,34,14,14,0.411765
noscale,200g,1000b,R1,188,37,34,34,15,15,0.441176
noscale,200g,1000b,R1,189,37,34,34,14,14,0.411765
noscale,200g,1000b,R1,190,37,34,34,13,13,0.382353
noscale,200g,1000b,R1,191,37,34,34,11,11,0.323529
noscale,200g,1000b,R1,192,37,34,34,12,12,0.352941
noscale,200g,1000b,R1,193,37,34,34,9,9,0.264706
noscale,200g,1000b,R1,194,37,34,34,14,14,0.411765
noscale,200g,1000b,R1,195,37,34,34,16,16,0.470588
noscale,200g,1000b,R1,196,37,34,34,8,8,0.235294
noscale,200g,1000b,R1,197,37,34,34,18,18,0.529412
noscale,200g,1000b,R1,198,37,34,34,15,15,0.441176
noscale,200g,1000b,R1,199,37,34,34,11,11,0.323529
noscale,200g,1000b,R1,200,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,1,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,2,37,34,34,18,18,0.529412
noscale,200g,1000b,R20,3,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,4,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,5,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,6,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,7,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,8,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,9,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,10,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,11,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,12,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,13,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,14,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,15,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,16,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,17,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,18,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,19,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,20,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,21,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,22,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,23,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,24,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,25,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,26,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,27,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,28,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,29,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,30,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,31,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,32,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,33,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,34,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,35,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,36,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,37,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,38,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,39,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,40,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,41,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,42,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,43,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,44,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,45,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,46,37,34,34,8,8,0.235294
noscale,200g,1000b,R20,47,37,34,34,6,6,0.176471
noscale,200g,1000b,R20,48,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,49,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,50,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,51,37,34,34,8,8,0.235294
noscale,200g,1000b,R20,52,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,53,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,54,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,55,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,56,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,57,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,58,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,59,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,60,37,34,34,18,18,0.529412
noscale,200g,1000b,R20,61,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,62,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,63,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,64,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,65,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,66,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,67,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,68,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,69,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,70,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,71,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,72,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,73,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,74,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,75,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,76,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,77,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,78,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,79,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,80,37,34,34,8,8,0.235294
noscale,200g,1000b,R20,81,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,82,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,83,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,84,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,85,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,86,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,87,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,88,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,89,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,90,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,91,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,92,37,34,34,18,18,0.529412
noscale,200g,1000b,R20,93,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,94,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,95,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,96,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,97,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,98,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,99,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,100,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,101,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,102,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,103,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,104,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,105,37,34,34,8,8,0.235294
noscale,200g,1000b,R20,106,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,107,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,108,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,109,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,110,37,34,34,8,8,0.235294
noscale,200g,1000b,R20,111,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,112,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,113,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,114,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,115,37,34,34,20,20,0.588235
noscale,200g,1000b,R20,116,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,117,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,118,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,119,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,120,37,34,34,7,7,0.205882
noscale,200g,1000b,R20,121,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,122,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,123,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,124,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,125,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,126,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,127,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,128,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,129,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,130,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,131,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,132,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,133,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,134,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,135,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,136,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,137,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,138,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,139,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,140,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,141,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,142,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,143,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,144,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,145,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,146,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,147,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,148,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,149,37,34,34,8,8,0.235294
noscale,200g,1000b,R20,150,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,151,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,152,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,153,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,154,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,155,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,156,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,157,37,34,34,6,6,0.176471
noscale,200g,1000b,R20,158,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,159,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,160,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,161,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,162,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,163,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,164,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,165,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,166,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,167,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,168,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,169,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,170,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,171,37,34,34,11,11,0.323529
noscale,200g,1000b,R20,172,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,173,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,174,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,175,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,176,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,177,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,178,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,179,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,180,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,181,37,34,34,7,7,0.205882
noscale,200g,1000b,R20,182,37,34,34,9,9,0.264706
noscale,200g,1000b,R20,183,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,184,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,185,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,186,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,187,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,188,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,189,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,190,37,34,34,13,13,0.382353
noscale,200g,1000b,R20,191,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,192,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,193,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,194,37,34,34,12,12,0.352941
noscale,200g,1000b,R20,195,37,34,34,17,17,0.500000
noscale,200g,1000b,R20,196,37,34,34,15,15,0.441176
noscale,200g,1000b,R20,197,37,34,34,14,14,0.411765
noscale,200g,1000b,R20,198,37,34,34,16,16,0.470588
noscale,200g,1000b,R20,199,37,34,34,10,10,0.294118
noscale,200g,1000b,R20,200,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,1,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,2,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,3,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,4,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,5,37,34,34,8,8,0.235294
noscale,200g,1000b,R2,6,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,7,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,8,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,9,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,10,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,11,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,12,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,13,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,14,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,15,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,16,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,17,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,18,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,19,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,20,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,21,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,22,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,23,37,34,34,8,8,0.235294
noscale,200g,1000b,R2,24,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,25,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,26,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,27,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,28,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,29,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,30,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,31,37,34,34,8,8,0.235294
noscale,200g,1000b,R2,32,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,33,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,34,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,35,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,36,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,37,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,38,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,39,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,40,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,41,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,42,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,43,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,44,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,45,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,46,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,47,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,48,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,49,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,50,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,51,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,52,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,53,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,54,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,55,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,56,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,57,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,58,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,59,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,60,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,61,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,62,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,63,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,64,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,65,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,66,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,67,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,68,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,69,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,70,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,71,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,72,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,73,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,74,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,75,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,76,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,77,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,78,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,79,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,80,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,81,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,82,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,83,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,84,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,85,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,86,37,34,34,18,18,0.529412
noscale,200g,1000b,R2,87,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,88,37,34,34,20,20,0.588235
noscale,200g,1000b,R2,89,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,90,37,34,34,18,18,0.529412
noscale,200g,1000b,R2,91,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,92,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,93,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,94,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,95,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,96,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,97,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,98,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,99,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,100,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,101,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,102,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,103,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,104,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,105,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,106,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,107,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,108,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,109,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,110,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,111,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,112,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,113,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,114,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,115,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,116,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,117,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,118,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,119,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,120,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,121,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,122,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,123,37,34,34,18,18,0.529412
noscale,200g,1000b,R2,124,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,125,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,126,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,127,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,128,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,129,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,130,37,34,34,3,3,0.088235
noscale,200g,1000b,R2,131,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,132,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,133,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,134,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,135,37,34,34,8,8,0.235294
noscale,200g,1000b,R2,136,37,34,34,8,8,0.235294
noscale,200g,1000b,R2,137,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,138,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,139,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,140,37,34,34,6,6,0.176471
noscale,200g,1000b,R2,141,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,142,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,143,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,144,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,145,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,146,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,147,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,148,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,149,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,150,37,34,34,17,17,0.500000
noscale,200g,1000b,R2,151,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,152,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,153,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,154,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,155,37,34,34,6,6,0.176471
noscale,200g,1000b,R2,156,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,157,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,158,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,159,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,160,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,161,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,162,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,163,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,164,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,165,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,166,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,167,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,168,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,169,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,170,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,171,37,34,34,9,9,0.264706
noscale,200g,1000b,R2,172,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,173,37,34,34,18,18,0.529412
noscale,200g,1000b,R2,174,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,175,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,176,37,34,34,8,8,0.235294
noscale,200g,1000b,R2,177,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,178,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,179,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,180,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,181,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,182,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,183,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,184,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,185,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,186,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,187,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,188,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,189,37,34,34,16,16,0.470588
noscale,200g,1000b,R2,190,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,191,37,34,34,7,7,0.205882
noscale,200g,1000b,R2,192,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,193,37,34,34,10,10,0.294118
noscale,200g,1000b,R2,194,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,195,37,34,34,13,13,0.382353
noscale,200g,1000b,R2,196,37,34,34,14,14,0.411765
noscale,200g,1000b,R2,197,37,34,34,11,11,0.323529
noscale,200g,1000b,R2,198,37,34,34,15,15,0.441176
noscale,200g,1000b,R2,199,37,34,34,12,12,0.352941
noscale,200g,1000b,R2,200,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,1,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,2,37,34,34,9,9,0.264706
noscale,200g,1000b,R3,3,37,34,34,5,5,0.147059
noscale,200g,1000b,R3,4,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,5,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,6,37,34,34,23,23,0.676471
noscale,200g,1000b,R3,7,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,8,37,34,34,12,12,0.352941
noscale,200g,1000b,R3,9,37,34,34,16,16,0.470588
noscale,200g,1000b,R3,10,37,34,34,17,17,0.500000
noscale,200g,1000b,R3,11,37,34,34,13,13,0.382353
noscale,200g,1000b,R3,12,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,13,37,34,34,14,14,0.411765
noscale,200g,1000b,R3,14,37,34,34,18,18,0.529412
noscale,200g,1000b,R3,15,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,16,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,17,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,18,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,19,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,20,37,34,34,15,15,0.441176
noscale,200g,1000b,R3,21,37,34,34,11,11,0.323529
noscale,200g,1000b,R3,22,37,34,34,10,10,0.294118
noscale,200g,1000b,R3,23,37,34,34,19,19,0.558824
noscale,200g,1000b,R3,24,37,34,34,17,17,0.500000
