SCAL,NGEN,NBPS,REPL,GENE,NL,I1,I2,FN,FP,RF
noscale,200g,250b,R15,22,37,34,34,19,19,0.558824
noscale,200g,250b,R15,23,37,34,34,19,19,0.558824
noscale,200g,250b,R15,24,37,34,34,15,15,0.441176
noscale,200g,250b,R15,25,37,34,34,14,14,0.411765
noscale,200g,250b,R15,26,37,34,34,19,19,0.558824
noscale,200g,250b,R15,27,37,34,34,17,17,0.500000
noscale,200g,250b,R15,28,37,34,34,16,16,0.470588
noscale,200g,250b,R15,29,37,34,34,19,19,0.558824
noscale,200g,250b,R15,30,37,34,34,22,22,0.647059
noscale,200g,250b,R15,31,37,34,34,20,20,0.588235
noscale,200g,250b,R15,32,37,34,34,19,19,0.558824
noscale,200g,250b,R15,33,37,34,34,20,20,0.588235
noscale,200g,250b,R15,34,37,34,34,15,15,0.441176
noscale,200g,250b,R15,35,37,34,34,22,22,0.647059
noscale,200g,250b,R15,36,37,34,34,19,19,0.558824
noscale,200g,250b,R15,37,37,34,34,13,13,0.382353
noscale,200g,250b,R15,38,37,34,34,22,22,0.647059
noscale,200g,250b,R15,39,37,34,34,17,17,0.500000
noscale,200g,250b,R15,40,37,34,34,21,21,0.617647
noscale,200g,250b,R15,41,37,34,34,23,23,0.676471
noscale,200g,250b,R15,42,37,34,34,16,16,0.470588
noscale,200g,250b,R15,43,37,34,34,21,21,0.617647
noscale,200g,250b,R15,44,37,34,34,18,18,0.529412
noscale,200g,250b,R15,45,37,34,34,20,20,0.588235
noscale,200g,250b,R15,46,37,34,34,16,16,0.470588
noscale,200g,250b,R15,47,37,34,34,20,20,0.588235
noscale,200g,250b,R15,48,37,34,34,19,19,0.558824
noscale,200g,250b,R15,49,37,34,34,18,18,0.529412
noscale,200g,250b,R15,50,37,34,34,21,21,0.617647
noscale,200g,250b,R15,51,37,34,34,15,15,0.441176
noscale,200g,250b,R15,52,37,34,34,21,21,0.617647
noscale,200g,250b,R15,53,37,34,34,19,19,0.558824
noscale,200g,250b,R15,54,37,34,34,16,16,0.470588
noscale,200g,250b,R15,55,37,34,34,19,19,0.558824
noscale,200g,250b,R15,56,37,34,34,21,21,0.617647
noscale,200g,250b,R15,57,37,34,34,18,18,0.529412
noscale,200g,250b,R15,58,37,34,34,20,20,0.588235
noscale,200g,250b,R15,59,37,34,34,16,16,0.470588
noscale,200g,250b,R15,60,37,34,34,15,15,0.441176
noscale,200g,250b,R15,61,37,34,34,17,17,0.500000
noscale,200g,250b,R15,62,37,34,34,17,17,0.500000
noscale,200g,250b,R15,63,37,34,34,18,18,0.529412
noscale,200g,250b,R15,64,37,34,34,17,17,0.500000
noscale,200g,250b,R15,65,37,34,34,20,20,0.588235
noscale,200g,250b,R15,66,37,34,34,17,17,0.500000
noscale,200g,250b,R15,67,37,34,34,20,20,0.588235
noscale,200g,250b,R15,68,37,34,34,18,18,0.529412
noscale,200g,250b,R15,69,37,34,34,13,13,0.382353
noscale,200g,250b,R15,70,37,34,34,19,19,0.558824
noscale,200g,250b,R15,71,37,34,34,18,18,0.529412
noscale,200g,250b,R15,72,37,34,34,19,19,0.558824
noscale,200g,250b,R15,73,37,34,34,23,23,0.676471
noscale,200g,250b,R15,74,37,34,34,18,18,0.529412
noscale,200g,250b,R15,75,37,34,34,22,22,0.647059
noscale,200g,250b,R15,76,37,34,34,18,18,0.529412
noscale,200g,250b,R15,77,37,34,34,22,22,0.647059
noscale,200g,250b,R15,78,37,34,34,15,15,0.441176
noscale,200g,250b,R15,79,37,34,34,21,21,0.617647
noscale,200g,250b,R15,80,37,34,34,15,15,0.441176
noscale,200g,250b,R15,81,37,34,34,11,11,0.323529
noscale,200g,250b,R15,82,37,34,34,18,18,0.529412
noscale,200g,250b,R15,83,37,34,34,19,19,0.558824
noscale,200g,250b,R15,84,37,34,34,13,13,0.382353
noscale,200g,250b,R15,85,37,34,34,22,22,0.647059
noscale,200g,250b,R15,86,37,34,34,17,17,0.500000
noscale,200g,250b,R15,87,37,34,34,16,16,0.470588
noscale,200g,250b,R15,88,37,34,34,21,21,0.617647
noscale,200g,250b,R15,89,37,34,34,18,18,0.529412
noscale,200g,250b,R15,90,37,34,34,15,15,0.441176
noscale,200g,250b,R15,91,37,34,34,20,20,0.588235
noscale,200g,250b,R15,92,37,34,34,22,22,0.647059
noscale,200g,250b,R15,93,37,34,34,23,23,0.676471
noscale,200g,250b,R15,94,37,34,34,15,15,0.441176
noscale,200g,250b,R15,95,37,34,34,14,14,0.411765
noscale,200g,250b,R15,96,37,34,34,19,19,0.558824
noscale,200g,250b,R15,97,37,34,34,17,17,0.500000
noscale,200g,250b,R15,98,37,34,34,19,19,0.558824
noscale,200g,250b,R15,99,37,34,34,16,16,0.470588
noscale,200g,250b,R15,100,37,34,34,20,20,0.588235
noscale,200g,250b,R15,101,37,34,34,21,21,0.617647
noscale,200g,250b,R15,102,37,34,34,20,20,0.588235
noscale,200g,250b,R15,103,37,34,34,14,14,0.411765
noscale,200g,250b,R15,104,37,34,34,16,16,0.470588
noscale,200g,250b,R15,105,37,34,34,15,15,0.441176
noscale,200g,250b,R15,106,37,34,34,18,18,0.529412
noscale,200g,250b,R15,107,37,34,34,18,18,0.529412
noscale,200g,250b,R15,108,37,34,34,18,18,0.529412
noscale,200g,250b,R15,109,37,34,34,12,12,0.352941
noscale,200g,250b,R15,110,37,34,34,18,18,0.529412
noscale,200g,250b,R15,111,37,34,34,18,18,0.529412
noscale,200g,250b,R15,112,37,34,34,12,12,0.352941
noscale,200g,250b,R15,113,37,34,34,18,18,0.529412
noscale,200g,250b,R15,114,37,34,34,11,11,0.323529
noscale,200g,250b,R15,115,37,34,34,17,17,0.500000
noscale,200g,250b,R15,116,37,34,34,20,20,0.588235
noscale,200g,250b,R15,117,37,34,34,13,13,0.382353
noscale,200g,250b,R15,118,37,34,34,16,16,0.470588
noscale,200g,250b,R15,119,37,34,34,19,19,0.558824
noscale,200g,250b,R15,120,37,34,34,24,24,0.705882
noscale,200g,250b,R15,121,37,34,34,20,20,0.588235
noscale,200g,250b,R15,122,37,34,34,22,22,0.647059
noscale,200g,250b,R15,123,37,34,34,16,16,0.470588
noscale,200g,250b,R15,124,37,34,34,18,18,0.529412
noscale,200g,250b,R15,125,37,34,34,19,19,0.558824
noscale,200g,250b,R15,126,37,34,34,24,24,0.705882
noscale,200g,250b,R15,127,37,34,34,22,22,0.647059
noscale,200g,250b,R15,128,37,34,34,17,17,0.500000
noscale,200g,250b,R15,129,37,34,34,18,18,0.529412
noscale,200g,250b,R15,130,37,34,34,19,19,0.558824
noscale,200g,250b,R15,131,37,34,34,15,15,0.441176
noscale,200g,250b,R15,132,37,34,34,22,22,0.647059
noscale,200g,250b,R15,133,37,34,34,16,16,0.470588
noscale,200g,250b,R15,134,37,34,34,15,15,0.441176
noscale,200g,250b,R15,135,37,34,34,20,20,0.588235
noscale,200g,250b,R15,136,37,34,34,20,20,0.588235
noscale,200g,250b,R15,137,37,34,34,17,17,0.500000
noscale,200g,250b,R15,138,37,34,34,21,21,0.617647
noscale,200g,250b,R15,139,37,34,34,18,18,0.529412
noscale,200g,250b,R15,140,37,34,34,21,21,0.617647
noscale,200g,250b,R15,141,37,34,34,13,13,0.382353
noscale,200g,250b,R15,142,37,34,34,16,16,0.470588
noscale,200g,250b,R15,143,37,34,34,16,16,0.470588
noscale,200g,250b,R15,144,37,34,34,15,15,0.441176
noscale,200g,250b,R15,145,37,34,34,17,17,0.500000
noscale,200g,250b,R15,146,37,34,34,21,21,0.617647
noscale,200g,250b,R15,147,37,34,34,21,21,0.617647
noscale,200g,250b,R15,148,37,34,34,16,16,0.470588
noscale,200g,250b,R15,149,37,34,34,10,10,0.294118
noscale,200g,250b,R15,150,37,34,34,16,16,0.470588
noscale,200g,250b,R15,151,37,34,34,21,21,0.617647
noscale,200g,250b,R15,152,37,34,34,25,25,0.735294
noscale,200g,250b,R15,153,37,34,34,18,18,0.529412
noscale,200g,250b,R15,154,37,34,34,21,21,0.617647
noscale,200g,250b,R15,155,37,34,34,18,18,0.529412
noscale,200g,250b,R15,156,37,34,34,17,17,0.500000
noscale,200g,250b,R15,157,37,34,34,22,22,0.647059
noscale,200g,250b,R15,158,37,34,34,19,19,0.558824
noscale,200g,250b,R15,159,37,34,34,13,13,0.382353
noscale,200g,250b,R15,160,37,34,34,18,18,0.529412
noscale,200g,250b,R15,161,37,34,34,16,16,0.470588
noscale,200g,250b,R15,162,37,34,34,15,15,0.441176
noscale,200g,250b,R15,163,37,34,34,16,16,0.470588
noscale,200g,250b,R15,164,37,34,34,18,18,0.529412
noscale,200g,250b,R15,165,37,34,34,15,15,0.441176
noscale,200g,250b,R15,166,37,34,34,21,21,0.617647
noscale,200g,250b,R15,167,37,34,34,17,17,0.500000
noscale,200g,250b,R15,168,37,34,34,24,24,0.705882
noscale,200g,250b,R15,169,37,34,34,20,20,0.588235
noscale,200g,250b,R15,170,37,34,34,22,22,0.647059
noscale,200g,250b,R15,171,37,34,34,21,21,0.617647
noscale,200g,250b,R15,172,37,34,34,23,23,0.676471
noscale,200g,250b,R15,173,37,34,34,17,17,0.500000
noscale,200g,250b,R15,174,37,34,34,17,17,0.500000
noscale,200g,250b,R15,175,37,34,34,18,18,0.529412
noscale,200g,250b,R15,176,37,34,34,15,15,0.441176
noscale,200g,250b,R15,177,37,34,34,21,21,0.617647
noscale,200g,250b,R15,178,37,34,34,19,19,0.558824
noscale,200g,250b,R15,179,37,34,34,23,23,0.676471
noscale,200g,250b,R15,180,37,34,34,20,20,0.588235
noscale,200g,250b,R15,181,37,34,34,16,16,0.470588
noscale,200g,250b,R15,182,37,34,34,21,21,0.617647
noscale,200g,250b,R15,183,37,34,34,20,20,0.588235
noscale,200g,250b,R15,184,37,34,34,19,19,0.558824
noscale,200g,250b,R15,185,37,34,34,19,19,0.558824
noscale,200g,250b,R15,186,37,34,34,21,21,0.617647
noscale,200g,250b,R15,187,37,34,34,27,27,0.794118
noscale,200g,250b,R15,188,37,34,34,21,21,0.617647
noscale,200g,250b,R15,189,37,34,34,19,19,0.558824
noscale,200g,250b,R15,190,37,34,34,16,16,0.470588
noscale,200g,250b,R15,191,37,34,34,19,19,0.558824
noscale,200g,250b,R15,192,37,34,34,22,22,0.647059
noscale,200g,250b,R15,193,37,34,34,17,17,0.500000
noscale,200g,250b,R15,194,37,34,34,20,20,0.588235
noscale,200g,250b,R15,195,37,34,34,22,22,0.647059
noscale,200g,250b,R15,196,37,34,34,13,13,0.382353
noscale,200g,250b,R15,197,37,34,34,19,19,0.558824
noscale,200g,250b,R15,198,37,34,34,22,22,0.647059
noscale,200g,250b,R15,199,37,34,34,17,17,0.500000
noscale,200g,250b,R15,200,37,34,34,17,17,0.500000
noscale,200g,250b,R16,1,37,34,34,19,19,0.558824
noscale,200g,250b,R16,2,37,34,34,23,23,0.676471
noscale,200g,250b,R16,3,37,34,34,23,23,0.676471
noscale,200g,250b,R16,4,37,34,34,20,20,0.588235
noscale,200g,250b,R16,5,37,34,34,17,17,0.500000
noscale,200g,250b,R16,6,37,34,34,13,13,0.382353
noscale,200g,250b,R16,7,37,34,34,21,21,0.617647
noscale,200g,250b,R16,8,37,34,34,20,20,0.588235
noscale,200g,250b,R16,9,37,34,34,14,14,0.411765
noscale,200g,250b,R16,10,37,34,34,18,18,0.529412
noscale,200g,250b,R16,11,37,34,34,18,18,0.529412
noscale,200g,250b,R16,12,37,34,34,21,21,0.617647
noscale,200g,250b,R16,13,37,34,34,22,22,0.647059
noscale,200g,250b,R16,14,37,34,34,18,18,0.529412
noscale,200g,250b,R16,15,37,34,34,17,17,0.500000
noscale,200g,250b,R16,16,37,34,34,16,16,0.470588
noscale,200g,250b,R16,17,37,34,34,18,18,0.529412
noscale,200g,250b,R16,18,37,34,34,16,16,0.470588
noscale,200g,250b,R16,19,37,34,34,18,18,0.529412
noscale,200g,250b,R16,20,37,34,34,16,16,0.470588
noscale,200g,250b,R16,21,37,34,34,21,21,0.617647
noscale,200g,250b,R16,22,37,34,34,16,16,0.470588
noscale,200g,250b,R16,23,37,34,34,18,18,0.529412
noscale,200g,250b,R16,24,37,34,34,22,22,0.647059
noscale,200g,250b,R16,25,37,34,34,24,24,0.705882
noscale,200g,250b,R16,26,37,34,34,20,20,0.588235
noscale,200g,250b,R16,27,37,34,34,22,22,0.647059
noscale,200g,250b,R16,28,37,34,34,21,21,0.617647
noscale,200g,250b,R16,29,37,34,34,17,17,0.500000
noscale,200g,250b,R16,30,37,34,34,17,17,0.500000
noscale,200g,250b,R16,31,37,34,34,21,21,0.617647
noscale,200g,250b,R16,32,37,34,34,19,19,0.558824
noscale,200g,250b,R16,33,37,34,34,23,23,0.676471
noscale,200g,250b,R16,34,37,34,34,18,18,0.529412
noscale,200g,250b,R16,35,37,34,34,18,18,0.529412
noscale,200g,250b,R16,36,37,34,34,20,20,0.588235
noscale,200g,250b,R16,37,37,34,34,19,19,0.558824
noscale,200g,250b,R16,38,37,34,34,22,22,0.647059
noscale,200g,250b,R16,39,37,34,34,15,15,0.441176
noscale,200g,250b,R16,40,37,34,34,12,12,0.352941
noscale,200g,250b,R16,41,37,34,34,15,15,0.441176
noscale,200g,250b,R16,42,37,34,34,14,14,0.411765
noscale,200g,250b,R16,43,37,34,34,17,17,0.500000
noscale,200g,250b,R16,44,37,34,34,19,19,0.558824
noscale,200g,250b,R16,45,37,34,34,21,21,0.617647
noscale,200g,250b,R16,46,37,34,34,14,14,0.411765
noscale,200g,250b,R16,47,37,34,34,20,20,0.588235
noscale,200g,250b,R16,48,37,34,34,17,17,0.500000
noscale,200g,250b,R16,49,37,34,34,19,19,0.558824
noscale,200g,250b,R16,50,37,34,34,15,15,0.441176
noscale,200g,250b,R16,51,37,34,34,20,20,0.588235
noscale,200g,250b,R16,52,37,34,34,22,22,0.647059
noscale,200g,250b,R16,53,37,34,34,20,20,0.588235
noscale,200g,250b,R16,54,37,34,34,17,17,0.500000
noscale,200g,250b,R16,55,37,34,34,18,18,0.529412
noscale,200g,250b,R16,56,37,34,34,16,16,0.470588
noscale,200g,250b,R16,57,37,34,34,18,18,0.529412
noscale,200g,250b,R16,58,37,34,34,14,14,0.411765
noscale,200g,250b,R16,59,37,34,34,18,18,0.529412
noscale,200g,250b,R16,60,37,34,34,18,18,0.529412
noscale,200g,250b,R16,61,37,34,34,21,21,0.617647
noscale,200g,250b,R16,62,37,34,34,18,18,0.529412
noscale,200g,250b,R16,63,37,34,34,17,17,0.500000
noscale,200g,250b,R16,64,37,34,34,20,20,0.588235
noscale,200g,250b,R16,65,37,34,34,18,18,0.529412
noscale,200g,250b,R16,66,37,34,34,15,15,0.441176
noscale,200g,250b,R16,67,37,34,34,15,15,0.441176
noscale,200g,250b,R16,68,37,34,34,19,19,0.558824
noscale,200g,250b,R16,69,37,34,34,18,18,0.529412
noscale,200g,250b,R16,70,37,34,34,16,16,0.470588
noscale,200g,250b,R16,71,37,34,34,20,20,0.588235
noscale,200g,250b,R16,72,37,34,34,22,22,0.647059
noscale,200g,250b,R16,73,37,34,34,19,19,0.558824
noscale,200g,250b,R16,74,37,34,34,21,21,0.617647
noscale,200g,250b,R16,75,37,34,34,13,13,0.382353
noscale,200g,250b,R16,76,37,34,34,14,14,0.411765
noscale,200g,250b,R16,77,37,34,34,19,19,0.558824
noscale,200g,250b,R16,78,37,34,34,18,18,0.529412
noscale,200g,250b,R16,79,37,34,34,25,25,0.735294
noscale,200g,250b,R16,80,37,34,34,14,14,0.411765
noscale,200g,250b,R16,81,37,34,34,14,14,0.411765
noscale,200g,250b,R16,82,37,34,34,16,16,0.470588
noscale,200g,250b,R16,83,37,34,34,7,7,0.205882
noscale,200g,250b,R16,84,37,34,34,17,17,0.500000
noscale,200g,250b,R16,85,37,34,34,20,20,0.588235
noscale,200g,250b,R16,86,37,34,34,18,18,0.529412
noscale,200g,250b,R16,87,37,34,34,20,20,0.588235
noscale,200g,250b,R16,88,37,34,34,20,20,0.588235
noscale,200g,250b,R16,89,37,34,34,17,17,0.500000
noscale,200g,250b,R16,90,37,34,34,22,22,0.647059
noscale,200g,250b,R16,91,37,34,34,17,17,0.500000
noscale,200g,250b,R16,92,37,34,34,15,15,0.441176
noscale,200g,250b,R16,93,37,34,34,21,21,0.617647
noscale,200g,250b,R16,94,37,34,34,19,19,0.558824
noscale,200g,250b,R16,95,37,34,34,17,17,0.500000
noscale,200g,250b,R16,96,37,34,34,20,20,0.588235
noscale,200g,250b,R16,97,37,34,34,20,20,0.588235
noscale,200g,250b,R16,98,37,34,34,25,25,0.735294
noscale,200g,250b,R16,99,37,34,34,22,22,0.647059
noscale,200g,250b,R16,100,37,34,34,21,21,0.617647
noscale,200g,250b,R16,101,37,34,34,21,21,0.617647
noscale,200g,250b,R16,102,37,34,34,16,16,0.470588
noscale,200g,250b,R16,103,37,34,34,17,17,0.500000
noscale,200g,250b,R16,104,37,34,34,17,17,0.500000
noscale,200g,250b,R16,105,37,34,34,16,16,0.470588
noscale,200g,250b,R16,106,37,34,34,22,22,0.647059
noscale,200g,250b,R16,107,37,34,34,18,18,0.529412
noscale,200g,250b,R16,108,37,34,34,20,20,0.588235
noscale,200g,250b,R16,109,37,34,34,17,17,0.500000
noscale,200g,250b,R16,110,37,34,34,16,16,0.470588
noscale,200g,250b,R16,111,37,34,34,13,13,0.382353
noscale,200g,250b,R16,112,37,34,34,17,17,0.500000
noscale,200g,250b,R16,113,37,34,34,18,18,0.529412
noscale,200g,250b,R16,114,37,34,34,24,24,0.705882
noscale,200g,250b,R16,115,37,34,34,19,19,0.558824
noscale,200g,250b,R16,116,37,34,34,20,20,0.588235
noscale,200g,250b,R16,117,37,34,34,15,15,0.441176
noscale,200g,250b,R16,118,37,34,34,13,13,0.382353
noscale,200g,250b,R16,119,37,34,34,20,20,0.588235
noscale,200g,250b,R16,120,37,34,34,21,21,0.617647
noscale,200g,250b,R16,121,37,34,34,16,16,0.470588
noscale,200g,250b,R16,122,37,34,34,18,18,0.529412
noscale,200g,250b,R16,123,37,34,34,15,15,0.441176
noscale,200g,250b,R16,124,37,34,34,21,21,0.617647
noscale,200g,250b,R16,125,37,34,34,14,14,0.411765
noscale,200g,250b,R16,126,37,34,34,17,17,0.500000
noscale,200g,250b,R16,127,37,34,34,13,13,0.382353
noscale,200g,250b,R16,128,37,34,34,22,22,0.647059
noscale,200g,250b,R16,129,37,34,34,20,20,0.588235
noscale,200g,250b,R16,130,37,34,34,18,18,0.529412
noscale,200g,250b,R16,131,37,34,34,14,14,0.411765
noscale,200g,250b,R16,132,37,34,34,17,17,0.500000
noscale,200g,250b,R16,133,37,34,34,17,17,0.500000
noscale,200g,250b,R16,134,37,34,34,17,17,0.500000
noscale,200g,250b,R16,135,37,34,34,20,20,0.588235
noscale,200g,250b,R16,136,37,34,34,16,16,0.470588
noscale,200g,250b,R16,137,37,34,34,22,22,0.647059
noscale,200g,250b,R16,138,37,34,34,19,19,0.558824
noscale,200g,250b,R16,139,37,34,34,25,25,0.735294
noscale,200g,250b,R16,140,37,34,34,21,21,0.617647
noscale,200g,250b,R16,141,37,34,34,22,22,0.647059
noscale,200g,250b,R16,142,37,34,34,21,21,0.617647
noscale,200g,250b,R16,143,37,34,34,23,23,0.676471
noscale,200g,250b,R16,144,37,34,34,18,18,0.529412
noscale,200g,250b,R16,145,37,34,34,21,21,0.617647
noscale,200g,250b,R16,146,37,34,34,18,18,0.529412
noscale,200g,250b,R16,147,37,34,34,20,20,0.588235
noscale,200g,250b,R16,148,37,34,34,18,18,0.529412
noscale,200g,250b,R16,149,37,34,34,17,17,0.500000
noscale,200g,250b,R16,150,37,34,34,16,16,0.470588
noscale,200g,250b,R16,151,37,34,34,14,14,0.411765
noscale,200g,250b,R16,152,37,34,34,22,22,0.647059
noscale,200g,250b,R16,153,37,34,34,19,19,0.558824
noscale,200g,250b,R16,154,37,34,34,21,21,0.617647
noscale,200g,250b,R16,155,37,34,34,13,13,0.382353
noscale,200g,250b,R16,156,37,34,34,21,21,0.617647
noscale,200g,250b,R16,157,37,34,34,19,19,0.558824
noscale,200g,250b,R16,158,37,34,34,19,19,0.558824
noscale,200g,250b,R16,159,37,34,34,12,12,0.352941
noscale,200g,250b,R16,160,37,34,34,19,19,0.558824
noscale,200g,250b,R16,161,37,34,34,16,16,0.470588
noscale,200g,250b,R16,162,37,34,34,16,16,0.470588
noscale,200g,250b,R16,163,37,34,34,12,12,0.352941
noscale,200g,250b,R16,164,37,34,34,20,20,0.588235
noscale,200g,250b,R16,165,37,34,34,23,23,0.676471
noscale,200g,250b,R16,166,37,34,34,16,16,0.470588
noscale,200g,250b,R16,167,37,34,34,16,16,0.470588
noscale,200g,250b,R16,168,37,34,34,15,15,0.441176
noscale,200g,250b,R16,169,37,34,34,21,21,0.617647
noscale,200g,250b,R16,170,37,34,34,20,20,0.588235
noscale,200g,250b,R16,171,37,34,34,15,15,0.441176
noscale,200g,250b,R16,172,37,34,34,17,17,0.500000
noscale,200g,250b,R16,173,37,34,34,19,19,0.558824
noscale,200g,250b,R16,174,37,34,34,16,16,0.470588
noscale,200g,250b,R16,175,37,34,34,17,17,0.500000
noscale,200g,250b,R16,176,37,34,34,12,12,0.352941
noscale,200g,250b,R16,177,37,34,34,13,13,0.382353
noscale,200g,250b,R16,178,37,34,34,18,18,0.529412
noscale,200g,250b,R16,179,37,34,34,20,20,0.588235
noscale,200g,250b,R16,180,37,34,34,16,16,0.470588
noscale,200g,250b,R16,181,37,34,34,20,20,0.588235
noscale,200g,250b,R16,182,37,34,34,18,18,0.529412
noscale,200g,250b,R16,183,37,34,34,19,19,0.558824
noscale,200g,250b,R16,184,37,34,34,18,18,0.529412
noscale,200g,250b,R16,185,37,34,34,17,17,0.500000
noscale,200g,250b,R16,186,37,34,34,22,22,0.647059
noscale,200g,250b,R16,187,37,34,34,13,13,0.382353
noscale,200g,250b,R16,188,37,34,34,16,16,0.470588
noscale,200g,250b,R16,189,37,34,34,14,14,0.411765
noscale,200g,250b,R16,190,37,34,34,16,16,0.470588
noscale,200g,250b,R16,191,37,34,34,16,16,0.470588
noscale,200g,250b,R16,192,37,34,34,17,17,0.500000
noscale,200g,250b,R16,193,37,34,34,17,17,0.500000
noscale,200g,250b,R16,194,37,34,34,18,18,0.529412
noscale,200g,250b,R16,195,37,34,34,13,13,0.382353
noscale,200g,250b,R16,196,37,34,34,17,17,0.500000
noscale,200g,250b,R16,197,37,34,34,19,19,0.558824
noscale,200g,250b,R16,198,37,34,34,18,18,0.529412
noscale,200g,250b,R16,199,37,34,34,19,19,0.558824
noscale,200g,250b,R16,200,37,34,34,20,20,0.588235
noscale,200g,250b,R17,1,37,34,34,20,20,0.588235
noscale,200g,250b,R17,2,37,34,34,17,17,0.500000
noscale,200g,250b,R17,3,37,34,34,18,18,0.529412
noscale,200g,250b,R17,4,37,34,34,24,24,0.705882
noscale,200g,250b,R17,5,37,34,34,21,21,0.617647
noscale,200g,250b,R17,6,37,34,34,19,19,0.558824
noscale,200g,250b,R17,7,37,34,34,22,22,0.647059
noscale,200g,250b,R17,8,37,34,34,21,21,0.617647
noscale,200g,250b,R17,9,37,34,34,19,19,0.558824
noscale,200g,250b,R17,10,37,34,34,12,12,0.352941
noscale,200g,250b,R17,11,37,34,34,17,17,0.500000
noscale,200g,250b,R17,12,37,34,34,17,17,0.500000
noscale,200g,250b,R17,13,37,34,34,19,19,0.558824
noscale,200g,250b,R17,14,37,34,34,17,17,0.500000
noscale,200g,250b,R17,15,37,34,34,17,17,0.500000
noscale,200g,250b,R17,16,37,34,34,19,19,0.558824
noscale,200g,250b,R17,17,37,34,34,21,21,0.617647
noscale,200g,250b,R17,18,37,34,34,23,23,0.676471
noscale,200g,250b,R17,19,37,34,34,19,19,0.558824
noscale,200g,250b,R17,20,37,34,34,19,19,0.558824
noscale,200g,250b,R17,21,37,34,34,22,22,0.647059
noscale,200g,250b,R17,22,37,34,34,20,20,0.588235
noscale,200g,250b,R17,23,37,34,34,21,21,0.617647
noscale,200g,250b,R17,24,37,34,34,19,19,0.558824
noscale,200g,250b,R17,25,37,34,34,17,17,0.500000
noscale,200g,250b,R17,26,37,34,34,17,17,0.500000
noscale,200g,250b,R17,27,37,34,34,21,21,0.617647
noscale,200g,250b,R17,28,37,34,34,19,19,0.558824
noscale,200g,250b,R17,29,37,34,34,21,21,0.617647
noscale,200g,250b,R17,30,37,34,34,19,19,0.558824
noscale,200g,250b,R17,31,37,34,34,17,17,0.500000
noscale,200g,250b,R17,32,37,34,34,21,21,0.617647
noscale,200g,250b,R17,33,37,34,34,14,14,0.411765
noscale,200g,250b,R17,34,37,34,34,16,16,0.470588
noscale,200g,250b,R17,35,37,34,34,20,20,0.588235
noscale,200g,250b,R17,36,37,34,34,22,22,0.647059
noscale,200g,250b,R17,37,37,34,34,16,16,0.470588
noscale,200g,250b,R17,38,37,34,34,22,22,0.647059
noscale,200g,250b,R17,39,37,34,34,21,21,0.617647
noscale,200g,250b,R17,40,37,34,34,15,15,0.441176
noscale,200g,250b,R17,41,37,34,34,18,18,0.529412
noscale,200g,250b,R17,42,37,34,34,19,19,0.558824
noscale,200g,250b,R17,43,37,34,34,16,16,0.470588
noscale,200g,250b,R17,44,37,34,34,19,19,0.558824
noscale,200g,250b,R17,45,37,34,34,17,17,0.500000
noscale,200g,250b,R17,46,37,34,34,15,15,0.441176
noscale,200g,250b,R17,47,37,34,34,16,16,0.470588
noscale,200g,250b,R17,48,37,34,34,19,19,0.558824
noscale,200g,250b,R17,49,37,34,34,16,16,0.470588
noscale,200g,250b,R17,50,37,34,34,23,23,0.676471
noscale,200g,250b,R17,51,37,34,34,20,20,0.588235
noscale,200g,250b,R17,52,37,34,34,18,18,0.529412
noscale,200g,250b,R17,53,37,34,34,18,18,0.529412
noscale,200g,250b,R17,54,37,34,34,24,24,0.705882
noscale,200g,250b,R17,55,37,34,34,21,21,0.617647
noscale,200g,250b,R17,56,37,34,34,19,19,0.558824
noscale,200g,250b,R17,57,37,34,34,21,21,0.617647
noscale,200g,250b,R17,58,37,34,34,22,22,0.647059
noscale,200g,250b,R17,59,37,34,34,19,19,0.558824
noscale,200g,250b,R17,60,37,34,34,23,23,0.676471
noscale,200g,250b,R17,61,37,34,34,24,24,0.705882
noscale,200g,250b,R17,62,37,34,34,22,22,0.647059
noscale,200g,250b,R17,63,37,34,34,20,20,0.588235
noscale,200g,250b,R17,64,37,34,34,18,18,0.529412
noscale,200g,250b,R17,65,37,34,34,21,21,0.617647
noscale,200g,250b,R17,66,37,34,34,24,24,0.705882
noscale,200g,250b,R17,67,37,34,34,18,18,0.529412
noscale,200g,250b,R17,68,37,34,34,15,15,0.441176
noscale,200g,250b,R17,69,37,34,34,24,24,0.705882
noscale,200g,250b,R17,70,37,34,34,16,16,0.470588
noscale,200g,250b,R17,71,37,34,34,15,15,0.441176
noscale,200g,250b,R17,72,37,34,34,17,17,0.500000
noscale,200g,250b,R17,73,37,34,34,12,12,0.352941
noscale,200g,250b,R17,74,37,34,34,18,18,0.529412
noscale,200g,250b,R17,75,37,34,34,21,21,0.617647
noscale,200g,250b,R17,76,37,34,34,18,18,0.529412
noscale,200g,250b,R17,77,37,34,34,21,21,0.617647
noscale,200g,250b,R17,78,37,34,34,20,20,0.588235
noscale,200g,250b,R17,79,37,34,34,21,21,0.617647
noscale,200g,250b,R17,80,37,34,34,19,19,0.558824
noscale,200g,250b,R17,81,37,34,34,17,17,0.500000
noscale,200g,250b,R17,82,37,34,34,22,22,0.647059
noscale,200g,250b,R17,83,37,34,34,17,17,0.500000
noscale,200g,250b,R17,84,37,34,34,19,19,0.558824
noscale,200g,250b,R17,85,37,34,34,21,21,0.617647
noscale,200g,250b,R17,86,37,34,34,18,18,0.529412
